'Time','I','II','AVR','V','RESP','PLETH','ABP'
'[12:26:53.416]',-,0.945,0.485,0.505,0.289,2.109,103.501
'[12:26:53.424]',-,0.870,0.550,0.535,0.290,2.087,102.182
'[12:26:53.432]',-,0.910,0.510,0.555,0.291,2.064,102.280
'[12:26:53.440]',-,0.895,0.530,0.540,0.292,2.037,103.305
'[12:26:53.448]',-,0.925,0.535,0.565,0.293,2.009,104.380
'[12:26:53.456]',-,0.920,0.480,0.575,0.295,1.984,104.868
'[12:26:53.464]',-,0.945,0.510,0.570,0.297,1.963,104.575
'[12:26:53.472]',-,0.980,0.450,0.595,0.300,1.938,103.256
'[12:26:53.480]',-,0.860,0.565,0.525,0.302,1.911,101.254
'[12:26:53.488]',-,0.930,0.500,0.570,0.306,1.884,99.154
'[12:26:53.496]',-,0.935,0.515,0.580,0.310,1.856,97.786
'[12:26:53.504]',-,0.940,0.500,0.570,0.313,1.826,97.297
'[12:26:53.512]',-,0.905,0.520,0.540,0.317,1.795,97.249
'[12:26:53.520]',-,0.965,0.455,0.555,0.320,1.761,97.200
'[12:26:53.528]',-,0.920,0.505,0.525,0.323,1.729,96.907
'[12:26:53.536]',-,0.930,0.510,0.545,0.328,1.698,96.565
'[12:26:53.544]',-,0.960,0.480,0.555,0.332,1.669,96.076
'[12:26:53.552]',-,1.000,0.440,0.525,0.336,1.645,95.637
'[12:26:53.560]',-,0.940,0.490,0.545,0.341,1.626,95.295
'[12:26:53.568]',-,0.920,0.520,0.525,0.346,1.602,95.295
'[12:26:53.576]',-,1.000,0.440,0.555,0.351,1.578,95.686
'[12:26:53.584]',-,0.990,0.465,0.535,0.355,1.553,96.174
'[12:26:53.592]',-,0.980,0.440,0.555,0.360,1.530,96.907
'[12:26:53.600]',-,1.005,0.460,0.550,0.366,1.506,98.030
'[12:26:53.608]',-,1.045,0.415,0.555,0.371,1.484,100.033
'[12:26:53.616]',-,1.070,0.405,0.545,0.376,1.462,103.159
'[12:26:53.624]',-,1.025,0.460,0.525,0.382,1.442,107.945
'[12:26:53.632]',-,1.130,0.345,0.545,0.387,1.423,114.442
'[12:26:53.640]',-,1.070,0.405,0.510,0.393,1.406,122.306
'[12:26:53.648]',-,1.120,0.360,0.485,0.398,1.388,130.170
'[12:26:53.656]',-,1.150,0.330,0.520,0.404,1.376,137.008
'[12:26:53.664]',-,1.130,0.365,0.525,0.408,1.367,142.185
'[12:26:53.672]',-,1.145,0.350,0.485,0.413,1.354,145.751
'[12:26:53.680]',-,1.170,0.325,0.490,0.416,1.341,148.291
'[12:26:53.688]',-,1.120,0.370,0.450,0.420,1.329,151.221
'[12:26:53.696]',-,1.150,0.345,0.470,0.422,1.318,154.982
'[12:26:53.704]',-,1.200,0.285,0.445,0.425,1.306,158.597
'[12:26:53.712]',-,1.025,0.455,0.465,0.426,1.295,161.137
'[12:26:53.720]',-,1.065,0.410,0.435,0.427,1.285,162.504
'[12:26:53.728]',-,0.945,0.515,0.460,0.427,1.275,163.725
'[12:26:53.736]',-,1.025,0.445,0.495,0.428,1.265,165.142
'[12:26:53.744]',-,0.960,0.505,0.500,0.427,1.255,166.265
'[12:26:53.752]',-,0.890,0.560,0.485,0.426,1.248,166.803
'[12:26:53.760]',-,0.935,0.495,0.505,0.425,1.243,167.193
'[12:26:53.768]',-,0.910,0.510,0.465,0.423,1.236,167.633
'[12:26:53.776]',-,0.925,0.505,0.495,0.420,1.225,168.268
'[12:26:53.784]',-,0.905,0.540,0.500,0.418,1.212,169.538
'[12:26:53.792]',-,0.960,0.470,0.500,0.416,1.197,171.199
'[12:26:53.800]',-,0.910,0.515,0.470,0.413,1.184,172.078
'[12:26:53.808]',-,0.890,0.525,0.465,0.411,1.169,171.931
'[12:26:53.816]',-,0.930,0.490,0.480,0.408,1.154,171.247
'[12:26:53.824]',-,0.950,0.470,0.500,0.406,1.141,169.977
'[12:26:53.832]',-,0.850,0.590,0.465,0.404,1.127,168.121
'[12:26:53.840]',-,0.915,0.525,0.495,0.402,1.115,165.679
'[12:26:53.848]',-,0.945,0.485,0.515,0.401,1.104,162.749
'[12:26:53.856]',-,0.910,0.520,0.510,0.400,1.097,160.013
'[12:26:53.864]',-,0.900,0.515,0.495,0.399,1.095,158.988
'[12:26:53.872]',-,0.895,0.540,0.505,0.399,1.094,160.746
'[12:26:53.880]',-,0.925,0.505,0.500,0.399,1.100,164.556
'[12:26:53.888]',-,0.900,0.535,0.515,0.399,1.118,168.561
'[12:26:53.896]',-,0.955,0.490,0.465,0.399,1.152,171.785
'[12:26:53.904]',-,0.920,0.530,0.460,0.399,1.206,174.911
'[12:26:53.912]',-,0.960,0.485,0.510,0.399,1.283,178.574
'[12:26:53.920]',-,0.900,0.540,0.485,0.400,1.379,181.016
'[12:26:53.928]',-,0.915,0.520,0.470,0.402,1.493,179.111
'[12:26:53.936]',-,0.980,0.470,0.510,0.405,1.615,172.127
'[12:26:53.944]',-,0.930,0.505,0.480,0.407,1.739,162.162
'[12:26:53.952]',-,1.020,0.415,0.495,0.410,1.847,151.319
'[12:26:53.960]',-,0.940,0.505,0.460,0.414,1.942,139.694
'[12:26:53.968]',-,0.915,0.525,0.480,0.417,2.038,128.558
'[12:26:53.976]',-,0.995,0.430,0.520,0.421,2.126,120.743
'[12:26:53.984]',-,0.905,0.530,0.465,0.425,2.205,117.617
'[12:26:53.992]',-,0.960,0.475,0.495,0.429,2.277,118.349
'[12:26:54.000]',-,0.960,0.480,0.470,0.432,2.342,121.133
'[12:26:54.008]',-,0.940,0.505,0.465,0.437,2.402,124.357
'[12:26:54.016]',-,0.935,0.480,0.485,0.441,2.458,126.750
'[12:26:54.024]',-,1.025,0.410,0.510,0.446,2.512,127.532
'[12:26:54.032]',-,0.950,0.505,0.500,0.451,2.564,126.702
'[12:26:54.040]',-,0.975,0.475,0.485,0.456,2.615,124.601
'[12:26:54.048]',-,0.905,0.540,0.480,0.460,2.663,122.941
'[12:26:54.056]',-,0.935,0.505,0.470,0.465,2.700,122.501
'[12:26:54.064]',-,0.950,0.485,0.515,0.469,2.732,122.745
'[12:26:54.072]',-,0.940,0.525,0.525,0.473,2.770,122.745
'[12:26:54.080]',-,1.005,0.445,0.475,0.478,2.808,122.013
'[12:26:54.088]',-,0.975,0.485,0.495,0.483,2.847,120.791
'[12:26:54.096]',-,0.955,0.505,0.485,0.489,2.884,119.912
'[12:26:54.104]',-,0.995,0.470,0.500,0.495,2.917,120.010
'[12:26:54.112]',-,1.015,0.460,0.510,0.501,2.946,120.987
'[12:26:54.120]',-,0.990,0.485,0.455,0.507,2.973,121.866
'[12:26:54.128]',-,1.105,0.370,0.465,0.514,2.994,121.426
'[12:26:54.136]',-,1.015,0.475,0.440,0.520,3.011,119.668
'[12:26:54.144]',-,1.005,0.465,0.435,0.525,3.022,117.910
'[12:26:54.152]',-,1.050,0.415,0.450,0.531,3.024,117.665
'[12:26:54.160]',-,0.985,0.475,0.445,0.535,3.022,118.496
'[12:26:54.168]',-,1.030,0.415,0.480,0.540,3.017,118.007
'[12:26:54.176]',-,0.935,0.505,0.460,0.543,3.008,114.637
'[12:26:54.184]',-,0.980,0.465,0.485,0.547,2.991,110.485
'[12:26:54.192]',-,0.900,0.545,0.490,0.550,2.965,109.069
'[12:26:54.200]',-,0.895,0.540,0.485,0.554,2.929,111.316
'[12:26:54.208]',-,0.920,0.525,0.505,0.556,2.882,115.419
'[12:26:54.216]',-,0.890,0.540,0.485,0.559,2.825,118.300
'[12:26:54.224]',-,0.965,0.440,0.490,0.560,2.762,117.128
'[12:26:54.232]',-,0.890,0.520,0.500,0.562,2.694,112.439
'[12:26:54.240]',-,0.880,0.545,0.510,0.564,2.624,107.799
'[12:26:54.248]',-,0.965,0.455,0.545,0.566,2.554,106.187
'[12:26:54.256]',-,0.900,0.525,0.500,0.568,2.495,107.945
'[12:26:54.264]',-,0.925,0.530,0.535,0.569,2.441,111.316
'[12:26:54.272]',-,1.025,0.455,0.530,0.571,2.390,113.856
'[12:26:54.280]',-,1.265,0.245,0.600,0.573,2.344,113.807
'[12:26:54.288]',-,1.415,0.135,0.450,0.574,2.302,110.534
'[12:26:54.296]',-,1.495,0.060,0.225,0.576,2.266,105.308
'[12:26:54.304]',-,1.210,0.395,0.095,0.578,2.236,100.375
'[12:26:54.312]',-,1.000,0.500,0.270,0.580,2.209,97.297
'[12:26:54.320]',-,0.905,0.550,0.400,0.581,2.185,96.565
'[12:26:54.328]',-,0.870,0.580,0.415,0.583,2.161,97.249
'[12:26:54.336]',-,0.945,0.490,0.470,0.585,2.139,97.786
'[12:26:54.344]',-,0.960,0.480,0.530,0.586,2.117,97.444
'[12:26:54.352]',-,0.900,0.535,0.505,0.588,2.098,96.907
'[12:26:54.360]',-,0.905,0.530,0.485,0.590,2.078,97.249
'[12:26:54.368]',-,0.965,0.465,0.525,0.591,2.055,98.470
'[12:26:54.376]',-,0.890,0.550,0.520,0.593,2.030,99.984
'[12:26:54.384]',-,0.915,0.515,0.535,0.595,2.005,100.717
'[12:26:54.392]',-,0.975,0.455,0.560,0.597,1.978,100.619
'[12:26:54.400]',-,0.905,0.530,0.565,0.601,1.948,100.570
'[12:26:54.408]',-,0.930,0.495,0.530,0.604,1.915,100.717
'[12:26:54.416]',-,0.915,0.525,0.540,0.609,1.882,101.107
'[12:26:54.424]',-,0.935,0.505,0.530,0.613,1.848,101.693
'[12:26:54.432]',-,0.960,0.475,0.545,0.618,1.811,102.133
'[12:26:54.440]',-,0.985,0.455,0.555,0.624,1.776,102.182
'[12:26:54.448]',-,0.935,0.505,0.515,0.629,1.747,102.280
'[12:26:54.456]',-,0.905,0.540,0.495,0.634,1.721,102.377
'[12:26:54.464]',-,0.950,0.485,0.530,0.640,1.692,101.156
'[12:26:54.472]',-,0.930,0.510,0.520,0.645,1.664,98.128
'[12:26:54.480]',-,1.010,0.425,0.515,0.650,1.623,95.002
'[12:26:54.488]',-,0.940,0.510,0.535,0.655,1.594,94.074
'[12:26:54.496]',-,1.025,0.415,0.555,0.660,1.567,95.686
'[12:26:54.504]',-,0.970,0.470,0.520,0.664,1.518,98.909
'[12:26:54.512]',-,0.920,0.515,0.505,0.669,1.498,102.670
'[12:26:54.520]',-,1.040,0.415,0.515,0.674,1.479,105.015
'[12:26:54.528]',-,0.990,0.465,0.495,0.678,1.445,105.113
'[12:26:54.536]',-,1.025,0.435,0.510,0.682,1.432,104.038
'[12:26:54.544]',-,1.000,0.470,0.500,0.687,1.421,103.843
'[12:26:54.552]',-,1.035,0.445,0.530,0.691,1.394,106.187
'[12:26:54.560]',-,1.075,0.410,0.515,0.695,1.379,111.413
'[12:26:54.568]',-,1.120,0.355,0.485,0.698,1.364,118.935
'[12:26:54.576]',-,1.090,0.385,0.515,0.701,1.338,127.434
'[12:26:54.584]',-,1.150,0.340,0.525,0.704,1.320,135.738
'[12:26:54.592]',-,1.180,0.320,0.510,0.707,1.302,142.722
'[12:26:54.600]',-,1.160,0.340,0.465,0.709,1.277,148.046
'[12:26:54.608]',-,1.220,0.300,0.490,0.710,1.247,151.759
'[12:26:54.616]',-,1.095,0.410,0.480,0.712,1.231,154.640
'[12:26:54.624]',-,1.090,0.395,0.460,0.712,1.223,157.376
'[12:26:54.632]',-,1.130,0.340,0.445,0.713,1.215,159.818
'[12:26:54.640]',-,1.080,0.395,0.435,0.714,1.207,161.576
'[12:26:54.648]',-,0.995,0.470,0.480,0.714,1.199,163.042
'[12:26:54.656]',-,0.960,0.490,0.455,0.713,1.193,164.800
'[12:26:54.664]',-,0.930,0.510,0.460,0.712,1.184,166.754
'[12:26:54.672]',-,0.955,0.485,0.475,0.710,1.173,168.170
'[12:26:54.680]',-,0.910,0.530,0.455,0.708,1.159,169.001
'[12:26:54.688]',-,0.960,0.480,0.485,0.705,1.143,169.538
'[12:26:54.696]',-,0.900,0.540,0.470,0.703,1.125,169.929
'[12:26:54.704]',-,0.945,0.495,0.485,0.700,1.107,170.222
'[12:26:54.712]',-,0.970,0.480,0.500,0.697,1.088,170.564
'[12:26:54.720]',-,0.920,0.455,0.510,0.694,1.075,171.199
'[12:26:54.728]',-,0.850,0.580,0.440,0.691,1.067,172.127
'[12:26:54.736]',-,0.890,0.545,0.470,0.687,1.058,173.201
'[12:26:54.744]',-,0.885,0.540,0.485,0.683,1.049,174.178
'[12:26:54.752]',-,0.875,0.570,0.480,0.680,1.043,175.253
'[12:26:54.760]',-,0.950,0.480,0.510,0.677,1.041,176.474
'[12:26:54.768]',-,0.915,0.510,0.470,0.674,1.047,177.695
'[12:26:54.776]',-,0.875,0.560,0.450,0.671,1.065,178.037
'[12:26:54.784]',-,0.915,0.505,0.485,0.669,1.097,176.816
'[12:26:54.792]',-,0.890,0.545,0.500,0.667,1.146,173.934
'[12:26:54.800]',-,0.915,0.520,0.510,0.665,1.215,170.515
'[12:26:54.808]',-,0.880,0.540,0.465,0.663,1.305,167.438
'[12:26:54.816]',-,0.945,0.490,0.490,0.662,1.397,164.947
'[12:26:54.824]',-,0.925,0.520,0.450,0.661,1.492,162.993
'[12:26:54.832]',-,0.980,0.470,0.480,0.660,1.602,161.283
'[12:26:54.840]',-,1.005,0.450,0.495,0.660,1.717,159.427
'[12:26:54.848]',-,0.865,0.575,0.455,0.660,1.828,156.643
'[12:26:54.856]',-,0.960,0.475,0.480,0.660,1.930,152.540
'[12:26:54.864]',-,0.910,0.535,0.455,0.660,2.021,147.314
'[12:26:54.872]',-,0.920,0.520,0.465,0.661,2.101,141.599
'[12:26:54.880]',-,1.030,0.420,0.505,0.661,2.172,136.226
'[12:26:54.888]',-,0.910,0.525,0.460,0.662,2.236,131.879
'[12:26:54.896]',-,0.890,0.555,0.470,0.663,2.294,128.802
'[12:26:54.904]',-,0.990,0.450,0.450,0.664,2.349,127.190
'[12:26:54.912]',-,0.925,0.510,0.445,0.666,2.401,126.946
'[12:26:54.920]',-,0.990,0.455,0.510,0.667,2.442,127.678
'[12:26:54.928]',-,0.965,0.480,0.490,0.669,2.478,128.411
'[12:26:54.936]',-,0.935,0.515,0.475,0.672,2.518,129.046
'[12:26:54.944]',-,0.965,0.485,0.505,0.674,2.561,129.632
'[12:26:54.952]',-,0.960,0.500,0.470,0.677,2.604,130.170
'[12:26:54.960]',-,1.010,0.445,0.495,0.680,2.646,130.609
'[12:26:54.968]',-,0.950,0.495,0.500,0.683,2.688,130.560
'[12:26:54.976]',-,0.890,0.550,0.430,0.687,2.728,129.974
'[12:26:54.984]',-,0.950,0.495,0.425,0.690,2.767,129.241
'[12:26:54.992]',-,0.980,0.465,0.485,0.695,2.804,128.607
'[12:26:55.000]',-,1.000,0.440,0.480,0.699,2.838,128.167
'[12:26:55.008]',-,0.935,0.505,0.510,0.703,2.866,127.434
'[12:26:55.016]',-,1.005,0.510,0.505,0.707,2.884,126.506
'[12:26:55.024]',-,1.075,0.390,0.515,0.710,2.892,125.432
'[12:26:55.032]',-,1.025,0.450,0.520,0.713,2.902,124.552
'[12:26:55.040]',-,1.000,0.475,0.465,0.717,2.910,123.722
'[12:26:55.048]',-,1.035,0.445,0.455,0.721,2.914,122.452
'[12:26:55.056]',-,1.105,0.450,0.425,0.726,2.912,119.815
'[12:26:55.064]',-,1.040,0.375,0.410,0.730,2.903,115.761
'[12:26:55.072]',-,1.035,0.455,0.460,0.735,2.888,112.390
'[12:26:55.080]',-,1.050,0.415,0.485,0.740,2.865,112.732
'[12:26:55.088]',-,1.010,0.460,0.460,0.745,2.833,116.493
'[12:26:55.096]',-,1.035,0.395,0.440,0.750,2.792,119.912
'[12:26:55.104]',-,0.950,0.480,0.465,0.755,2.742,120.889
'[12:26:55.112]',-,0.925,0.505,0.460,0.759,2.684,119.033
'[12:26:55.120]',-,0.950,0.490,0.470,0.763,2.627,114.246
'[12:26:55.128]',-,0.985,0.460,0.480,0.767,2.567,107.604
'[12:26:55.136]',-,0.930,0.505,0.485,0.770,2.502,102.866
'[12:26:55.144]',-,0.885,0.555,0.460,0.774,2.438,102.719
'[12:26:55.152]',-,0.920,0.515,0.480,0.778,2.375,105.699
'[12:26:55.160]',-,0.885,0.560,0.505,0.781,2.316,108.287
'[12:26:55.168]',-,0.975,0.465,0.540,0.784,2.261,109.069
'[12:26:55.176]',-,0.905,0.525,0.490,0.787,2.212,108.385
'[12:26:55.184]',-,0.940,0.480,0.520,0.790,2.171,106.920
'[12:26:55.192]',-,0.930,0.500,0.555,0.793,2.137,105.308
'[12:26:55.200]',-,1.075,0.400,0.530,0.795,2.108,103.843
'[12:26:55.208]',-,1.225,0.270,0.590,0.797,2.082,103.256
'[12:26:55.216]',-,1.445,0.075,0.445,0.799,2.063,103.794
'[12:26:55.224]',-,1.500,0.020,0.235,0.800,2.044,105.161
'[12:26:55.232]',-,1.300,0.320,0.060,0.802,2.022,106.431
'[12:26:55.240]',-,0.990,0.530,0.215,0.803,1.998,106.920
'[12:26:55.248]',-,0.895,0.585,0.370,0.804,1.974,106.676
'[12:26:55.256]',-,0.965,0.510,0.425,0.805,1.949,105.943
'[12:26:55.264]',-,0.975,0.495,0.445,0.806,1.923,104.868
'[12:26:55.272]',-,0.940,0.530,0.510,0.807,1.895,103.745
'[12:26:55.280]',-,0.910,0.550,0.510,0.808,1.866,103.012
'[12:26:55.288]',-,0.970,0.465,0.525,0.808,1.835,103.110
'[12:26:55.296]',-,0.950,0.475,0.515,0.809,1.803,104.038
'[12:26:55.304]',-,0.920,0.510,0.530,0.809,1.770,105.601
'[12:26:55.312]',-,0.950,0.490,0.545,0.810,1.739,106.969
'[12:26:55.320]',-,0.935,0.500,0.520,0.811,1.715,107.359
'[12:26:55.328]',-,1.010,0.440,0.555,0.811,1.694,105.992
'[12:26:55.336]',-,0.915,0.525,0.505,0.812,1.673,103.354
'[12:26:55.344]',-,0.965,0.480,0.510,0.814,1.648,100.423
'[12:26:55.352]',-,0.995,0.455,0.535,0.815,1.623,98.225
'[12:26:55.360]',-,0.920,0.520,0.510,0.817,1.598,97.004
'[12:26:55.368]',-,1.020,0.430,0.540,0.818,1.573,96.418
'[12:26:55.376]',-,0.965,0.485,0.530,0.820,1.546,95.930
'[12:26:55.384]',-,0.945,0.510,0.515,0.822,1.521,95.686
'[12:26:55.392]',-,1.015,0.440,0.520,0.825,1.498,96.565
'[12:26:55.400]',-,0.955,0.495,0.480,0.828,1.474,99.056
'[12:26:55.408]',-,0.995,0.460,0.485,0.830,1.452,101.449
'[12:26:55.416]',-,1.005,0.475,0.520,0.834,1.434,100.619
'[12:26:55.424]',-,0.985,0.455,0.530,0.836,1.418,96.565
'[12:26:55.432]',-,1.030,0.410,0.520,0.839,1.399,92.560
'[12:26:55.440]',-,1.035,0.480,0.460,0.840,1.380,91.192
'[12:26:55.448]',-,0.970,0.440,0.515,0.842,1.364,91.925
'[12:26:55.456]',-,1.015,0.450,0.535,0.844,1.347,94.220
'[12:26:55.464]',-,1.100,0.380,0.550,0.845,1.331,99.447
'[12:26:55.472]',-,1.090,0.390,0.530,0.846,1.316,107.604
'[12:26:55.480]',-,1.070,0.405,0.530,0.847,1.299,116.005
'[12:26:55.488]',-,1.090,0.380,0.500,0.848,1.283,122.257
'[12:26:55.496]',-,1.115,0.375,0.505,0.848,1.268,126.604
'[12:26:55.504]',-,1.210,0.295,0.530,0.847,1.253,130.560
'[12:26:55.512]',-,1.130,0.380,0.485,0.847,1.240,135.103
'[12:26:55.520]',-,1.165,0.340,0.485,0.844,1.233,140.573
'[12:26:55.528]',-,1.205,0.295,0.495,0.842,1.227,146.142
'[12:26:55.536]',-,1.120,0.375,0.435,0.837,1.217,150.831
'[12:26:55.544]',-,1.155,0.350,0.450,0.833,1.205,154.250
'[12:26:55.552]',-,1.160,0.360,0.435,0.825,1.194,157.034
'[12:26:55.560]',-,1.135,0.340,0.460,0.818,1.180,159.329
'[12:26:55.568]',-,1.100,0.395,0.470,0.809,1.165,160.599
'[12:26:55.576]',-,1.120,0.375,0.485,0.800,1.152,161.430
'[12:26:55.584]',-,0.995,0.460,0.440,0.790,1.139,162.553
'[12:26:55.592]',-,0.965,0.445,0.430,0.781,1.128,164.067
'[12:26:55.600]',-,0.970,0.520,0.465,0.771,1.119,165.386
'[12:26:55.608]',-,0.890,0.550,0.450,0.762,1.110,166.314
'[12:26:55.616]',-,0.940,0.490,0.435,0.749,1.107,166.949
'[12:26:55.624]',-,0.935,0.500,0.495,0.737,1.104,167.535
'[12:26:55.632]',-,0.920,0.535,0.500,0.723,1.097,168.121
'[12:26:55.640]',-,0.895,0.555,0.480,0.709,1.087,168.708
'[12:26:55.648]',-,0.940,0.495,0.495,0.696,1.077,168.805
'[12:26:55.656]',-,0.860,0.570,0.435,0.682,1.066,168.073
'[12:26:55.664]',-,0.900,0.530,0.470,0.668,1.055,166.510
'[12:26:55.672]',-,0.920,0.505,0.485,0.655,1.044,165.972
'[12:26:55.680]',-,0.910,0.515,0.475,0.640,1.034,167.975
'[12:26:55.688]',-,0.885,0.545,0.460,0.624,1.030,171.296
'[12:26:55.696]',-,0.960,0.470,0.515,0.607,1.034,174.178
'[12:26:55.704]',-,0.870,0.560,0.465,0.590,1.050,175.936
'[12:26:55.712]',-,0.860,0.570,0.460,0.572,1.080,176.132
'[12:26:55.720]',-,0.940,0.500,0.495,0.554,1.120,174.325
'[12:26:55.728]',-,0.885,0.555,0.460,0.535,1.174,171.785
'[12:26:55.736]',-,0.930,0.510,0.450,0.517,1.249,169.538
'[12:26:55.744]',-,0.950,0.480,0.465,0.499,1.343,166.949
'[12:26:55.752]',-,0.895,0.540,0.440,0.482,1.451,163.481
'[12:26:55.760]',-,0.930,0.515,0.465,0.465,1.566,160.697
'[12:26:55.768]',-,0.940,0.490,0.435,0.449,1.683,159.036
'[12:26:55.776]',-,0.865,0.560,0.415,0.432,1.794,157.180
'[12:26:55.784]',-,0.910,0.515,0.425,0.415,1.895,154.005
'[12:26:55.792]',-,0.930,0.490,0.460,0.397,1.985,150.049
'[12:26:55.800]',-,0.920,0.515,0.445,0.380,2.065,145.165
'[12:26:55.808]',-,0.945,0.490,0.435,0.365,2.134,138.424
'[12:26:55.816]',-,0.895,0.540,0.460,0.349,2.189,130.756
'[12:26:55.824]',-,0.940,0.505,0.450,0.335,2.235,124.601
'[12:26:55.832]',-,0.900,0.540,0.445,0.322,2.283,121.426
'[12:26:55.840]',-,0.940,0.485,0.490,0.307,2.328,120.694
'[12:26:55.848]',-,0.955,0.505,0.485,0.293,2.373,121.573
'[12:26:55.856]',-,0.905,0.535,0.455,0.279,2.417,123.283
'[12:26:55.864]',-,0.965,0.470,0.500,0.265,2.461,125.041
'[12:26:55.872]',-,0.875,0.575,0.470,0.251,2.504,126.067
'[12:26:55.880]',-,0.905,0.535,0.450,0.238,2.546,126.115
'[12:26:55.888]',-,0.980,0.450,0.465,0.226,2.588,125.383
'[12:26:55.896]',-,0.855,0.585,0.450,0.215,2.628,124.308
'[12:26:55.904]',-,0.915,0.530,0.485,0.205,2.667,123.234
'[12:26:55.912]',-,0.960,0.480,0.485,0.195,2.704,121.915
'[12:26:55.920]',-,0.910,0.515,0.475,0.187,2.732,120.059
'[12:26:55.928]',-,0.920,0.525,0.455,0.179,2.755,117.910
'[12:26:55.936]',-,0.960,0.485,0.480,0.171,2.780,116.982
'[12:26:55.944]',-,0.975,0.470,0.495,0.162,2.806,118.545
'[12:26:55.952]',-,0.985,0.480,0.475,0.155,2.830,121.915
'[12:26:55.960]',-,0.945,0.410,0.445,0.147,2.850,124.846
'[12:26:55.968]',-,1.045,0.515,0.470,0.141,2.865,125.676
'[12:26:55.976]',-,0.955,0.505,0.430,0.135,2.873,124.406
'[12:26:55.984]',-,1.035,0.450,0.445,0.130,2.874,122.013
'[12:26:55.992]',-,1.045,0.440,0.390,0.126,2.867,119.180
'[12:26:56.000]',-,1.015,0.455,0.410,0.121,2.851,116.249
'[12:26:56.008]',-,1.000,0.450,0.445,0.117,2.826,113.807
'[12:26:56.016]',-,0.980,0.485,0.460,0.112,2.794,112.488
'[12:26:56.024]',-,0.960,0.480,0.460,0.107,2.755,112.000
'[12:26:56.032]',-,0.935,0.500,0.445,0.103,2.708,111.609
'[12:26:56.040]',-,0.895,0.540,0.435,0.098,2.652,110.827
'[12:26:56.048]',-,0.930,0.500,0.475,0.094,2.589,110.046
'[12:26:56.056]',-,0.975,0.455,0.505,0.090,2.522,109.850
'[12:26:56.064]',-,0.870,0.560,0.430,0.086,2.454,109.948
'[12:26:56.072]',-,0.825,0.610,0.405,0.083,2.388,109.557
'[12:26:56.080]',-,0.900,0.545,0.500,0.081,2.326,108.629
'[12:26:56.088]',-,0.915,0.500,0.490,0.078,2.271,107.506
'[12:26:56.096]',-,0.940,0.485,0.500,0.075,2.221,106.382
'[12:26:56.104]',-,0.910,0.520,0.490,0.072,2.179,105.259
'[12:26:56.112]',-,0.900,0.530,0.515,0.068,2.146,104.184
'[12:26:56.120]',-,0.950,0.470,0.550,0.064,2.119,103.550
'[12:26:56.128]',-,0.925,0.545,0.515,0.061,2.096,103.354
'[12:26:56.136]',-,1.275,0.250,0.545,0.057,2.074,103.305
'[12:26:56.144]',-,1.490,0.080,0.390,0.054,2.054,103.061
'[12:26:56.152]',-,1.415,0.200,0.185,0.051,2.031,102.719
'[12:26:56.160]',-,1.180,0.425,0.120,0.048,2.007,102.426
'[12:26:56.168]',-,0.910,0.570,0.305,0.045,1.982,101.547
'[12:26:56.176]',-,0.945,0.510,0.465,0.042,1.957,99.984
'[12:26:56.184]',-,0.870,0.575,0.460,0.039,1.929,99.105
'[12:26:56.192]',-,0.895,0.555,0.480,0.037,1.900,100.179
'[12:26:56.200]',-,0.970,0.480,0.530,0.035,1.870,102.133
'[12:26:56.208]',-,0.865,0.580,0.515,0.033,1.838,103.256
'[12:26:56.216]',-,0.930,0.505,0.520,0.032,1.809,103.501
'[12:26:56.224]',-,0.900,0.550,0.475,0.031,1.784,103.550
'[12:26:56.232]',-,0.925,0.505,0.535,0.031,1.758,102.915
'[12:26:56.240]',-,0.910,0.515,0.555,0.030,1.731,101.303
'[12:26:56.248]',-,0.945,0.495,0.550,0.030,1.706,99.349
'[12:26:56.256]',-,0.955,0.465,0.545,0.031,1.680,98.421
'[12:26:56.264]',-,0.915,0.510,0.555,0.032,1.653,98.323
'[12:26:56.272]',-,0.960,0.480,0.545,0.033,1.627,98.177
'[12:26:56.280]',-,0.925,0.510,0.550,0.034,1.600,97.932
'[12:26:56.288]',-,0.930,0.520,0.535,0.036,1.574,97.542
'[12:26:56.296]',-,0.895,0.555,0.525,0.038,1.547,97.053
'[12:26:56.304]',-,0.960,0.485,0.545,0.040,1.522,96.369
'[12:26:56.312]',-,0.940,0.505,0.525,0.042,1.502,95.637
'[12:26:56.320]',-,1.010,0.435,0.540,0.044,1.486,94.855
'[12:26:56.328]',-,0.935,0.500,0.520,0.047,1.466,94.220
'[12:26:56.336]',-,0.955,0.490,0.515,0.051,1.447,93.732
'[12:26:56.344]',-,0.950,0.460,0.505,0.054,1.426,93.243
'[12:26:56.352]',-,1.015,0.430,0.540,0.057,1.405,92.999
'[12:26:56.360]',-,0.955,0.490,0.545,0.061,1.384,93.048
'[12:26:56.368]',-,1.010,0.440,0.530,0.064,1.365,93.341
'[12:26:56.376]',-,0.970,0.485,0.520,0.067,1.345,93.878
'[12:26:56.384]',-,1.065,0.400,0.525,0.070,1.326,95.051
'[12:26:56.392]',-,1.030,0.445,0.510,0.073,1.307,97.297
'[12:26:56.400]',-,1.065,0.405,0.530,0.075,1.288,100.423
'[12:26:56.408]',-,1.075,0.415,0.520,0.078,1.272,103.940
'[12:26:56.416]',-,1.070,0.420,0.505,0.081,1.261,109.069
'[12:26:56.424]',-,1.135,0.370,0.540,0.083,1.254,117.372
