'Time','II','AVR','V','RESP','PLETH','ABP'
'[14:59:58.644]',-0.086,0.590,-0.271,0.790,1.775,78.492
'[14:59:58.652]',-0.491,0.760,-0.346,0.783,1.763,78.199
'[14:59:58.660]',-0.331,0.615,0.185,0.775,1.756,77.858
'[14:59:58.668]',-0.185,0.505,0.405,0.767,1.750,77.564
'[14:59:58.676]',-0.145,0.495,0.500,0.760,1.747,77.223
'[14:59:58.684]',-0.135,0.480,0.525,0.752,1.744,76.929
'[14:59:58.692]',-0.140,0.495,0.550,0.744,1.741,76.636
'[14:59:58.700]',-0.131,0.480,0.525,0.736,1.738,76.294
'[14:59:58.708]',-0.131,0.485,0.530,0.729,1.735,76.001
'[14:59:58.716]',-0.126,0.465,0.525,0.722,1.731,75.757
'[14:59:58.724]',-0.115,0.475,0.530,0.715,1.725,75.464
'[14:59:58.732]',-0.105,0.460,0.525,0.707,1.718,75.318
'[14:59:58.740]',-0.105,0.475,0.540,0.700,1.710,75.122
'[14:59:58.748]',-0.095,0.455,0.550,0.694,1.697,74.927
'[14:59:58.756]',-0.091,0.465,0.545,0.687,1.681,74.780
'[14:59:58.764]',-0.080,0.440,0.560,0.680,1.667,74.634
'[14:59:58.772]',-0.070,0.450,0.555,0.673,1.651,74.438
'[14:59:58.780]',-0.060,0.435,0.575,0.667,1.631,74.194
'[14:59:58.788]',-0.050,0.430,0.585,0.661,1.609,73.999
'[14:59:58.796]',-0.035,0.435,0.600,0.655,1.584,73.755
'[14:59:58.804]',-0.015,0.410,0.595,0.650,1.558,73.413
'[14:59:58.812]',0.000,0.400,0.625,0.644,1.533,73.120
'[14:59:58.820]',0.020,0.385,0.635,0.639,1.508,72.778
'[14:59:58.828]',0.040,0.370,0.655,0.634,1.483,72.485
'[14:59:58.836]',0.070,0.355,0.675,0.630,1.459,72.094
'[14:59:58.844]',0.100,0.335,0.705,0.625,1.437,71.752
'[14:59:58.852]',0.135,0.310,0.730,0.621,1.416,71.312
'[14:59:58.860]',0.175,0.290,0.770,0.617,1.399,70.873
'[14:59:58.868]',0.225,0.250,0.795,0.614,1.383,70.482
'[14:59:58.876]',0.265,0.230,0.830,0.611,1.366,70.287
'[14:59:58.884]',0.305,0.195,0.860,0.607,1.347,70.677
'[14:59:58.892]',0.345,0.180,0.891,0.603,1.329,72.045
'[14:59:58.900]',0.365,0.155,0.900,0.599,1.313,74.976
'[14:59:58.908]',0.385,0.160,0.905,0.594,1.297,79.811
'[14:59:58.916]',0.390,0.150,0.885,0.590,1.283,86.308
'[14:59:58.924]',0.360,0.180,0.850,0.585,1.268,93.781
'[14:59:58.932]',0.315,0.205,0.775,0.581,1.253,101.254
'[14:59:58.940]',0.230,0.275,0.700,0.576,1.240,108.092
'[14:59:58.948]',0.130,0.330,0.605,0.570,1.228,114.295
'[14:59:58.956]',0.015,0.410,0.520,0.564,1.215,119.912
'[14:59:58.964]',-0.080,0.465,0.445,0.555,1.206,124.943
'[14:59:58.972]',-0.155,0.515,0.395,0.547,1.199,128.997
'[14:59:58.980]',-0.206,0.540,0.360,0.536,1.190,131.684
'[14:59:58.988]',-0.235,0.565,0.340,0.525,1.179,133.002
'[14:59:58.996]',-0.251,0.575,0.325,0.512,1.169,133.051
'[14:59:59.004]',-0.256,0.570,0.320,0.500,1.159,132.123
'[14:59:59.012]',-0.260,0.580,0.330,0.486,1.151,130.511
'[14:59:59.020]',-0.251,0.570,0.320,0.473,1.143,128.362
'[14:59:59.028]',-0.246,0.575,0.335,0.460,1.136,125.871
'[14:59:59.036]',-0.235,0.555,0.335,0.447,1.130,123.185
'[14:59:59.044]',-0.225,0.560,0.345,0.433,1.124,120.303
'[14:59:59.052]',-0.216,0.540,0.350,0.419,1.119,117.421
'[14:59:59.060]',-0.206,0.545,0.360,0.405,1.116,114.637
'[14:59:59.068]',-0.200,0.530,0.360,0.391,1.115,112.000
'[14:59:59.076]',-0.195,0.540,0.365,0.379,1.111,109.557
'[14:59:59.084]',-0.190,0.525,0.360,0.367,1.107,107.506
'[14:59:59.092]',-0.190,0.535,0.370,0.356,1.101,105.796
'[14:59:59.100]',-0.185,0.525,0.360,0.345,1.095,104.429
'[14:59:59.108]',-0.190,0.535,0.370,0.336,1.088,103.354
'[14:59:59.116]',-0.185,0.525,0.360,0.327,1.078,102.475
'[14:59:59.124]',-0.195,0.535,0.365,0.319,1.066,101.742
'[14:59:59.132]',-0.195,0.530,0.360,0.311,1.056,101.058
'[14:59:59.140]',-0.195,0.540,0.360,0.305,1.047,100.375
'[14:59:59.148]',-0.190,0.530,0.355,0.300,1.044,99.544
'[14:59:59.156]',-0.195,0.540,0.360,0.295,1.048,98.470
'[14:59:59.164]',-0.190,0.530,0.355,0.291,1.065,97.200
'[14:59:59.172]',-0.200,0.540,0.360,0.288,1.100,95.686
'[14:59:59.180]',-0.200,0.535,0.350,0.286,1.161,94.318
'[14:59:59.188]',-0.200,0.545,0.355,0.284,1.257,93.243
'[14:59:59.196]',-0.195,0.535,0.360,0.282,1.388,92.511
'[14:59:59.204]',-0.195,0.545,0.350,0.281,1.552,92.071
'[14:59:59.212]',-0.195,0.550,0.360,0.279,1.743,91.729
'[14:59:59.220]',-0.195,0.535,0.355,0.278,1.949,91.485
'[14:59:59.228]',-0.195,0.545,0.360,0.276,2.160,91.290
'[14:59:59.236]',-0.200,0.535,0.360,0.274,2.364,91.241
'[14:59:59.244]',-0.195,0.545,0.365,0.272,2.550,91.290
'[14:59:59.252]',-0.190,0.535,0.360,0.269,2.712,91.485
'[14:59:59.260]',-0.185,0.540,0.375,0.267,2.829,91.778
'[14:59:59.268]',-0.185,0.530,0.365,0.263,2.910,92.120
'[14:59:59.276]',-0.180,0.545,0.380,0.260,2.978,92.413
'[14:59:59.284]',-0.180,0.530,0.370,0.254,3.022,92.657
'[14:59:59.292]',-0.175,0.535,0.380,0.250,3.044,92.950
'[14:59:59.300]',-0.175,0.525,0.380,0.243,3.045,93.048
'[14:59:59.308]',-0.175,0.530,0.385,0.237,3.027,93.097
'[14:59:59.316]',-0.175,0.520,0.380,0.230,2.996,92.999
'[14:59:59.324]',-0.171,0.535,0.385,0.223,2.952,92.804
'[14:59:59.332]',-0.175,0.525,0.375,0.217,2.899,92.413
'[14:59:59.340]',-0.166,0.530,0.390,0.210,2.841,91.973
'[14:59:59.348]',-0.166,0.520,0.385,0.203,2.778,91.436
'[14:59:59.356]',-0.155,0.525,0.390,0.196,2.718,90.850
'[14:59:59.364]',-0.131,0.490,0.405,0.189,2.662,90.166
'[14:59:59.372]',-0.110,0.485,0.420,0.183,2.603,89.434
'[14:59:59.380]',-0.095,0.465,0.425,0.175,2.546,88.750
'[14:59:59.388]',-0.086,0.470,0.435,0.168,2.493,87.968
'[14:59:59.396]',-0.046,0.440,0.455,0.162,2.443,87.284
'[14:59:59.404]',-0.015,0.425,0.470,0.156,2.398,86.552
'[14:59:59.412]',-0.040,0.445,0.450,0.151,2.355,85.868
'[14:59:59.420]',-0.055,0.435,0.430,0.146,2.312,85.233
'[14:59:59.428]',-0.065,0.445,0.420,0.141,2.268,84.598
'[14:59:59.436]',-0.110,0.480,0.400,0.136,2.221,84.110
'[14:59:59.444]',-0.150,0.515,0.385,0.132,2.172,83.572
'[14:59:59.452]',-0.171,0.525,0.375,0.127,2.122,82.986
'[14:59:59.460]',-0.175,0.540,0.380,0.122,2.077,82.498
'[14:59:59.468]',-0.175,0.530,0.365,0.118,2.035,82.009
'[14:59:59.476]',-0.166,0.525,0.380,0.113,1.993,81.570
'[14:59:59.484]',-0.155,0.520,0.380,0.108,1.953,81.130
'[14:59:59.492]',-0.150,0.525,0.390,0.104,1.915,80.690
'[14:59:59.500]',-0.145,0.505,0.395,0.100,1.880,80.251
'[14:59:59.508]',-0.135,0.515,0.420,0.096,1.849,79.860
'[14:59:59.516]',-0.055,0.440,0.540,0.092,1.824,79.421
'[14:59:59.524]',0.190,0.310,0.635,0.087,1.804,79.030
'[14:59:59.532]',0.670,0.024,0.540,0.083,1.788,78.688
'[14:59:59.540]',0.940,-0.065,0.185,0.079,1.777,78.346
'[14:59:59.548]',0.205,0.415,-0.186,0.075,1.770,78.053
'[14:59:59.556]',-0.456,0.775,-0.321,0.071,1.765,77.809
'[14:59:59.564]',-0.355,0.635,0.100,0.067,1.761,77.418
'[14:59:59.572]',-0.190,0.520,0.370,0.065,1.758,77.125
'[14:59:59.580]',-0.131,0.470,0.475,0.062,1.755,76.783
'[14:59:59.588]',-0.120,0.480,0.515,0.059,1.751,76.490
'[14:59:59.596]',-0.115,0.470,0.530,0.056,1.745,76.197
'[14:59:59.604]',-0.110,0.475,0.525,0.053,1.736,75.855
'[14:59:59.612]',-0.105,0.480,0.525,0.051,1.724,75.611
'[14:59:59.620]',-0.105,0.460,0.520,0.049,1.711,75.366
'[14:59:59.628]',-0.105,0.465,0.525,0.046,1.694,75.171
'[14:59:59.636]',-0.095,0.455,0.520,0.043,1.674,74.976
'[14:59:59.644]',-0.080,0.465,0.530,0.041,1.641,74.878
'[14:59:59.652]',-0.080,0.455,0.525,0.039,1.602,74.634
'[14:59:59.660]',-0.070,0.460,0.545,0.037,1.575,74.438
'[14:59:59.668]',-0.060,0.440,0.540,0.036,1.551,74.243
'[14:59:59.676]',-0.060,0.450,0.555,0.036,1.526,74.048
'[14:59:59.684]',-0.055,0.430,0.560,0.035,1.500,73.852
'[14:59:59.692]',-0.040,0.435,0.575,0.035,1.475,73.608
'[14:59:59.700]',-0.025,0.415,0.580,0.034,1.451,73.413
'[14:59:59.708]',-0.010,0.420,0.595,0.034,1.426,73.168
'[14:59:59.716]',0.010,0.390,0.600,0.034,1.403,72.924
'[14:59:59.724]',0.034,0.390,0.625,0.034,1.380,72.631
'[14:59:59.732]',0.055,0.365,0.635,0.035,1.348,72.387
'[14:59:59.740]',0.080,0.360,0.660,0.036,1.326,71.996
'[14:59:59.748]',0.105,0.325,0.685,0.037,1.309,71.605
'[14:59:59.756]',0.145,0.315,0.715,0.038,1.281,71.166
'[14:59:59.764]',0.175,0.280,0.740,0.039,1.264,70.726
'[14:59:59.772]',0.225,0.260,0.775,0.040,1.247,70.384
'[14:59:59.780]',0.270,0.220,0.805,0.041,1.223,70.189
'[14:59:59.788]',0.310,0.200,0.840,0.042,1.207,70.433
'[14:59:59.796]',0.350,0.170,0.865,0.043,1.193,71.557
'[14:59:59.804]',0.375,0.165,0.891,0.043,1.179,74.097
'[14:59:59.812]',0.395,0.145,0.900,0.044,1.164,78.590
'[14:59:59.820]',0.400,0.150,0.885,0.044,1.151,84.989
'[14:59:59.828]',0.385,0.155,0.865,0.044,1.140,92.413
'[14:59:59.836]',0.345,0.190,0.810,0.044,1.130,99.984
'[14:59:59.844]',0.280,0.235,0.735,0.042,1.123,106.969
'[14:59:59.852]',0.185,0.295,0.650,0.040,1.117,113.318
'[14:59:59.860]',0.075,0.370,0.570,0.036,1.110,119.033
'[14:59:59.868]',-0.030,0.435,0.480,0.033,1.104,124.162
'[14:59:59.876]',-0.115,0.490,0.430,0.028,1.096,128.362
'[14:59:59.884]',-0.171,0.525,0.380,0.023,1.087,131.195
'[14:59:59.892]',-0.211,0.555,0.360,0.017,1.078,132.563
'[14:59:59.900]',-0.235,0.560,0.340,0.012,1.069,132.612
'[14:59:59.908]',-0.246,0.575,0.340,0.004,1.062,131.635
'[14:59:59.916]',-0.251,0.570,0.335,-0.003,1.054,129.925
'[14:59:59.924]',-0.246,0.575,0.340,-0.012,1.045,127.825
'[14:59:59.932]',-0.235,0.555,0.335,-0.020,1.038,125.236
'[14:59:59.940]',-0.225,0.555,0.350,-0.029,1.034,122.452
'[14:59:59.948]',-0.216,0.535,0.355,-0.037,1.032,119.570
'[14:59:59.956]',-0.200,0.540,0.365,-0.046,1.028,116.640
'[14:59:59.964]',-0.200,0.525,0.370,-0.053,1.023,113.660
'[14:59:59.972]',-0.190,0.530,0.365,-0.060,1.019,110.925
'[14:59:59.980]',-0.185,0.525,0.370,-0.067,1.015,108.483
'[14:59:59.988]',-0.180,0.530,0.365,-0.072,1.011,106.382
'[14:59:59.996]',-0.185,0.520,0.375,-0.077,1.008,104.624
'[15:00:00.004]',-0.185,0.530,0.365,-0.081,1.003,103.256
'[15:00:00.012]',-0.180,0.520,0.375,-0.084,0.995,102.182
'[15:00:00.020]',-0.185,0.525,0.360,-0.087,0.985,101.254
'[15:00:00.028]',-0.185,0.530,0.370,-0.089,0.976,100.472
'[15:00:00.036]',-0.190,0.520,0.360,-0.090,0.969,99.789
'[15:00:00.044]',-0.190,0.535,0.370,-0.090,0.976,99.105
'[15:00:00.052]',-0.190,0.520,0.360,-0.090,0.996,98.323
'[15:00:00.060]',-0.190,0.535,0.365,-0.089,1.066,97.249
'[15:00:00.068]',-0.190,0.530,0.350,-0.087,1.154,95.930
'[15:00:00.076]',-0.190,0.540,0.360,-0.085,1.279,94.513
'[15:00:00.084]',-0.190,0.530,0.355,-0.082,1.435,93.243
'[15:00:00.092]',-0.195,0.535,0.360,-0.078,1.621,92.218
'[15:00:00.100]',-0.190,0.525,0.355,-0.074,1.825,91.680
'[15:00:00.108]',-0.195,0.535,0.360,-0.069,2.037,91.290
'[15:00:00.116]',-0.190,0.530,0.360,-0.065,2.245,91.094
'[15:00:00.124]',-0.195,0.540,0.365,-0.061,2.439,90.948
'[15:00:00.132]',-0.185,0.525,0.360,-0.057,2.589,90.801
'[15:00:00.140]',-0.185,0.535,0.365,-0.053,2.708,90.801
'[15:00:00.148]',-0.185,0.525,0.360,-0.051,2.816,90.948
'[15:00:00.156]',-0.190,0.530,0.370,-0.048,2.931,91.290
'[15:00:00.164]',-0.185,0.525,0.360,-0.047,2.975,91.680
'[15:00:00.172]',-0.185,0.535,0.365,-0.046,2.992,91.973
'[15:00:00.180]',-0.175,0.520,0.375,-0.046,2.979,92.315
'[15:00:00.188]',-0.180,0.530,0.380,-0.046,2.946,92.560
'[15:00:00.196]',-0.175,0.525,0.380,-0.046,2.901,92.755
'[15:00:00.204]',-0.175,0.520,0.375,-0.047,2.847,92.950
'[15:00:00.212]',-0.175,0.530,0.385,-0.048,2.785,92.950
'[15:00:00.220]',-0.171,0.520,0.375,-0.048,2.719,92.804
'[15:00:00.228]',-0.175,0.530,0.385,-0.050,2.658,92.560
'[15:00:00.236]',-0.171,0.520,0.380,-0.053,2.599,92.169
'[15:00:00.244]',-0.175,0.530,0.385,-0.057,2.541,91.680
'[15:00:00.252]',-0.166,0.520,0.385,-0.060,2.484,91.094
'[15:00:00.260]',-0.166,0.515,0.385,-0.064,2.428,90.410
'[15:00:00.268]',-0.160,0.510,0.385,-0.068,2.376,89.824
'[15:00:00.276]',-0.150,0.520,0.395,-0.072,2.328,89.043
'[15:00:00.284]',-0.126,0.485,0.405,-0.075,2.283,88.359
'[15:00:00.292]',-0.110,0.490,0.430,-0.078,2.238,87.626
'[15:00:00.300]',-0.091,0.470,0.430,-0.081,2.194,86.845
'[15:00:00.308]',-0.070,0.465,0.450,-0.083,2.149,86.161
'[15:00:00.316]',-0.025,0.425,0.475,-0.086,2.103,85.477
'[15:00:00.324]',-0.015,0.435,0.480,-0.088,2.061,84.842
'[15:00:00.332]',-0.046,0.435,0.435,-0.090,2.019,84.305
'[15:00:00.340]',-0.055,0.445,0.430,-0.092,1.974,83.670
'[15:00:00.348]',-0.086,0.440,0.405,-0.093,1.929,83.133
'[15:00:00.356]',-0.135,0.505,0.395,-0.095,1.886,82.595
'[15:00:00.364]',-0.166,0.520,0.380,-0.096,1.848,82.107
'[15:00:00.372]',-0.175,0.530,0.375,-0.098,1.814,81.667
'[15:00:00.380]',-0.175,0.525,0.370,-0.099,1.786,81.228
'[15:00:00.388]',-0.175,0.530,0.380,-0.100,1.763,80.788
'[15:00:00.396]',-0.171,0.520,0.375,-0.102,1.746,80.349
'[15:00:00.404]',-0.166,0.525,0.385,-0.104,1.734,80.007
'[15:00:00.412]',-0.150,0.510,0.395,-0.106,1.725,79.616
'[15:00:00.420]',-0.155,0.520,0.400,-0.107,1.719,79.225
'[15:00:00.428]',-0.140,0.495,0.440,-0.109,1.716,78.883
'[15:00:00.436]',-0.030,0.430,0.575,-0.110,1.713,78.541
'[15:00:00.444]',0.300,0.235,0.645,-0.111,1.711,78.248
'[15:00:00.452]',0.800,-0.035,0.495,-0.112,1.707,77.906
'[15:00:00.460]',0.945,-0.075,0.130,-0.113,1.701,77.613
'[15:00:00.468]',-0.075,0.590,-0.251,-0.114,1.692,77.223
'[15:00:00.476]',-0.470,0.765,-0.310,-0.115,1.681,76.929
'[15:00:00.484]',-0.320,0.605,0.175,-0.115,1.669,76.636
'[15:00:00.492]',-0.171,0.505,0.410,-0.115,1.654,76.294
'[15:00:00.500]',-0.131,0.475,0.480,-0.115,1.637,76.050
'[15:00:00.508]',-0.131,0.485,0.520,-0.115,1.618,75.757
'[15:00:00.516]',-0.120,0.475,0.525,-0.114,1.596,75.415
'[15:00:00.524]',-0.120,0.485,0.535,-0.114,1.578,75.171
'[15:00:00.532]',-0.105,0.465,0.525,-0.113,1.559,74.927
'[15:00:00.540]',-0.105,0.470,0.525,-0.112,1.536,74.731
'[15:00:00.548]',-0.095,0.455,0.520,-0.110,1.511,74.536
'[15:00:00.556]',-0.095,0.465,0.530,-0.108,1.487,74.341
'[15:00:00.564]',-0.091,0.455,0.525,-0.106,1.462,74.194
'[15:00:00.572]',-0.080,0.460,0.535,-0.104,1.438,73.901
'[15:00:00.580]',-0.075,0.445,0.545,-0.101,1.414,73.755
'[15:00:00.588]',-0.070,0.455,0.540,-0.099,1.393,73.608
'[15:00:00.596]',-0.060,0.440,0.555,-0.096,1.370,73.413
'[15:00:00.604]',-0.055,0.445,0.560,-0.093,1.348,73.217
'[15:00:00.612]',-0.035,0.425,0.575,-0.090,1.326,73.071
'[15:00:00.620]',-0.025,0.420,0.585,-0.087,1.305,72.875
'[15:00:00.628]',-0.010,0.405,0.595,-0.084,1.289,72.631
'[15:00:00.636]',0.005,0.395,0.605,-0.081,1.277,72.387
'[15:00:00.644]',0.030,0.385,0.620,-0.078,1.262,72.045
'[15:00:00.652]',0.050,0.370,0.635,-0.075,1.246,71.752
'[15:00:00.660]',0.080,0.355,0.665,-0.072,1.230,71.361
'[15:00:00.668]',0.105,0.335,0.685,-0.068,1.214,70.970
'[15:00:00.676]',0.140,0.315,0.710,-0.066,1.198,70.531
'[15:00:00.684]',0.180,0.280,0.740,-0.063,1.183,70.091
'[15:00:00.692]',0.225,0.255,0.780,-0.061,1.168,69.798
'[15:00:00.700]',0.265,0.225,0.805,-0.058,1.152,69.749
'[15:00:00.708]',0.300,0.205,0.840,-0.056,1.138,70.091
'[15:00:00.716]',0.335,0.180,0.855,-0.053,1.123,71.361
'[15:00:00.724]',0.365,0.175,0.880,-0.051,1.113,74.243
'[15:00:00.732]',0.380,0.155,0.885,-0.049,1.107,78.981
'[15:00:00.740]',0.385,0.170,0.875,-0.048,1.097,85.575
'[15:00:00.748]',0.365,0.170,0.840,-0.047,1.087,92.999
'[15:00:00.756]',0.330,0.205,0.785,-0.048,1.077,100.472
'[15:00:00.764]',0.255,0.245,0.705,-0.048,1.067,107.310
'[15:00:00.772]',0.155,0.330,0.630,-0.049,1.057,113.416
'[15:00:00.780]',0.045,0.390,0.540,-0.050,1.045,118.935
'[15:00:00.788]',-0.055,0.460,0.475,-0.051,1.034,123.820
'[15:00:00.796]',-0.131,0.500,0.415,-0.053,1.024,127.678
'[15:00:00.804]',-0.190,0.545,0.380,-0.058,1.018,130.170
'[15:00:00.812]',-0.225,0.555,0.355,-0.062,1.013,131.293
'[15:00:00.820]',-0.246,0.575,0.340,-0.068,1.011,131.098
'[15:00:00.828]',-0.251,0.570,0.335,-0.074,1.011,129.974
'[15:00:00.836]',-0.246,0.565,0.335,-0.081,1.009,128.167
'[15:00:00.844]',-0.246,0.575,0.340,-0.086,1.006,125.920
'[15:00:00.852]',-0.235,0.560,0.335,-0.092,1.002,123.283
'[15:00:00.860]',-0.225,0.555,0.350,-0.098,0.996,120.450
'[15:00:00.868]',-0.216,0.550,0.350,-0.104,0.988,117.470
'[15:00:00.876]',-0.200,0.540,0.360,-0.110,0.980,114.539
'[15:00:00.884]',-0.195,0.530,0.360,-0.117,0.974,111.658
'[15:00:00.892]',-0.195,0.540,0.365,-0.123,0.967,108.922
'[15:00:00.900]',-0.190,0.525,0.360,-0.129,0.958,106.431
'[15:00:00.908]',-0.190,0.530,0.370,-0.134,0.949,104.380
'[15:00:00.916]',-0.185,0.520,0.360,-0.138,0.939,102.670
'[15:00:00.924]',-0.185,0.530,0.375,-0.143,0.933,101.303
'[15:00:00.932]',-0.190,0.530,0.365,-0.145,0.928,100.179
'[15:00:00.940]',-0.190,0.535,0.370,-0.148,0.922,99.300
'[15:00:00.948]',-0.200,0.530,0.375,-0.148,0.921,98.567
'[15:00:00.956]',-0.200,0.540,0.365,-0.149,0.932,97.884
'[15:00:00.964]',-0.200,0.530,0.370,-0.147,0.963,97.102
'[15:00:00.972]',-0.195,0.545,0.365,-0.145,1.022,96.223
'[15:00:00.980]',-0.200,0.535,0.360,-0.142,1.113,95.099
'[15:00:00.988]',-0.200,0.545,0.360,-0.138,1.240,93.781
'[15:00:00.996]',-0.195,0.530,0.360,-0.134,1.398,92.560
'[15:00:01.004]',-0.200,0.545,0.360,-0.130,1.580,91.436
'[15:00:01.012]',-0.195,0.530,0.360,-0.125,1.775,90.655
'[15:00:01.020]',-0.200,0.535,0.360,-0.120,1.948,90.313
'[15:00:01.028]',-0.195,0.545,0.365,-0.116,2.104,90.166
'[15:00:01.036]',-0.200,0.530,0.365,-0.110,2.267,90.069
'[15:00:01.044]',-0.195,0.540,0.365,-0.105,2.420,89.971
'[15:00:01.052]',-0.195,0.530,0.360,-0.100,2.551,89.971
'[15:00:01.060]',-0.190,0.540,0.370,-0.096,2.654,90.117
'[15:00:01.068]',-0.195,0.530,0.365,-0.092,2.725,90.362
'[15:00:01.076]',-0.190,0.540,0.370,-0.090,2.764,90.655
'[15:00:01.084]',-0.190,0.530,0.365,-0.087,2.777,91.094
'[15:00:01.092]',-0.185,0.540,0.375,-0.085,2.765,91.436
'[15:00:01.100]',-0.180,0.530,0.370,-0.083,2.735,91.729
'[15:00:01.108]',-0.185,0.535,0.375,-0.083,2.690,91.925
'[15:00:01.116]',-0.180,0.525,0.370,-0.082,2.635,92.120
'[15:00:01.124]',-0.180,0.530,0.385,-0.083,2.580,92.169
'[15:00:01.132]',-0.180,0.525,0.380,-0.083,2.522,92.071
'[15:00:01.140]',-0.175,0.535,0.385,-0.086,2.459,91.925
'[15:00:01.148]',-0.175,0.525,0.380,-0.088,2.395,91.632
'[15:00:01.156]',-0.175,0.530,0.385,-0.091,2.329,91.192
'[15:00:01.164]',-0.175,0.520,0.380,-0.093,2.267,90.655
'[15:00:01.172]',-0.175,0.530,0.385,-0.095,2.208,90.117
'[15:00:01.180]',-0.171,0.520,0.385,-0.097,2.153,89.434
'[15:00:01.188]',-0.175,0.530,0.390,-0.100,2.102,88.701
'[15:00:01.196]',-0.160,0.515,0.395,-0.102,2.054,87.871
'[15:00:01.204]',-0.155,0.520,0.400,-0.105,2.010,87.138
'[15:00:01.212]',-0.131,0.485,0.420,-0.108,1.967,86.405
'[15:00:01.220]',-0.120,0.490,0.425,-0.111,1.927,85.721
'[15:00:01.228]',-0.105,0.475,0.435,-0.113,1.890,85.038
'[15:00:01.236]',-0.086,0.465,0.450,-0.115,1.848,84.403
'[15:00:01.244]',-0.040,0.440,0.480,-0.117,1.806,83.816
'[15:00:01.252]',-0.030,0.430,0.470,-0.118,1.764,83.230
'[15:00:01.260]',-0.055,0.455,0.450,-0.120,1.723,82.693
'[15:00:01.268]',-0.065,0.440,0.430,-0.121,1.685,82.107
'[15:00:01.276]',-0.100,0.465,0.420,-0.122,1.650,81.618
'[15:00:01.284]',-0.140,0.495,0.405,-0.123,1.620,81.130
'[15:00:01.292]',-0.175,0.530,0.400,-0.123,1.594,80.690
'[15:00:01.300]',-0.185,0.530,0.380,-0.123,1.574,80.300
'[15:00:01.308]',-0.190,0.540,0.385,-0.123,1.559,79.909
'[15:00:01.316]',-0.180,0.530,0.385,-0.123,1.549,79.469
'[15:00:01.324]',-0.180,0.535,0.390,-0.123,1.544,79.176
'[15:00:01.332]',-0.171,0.525,0.390,-0.123,1.543,78.786
'[15:00:01.340]',-0.166,0.530,0.405,-0.123,1.544,78.444
'[15:00:01.348]',-0.160,0.515,0.410,-0.123,1.546,78.053
'[15:00:01.356]',-0.145,0.505,0.440,-0.123,1.547,77.760
'[15:00:01.364]',-0.046,0.430,0.570,-0.123,1.546,77.418
'[15:00:01.372]',0.250,0.270,0.665,-0.123,1.543,77.027
'[15:00:01.380]',0.750,-0.021,0.560,-0.123,1.539,76.734
'[15:00:01.388]',0.930,-0.086,0.190,-0.123,1.530,76.441
'[15:00:01.396]',0.034,0.520,-0.200,-0.122,1.518,76.197
'[15:00:01.404]',-0.491,0.780,-0.305,-0.121,1.504,75.855
'[15:00:01.412]',-0.355,0.630,0.140,-0.120,1.488,75.562
'[15:00:01.420]',-0.195,0.520,0.385,-0.119,1.474,75.220
'[15:00:01.428]',-0.150,0.485,0.475,-0.118,1.460,74.927
'[15:00:01.436]',-0.135,0.490,0.515,-0.117,1.444,74.634
'[15:00:01.444]',-0.131,0.495,0.530,-0.115,1.424,74.292
'[15:00:01.452]',-0.131,0.485,0.525,-0.114,1.404,74.048
'[15:00:01.460]',-0.131,0.490,0.530,-0.112,1.381,73.803
'[15:00:01.468]',-0.120,0.470,0.520,-0.111,1.356,73.608
'[15:00:01.476]',-0.115,0.480,0.530,-0.109,1.330,73.510
'[15:00:01.484]',-0.110,0.465,0.530,-0.107,1.307,73.364
'[15:00:01.492]',-0.105,0.475,0.540,-0.104,1.284,73.168
'[15:00:01.500]',-0.100,0.460,0.535,-0.102,1.263,72.973
'[15:00:01.508]',-0.095,0.465,0.550,-0.100,1.242,72.729
'[15:00:01.516]',-0.086,0.455,0.550,-0.097,1.223,72.485
'[15:00:01.524]',-0.080,0.460,0.565,-0.094,1.208,72.289
'[15:00:01.532]',-0.065,0.440,0.570,-0.090,1.196,72.094
'[15:00:01.540]',-0.055,0.445,0.585,-0.087,1.182,71.947
'[15:00:01.548]',-0.035,0.425,0.590,-0.083,1.167,71.752
'[15:00:01.556]',-0.020,0.425,0.600,-0.079,1.152,71.508
'[15:00:01.564]',-0.010,0.405,0.610,-0.075,1.136,71.215
'[15:00:01.572]',0.010,0.400,0.625,-0.072,1.121,70.970
'[15:00:01.580]',0.034,0.380,0.635,-0.068,1.107,70.677
'[15:00:01.588]',0.055,0.375,0.665,-0.066,1.093,70.384
'[15:00:01.596]',0.085,0.340,0.680,-0.063,1.079,69.994
'[15:00:01.604]',0.115,0.335,0.710,-0.059,1.065,69.554
'[15:00:01.612]',0.160,0.290,0.735,-0.056,1.053,69.163
'[15:00:01.620]',0.200,0.270,0.770,-0.052,1.044,68.821
'[15:00:01.628]',0.240,0.235,0.800,-0.048,1.037,68.528
'[15:00:01.636]',0.280,0.225,0.825,-0.045,1.027,68.821
'[15:00:01.644]',0.315,0.195,0.855,-0.042,1.018,69.798
'[15:00:01.652]',0.340,0.180,0.870,-0.039,1.008,72.240
'[15:00:01.660]',0.360,0.170,0.875,-0.037,1.019,76.539
'[15:00:01.668]',0.365,0.165,0.865,-0.035,1.039,82.791
'[15:00:01.676]',0.355,0.185,0.840,-0.033,1.045,90.166
'[15:00:01.684]',0.320,0.205,0.785,-0.032,1.043,97.688
'[15:00:01.692]',0.255,0.255,0.720,-0.031,1.038,104.575
'[15:00:01.700]',0.155,0.315,0.630,-0.031,1.031,110.681
