'Time','II','III','AVR','V','RESP','PLETH','ABP'
'[13:13:58.904]',0.160,-,0.484,0.734,0.273,0.543,89.570
'[13:13:58.912]',0.166,-,0.471,0.730,0.274,0.564,89.570
'[13:13:58.920]',0.189,-,0.461,0.740,0.275,0.582,89.570
'[13:13:58.928]',0.211,-,0.439,0.734,0.276,0.597,89.374
'[13:13:58.936]',0.230,-,0.430,0.740,0.277,0.615,89.374
'[13:13:58.944]',0.234,-,0.420,0.725,0.277,0.632,89.179
'[13:13:58.952]',0.260,-,0.400,0.715,0.278,0.649,88.983
'[13:13:58.960]',0.270,-,0.385,0.689,0.278,0.665,88.983
'[13:13:58.968]',0.256,-,0.404,0.686,0.279,0.677,88.983
'[13:13:58.976]',0.189,-,0.455,0.664,0.279,0.686,88.788
'[13:13:58.984]',0.135,-,0.506,0.660,0.279,0.691,88.396
'[13:13:58.992]',0.121,-,0.516,0.680,0.279,0.692,88.005
'[13:13:59.000]',0.100,-,0.529,0.689,0.279,0.688,87.614
'[13:13:59.008]',0.080,-,0.539,0.695,0.279,0.681,87.419
'[13:13:59.016]',0.051,-,0.564,0.695,0.279,0.673,87.027
'[13:13:59.024]',0.020,-,0.590,0.699,0.279,0.663,86.441
'[13:13:59.032]',0.000,-,0.600,0.695,0.279,0.651,86.050
'[13:13:59.040]',0.000,-,0.609,0.695,0.279,0.638,85.463
'[13:13:59.048]',0.031,-,0.574,0.695,0.278,0.626,85.072
'[13:13:59.056]',0.051,-,0.555,0.709,0.278,0.614,84.485
'[13:13:59.064]',0.070,-,0.529,0.705,0.277,0.603,84.094
'[13:13:59.072]',0.080,-,0.529,0.709,0.276,0.591,83.507
'[13:13:59.080]',0.055,-,0.545,0.705,0.276,0.582,83.116
'[13:13:59.088]',0.051,-,0.555,0.789,0.276,0.572,82.725
'[13:13:59.096]',0.221,-,0.445,0.740,0.276,0.564,82.334
'[13:13:59.104]',0.506,-,0.266,0.574,0.276,0.557,81.943
'[13:13:59.112]',0.730,-,0.111,0.311,0.276,0.550,81.552
'[13:13:59.120]',0.875,-,-0.004,0.080,0.275,0.543,81.160
'[13:13:59.128]',0.895,-,-0.035,-0.010,0.274,0.538,80.965
'[13:13:59.136]',0.506,-,0.160,0.125,0.273,0.529,80.574
'[13:13:59.144]',0.131,-,0.385,0.301,0.272,0.521,80.378
'[13:13:59.152]',-0.070,-,0.525,0.461,0.270,0.513,80.183
'[13:13:59.160]',-0.199,-,0.641,0.570,0.267,0.506,79.791
'[13:13:59.168]',-0.240,-,0.699,0.676,0.264,0.500,79.791
'[13:13:59.176]',-0.215,-,0.734,0.730,0.260,0.495,79.596
'[13:13:59.184]',-0.193,-,0.744,0.760,0.256,0.489,79.400
'[13:13:59.192]',-0.180,-,0.766,0.770,0.250,0.484,79.205
'[13:13:59.200]',-0.154,-,0.770,0.766,0.244,0.479,79.205
'[13:13:59.208]',-0.139,-,0.779,0.766,0.234,0.474,79.009
'[13:13:59.216]',-0.154,-,0.799,0.754,0.222,0.470,78.814
'[13:13:59.224]',-0.145,-,0.820,0.744,0.206,0.466,78.618
'[13:13:59.232]',-0.180,-,0.844,0.734,0.190,0.461,78.422
'[13:13:59.240]',-0.209,-,0.875,0.725,0.166,0.456,78.227
'[13:13:59.248]',-0.244,-,0.910,0.709,0.143,0.450,78.031
'[13:13:59.256]',-0.273,-,0.945,0.699,0.112,0.444,77.640
'[13:13:59.264]',-0.324,-,0.990,0.676,0.083,0.437,77.445
'[13:13:59.272]',-0.344,-,1.020,0.670,0.052,0.431,77.249
'[13:13:59.280]',-0.398,-,1.074,0.641,0.022,0.424,76.858
'[13:13:59.288]',-0.424,-,1.104,0.629,0.011,0.418,76.467
'[13:13:59.296]',-0.484,-,1.154,0.609,0.000,0.413,76.076
'[13:13:59.304]',-0.488,-,1.174,0.609,0.000,0.409,75.489
'[13:13:59.312]',-0.498,-,1.225,0.584,0.000,0.404,75.489
'[13:13:59.320]',-0.498,-,1.229,0.580,0.000,0.400,75.489
'[13:13:59.328]',-0.498,-,1.279,0.564,0.000,0.396,75.685
'[13:13:59.336]',-0.498,-,1.285,0.574,0.000,0.392,75.489
'[13:13:59.344]',-0.498,-,1.324,0.555,0.000,0.387,75.293
'[13:13:59.352]',-0.498,-,1.334,0.564,0.000,0.383,75.098
'[13:13:59.360]',-0.498,-,1.379,0.545,0.000,0.378,74.707
'[13:13:59.368]',-0.498,-,1.395,0.545,0.000,0.372,74.316
'[13:13:59.376]',-0.498,-,1.449,0.535,0.000,0.368,73.924
'[13:13:59.384]',-0.498,-,1.479,0.529,0.000,0.362,73.533
'[13:13:59.392]',-0.498,-,1.500,0.510,0.000,0.358,72.947
'[13:13:59.400]',-0.498,-,1.500,0.490,0.000,0.354,72.555
'[13:13:59.408]',-0.498,-,1.500,0.465,0.000,0.351,72.555
'[13:13:59.416]',-0.498,-,1.500,0.461,0.000,0.348,72.360
'[13:13:59.424]',-0.498,-,1.500,0.455,0.000,0.346,72.360
'[13:13:59.432]',-0.498,-,1.500,0.439,0.000,0.344,72.360
'[13:13:59.440]',-0.498,-,1.500,0.420,0.000,0.341,72.360
'[13:13:59.448]',-0.498,-,1.500,0.391,0.000,0.342,72.751
'[13:13:59.456]',-0.498,-,1.500,0.359,0.000,0.346,73.338
'[13:13:59.464]',-0.498,-,1.500,0.320,0.000,0.347,74.511
'[13:13:59.472]',-0.498,-,1.500,0.295,0.000,0.347,76.076
'[13:13:59.480]',-0.498,-,1.500,0.250,0.048,0.347,78.227
'[13:13:59.488]',-0.498,-,1.500,0.230,0.096,0.346,81.160
'[13:13:59.496]',-0.498,-,1.500,0.189,0.169,0.345,84.485
'[13:13:59.504]',-0.498,-,1.500,0.170,0.243,0.345,88.396
'[13:13:59.512]',-0.498,-,1.500,0.145,0.322,0.345,92.699
'[13:13:59.520]',-0.498,-,1.500,0.150,0.400,0.345,97.197
'[13:13:59.528]',-0.498,-,1.500,0.125,0.480,0.346,101.891
'[13:13:59.536]',-0.498,-,1.500,0.131,0.560,0.347,106.389
'[13:13:59.544]',-0.498,-,1.500,0.121,0.639,0.349,110.691
'[13:13:59.552]',-0.498,-,1.500,0.125,0.717,0.351,114.602
'[13:13:59.560]',-0.498,-,1.500,0.111,0.780,0.353,117.731
'[13:13:59.568]',-0.498,-,1.500,0.156,0.842,0.354,120.274
'[13:13:59.576]',-0.498,-,1.500,0.186,0.890,0.354,122.621
'[13:13:59.584]',-0.498,-,1.500,0.205,0.937,0.353,124.381
'[13:13:59.592]',-0.498,-,1.500,0.189,0.969,0.350,125.750
'[13:13:59.600]',-0.498,-,1.500,0.180,1.000,0.345,126.532
'[13:13:59.608]',-0.498,-,1.500,0.166,1.000,0.340,126.923
'[13:13:59.616]',-0.498,-,1.500,0.160,1.000,0.335,126.728
'[13:13:59.624]',-0.498,-,1.500,0.176,1.000,0.330,126.141
'[13:13:59.632]',-0.498,-,1.500,0.156,1.000,0.326,125.163
'[13:13:59.640]',-0.498,-,1.500,0.160,1.000,0.321,123.599
'[13:13:59.648]',-0.498,-,1.500,0.145,1.000,0.315,121.447
'[13:13:59.656]',-0.498,-,1.500,0.150,1.000,0.310,118.905
'[13:13:59.664]',-0.498,-,1.500,0.141,1.000,0.305,115.971
'[13:13:59.672]',-0.498,-,1.500,0.156,1.000,0.301,112.842
'[13:13:59.680]',-0.498,-,1.500,0.156,1.000,0.298,109.909
'[13:13:59.688]',-0.498,-,1.500,0.160,1.000,0.295,106.389
'[13:13:59.696]',-0.498,-,1.500,0.141,1.000,0.294,102.673
'[13:13:59.704]',-0.498,-,1.500,0.145,1.000,0.294,98.761
'[13:13:59.712]',-0.498,-,1.500,0.125,1.000,0.297,95.437
'[13:13:59.720]',-0.498,-,1.500,0.125,1.000,0.303,92.894
'[13:13:59.728]',-0.498,-,1.500,0.090,1.000,0.313,91.134
'[13:13:59.736]',-0.498,-,1.500,0.086,1.000,0.326,89.765
'[13:13:59.744]',-0.498,-,1.500,0.055,1.000,0.345,88.788
'[13:13:59.752]',-0.498,-,1.500,0.035,1.000,0.368,88.005
'[13:13:59.760]',-0.498,-,1.500,-0.004,1.000,0.394,87.810
'[13:13:59.768]',-0.498,-,1.500,-0.035,1.000,0.423,88.005
'[13:13:59.776]',-0.498,-,1.500,-0.090,1.000,0.454,88.396
'[13:13:59.784]',-0.498,-,1.500,-0.135,1.000,0.483,88.983
'[13:13:59.792]',-0.498,-,1.500,-0.199,1.000,0.512,89.374
'[13:13:59.800]',-0.498,-,1.500,-0.279,1.000,0.540,89.570
'[13:13:59.808]',-0.498,-,1.500,-0.395,1.000,0.567,89.765
'[13:13:59.816]',-0.498,-,1.500,-0.498,1.000,0.588,89.765
'[13:13:59.824]',-0.498,-,1.500,-0.498,1.000,0.608,89.961
'[13:13:59.832]',-0.498,-,1.500,-0.498,1.000,0.629,89.961
'[13:13:59.840]',-0.498,-,1.500,-0.498,1.000,0.650,89.961
'[13:13:59.848]',-0.498,-,1.500,-0.498,1.000,0.671,89.765
'[13:13:59.856]',-0.498,-,1.500,-0.498,1.000,0.690,89.570
'[13:13:59.864]',-0.498,-,1.500,-0.498,1.000,0.709,89.374
'[13:13:59.872]',-0.498,-,1.500,-0.498,1.000,0.725,89.179
'[13:13:59.880]',-0.498,-,1.500,-0.498,1.000,0.739,89.179
'[13:13:59.888]',-0.498,-,1.500,-0.498,1.000,0.749,88.983
'[13:13:59.896]',-0.498,-,1.500,-0.498,1.000,0.757,88.788
'[13:13:59.904]',-0.498,-,1.500,-0.498,1.000,0.760,88.396
'[13:13:59.912]',-0.498,-,1.500,-0.498,1.000,0.758,88.005
'[13:13:59.920]',-0.498,-,1.500,-0.498,1.000,0.752,87.614
'[13:13:59.928]',-0.498,-,1.500,-0.498,1.000,0.745,87.419
'[13:13:59.936]',-0.498,-,1.500,-0.498,1.000,0.734,87.027
'[13:13:59.944]',-0.498,-,1.500,-0.498,1.000,0.721,86.441
'[13:13:59.952]',-0.498,-,1.500,-0.498,1.000,0.708,85.854
'[13:13:59.960]',-0.498,-,1.500,-0.498,1.000,0.694,84.876
'[13:13:59.968]',-0.498,-,1.500,-0.498,1.000,0.680,84.094
'[13:13:59.976]',-0.498,-,1.500,-0.498,1.000,0.667,83.703
'[13:13:59.984]',-0.498,-,1.500,-0.498,1.000,0.654,84.094
'[13:13:59.992]',-0.498,-,1.500,-0.498,1.000,0.642,84.681
'[13:14:00.000]',-0.498,-,1.500,-0.498,1.000,0.633,84.485
'[13:14:00.008]',-0.498,-,1.500,-0.498,1.000,0.626,83.703
'[13:14:00.016]',-0.498,-,1.500,-0.498,1.000,0.619,82.334
'[13:14:00.024]',-0.498,-,1.500,-0.498,1.000,0.613,81.552
'[13:14:00.032]',-0.498,-,1.500,-0.498,1.000,0.608,81.747
'[13:14:00.040]',-0.498,-,1.500,-0.498,1.000,0.602,81.943
'[13:14:00.048]',-0.498,-,1.500,-0.498,1.000,0.597,81.552
'[13:14:00.056]',-0.498,-,1.500,-0.498,1.000,0.592,80.769
'[13:14:00.064]',-0.498,-,1.500,-0.498,1.000,0.588,79.987
'[13:14:00.072]',-0.498,-,1.500,-0.498,1.000,0.586,79.791
'[13:14:00.080]',-0.498,-,1.500,-0.498,1.000,0.581,79.791
'[13:14:00.088]',-0.498,-,1.500,-0.498,1.000,0.576,79.791
'[13:14:00.096]',-0.498,-,1.500,-0.498,1.000,0.572,79.596
'[13:14:00.104]',-0.498,-,1.500,-0.498,1.000,0.567,79.009
'[13:14:00.112]',-0.498,-,1.500,-0.498,1.000,0.562,78.814
'[13:14:00.120]',-0.498,-,1.500,-0.498,1.000,0.558,78.618
'[13:14:00.128]',-0.498,-,1.500,-0.498,1.000,0.554,78.618
'[13:14:00.136]',-0.498,-,1.500,-0.498,1.000,0.549,78.422
'[13:14:00.144]',-0.498,-,1.500,-0.498,1.000,0.544,78.227
'[13:14:00.152]',-0.498,-,1.500,-0.498,1.000,0.539,78.227
'[13:14:00.160]',-0.498,-,1.500,-0.498,1.000,0.534,78.227
'[13:14:00.168]',-0.498,-,1.500,-0.498,1.000,0.529,78.031
'[13:14:00.176]',-0.498,-,1.500,-0.498,1.000,0.523,77.836
'[13:14:00.184]',-0.498,-,1.500,-0.498,1.000,0.515,77.836
'[13:14:00.192]',-0.498,-,1.500,-0.498,1.000,0.507,77.640
'[13:14:00.200]',-0.498,-,1.500,-0.498,1.000,0.500,77.249
'[13:14:00.208]',-0.498,-,1.500,-0.498,1.000,0.492,76.858
'[13:14:00.216]',-0.498,-,1.500,-0.498,1.000,0.485,76.662
'[13:14:00.224]',-0.498,-,1.500,-0.479,1.000,0.479,76.467
'[13:14:00.232]',-0.498,-,1.500,-0.449,1.000,0.472,76.076
'[13:14:00.240]',-0.498,-,1.500,-0.408,1.000,0.464,75.685
'[13:14:00.248]',-0.498,-,1.500,-0.379,1.000,0.457,75.098
'[13:14:00.256]',-0.498,-,1.500,-0.354,1.000,0.449,74.316
'[13:14:00.264]',-0.498,-,1.500,-0.330,1.000,0.442,74.120
'[13:14:00.272]',-0.498,-,1.500,-0.289,1.000,0.436,74.316
'[13:14:00.280]',-0.498,-,1.500,-0.260,1.000,0.429,74.707
'[13:14:00.288]',-0.498,-,1.500,-0.219,1.000,0.422,74.511
'[13:14:00.296]',-0.498,-,1.500,-0.189,1.000,0.416,73.924
'[13:14:00.304]',-0.498,-,1.500,-0.154,1.000,0.411,73.338
'[13:14:00.312]',-0.498,-,1.500,-0.104,1.000,0.406,72.947
'[13:14:00.320]',-0.498,-,1.500,-0.045,1.000,0.401,72.751
'[13:14:00.328]',-0.498,-,1.500,-0.014,1.000,0.395,72.360
'[13:14:00.336]',-0.498,-,1.500,0.010,1.000,0.388,71.773
'[13:14:00.344]',-0.498,-,1.500,0.031,1.000,0.382,71.578
'[13:14:00.352]',-0.498,-,1.500,0.061,1.000,0.377,71.969
'[13:14:00.360]',-0.498,-,1.500,0.064,1.000,0.372,72.555
'[13:14:00.368]',-0.498,-,1.500,0.086,1.000,0.369,72.947
'[13:14:00.376]',-0.498,-,1.500,0.080,1.000,0.366,73.142
'[13:14:00.384]',-0.498,-,1.500,0.086,1.000,0.364,73.533
'[13:14:00.392]',-0.498,-,1.500,0.086,1.000,0.363,75.489
'[13:14:00.400]',-0.498,-,1.500,0.096,1.000,0.362,78.814
'[13:14:00.408]',-0.498,-,1.500,0.100,1.000,0.362,82.725
'[13:14:00.416]',-0.498,-,1.500,0.115,1.000,0.362,86.050
'[13:14:00.424]',-0.498,-,1.500,0.131,1.000,0.361,88.983
'[13:14:00.432]',-0.498,-,1.500,0.156,1.000,0.359,92.699
'[13:14:00.440]',-0.498,-,1.500,0.176,1.000,0.356,97.784
'[13:14:00.448]',-0.498,-,1.500,0.195,1.000,0.353,103.846
'[13:14:00.456]',-0.498,-,1.500,0.221,1.000,0.349,109.518
'[13:14:00.464]',-0.498,-,1.500,0.246,1.000,0.346,113.820
'[13:14:00.472]',-0.498,-,1.500,0.270,1.000,0.343,116.754
'[13:14:00.480]',-0.498,-,1.500,0.291,1.000,0.339,119.492
'[13:14:00.488]',-0.498,-,1.500,0.311,1.000,0.335,122.230
'[13:14:00.496]',-0.498,-,1.500,0.320,1.000,0.330,124.772
'[13:14:00.504]',-0.498,-,1.500,-0.498,1.000,0.326,126.728
'[13:14:00.512]',-0.498,-,1.500,-0.498,1.000,0.323,127.510
'[13:14:00.520]',-0.498,-,1.500,-0.498,1.000,0.322,127.901
'[13:14:00.528]',-0.498,-,1.500,-0.498,1.000,0.319,128.097
'[13:14:00.536]',-0.498,-,1.500,-0.498,1.000,0.316,128.097
'[13:14:00.544]',-0.498,-,1.500,-0.498,1.000,0.314,127.510
'[13:14:00.552]',-0.498,-,1.500,-0.498,1.000,0.311,126.336
'[13:14:00.560]',-0.498,-,1.500,-0.498,1.000,0.307,124.772
'[13:14:00.568]',-0.498,-,1.500,-0.498,1.000,0.303,122.621
'[13:14:00.576]',-0.498,-,1.500,-0.498,1.000,0.298,120.274
'[13:14:00.584]',-0.498,-,1.500,-0.498,1.000,0.294,117.536
'[13:14:00.592]',-0.498,-,1.500,-0.498,1.000,0.290,114.211
'[13:14:00.600]',-0.498,-,1.500,-0.498,1.000,0.286,110.496
'[13:14:00.608]',-0.498,-,1.500,-0.498,1.000,0.284,106.389
'[13:14:00.616]',-0.498,-,1.500,-0.498,1.000,0.284,102.282
'[13:14:00.624]',-0.498,-,1.500,-0.498,1.000,0.287,98.761
'[13:14:00.632]',-0.498,-,-0.498,-0.498,1.000,0.294,96.415
'[13:14:00.640]',-0.498,-,-0.498,-0.498,1.000,0.306,94.459
'[13:14:00.648]',-0.498,-,-0.498,-0.498,1.000,0.323,93.090
'[13:14:00.656]',-0.498,-,-0.498,-0.498,1.000,0.344,91.525
'[13:14:00.664]',-0.498,-,-0.498,-0.498,1.000,0.370,90.352
'[13:14:00.672]',-0.498,-,-0.498,-0.498,1.000,0.397,89.961
'[13:14:00.680]',-0.498,-,-0.498,-0.498,1.000,0.427,90.157
'[13:14:00.688]',-0.498,-,-0.498,-0.498,1.000,0.457,90.548
'[13:14:00.696]',-0.498,-,-0.498,-0.498,1.000,0.488,90.939
'[13:14:00.704]',-0.498,-,-0.498,-0.498,1.000,0.517,91.330
'[13:14:00.712]',-0.498,-,-0.498,-0.498,1.000,0.541,91.330
'[13:14:00.720]',-0.498,-,-0.498,-0.498,1.000,0.562,91.330
'[13:14:00.728]',-0.498,-,-0.498,-0.498,1.000,0.586,91.330
'[13:14:00.736]',-0.498,-,-0.498,-0.498,1.000,0.609,91.525
'[13:14:00.744]',-0.498,-,-0.498,-0.498,1.000,0.630,91.721
'[13:14:00.752]',-0.498,-,-0.498,-0.498,1.000,0.653,91.721
'[13:14:00.760]',-0.498,-,-0.498,-0.498,0.964,0.674,91.525
'[13:14:00.768]',-0.498,-,-0.498,-0.498,0.928,0.693,91.134
'[13:14:00.776]',-0.498,-,-0.498,-0.498,0.848,0.713,90.743
'[13:14:00.784]',-0.498,-,-0.498,-0.498,0.768,0.730,90.548
'[13:14:00.792]',-0.498,-,-0.498,-0.498,0.708,0.746,90.743
'[13:14:00.800]',-0.498,-,-0.498,-0.498,0.646,0.758,90.743
'[13:14:00.808]',-0.498,-,-0.498,-0.498,0.600,0.767,90.548
'[13:14:00.816]',-0.498,-,-0.498,-0.498,0.553,0.772,90.157
'[13:14:00.824]',-0.498,-,-0.498,-0.498,0.518,0.773,89.961
'[13:14:00.832]',-0.498,-,-0.498,-0.498,0.482,0.772,89.765
'[13:14:00.840]',-0.498,-,-0.498,-0.498,0.455,0.768,89.570
'[13:14:00.848]',-0.498,-,-0.498,-0.498,0.427,0.762,88.983
'[13:14:00.856]',-0.498,-,-0.498,-0.498,0.407,0.755,88.396
'[13:14:00.864]',-0.498,-,-0.498,-0.498,0.386,0.747,87.614
'[13:14:00.872]',-0.498,-,-0.498,-0.498,0.370,0.740,87.223
'[13:14:00.880]',-0.498,-,-0.498,-0.498,0.354,0.735,86.832
'[13:14:00.888]',-0.498,-,-0.498,-0.498,0.341,0.732,86.441
'[13:14:00.896]',-0.498,-,-0.498,-0.498,0.329,0.729,85.854
'[13:14:00.904]',-0.498,-,-0.498,-0.498,0.320,0.727,85.072
'[13:14:00.912]',-0.498,-,-0.498,-0.498,0.310,0.724,84.681
'[13:14:00.920]',-0.498,-,-0.498,-0.498,0.303,0.719,84.289
'[13:14:00.928]',-0.498,-,-0.498,-0.498,0.296,0.713,83.898
'[13:14:00.936]',-0.498,-,-0.498,-0.498,0.290,0.704,83.507
'[13:14:00.944]',-0.498,-,-0.498,-0.498,0.284,0.693,83.116
'[13:14:00.952]',-0.498,-,-0.498,-0.498,0.281,0.680,82.725
'[13:14:00.960]',-0.498,-,-0.498,-0.498,0.277,0.668,82.529
'[13:14:00.968]',-0.498,-,-0.498,-0.498,0.274,0.655,82.334
'[13:14:00.976]',-0.498,-,-0.498,-0.498,0.270,0.642,82.138
'[13:14:00.984]',-0.498,-,-0.498,-0.498,0.268,0.630,81.943
'[13:14:00.992]',-0.498,-,-0.498,-0.498,0.265,0.615,81.356
'[13:14:01.000]',-0.498,-,-0.498,-0.498,0.263,0.600,80.965
'[13:14:01.008]',-0.498,-,-0.498,-0.498,0.261,0.587,80.965
'[13:14:01.016]',-0.498,-,-0.498,-0.498,0.260,0.575,80.965
'[13:14:01.024]',-0.498,-,-0.498,-0.498,0.258,0.563,80.965
'[13:14:01.032]',-0.498,-,-0.498,-0.498,0.257,0.551,80.769
'[13:14:01.040]',-0.498,-,-0.498,-0.498,0.256,0.541,80.183
'[13:14:01.048]',-0.498,-,-0.498,-0.498,0.255,0.531,79.596
'[13:14:01.056]',-0.498,-,-0.498,-0.498,0.254,0.522,79.400
'[13:14:01.064]',-0.498,-,-0.498,-0.498,0.254,0.514,79.400
'[13:14:01.072]',-0.498,-,-0.498,-0.498,0.253,0.507,79.400
'[13:14:01.080]',-0.498,-,-0.498,-0.498,0.252,0.501,79.400
'[13:14:01.088]',-0.498,-,-0.498,-0.498,0.252,0.495,79.205
'[13:14:01.096]',-0.498,-,-0.498,-0.498,0.251,0.488,79.009
'[13:14:01.104]',-0.498,-,-0.498,-0.498,0.251,0.481,79.009
'[13:14:01.112]',-0.498,-,-0.498,-0.498,0.251,0.475,79.009
'[13:14:01.120]',-0.498,-,-0.498,-0.498,0.251,0.469,79.009
'[13:14:01.128]',-0.498,-,-0.498,-0.498,0.250,0.463,78.618
'[13:14:01.136]',-0.498,-,-0.498,-0.498,0.250,0.457,78.227
'[13:14:01.144]',-0.498,-,-0.498,-0.498,0.250,0.453,77.836
'[13:14:01.152]',-0.498,-,-0.498,-0.498,0.250,0.448,77.445
'[13:14:01.160]',-0.498,-,-0.498,-0.498,0.249,0.444,77.054
'[13:14:01.168]',-0.498,-,-0.498,-0.498,0.249,0.440,76.858
'[13:14:01.176]',-0.498,-,-0.498,-0.498,0.249,0.435,76.662
'[13:14:01.184]',-0.498,-,-0.498,-0.498,0.249,0.431,76.271
'[13:14:01.192]',-0.498,-,-0.498,-0.498,0.249,0.426,75.685
'[13:14:01.200]',-0.498,-,-0.498,-0.498,0.249,0.420,75.489
'[13:14:01.208]',-0.498,-,-0.498,-0.498,0.249,0.413,75.293
'[13:14:01.216]',-0.498,-,-0.498,-0.498,0.249,0.408,74.902
'[13:14:01.224]',-0.498,-,-0.498,-0.498,0.249,0.403,74.707
'[13:14:01.232]',-0.498,-,-0.498,-0.498,0.249,0.397,74.316
'[13:14:01.240]',-0.498,-,-0.498,-0.498,0.249,0.391,73.924
'[13:14:01.248]',-0.498,-,-0.498,-0.498,0.249,0.385,73.729
'[13:14:01.256]',-0.498,-,-0.498,-0.498,0.249,0.379,73.729
'[13:14:01.264]',-0.498,-,-0.498,-0.498,0.249,0.372,73.533
'[13:14:01.272]',-0.498,-,-0.498,-0.498,0.249,0.366,73.338
'[13:14:01.280]',-0.498,-,-0.498,-0.498,0.249,0.360,73.338
'[13:14:01.288]',-0.498,-,-0.498,-0.498,0.249,0.354,73.729
'[13:14:01.296]',-0.498,-,-0.498,-0.498,0.249,0.349,74.316
'[13:14:01.304]',-0.498,-,-0.498,-0.498,0.249,0.345,75.293
'[13:14:01.312]',-0.498,-,-0.498,-0.498,0.249,0.342,76.858
'[13:14:01.320]',-0.498,-,-0.498,-0.498,0.249,0.340,79.009
'[13:14:01.328]',-0.498,-,-0.498,-0.498,0.249,0.339,81.943
'[13:14:01.336]',-0.498,-,-0.498,-0.498,0.249,0.338,85.267
'[13:14:01.344]',-0.498,-,-0.498,-0.498,0.249,0.336,89.179
'[13:14:01.352]',-0.498,-,-0.498,-0.498,0.249,0.334,93.677
'[13:14:01.360]',-0.498,-,-0.498,-0.498,0.249,0.332,98.175
'[13:14:01.368]',-0.498,-,-0.498,-0.498,0.249,0.329,102.868
'[13:14:01.376]',-0.498,-,-0.498,-0.498,0.249,0.327,107.562
'[13:14:01.384]',-0.498,-,-0.498,-0.498,0.249,0.326,111.864
'[13:14:01.392]',-0.498,-,-0.498,-0.498,0.249,0.324,115.776
'[13:14:01.400]',-0.498,-,-0.498,-0.498,0.249,0.322,119.296
'[13:14:01.408]',-0.498,-,-0.498,-0.498,0.249,0.320,122.425
'[13:14:01.416]',-0.498,-,-0.498,-0.498,0.249,0.319,124.967
'[13:14:01.424]',-0.498,-,-0.498,-0.498,0.249,0.317,126.923
'[13:14:01.432]',-0.498,-,-0.498,-0.498,0.249,0.314,128.488
'[13:14:01.440]',-0.498,-,-0.498,-0.498,0.249,0.311,129.466
'[13:14:01.448]',-0.498,-,-0.498,-0.498,0.249,0.307,130.052
'[13:14:01.456]',-0.498,-,-0.498,-0.498,0.249,0.303,129.857
'[13:14:01.464]',-0.498,-,-0.498,-0.498,0.249,0.299,129.270
'[13:14:01.472]',-0.498,-,-0.498,-0.498,0.249,0.296,128.097
'[13:14:01.480]',-0.498,-,-0.498,-0.498,0.249,0.294,126.923
'[13:14:01.488]',-0.498,-,-0.498,-0.498,0.249,0.292,125.359
'[13:14:01.496]',-0.498,-,-0.498,-0.498,0.249,0.282,123.403
'[13:14:01.504]',-0.498,-,-0.498,-0.498,0.249,0.268,120.861
'[13:14:01.512]',-0.498,-,-0.498,-0.498,0.249,0.261,117.731
'[13:14:01.520]',-0.498,-,-0.498,-0.498,0.249,0.258,114.016
'[13:14:01.528]',-0.498,-,-0.498,-0.498,0.249,0.257,110.300
'[13:14:01.536]',-0.498,-,-0.498,-0.498,0.249,0.257,106.389
'[13:14:01.544]',-0.498,-,-0.498,-0.498,0.249,0.258,102.868
'[13:14:01.552]',-0.498,-,-0.498,-0.498,0.249,0.263,99.739
'[13:14:01.560]',-0.498,-,-0.498,-0.498,0.249,0.271,96.610
'[13:14:01.568]',-0.498,-,-0.498,-0.498,0.249,0.283,93.872
'[13:14:01.576]',-0.498,-,-0.498,-0.498,0.249,0.299,91.721
'[13:14:01.584]',-0.498,-,-0.498,-0.498,0.249,0.320,90.352
'[13:14:01.592]',-0.498,-,-0.498,-0.498,0.249,0.345,89.961
'[13:14:01.600]',-0.498,-,-0.498,-0.498,0.249,0.372,89.961
'[13:14:01.608]',-0.498,-,-0.498,-0.498,0.249,0.398,90.157
'[13:14:01.616]',-0.498,-,-0.498,-0.498,0.249,0.421,90.157
'[13:14:01.624]',-0.498,-,-0.498,-0.498,0.249,0.448,90.352
'[13:14:01.632]',-0.498,-,-0.498,-0.498,0.249,0.473,90.743
'[13:14:01.640]',-0.498,-,-0.498,-0.498,0.249,0.499,91.330
'[13:14:01.648]',-0.498,-,-0.498,-0.498,0.249,0.522,91.721
'[13:14:01.656]',-0.498,-,-0.498,-0.498,0.249,0.545,91.721
'[13:14:01.664]',-0.498,-,-0.498,-0.498,0.249,0.568,91.721
'[13:14:01.672]',-0.498,-,-0.498,-0.498,0.249,0.590,91.525
'[13:14:01.680]',-0.498,-,-0.498,-0.498,0.249,0.613,91.330
'[13:14:01.688]',-0.498,-,-0.498,-0.498,0.249,0.635,91.134
'[13:14:01.696]',-0.498,-,-0.498,-0.498,0.249,0.657,91.134
'[13:14:01.704]',-0.498,-,-0.498,-0.498,0.249,0.676,91.134
'[13:14:01.712]',-0.498,-,-0.498,-0.498,0.249,0.693,91.134
'[13:14:01.720]',-0.498,-,-0.498,-0.498,0.249,0.705,91.330
'[13:14:01.728]',-0.498,-,-0.498,-0.498,0.249,0.716,91.330
'[13:14:01.736]',-0.498,-,-0.498,-0.498,0.249,0.724,90.939
'[13:14:01.744]',-0.498,-,-0.498,-0.498,0.249,0.729,90.352
'[13:14:01.752]',-0.498,-,-0.498,-0.498,0.249,0.729,89.961
'[13:14:01.760]',-0.498,-,-0.498,-0.498,0.249,0.724,89.374
