"'Time','I','II','III','AVR','V','MCL','RESP','PLETH','ABP','CVP','ART'"
"'[15:23:37.984]',-,-0.210,0.485,-,0.760,-,0.170,1.922,0.000,-,-"
"'[15:23:37.992]',-,-0.261,0.490,-,0.655,-,0.169,1.920,0.000,-,-"
"'[15:23:38.000]',-,-0.321,0.490,-,0.570,-,0.169,1.917,0.000,-,-"
"'[15:23:38.008]',-,-0.336,0.460,-,0.560,-,0.169,1.916,0.000,-,-"
"'[15:23:38.016]',-,-0.240,0.440,-,0.670,-,0.169,1.915,0.000,-,-"
"'[15:23:38.024]',-,-0.160,0.455,-,0.745,-,0.169,1.917,0.000,-,-"
"'[15:23:38.032]',-,-0.135,0.480,-,0.765,-,0.169,1.924,0.000,-,-"
"'[15:23:38.040]',-,-0.175,0.470,-,0.760,-,0.169,1.933,0.000,-,-"
"'[15:23:38.048]',-,-0.175,0.480,-,0.790,-,0.169,1.943,0.000,-,-"
"'[15:23:38.056]',-,-0.230,0.460,-,0.780,-,0.169,1.956,0.000,-,-"
"'[15:23:38.064]',-,-0.291,0.435,-,0.775,-,0.169,1.969,0.000,-,-"
"'[15:23:38.072]',-,-0.346,0.405,-,0.790,-,0.169,1.977,0.000,-,-"
"'[15:23:38.080]',-,-0.406,0.380,-,0.810,-,0.169,1.980,0.000,-,-"
"'[15:23:38.088]',-,-0.416,0.410,-,0.845,-,0.170,1.982,0.000,-,-"
"'[15:23:38.096]',-,-0.411,0.455,-,0.890,-,0.170,1.983,0.000,-,-"
"'[15:23:38.104]',-,-0.391,0.490,-,0.925,-,0.170,1.984,0.000,-,-"
"'[15:23:38.112]',-,-0.376,0.520,-,0.915,-,0.170,1.984,0.000,-,-"
"'[15:23:38.120]',-,-0.366,0.545,-,0.915,-,0.169,1.984,0.000,-,-"
"'[15:23:38.128]',-,-0.371,0.545,-,0.915,-,0.169,1.986,0.000,-,-"
"'[15:23:38.136]',-,-0.381,0.540,-,0.910,-,0.168,1.993,0.000,-,-"
"'[15:23:38.144]',-,-0.386,0.535,-,0.915,-,0.167,2.003,0.000,-,-"
"'[15:23:38.152]',-,-0.381,0.535,-,0.910,-,0.167,2.014,0.000,-,-"
"'[15:23:38.160]',-,-0.366,0.540,-,0.905,-,0.167,2.022,0.000,-,-"
"'[15:23:38.168]',-,-0.346,0.565,-,0.900,-,0.167,2.027,0.000,-,-"
"'[15:23:38.176]',-,-0.331,0.585,-,0.885,-,0.167,2.029,0.000,-,-"
"'[15:23:38.184]',-,-0.316,0.605,-,0.875,-,0.168,2.026,0.000,-,-"
"'[15:23:38.192]',-,-0.301,0.615,-,0.865,-,0.168,2.018,0.000,-,-"
"'[15:23:38.200]',-,-0.296,0.630,-,0.850,-,0.169,2.005,0.000,-,-"
"'[15:23:38.208]',-,-0.296,0.635,-,0.840,-,0.170,1.989,0.000,-,-"
"'[15:23:38.216]',-,-0.291,0.650,-,0.825,-,0.172,1.968,0.000,-,-"
"'[15:23:38.224]',-,-0.276,0.655,-,0.820,-,0.173,1.937,0.000,-,-"
"'[15:23:38.232]',-,-0.266,0.670,-,0.820,-,0.175,1.898,0.000,-,-"
"'[15:23:38.240]',-,-0.245,0.680,-,0.830,-,0.177,1.864,0.000,-,-"
"'[15:23:38.248]',-,-0.220,0.680,-,0.850,-,0.180,1.834,0.000,-,-"
"'[15:23:38.256]',-,-0.195,0.675,-,0.880,-,0.182,1.799,0.000,-,-"
"'[15:23:38.264]',-,-0.175,0.665,-,0.920,-,0.185,1.765,0.000,-,-"
"'[15:23:38.272]',-,-0.150,0.665,-,0.950,-,0.188,1.741,0.000,-,-"
"'[15:23:38.280]',-,-0.125,0.650,-,0.980,-,0.191,1.729,0.000,-,-"
"'[15:23:38.288]',-,-0.100,0.640,-,1.005,-,0.193,1.731,0.000,-,-"
"'[15:23:38.296]',-,-0.081,0.630,-,1.020,-,0.196,1.744,0.000,-,-"
"'[15:23:38.304]',-,-0.061,0.620,-,1.030,-,0.198,1.763,0.000,-,-"
"'[15:23:38.312]',-,-0.050,0.610,-,1.025,-,0.200,1.791,0.000,-,-"
"'[15:23:38.320]',-,-0.035,0.610,-,1.025,-,0.201,1.821,0.000,-,-"
"'[15:23:38.328]',-,-0.041,0.590,-,1.020,-,0.203,1.852,0.000,-,-"
"'[15:23:38.336]',-,-0.035,0.585,-,1.020,-,0.203,1.880,0.000,-,-"
"'[15:23:38.344]',-,-0.030,0.590,-,1.010,-,0.204,1.905,0.000,-,-"
"'[15:23:38.352]',-,-0.025,0.595,-,1.010,-,0.204,1.934,0.000,-,-"
"'[15:23:38.360]',-,-0.021,0.585,-,1.000,-,0.204,1.961,0.000,-,-"
"'[15:23:38.368]',-,-0.005,0.595,-,1.000,-,0.203,1.984,0.000,-,-"
"'[15:23:38.376]',-,-0.000,0.590,-,0.995,-,0.202,2.002,0.000,-,-"
"'[15:23:38.384]',-,0.004,0.595,-,0.990,-,0.201,2.013,0.000,-,-"
"'[15:23:38.392]',-,-0.000,0.585,-,0.990,-,0.200,2.019,0.000,-,-"
"'[15:23:38.400]',-,-0.005,0.585,-,0.990,-,0.198,2.020,0.000,-,-"
"'[15:23:38.408]',-,-0.005,0.590,-,0.985,-,0.196,2.016,0.000,-,-"
"'[15:23:38.416]',-,0.004,0.595,-,0.985,-,0.193,2.012,0.000,-,-"
"'[15:23:38.424]',-,0.010,0.600,-,0.980,-,0.191,2.010,0.000,-,-"
"'[15:23:38.432]',-,0.015,0.605,-,0.975,-,0.188,2.009,0.000,-,-"
"'[15:23:38.440]',-,0.015,0.610,-,0.975,-,0.186,2.009,0.000,-,-"
"'[15:23:38.448]',-,0.015,0.610,-,0.975,-,0.183,2.011,0.000,-,-"
"'[15:23:38.456]',-,0.015,0.605,-,0.975,-,0.181,2.014,0.000,-,-"
"'[15:23:38.464]',-,1.466,-0.500,-,1.500,-,0.177,2.019,0.000,-,-"
"'[15:23:38.472]',-,-0.500,1.501,-,-0.500,-,0.174,2.025,0.000,-,-"
"'[15:23:38.480]',-,1.501,0.795,-,1.500,-,0.170,2.028,0.000,-,-"
"'[15:23:38.488]',-,-0.041,0.600,-,0.910,-,0.166,2.032,0.000,-,-"
"'[15:23:38.496]',-,-0.316,0.560,-,0.800,-,0.162,2.038,0.000,-,-"
"'[15:23:38.504]',-,-0.296,0.555,-,0.835,-,0.159,2.047,0.000,-,-"
"'[15:23:38.512]',-,-0.281,0.530,-,0.850,-,0.156,2.055,0.000,-,-"
"'[15:23:38.520]',-,-0.240,0.510,-,0.860,-,0.153,2.061,0.000,-,-"
"'[15:23:38.528]',-,-0.160,0.535,-,0.755,-,0.150,2.067,0.000,-,-"
"'[15:23:38.536]',-,-0.146,0.545,-,0.645,-,0.148,2.073,0.000,-,-"
"'[15:23:38.544]',-,-0.266,0.525,-,0.560,-,0.146,2.076,0.000,-,-"
"'[15:23:38.552]',-,-0.271,0.510,-,0.545,-,0.145,2.077,0.000,-,-"
"'[15:23:38.560]',-,-0.195,0.495,-,0.645,-,0.144,2.076,0.000,-,-"
"'[15:23:38.568]',-,-0.100,0.510,-,0.715,-,0.143,2.069,0.000,-,-"
"'[15:23:38.576]',-,-0.061,0.540,-,0.740,-,0.142,2.063,0.000,-,-"
"'[15:23:38.584]',-,-0.081,0.560,-,0.730,-,0.142,2.059,0.000,-,-"
"'[15:23:38.592]',-,-0.090,0.560,-,0.765,-,0.142,2.057,0.000,-,-"
"'[15:23:38.600]',-,-0.130,0.555,-,0.760,-,0.143,2.056,0.000,-,-"
"'[15:23:38.608]',-,-0.186,0.540,-,0.760,-,0.144,2.056,0.000,-,-"
"'[15:23:38.616]',-,-0.220,0.525,-,0.770,-,0.145,2.056,0.000,-,-"
"'[15:23:38.624]',-,-0.266,0.515,-,0.785,-,0.146,2.052,0.000,-,-"
"'[15:23:38.632]',-,-0.276,0.550,-,0.805,-,0.146,2.042,0.000,-,-"
"'[15:23:38.640]',-,-0.291,0.580,-,0.850,-,0.147,2.031,0.000,-,-"
"'[15:23:38.648]',-,-0.321,0.580,-,0.880,-,0.148,2.022,0.000,-,-"
"'[15:23:38.656]',-,-0.326,0.565,-,0.885,-,0.148,2.015,0.000,-,-"
"'[15:23:38.664]',-,-0.306,0.570,-,0.890,-,0.148,2.012,0.000,-,-"
"'[15:23:38.672]',-,-0.286,0.595,-,0.900,-,0.148,2.010,0.000,-,-"
"'[15:23:38.680]',-,-0.251,0.615,-,0.905,-,0.148,2.009,0.000,-,-"
"'[15:23:38.688]',-,-0.225,0.625,-,0.905,-,0.148,2.009,0.000,-,-"
"'[15:23:38.696]',-,-0.251,0.625,-,0.900,-,0.148,2.009,0.000,-,-"
"'[15:23:38.704]',-,-0.271,0.610,-,0.905,-,0.148,2.009,0.000,-,-"
"'[15:23:38.712]',-,-0.281,0.610,-,0.900,-,0.148,2.009,0.000,-,-"
"'[15:23:38.720]',-,-0.291,0.600,-,0.895,-,0.149,2.009,0.000,-,-"
"'[15:23:38.728]',-,-0.301,0.595,-,0.890,-,0.150,2.009,0.000,-,-"
"'[15:23:38.736]',-,-0.291,0.610,-,0.880,-,0.151,2.009,0.000,-,-"
"'[15:23:38.744]',-,-0.281,0.635,-,0.860,-,0.152,2.009,0.000,-,-"
"'[15:23:38.752]',-,-0.271,0.650,-,0.855,-,0.154,2.007,0.000,-,-"
"'[15:23:38.760]',-,-0.276,0.655,-,0.845,-,0.155,2.000,0.000,-,-"
"'[15:23:38.768]',-,-0.261,0.670,-,0.850,-,0.157,1.990,0.000,-,-"
"'[15:23:38.776]',-,-0.266,0.665,-,0.855,-,0.159,1.981,0.000,-,-"
"'[15:23:38.784]',-,-0.240,0.665,-,0.875,-,0.162,1.974,0.000,-,-"
"'[15:23:38.792]',-,-0.210,0.660,-,0.900,-,0.164,1.968,0.000,-,-"
"'[15:23:38.800]',-,-0.166,0.680,-,0.925,-,0.167,1.965,0.000,-,-"
"'[15:23:38.808]',-,-0.140,0.670,-,0.960,-,0.170,1.965,0.000,-,-"
"'[15:23:38.816]',-,-0.130,0.650,-,0.995,-,0.174,1.971,0.000,-,-"
"'[15:23:38.824]',-,-0.125,0.620,-,1.020,-,0.178,1.978,0.000,-,-"
"'[15:23:38.832]',-,-0.105,0.605,-,1.030,-,0.181,1.981,0.000,-,-"
"'[15:23:38.840]',-,-0.100,0.595,-,1.035,-,0.185,1.983,0.000,-,-"
"'[15:23:38.848]',-,-0.081,0.590,-,1.030,-,0.188,1.984,0.000,-,-"
"'[15:23:38.856]',-,-0.061,0.590,-,1.020,-,0.191,1.984,0.000,-,-"
"'[15:23:38.864]',-,-0.035,0.595,-,1.005,-,0.193,1.984,0.000,-,-"
"'[15:23:38.872]',-,-0.015,0.610,-,0.995,-,0.195,1.986,0.000,-,-"
"'[15:23:38.880]',-,0.010,0.625,-,0.985,-,0.197,1.991,0.000,-,-"
"'[15:23:38.888]',-,0.024,0.640,-,0.975,-,0.199,1.996,0.000,-,-"
"'[15:23:38.896]',-,0.035,0.655,-,0.970,-,0.200,1.998,0.000,-,-"
"'[15:23:38.904]',-,0.035,0.655,-,0.965,-,0.201,1.999,0.000,-,-"
"'[15:23:38.912]',-,0.024,0.635,-,0.960,-,0.202,2.000,0.000,-,-"
"'[15:23:38.920]',-,0.035,0.640,-,0.955,-,0.203,2.000,0.000,-,-"
"'[15:23:38.928]',-,0.035,0.650,-,0.960,-,0.204,2.000,0.000,-,-"
"'[15:23:38.936]',-,0.030,0.640,-,0.960,-,0.204,1.998,0.000,-,-"
"'[15:23:38.944]',-,0.015,0.625,-,0.970,-,0.204,1.995,0.000,-,-"
"'[15:23:38.952]',-,0.010,0.610,-,0.970,-,0.204,1.994,0.000,-,-"
"'[15:23:38.960]',-,-0.010,0.585,-,0.975,-,0.203,1.993,0.000,-,-"
"'[15:23:38.968]',-,-0.035,0.555,-,0.980,-,0.203,1.993,0.000,-,-"
"'[15:23:38.976]',-,-0.041,0.550,-,0.980,-,0.202,1.993,0.000,-,-"
"'[15:23:38.984]',-,-0.025,0.570,-,0.975,-,0.201,1.993,0.000,-,-"
"'[15:23:38.992]',-,-0.015,0.570,-,0.980,-,0.199,1.993,0.000,-,-"
"'[15:23:39.000]',-,-0.015,0.575,-,0.980,-,0.198,1.993,0.000,-,-"
"'[15:23:39.008]',-,-0.021,0.565,-,0.980,-,0.197,1.993,0.000,-,-"
"'[15:23:39.016]',-,-0.010,0.585,-,0.980,-,0.196,1.993,0.000,-,-"
"'[15:23:39.024]',-,-0.000,0.600,-,0.975,-,0.195,1.993,0.000,-,-"
"'[15:23:39.032]',-,0.015,0.610,-,0.970,-,0.194,1.993,0.000,-,-"
"'[15:23:39.040]',-,0.024,0.610,-,0.970,-,0.193,1.993,0.000,-,-"
"'[15:23:39.048]',-,0.035,0.615,-,0.970,-,0.192,1.993,0.000,-,-"
"'[15:23:39.056]',-,0.040,0.620,-,0.965,-,0.190,1.989,0.000,-,-"
"'[15:23:39.064]',-,1.501,-0.500,-,1.500,-,0.189,1.994,0.000,-,-"
"'[15:23:39.072]',-,-0.500,1.501,-,-0.500,-,0.188,2.005,0.000,-,-"
"'[15:23:39.080]',-,1.501,0.670,-,1.500,-,0.188,2.007,0.000,-,-"
"'[15:23:39.088]',-,-0.261,0.590,-,0.805,-,0.188,2.006,0.000,-,-"
"'[15:23:39.096]',-,-0.341,0.560,-,0.785,-,0.188,2.005,0.000,-,-"
"'[15:23:39.104]',-,-0.301,0.545,-,0.840,-,0.188,2.005,0.000,-,-"
"'[15:23:39.112]',-,-0.286,0.515,-,0.855,-,0.188,2.005,0.000,-,-"
"'[15:23:39.120]',-,-0.230,0.515,-,0.865,-,0.188,2.005,0.000,-,-"
"'[15:23:39.128]',-,-0.150,0.545,-,0.745,-,0.188,2.005,0.000,-,-"
"'[15:23:39.136]',-,-0.215,0.530,-,0.645,-,0.188,2.003,0.000,-,-"
"'[15:23:39.144]',-,-0.296,0.505,-,0.565,-,0.189,1.998,0.000,-,-"
"'[15:23:39.152]',-,-0.311,0.470,-,0.555,-,0.190,1.993,0.000,-,-"
"'[15:23:39.160]',-,-0.215,0.460,-,0.670,-,0.190,1.991,0.000,-,-"
"'[15:23:39.168]',-,-0.130,0.485,-,0.735,-,0.191,1.990,0.000,-,-"
"'[15:23:39.176]',-,-0.095,0.515,-,0.760,-,0.192,1.989,0.000,-,-"
"'[15:23:39.184]',-,-0.105,0.535,-,0.740,-,0.193,1.989,0.000,-,-"
"'[15:23:39.192]',-,-0.110,0.545,-,0.770,-,0.193,1.991,0.000,-,-"
"'[15:23:39.200]',-,-0.166,0.520,-,0.765,-,0.194,1.994,0.000,-,-"
"'[15:23:39.208]',-,-0.220,0.500,-,0.760,-,0.194,1.995,0.000,-,-"
"'[15:23:39.216]',-,-0.271,0.480,-,0.775,-,0.194,1.996,0.000,-,-"
"'[15:23:39.224]',-,-0.336,0.455,-,0.785,-,0.195,1.998,0.000,-,-"
"'[15:23:39.232]',-,-0.356,0.490,-,0.815,-,0.195,2.003,0.000,-,-"
"'[15:23:39.240]',-,-0.371,0.515,-,0.860,-,0.195,2.010,0.000,-,-"
"'[15:23:39.248]',-,-0.376,0.595,-,0.875,-,0.195,2.017,0.000,-,-"
"'[15:23:39.256]',-,-0.291,0.635,-,0.870,-,0.195,2.022,0.000,-,-"
"'[15:23:39.264]',-,-0.281,0.635,-,0.880,-,0.195,2.025,0.000,-,-"
"'[15:23:39.272]',-,-0.291,0.625,-,0.880,-,0.194,2.026,0.000,-,-"
"'[15:23:39.280]',-,-0.291,0.615,-,0.880,-,0.194,2.023,0.000,-,-"
"'[15:23:39.288]',-,-0.311,0.605,-,0.885,-,0.193,2.016,0.000,-,-"
"'[15:23:39.296]',-,-0.316,0.595,-,0.890,-,0.191,2.006,0.000,-,-"
"'[15:23:39.304]',-,-0.316,0.585,-,0.890,-,0.190,1.997,0.000,-,-"
"'[15:23:39.312]',-,-0.316,0.585,-,0.880,-,0.189,1.993,0.000,-,-"
"'[15:23:39.320]',-,-0.306,0.595,-,0.880,-,0.187,1.991,0.000,-,-"
"'[15:23:39.328]',-,-0.301,0.610,-,0.865,-,0.186,1.990,0.000,-,-"
"'[15:23:39.336]',-,-0.301,0.615,-,0.855,-,0.186,1.989,0.000,-,-"
"'[15:23:39.344]',-,-0.301,0.620,-,0.855,-,0.186,1.989,0.000,-,-"
"'[15:23:39.352]',-,-0.306,0.635,-,0.840,-,0.186,1.989,0.000,-,-"
"'[15:23:39.360]',-,-0.291,0.650,-,0.830,-,0.186,1.989,0.000,-,-"
"'[15:23:39.368]',-,-0.271,0.665,-,0.820,-,0.187,1.989,0.000,-,-"
"'[15:23:39.376]',-,-0.251,0.685,-,0.825,-,0.188,1.989,0.000,-,-"
"'[15:23:39.384]',-,-0.220,0.705,-,0.835,-,0.189,1.989,0.000,-,-"
"'[15:23:39.392]',-,-0.200,0.705,-,0.855,-,0.191,1.989,0.000,-,-"
"'[15:23:39.400]',-,-0.180,0.690,-,0.885,-,0.193,1.989,0.000,-,-"
"'[15:23:39.408]',-,-0.160,0.675,-,0.930,-,0.196,1.989,0.000,-,-"
"'[15:23:39.416]',-,-0.130,0.665,-,0.965,-,0.198,1.989,0.000,-,-"
"'[15:23:39.424]',-,-0.110,0.645,-,0.995,-,0.202,1.989,0.000,-,-"
"'[15:23:39.432]',-,-0.095,0.635,-,1.010,-,0.205,1.989,0.000,-,-"
"'[15:23:39.440]',-,-0.081,0.615,-,1.020,-,0.208,1.989,0.000,-,-"
"'[15:23:39.448]',-,-0.070,0.610,-,1.035,-,0.212,1.985,0.000,-,-"
"'[15:23:39.456]',-,-0.055,0.600,-,1.030,-,0.214,1.978,0.000,-,-"
"'[15:23:39.464]',-,-0.041,0.600,-,1.020,-,0.217,1.970,0.000,-,-"
"'[15:23:39.472]',-,-0.035,0.605,-,1.020,-,0.219,1.964,0.000,-,-"
"'[15:23:39.480]',-,-0.035,0.590,-,1.015,-,0.221,1.961,0.000,-,-"
"'[15:23:39.488]',-,-0.025,0.590,-,1.015,-,0.222,1.959,0.000,-,-"
"'[15:23:39.496]',-,-0.015,0.605,-,1.005,-,0.224,1.958,0.000,-,-"
"'[15:23:39.504]',-,-0.010,0.610,-,1.000,-,0.225,1.954,0.000,-,-"
"'[15:23:39.512]',-,0.004,0.615,-,1.000,-,0.226,1.944,0.000,-,-"
"'[15:23:39.520]',-,0.015,0.625,-,0.995,-,0.226,1.932,0.000,-,-"
"'[15:23:39.528]',-,0.024,0.630,-,0.995,-,0.225,1.917,0.000,-,-"
"'[15:23:39.536]',-,0.030,0.635,-,0.990,-,0.224,1.904,0.000,-,-"
"'[15:23:39.544]',-,0.024,0.630,-,0.985,-,0.222,1.893,0.000,-,-"
"'[15:23:39.552]',-,0.030,0.635,-,0.990,-,0.221,1.885,0.000,-,-"
"'[15:23:39.560]',-,0.015,0.615,-,0.990,-,0.219,1.877,0.000,-,-"
"'[15:23:39.568]',-,0.015,0.615,-,0.990,-,0.217,1.869,0.000,-,-"
"'[15:23:39.576]',-,0.015,0.610,-,0.985,-,0.215,1.861,0.000,-,-"
"'[15:23:39.584]',-,0.010,0.610,-,0.985,-,0.213,1.853,0.000,-,-"
"'[15:23:39.592]',-,-0.010,0.595,-,0.985,-,0.211,1.846,0.000,-,-"
"'[15:23:39.600]',-,-0.010,0.585,-,0.985,-,0.209,1.838,0.000,-,-"
"'[15:23:39.608]',-,1.501,-0.500,-,1.500,-,0.207,1.828,0.000,-,-"
"'[15:23:39.616]',-,-0.500,1.501,-,-0.500,-,0.205,1.813,0.000,-,-"
"'[15:23:39.624]',-,1.501,0.805,-,1.500,-,0.204,1.795,0.000,-,-"
"'[15:23:39.632]',-,-0.061,0.600,-,0.915,-,0.202,1.771,0.000,-,-"
"'[15:23:39.640]',-,-0.366,0.565,-,0.790,-,0.202,1.750,0.000,-,-"
"'[15:23:39.648]',-,-0.346,0.555,-,0.825,-,0.202,1.727,0.000,-,-"
"'[15:23:39.656]',-,-0.321,0.540,-,0.845,-,0.202,1.701,0.000,-,-"
"'[15:23:39.664]',-,-0.261,0.530,-,0.855,-,0.203,1.675,0.000,-,-"
"'[15:23:39.672]',-,-0.170,0.570,-,0.755,-,0.204,1.657,0.000,-,-"
"'[15:23:39.680]',-,-0.155,0.585,-,0.645,-,0.207,1.656,0.000,-,-"
"'[15:23:39.688]',-,-0.271,0.580,-,0.565,-,0.210,1.678,0.000,-,-"
"'[15:23:39.696]',-,-0.281,0.555,-,0.550,-,0.213,1.729,0.000,-,-"
"'[15:23:39.704]',-,-0.205,0.540,-,0.640,-,0.217,1.806,0.000,-,-"
"'[15:23:39.712]',-,-0.120,0.550,-,0.700,-,0.221,1.907,0.000,-,-"
"'[15:23:39.720]',-,-0.070,0.585,-,0.725,-,0.225,2.021,0.000,-,-"
"'[15:23:39.728]',-,-0.081,0.595,-,0.715,-,0.229,2.134,0.000,-,-"
"'[15:23:39.736]',-,-0.081,0.615,-,0.755,-,0.234,2.228,0.000,-,-"
"'[15:23:39.744]',-,-0.130,0.600,-,0.750,-,0.239,2.300,0.000,-,-"
"'[15:23:39.752]',-,-0.190,0.580,-,0.750,-,0.245,2.362,0.000,-,-"
"'[15:23:39.760]',-,-0.215,0.570,-,0.765,-,0.251,2.408,0.000,-,-"
"'[15:23:39.768]',-,-0.266,0.560,-,0.775,-,0.258,2.439,0.000,-,-"
"'[15:23:39.776]',-,-0.296,0.565,-,0.800,-,0.265,2.457,0.000,-,-"
"'[15:23:39.784]',-,-0.346,0.575,-,0.845,-,0.272,2.461,0.000,-,-"
"'[15:23:39.792]',-,-0.391,0.540,-,0.880,-,0.280,2.456,0.000,-,-"
"'[15:23:39.800]',-,-0.401,0.530,-,0.890,-,0.288,2.441,0.000,-,-"
"'[15:23:39.808]',-,-0.381,0.540,-,0.895,-,0.295,2.416,0.000,-,-"
"'[15:23:39.816]',-,-0.346,0.560,-,0.890,-,0.302,2.384,0.000,-,-"
"'[15:23:39.824]',-,-0.336,0.560,-,0.905,-,0.308,2.349,0.000,-,-"
"'[15:23:39.832]',-,-0.291,0.595,-,0.900,-,0.315,2.316,0.000,-,-"
"'[15:23:39.840]',-,-0.286,0.615,-,0.895,-,0.322,2.289,0.000,-,-"
"'[15:23:39.848]',-,-0.271,0.635,-,0.890,-,0.328,2.266,0.000,-,-"
"'[15:23:39.856]',-,-0.276,0.640,-,0.890,-,0.335,2.242,0.000,-,-"
"'[15:23:39.864]',-,-0.276,0.645,-,0.885,-,0.342,2.219,0.000,-,-"
"'[15:23:39.872]',-,-0.271,0.650,-,0.880,-,0.348,2.196,0.000,-,-"
"'[15:23:39.880]',-,-0.276,0.645,-,0.880,-,0.354,2.170,0.000,-,-"
"'[15:23:39.888]',-,-0.281,0.645,-,0.865,-,0.360,2.142,0.000,-,-"
"'[15:23:39.896]',-,-0.271,0.670,-,0.855,-,0.366,2.110,0.000,-,-"
"'[15:23:39.904]',-,-0.271,0.680,-,0.855,-,0.372,2.071,0.000,-,-"
"'[15:23:39.912]',-,-0.271,0.670,-,0.855,-,0.378,2.022,0.000,-,-"
"'[15:23:39.920]',-,-0.266,0.665,-,0.860,-,0.384,1.967,0.000,-,-"
"'[15:23:39.928]',-,-0.245,0.665,-,0.880,-,0.390,1.914,0.000,-,-"
"'[15:23:39.936]',-,-0.225,0.670,-,0.900,-,0.397,1.876,0.000,-,-"
"'[15:23:39.944]',-,-0.200,0.665,-,0.925,-,0.404,1.855,0.000,-,-"
"'[15:23:39.952]',-,-0.170,0.660,-,0.955,-,0.412,1.848,0.000,-,-"
"'[15:23:39.960]',-,-0.146,0.655,-,0.975,-,0.419,1.856,0.000,-,-"
"'[15:23:39.968]',-,-0.120,0.650,-,1.000,-,0.425,1.876,0.000,-,-"
"'[15:23:39.976]',-,-0.105,0.635,-,1.005,-,0.431,1.901,0.000,-,-"
"'[15:23:39.984]',-,-0.081,0.635,-,1.010,-,0.437,1.930,0.000,-,-"
"'[15:23:39.992]',-,-0.075,0.625,-,1.000,-,0.442,1.959,0.000,-,-"
"'[15:23:40.000]',-,-0.061,0.620,-,0.995,-,0.448,1.989,0.000,-,-"
"'[15:23:40.008]',-,-0.061,0.610,-,0.985,-,0.453,2.017,0.000,-,-"
"'[15:23:40.016]',-,-0.055,0.610,-,0.980,-,0.459,2.038,0.000,-,-"
"'[15:23:40.024]',-,-0.055,0.610,-,0.985,-,0.465,2.055,0.000,-,-"
"'[15:23:40.032]',-,-0.035,0.625,-,0.975,-,0.470,2.065,0.000,-,-"
"'[15:23:40.040]',-,-0.025,0.635,-,0.975,-,0.474,2.067,0.000,-,-"
"'[15:23:40.048]',-,-0.035,0.615,-,0.970,-,0.478,2.064,0.000,-,-"
"'[15:23:40.056]',-,-0.021,0.620,-,0.965,-,0.483,2.054,0.000,-,-"
"'[15:23:40.064]',-,-0.015,0.620,-,0.965,-,0.486,2.041,0.000,-,-"
"'[15:23:40.072]',-,-0.045,0.585,-,0.975,-,0.490,2.026,0.000,-,-"
"'[15:23:40.080]',-,-0.010,0.615,-,0.960,-,0.493,2.014,0.000,-,-"
"'[15:23:40.088]',-,0.024,0.645,-,0.950,-,0.496,2.005,0.000,-,-"
"'[15:23:40.096]',-,-0.015,0.590,-,0.965,-,0.498,2.005,0.000,-,-"
"'[15:23:40.104]',-,-0.035,0.580,-,0.975,-,0.501,2.011,0.000,-,-"
"'[15:23:40.112]',-,-0.025,0.600,-,0.975,-,0.502,2.018,0.000,-,-"
"'[15:23:40.120]',-,-0.010,0.610,-,0.970,-,0.504,2.022,0.000,-,-"
"'[15:23:40.128]',-,0.010,0.630,-,0.955,-,0.506,2.025,0.000,-,-"
"'[15:23:40.136]',-,0.030,0.635,-,0.955,-,0.507,2.026,0.000,-,-"
"'[15:23:40.144]',-,0.015,0.630,-,0.955,-,0.509,2.023,0.000,-,-"
"'[15:23:40.152]',-,0.015,0.630,-,0.955,-,0.510,2.014,0.000,-,-"
"'[15:23:40.160]',-,0.015,0.630,-,0.950,-,0.511,2.001,0.000,-,-"
"'[15:23:40.168]',-,0.024,0.635,-,0.950,-,0.513,1.987,0.000,-,-"
"'[15:23:40.176]',-,0.024,0.635,-,0.950,-,0.513,1.973,0.000,-,-"
"'[15:23:40.184]',-,0.035,0.640,-,0.955,-,0.514,1.957,0.000,-,-"
"'[15:23:40.192]',-,0.050,0.645,-,0.955,-,0.514,1.941,0.000,-,-"
"'[15:23:40.200]',-,1.501,0.770,-,1.500,-,0.515,1.926,0.000,-,-"
"'[15:23:40.208]',-,-0.500,-0.500,-,-0.500,-,0.515,1.914,0.000,-,-"
"'[15:23:40.216]',-,1.501,1.501,-,1.500,-,0.516,1.908,0.000,-,-"
"'[15:23:40.224]',-,-0.010,0.630,-,0.890,-,0.517,1.905,0.000,-,-"
"'[15:23:40.232]',-,-0.301,0.605,-,0.785,-,0.518,1.904,0.000,-,-"
"'[15:23:40.240]',-,-0.276,0.595,-,0.820,-,0.519,1.903,0.000,-,-"
"'[15:23:40.248]',-,-0.215,0.600,-,0.840,-,0.521,1.903,0.000,-,-"
"'[15:23:40.256]',-,-0.155,0.610,-,0.860,-,0.523,1.905,0.000,-,-"
"'[15:23:40.264]',-,-0.061,0.645,-,0.795,-,0.525,1.908,0.000,-,-"
"'[15:23:40.272]',-,-0.030,0.660,-,0.680,-,0.527,1.909,0.000,-,-"
"'[15:23:40.280]',-,-0.146,0.640,-,0.595,-,0.529,1.908,0.000,-,-"
"'[15:23:40.288]',-,-0.175,0.615,-,0.555,-,0.530,1.903,0.000,-,-"
"'[15:23:40.296]',-,-0.140,0.585,-,0.610,-,0.532,1.895,0.000,-,-"
"'[15:23:40.304]',-,-0.065,0.575,-,0.680,-,0.534,1.886,0.000,-,-"
