"'Time','II','AVR','V','RESP','PLETH','ABP'"
"'[14:18:38.798]',0.150,0.595,0.720,0.261,-,-"
"'[14:18:38.806]',0.150,0.590,0.725,0.260,-,-"
"'[14:18:38.814]',0.100,0.610,0.825,0.258,-,-"
"'[14:18:38.822]',0.085,0.555,1.075,0.258,-,-"
"'[14:18:38.830]',0.495,0.325,1.245,0.257,-,-"
"'[14:18:38.838]',1.145,0.065,-0.110,0.257,-,-"
"'[14:18:38.846]',0.780,0.300,-0.500,0.258,-,-"
"'[14:18:38.854]',0.010,0.750,-0.500,0.258,-,-"
"'[14:18:38.862]',-0.165,0.845,-0.105,0.259,-,-"
"'[14:18:38.870]',0.095,0.630,0.535,0.260,-,-"
"'[14:18:38.878]',0.145,0.595,0.740,0.261,-,-"
"'[14:18:38.886]',0.150,0.590,0.785,0.262,-,-"
"'[14:18:38.894]',0.135,0.595,0.795,0.264,-,-"
"'[14:18:38.902]',0.140,0.595,0.805,0.265,-,-"
"'[14:18:38.910]',0.140,0.595,0.810,0.266,-,-"
"'[14:18:38.918]',0.150,0.590,0.805,0.267,-,-"
"'[14:18:38.926]',0.150,0.595,0.810,0.268,-,-"
"'[14:18:38.934]',0.155,0.590,0.805,0.268,-,-"
"'[14:18:38.942]',0.160,0.585,0.810,0.269,-,-"
"'[14:18:38.950]',0.170,0.575,0.810,0.269,-,-"
"'[14:18:38.958]',0.175,0.575,0.815,0.270,-,-"
"'[14:18:38.966]',0.175,0.575,0.810,0.269,-,-"
"'[14:18:38.974]',0.180,0.575,0.810,0.269,-,-"
"'[14:18:38.982]',0.185,0.565,0.810,0.268,-,-"
"'[14:18:38.990]',0.200,0.555,0.810,0.268,-,-"
"'[14:18:38.998]',0.195,0.565,0.805,0.266,-,-"
"'[14:18:39.006]',0.215,0.550,0.805,0.265,-,-"
"'[14:18:39.014]',0.205,0.550,0.800,0.264,-,-"
"'[14:18:39.022]',0.220,0.540,0.805,0.262,-,-"
"'[14:18:39.030]',0.220,0.545,0.805,0.261,-,-"
"'[14:18:39.038]',0.240,0.530,0.805,0.260,-,-"
"'[14:18:39.046]',0.225,0.530,0.815,0.259,-,-"
"'[14:18:39.054]',0.235,0.520,0.820,0.258,-,-"
"'[14:18:39.062]',0.230,0.515,0.830,0.258,-,-"
"'[14:18:39.070]',0.225,0.510,0.830,0.257,-,-"
"'[14:18:39.078]',0.235,0.510,0.840,0.257,-,-"
"'[14:18:39.086]',0.240,0.505,0.845,0.256,-,-"
"'[14:18:39.094]',0.225,0.510,0.850,0.256,-,-"
"'[14:18:39.102]',0.235,0.500,0.855,0.255,-,-"
"'[14:18:39.110]',0.235,0.505,0.865,0.255,-,-"
"'[14:18:39.118]',0.255,0.495,0.875,0.254,-,-"
"'[14:18:39.126]',0.265,0.485,0.880,0.254,-,-"
"'[14:18:39.134]',0.265,0.500,0.885,0.254,-,-"
"'[14:18:39.142]',0.270,0.500,0.895,0.253,-,-"
"'[14:18:39.150]',0.265,0.510,0.900,0.253,-,-"
"'[14:18:39.158]',0.270,0.505,0.900,0.252,-,-"
"'[14:18:39.166]',0.265,0.525,0.880,0.252,-,-"
"'[14:18:39.174]',0.270,0.520,0.875,0.251,-,-"
"'[14:18:39.182]',0.255,0.535,0.860,0.249,-,-"
"'[14:18:39.190]',0.240,0.550,0.860,0.247,-,-"
"'[14:18:39.198]',0.245,0.555,0.855,0.246,-,-"
"'[14:18:39.206]',0.245,0.545,0.850,0.243,-,-"
"'[14:18:39.214]',0.230,0.550,0.850,0.240,-,-"
"'[14:18:39.222]',0.245,0.540,0.855,0.237,-,-"
"'[14:18:39.230]',0.240,0.550,0.855,0.235,-,-"
"'[14:18:39.238]',0.245,0.540,0.860,0.231,-,-"
"'[14:18:39.246]',0.230,0.550,0.855,0.228,-,-"
"'[14:18:39.254]',0.230,0.545,0.860,0.225,-,-"
"'[14:18:39.262]',0.225,0.550,0.855,0.223,-,-"
"'[14:18:39.270]',0.230,0.545,0.855,0.220,-,-"
"'[14:18:39.278]',0.225,0.555,0.855,0.217,-,-"
"'[14:18:39.286]',0.230,0.550,0.855,0.215,-,-"
"'[14:18:39.294]',0.225,0.555,0.845,0.213,-,-"
"'[14:18:39.302]',0.230,0.550,0.830,0.211,-,-"
"'[14:18:39.310]',0.220,0.550,0.830,0.209,-,-"
"'[14:18:39.318]',0.220,0.550,0.825,0.208,-,-"
"'[14:18:39.326]',0.205,0.555,0.815,0.207,-,-"
"'[14:18:39.334]',0.200,0.555,0.810,0.207,-,-"
"'[14:18:39.342]',0.205,0.560,0.810,0.207,-,-"
"'[14:18:39.350]',0.190,0.565,0.800,0.208,-,-"
"'[14:18:39.358]',0.195,0.560,0.795,0.210,-,-"
"'[14:18:39.366]',0.190,0.575,0.785,0.212,-,-"
"'[14:18:39.374]',0.195,0.560,0.785,0.214,-,-"
"'[14:18:39.382]',0.175,0.585,0.780,0.217,-,-"
"'[14:18:39.390]',0.170,0.585,0.780,0.220,-,-"
"'[14:18:39.398]',0.165,0.575,0.765,0.223,-,-"
"'[14:18:39.406]',0.170,0.580,0.765,0.226,-,-"
"'[14:18:39.414]',0.160,0.590,0.770,0.230,-,-"
"'[14:18:39.422]',0.175,0.575,0.765,0.233,-,-"
"'[14:18:39.430]',0.160,0.585,0.760,0.236,-,-"
"'[14:18:39.438]',0.175,0.575,0.755,0.239,-,-"
"'[14:18:39.446]',0.160,0.580,0.755,0.242,-,-"
"'[14:18:39.454]',0.170,0.575,0.750,0.245,-,-"
"'[14:18:39.462]',0.160,0.585,0.750,0.249,-,-"
"'[14:18:39.470]',0.175,0.575,0.750,0.252,-,-"
"'[14:18:39.478]',0.175,0.575,0.745,0.255,-,-"
"'[14:18:39.486]',0.180,0.570,0.745,0.258,-,-"
"'[14:18:39.494]',0.175,0.575,0.755,0.260,-,-"
"'[14:18:39.502]',0.170,0.575,0.750,0.263,-,-"
"'[14:18:39.510]',0.175,0.585,0.755,0.265,-,-"
"'[14:18:39.518]',0.170,0.575,0.750,0.267,-,-"
"'[14:18:39.526]',0.175,0.575,0.755,0.269,-,-"
"'[14:18:39.534]',0.165,0.580,0.745,0.272,-,-"
"'[14:18:39.542]',0.175,0.575,0.750,0.275,-,-"
"'[14:18:39.550]',0.190,0.565,0.765,0.278,-,-"
"'[14:18:39.558]',0.230,0.545,0.800,0.281,-,-"
"'[14:18:39.566]',0.245,0.535,0.805,0.284,-,-"
"'[14:18:39.574]',0.270,0.520,0.815,0.287,-,-"
"'[14:18:39.582]',0.280,0.510,0.805,0.290,-,-"
"'[14:18:39.590]',0.300,0.495,0.805,0.293,-,-"
"'[14:18:39.598]',0.305,0.490,0.810,0.296,-,-"
"'[14:18:39.606]',0.290,0.485,0.795,0.300,-,-"
"'[14:18:39.614]',0.245,0.530,0.785,0.304,-,-"
"'[14:18:39.622]',0.180,0.565,0.755,0.308,-,-"
"'[14:18:39.630]',0.145,0.595,0.735,0.313,-,-"
"'[14:18:39.638]',0.140,0.595,0.735,0.318,-,-"
"'[14:18:39.646]',0.130,0.600,0.720,0.322,-,-"
"'[14:18:39.654]',0.130,0.595,0.715,0.327,-,-"
"'[14:18:39.662]',0.125,0.600,0.720,0.332,-,-"
"'[14:18:39.670]',0.145,0.595,0.725,0.338,-,-"
"'[14:18:39.678]',0.125,0.610,0.740,0.344,-,-"
"'[14:18:39.686]',0.085,0.600,0.875,0.350,-,-"
"'[14:18:39.694]',0.075,0.530,1.175,0.357,-,-"
"'[14:18:39.702]',0.675,0.235,1.235,0.364,-,-"
"'[14:18:39.710]',1.105,0.100,-0.190,0.372,-,-"
"'[14:18:39.718]',0.525,0.440,-0.480,0.379,-,-"
"'[14:18:39.726]',-0.130,0.830,-0.500,0.387,-,-"
"'[14:18:39.734]',-0.190,0.855,0.110,0.394,-,-"
"'[14:18:39.742]',0.090,0.630,0.615,0.401,-,-"
"'[14:18:39.750]',0.130,0.600,0.750,0.408,-,-"
"'[14:18:39.758]',0.120,0.605,0.790,0.415,-,-"
"'[14:18:39.766]',0.115,0.595,0.795,0.421,-,-"
"'[14:18:39.774]',0.120,0.605,0.805,0.428,-,-"
"'[14:18:39.782]',0.110,0.610,0.805,0.434,-,-"
"'[14:18:39.790]',0.130,0.595,0.805,0.441,-,-"
"'[14:18:39.798]',0.135,0.580,0.805,0.447,-,-"
"'[14:18:39.806]',0.140,0.595,0.815,0.453,-,-"
"'[14:18:39.814]',0.135,0.595,0.820,0.459,-,-"
"'[14:18:39.822]',0.160,0.575,0.805,0.465,-,-"
"'[14:18:39.830]',0.150,0.580,0.805,0.471,-,-"
"'[14:18:39.838]',0.160,0.570,0.805,0.477,-,-"
"'[14:18:39.846]',0.150,0.580,0.805,0.483,-,-"
"'[14:18:39.854]',0.175,0.560,0.805,0.489,-,-"
"'[14:18:39.862]',0.180,0.570,0.805,0.495,-,-"
"'[14:18:39.870]',0.185,0.560,0.805,0.501,-,-"
"'[14:18:39.878]',0.195,0.555,0.800,0.506,-,-"
"'[14:18:39.886]',0.220,0.540,0.805,0.512,-,-"
"'[14:18:39.894]',0.205,0.550,0.805,0.516,-,-"
"'[14:18:39.902]',0.215,0.540,0.805,0.521,-,-"
"'[14:18:39.910]',0.220,0.530,0.810,0.525,-,-"
"'[14:18:39.918]',0.210,0.545,0.815,0.529,-,-"
"'[14:18:39.926]',0.225,0.515,0.815,0.533,-,-"
"'[14:18:39.934]',0.210,0.525,0.825,0.537,-,-"
"'[14:18:39.942]',0.225,0.515,0.830,0.541,-,-"
"'[14:18:39.950]',0.220,0.505,0.830,0.545,-,-"
"'[14:18:39.958]',0.225,0.510,0.835,0.548,-,-"
"'[14:18:39.966]',0.220,0.515,0.830,0.552,-,-"
"'[14:18:39.974]',0.230,0.505,0.845,0.555,-,-"
"'[14:18:39.982]',0.225,0.495,0.845,0.558,-,-"
"'[14:18:39.990]',0.255,0.490,0.860,0.561,-,-"
"'[14:18:39.998]',0.250,0.500,0.865,0.564,-,-"
"'[14:18:40.006]',0.270,0.500,0.875,0.566,-,-"
"'[14:18:40.014]',0.265,0.505,0.880,0.568,-,-"
"'[14:18:40.022]',0.275,0.500,0.890,0.569,-,-"
"'[14:18:40.030]',0.270,0.515,0.885,0.570,-,-"
"'[14:18:40.038]',0.265,0.525,0.880,0.569,-,-"
"'[14:18:40.046]',0.250,0.535,0.870,0.568,-,-"
"'[14:18:40.054]',0.255,0.525,0.860,0.567,-,-"
"'[14:18:40.062]',0.235,0.540,0.860,0.566,-,-"
"'[14:18:40.070]',0.230,0.545,0.855,0.564,-,-"
"'[14:18:40.078]',0.240,0.535,0.855,0.562,-,-"
"'[14:18:40.086]',0.245,0.550,0.855,0.558,-,-"
"'[14:18:40.094]',0.225,0.555,0.855,0.554,-,-"
"'[14:18:40.102]',0.225,0.540,0.855,0.549,-,-"
"'[14:18:40.110]',0.230,0.550,0.860,0.544,-,-"
"'[14:18:40.118]',0.220,0.555,0.855,0.539,-,-"
"'[14:18:40.126]',0.225,0.545,0.855,0.535,-,-"
"'[14:18:40.134]',0.235,0.550,0.855,0.530,-,-"
"'[14:18:40.142]',0.240,0.535,0.855,0.526,-,-"
"'[14:18:40.150]',0.225,0.550,0.840,0.522,-,-"
"'[14:18:40.158]',0.220,0.555,0.845,0.518,-,-"
"'[14:18:40.166]',0.215,0.545,0.830,0.514,-,-"
"'[14:18:40.174]',0.225,0.540,0.825,0.510,-,-"
"'[14:18:40.182]',0.200,0.560,0.820,0.508,-,-"
"'[14:18:40.190]',0.210,0.555,0.815,0.505,-,-"
"'[14:18:40.198]',0.195,0.560,0.805,0.504,-,-"
"'[14:18:40.206]',0.190,0.565,0.800,0.503,-,-"
"'[14:18:40.214]',0.190,0.570,0.790,0.502,-,-"
"'[14:18:40.222]',0.190,0.570,0.790,0.501,-,-"
"'[14:18:40.230]',0.175,0.570,0.780,0.501,-,-"
"'[14:18:40.238]',0.190,0.560,0.775,0.501,-,-"
"'[14:18:40.246]',0.175,0.575,0.785,0.503,-,-"
"'[14:18:40.254]',0.185,0.570,0.780,0.505,-,-"
"'[14:18:40.262]',0.175,0.575,0.770,0.507,-,-"
"'[14:18:40.270]',0.175,0.575,0.765,0.510,-,-"
"'[14:18:40.278]',0.155,0.590,0.760,0.512,-,-"
"'[14:18:40.286]',0.175,0.570,0.760,0.515,-,-"
"'[14:18:40.294]',0.175,0.575,0.755,0.517,-,-"
"'[14:18:40.302]',0.175,0.565,0.750,0.520,-,-"
"'[14:18:40.310]',0.170,0.580,0.750,0.522,-,-"
"'[14:18:40.318]',0.165,0.585,0.755,0.525,-,-"
"'[14:18:40.326]',0.175,0.575,0.745,0.528,-,-"
"'[14:18:40.334]',0.170,0.580,0.745,0.532,-,-"
"'[14:18:40.342]',0.180,0.575,0.750,0.535,-,-"
"'[14:18:40.350]',0.175,0.570,0.740,0.538,-,-"
"'[14:18:40.358]',0.185,0.575,0.745,0.540,-,-"
"'[14:18:40.366]',0.175,0.565,0.740,0.543,-,-"
"'[14:18:40.374]',0.190,0.560,0.750,0.544,-,-"
"'[14:18:40.382]',0.170,0.575,0.745,0.546,-,-"
"'[14:18:40.390]',0.185,0.575,0.760,0.548,-,-"
"'[14:18:40.398]',0.225,0.545,0.780,0.549,-,-"
"'[14:18:40.406]',0.255,0.530,0.800,0.549,-,-"
"'[14:18:40.414]',0.265,0.545,0.805,0.549,-,-"
"'[14:18:40.422]',0.295,0.530,0.815,0.549,-,-"
"'[14:18:40.430]',0.310,0.500,0.805,0.548,-,-"
"'[14:18:40.438]',0.315,0.475,0.795,0.548,-,-"
"'[14:18:40.446]',0.300,0.480,0.780,0.548,-,-"
"'[14:18:40.454]',0.280,0.505,0.775,0.547,-,-"
"'[14:18:40.462]',0.215,0.545,0.760,0.547,-,-"
"'[14:18:40.470]',0.170,0.570,0.730,0.546,-,-"
"'[14:18:40.478]',0.130,0.595,0.725,0.546,-,-"
"'[14:18:40.486]',0.140,0.590,0.710,0.545,-,-"
"'[14:18:40.494]',0.130,0.595,0.710,0.544,-,-"
"'[14:18:40.502]',0.140,0.595,0.710,0.544,-,-"
"'[14:18:40.510]',0.130,0.610,0.715,0.543,-,-"
"'[14:18:40.518]',0.135,0.595,0.710,0.542,-,-"
"'[14:18:40.526]',0.100,0.615,0.795,0.542,-,-"
"'[14:18:40.534]',0.075,0.580,1.040,0.541,-,-"
"'[14:18:40.542]',0.395,0.380,1.235,0.541,-,-"
"'[14:18:40.550]',1.045,0.110,0.105,0.540,-,-"
"'[14:18:40.558]',1.075,0.310,-0.425,0.539,-,-"
"'[14:18:40.566]',0.030,0.745,-0.500,0.539,-,-"
"'[14:18:40.574]',-0.180,0.845,-0.165,0.539,-,-"
"'[14:18:40.582]',0.055,0.650,0.485,0.539,-,-"
"'[14:18:40.590]',0.125,0.595,0.705,0.540,-,-"
"'[14:18:40.598]',0.110,0.600,0.755,0.540,-,-"
"'[14:18:40.606]',0.120,0.605,0.785,0.540,-,-"
"'[14:18:40.614]',0.115,0.605,0.790,0.540,-,-"
"'[14:18:40.622]',0.130,0.595,0.795,0.540,-,-"
"'[14:18:40.630]',0.125,0.600,0.790,0.541,-,-"
"'[14:18:40.638]',0.130,0.605,0.800,0.541,-,-"
"'[14:18:40.646]',0.125,0.615,0.805,0.542,-,-"
"'[14:18:40.654]',0.145,0.575,0.785,0.542,-,-"
"'[14:18:40.662]',0.145,0.585,0.795,0.542,-,-"
"'[14:18:40.670]',0.150,0.575,0.800,0.542,-,-"
"'[14:18:40.678]',0.145,0.590,0.805,0.541,-,-"
"'[14:18:40.686]',0.165,0.575,0.805,0.541,-,-"
"'[14:18:40.694]',0.155,0.610,0.815,0.540,-,-"
"'[14:18:40.702]',0.170,0.580,0.800,0.539,-,-"
"'[14:18:40.710]',0.175,0.550,0.785,0.538,-,-"
"'[14:18:40.718]',0.190,0.535,0.785,0.538,-,-"
"'[14:18:40.726]',0.195,0.545,0.795,0.536,-,-"
"'[14:18:40.734]',0.205,0.525,0.790,0.534,-,-"
"'[14:18:40.742]',0.210,0.510,0.800,0.531,-,-"
"'[14:18:40.750]',0.225,0.530,0.800,0.529,-,-"
"'[14:18:40.758]',0.225,0.520,0.805,0.526,-,-"
"'[14:18:40.766]',0.225,0.525,0.805,0.523,-,-"
"'[14:18:40.774]',0.230,0.510,0.815,0.520,-,-"
"'[14:18:40.782]',0.220,0.525,0.810,0.517,-,-"
"'[14:18:40.790]',0.230,0.505,0.820,0.514,-,-"
"'[14:18:40.798]',0.220,0.515,0.820,0.510,-,-"
"'[14:18:40.806]',0.225,0.500,0.820,0.506,-,-"
"'[14:18:40.814]',0.230,0.490,0.830,0.502,-,-"
"'[14:18:40.822]',0.245,0.485,0.840,0.497,-,-"
"'[14:18:40.830]',0.245,0.500,0.845,0.491,-,-"
"'[14:18:40.838]',0.275,0.475,0.855,0.485,-,-"
"'[14:18:40.846]',0.280,0.480,0.865,0.478,-,-"
"'[14:18:40.854]',0.295,0.470,0.860,0.472,-,-"
"'[14:18:40.862]',0.285,0.485,0.880,0.465,-,-"
"'[14:18:40.870]',0.270,0.505,0.875,0.457,-,-"
"'[14:18:40.878]',0.245,0.535,0.880,0.450,-,-"
"'[14:18:40.886]',0.255,0.525,0.870,0.440,-,-"
"'[14:18:40.894]',0.240,0.545,0.865,0.430,-,-"
"'[14:18:40.902]',0.250,0.525,0.860,0.417,-,-"
"'[14:18:40.910]',0.245,0.540,0.865,0.405,-,-"
"'[14:18:40.918]',0.245,0.540,0.855,0.393,-,-"
"'[14:18:40.926]',0.235,0.555,0.860,0.380,-,-"
"'[14:18:40.934]',0.245,0.545,0.855,0.367,-,-"
"'[14:18:40.942]',0.245,0.550,0.865,0.354,-,-"
"'[14:18:40.950]',0.240,0.515,0.850,0.337,-,-"
"'[14:18:40.958]',0.255,0.525,0.855,0.321,-,-"
"'[14:18:40.966]',0.245,0.530,0.855,0.301,-,-"
"'[14:18:40.974]',0.255,0.525,0.855,0.282,-,-"
"'[14:18:40.982]',0.245,0.535,0.845,0.262,-,-"
"'[14:18:40.990]',0.255,0.525,0.840,0.242,-,-"
"'[14:18:40.998]',0.240,0.540,0.840,0.222,-,-"
"'[14:18:41.006]',0.230,0.535,0.830,0.202,-,-"
"'[14:18:41.014]',0.225,0.545,0.830,0.183,-,-"
"'[14:18:41.022]',0.240,0.540,0.830,0.166,-,-"
"'[14:18:41.030]',0.215,0.550,0.810,0.150,-,-"
"'[14:18:41.038]',0.225,0.545,0.805,0.134,-,-"
"'[14:18:41.046]',0.205,0.590,0.815,0.118,-,-"
"'[14:18:41.054]',0.210,0.605,0.820,0.103,-,-"
"'[14:18:41.062]',0.200,0.545,0.765,0.087,-,-"
"'[14:18:41.070]',0.205,0.525,0.755,0.072,-,-"
"'[14:18:41.078]',0.200,0.540,0.760,0.060,-,-"
"'[14:18:41.086]',0.200,0.550,0.755,0.048,-,-"
"'[14:18:41.094]',0.185,0.565,0.760,0.039,-,-"
"'[14:18:41.102]',0.190,0.560,0.765,0.030,-,-"
"'[14:18:41.110]',0.195,0.565,0.760,0.021,-,-"
"'[14:18:41.118]',0.180,0.575,0.760,0.013,-,-"
"'[14:18:41.126]',0.185,0.565,0.750,0.006,-,-"
"'[14:18:41.134]',0.175,0.575,0.745,-0.000,-,-"
"'[14:18:41.142]',0.175,0.585,0.750,-0.000,-,-"
"'[14:18:41.150]',0.180,0.595,0.755,-0.000,-,-"
"'[14:18:41.158]',0.185,0.570,0.735,-0.000,-,-"
"'[14:18:41.166]',0.175,0.585,0.750,-0.000,-,-"
"'[14:18:41.174]',0.185,0.590,0.760,-0.000,-,-"
"'[14:18:41.182]',0.170,0.575,0.740,-0.000,-,-"
"'[14:18:41.190]',0.175,0.575,0.740,-0.000,-,-"
"'[14:18:41.198]',0.165,0.570,0.735,-0.000,-,-"
"'[14:18:41.206]',0.205,0.550,0.755,-0.000,-,-"
"'[14:18:41.214]',0.245,0.520,0.785,-0.000,-,-"
"'[14:18:41.222]',0.260,0.515,0.805,-0.000,-,-"
"'[14:18:41.230]',0.280,0.530,0.805,-0.000,-,-"
"'[14:18:41.238]',0.310,0.485,0.790,-0.000,-,-"
"'[14:18:41.246]',0.315,0.500,0.795,-0.000,-,-"
"'[14:18:41.254]',0.310,0.495,0.800,-0.000,-,-"
"'[14:18:41.262]',0.285,0.505,0.780,-0.000,-,-"
"'[14:18:41.270]',0.240,0.520,0.765,0.001,-,-"
"'[14:18:41.278]',0.175,0.570,0.740,0.003,-,-"
"'[14:18:41.286]',0.150,0.585,0.730,0.009,-,-"
"'[14:18:41.294]',0.130,0.605,0.720,0.015,-,-"
"'[14:18:41.302]',0.135,0.590,0.710,0.021,-,-"
"'[14:18:41.310]',0.130,0.615,0.720,0.028,-,-"
"'[14:18:41.318]',0.135,0.630,0.730,0.034,-,-"
"'[14:18:41.326]',0.130,0.600,0.710,0.041,-,-"
"'[14:18:41.334]',0.130,0.580,0.705,0.047,-,-"
"'[14:18:41.342]',0.075,0.595,0.880,0.053,-,-"
"'[14:18:41.350]',0.060,0.520,1.180,0.058,-,-"
"'[14:18:41.358]',0.685,0.240,1.210,0.063,-,-"
"'[14:18:41.366]',1.085,0.105,-0.245,0.068,-,-"
"'[14:18:41.374]',0.475,0.470,-0.495,0.074,-,-"
"'[14:18:41.382]',-0.140,0.835,-0.500,0.079,-,-"
"'[14:18:41.390]',-0.190,0.845,0.120,0.085,-,-"
"'[14:18:41.398]',0.085,0.620,0.615,0.090,-,-"
"'[14:18:41.406]',0.110,0.605,0.750,0.095,-,-"
"'[14:18:41.414]',0.110,0.620,0.785,0.099,-,-"
"'[14:18:41.422]',0.110,0.600,0.785,0.104,-,-"
"'[14:18:41.430]',0.105,0.610,0.805,0.107,-,-"
"'[14:18:41.438]',0.125,0.595,0.800,0.110,-,-"
"'[14:18:41.446]',0.110,0.595,0.805,0.112,-,-"
"'[14:18:41.454]',0.130,0.590,0.805,0.115,-,-"
"'[14:18:41.462]',0.120,0.595,0.805,0.116,-,-"
"'[14:18:41.470]',0.130,0.600,0.810,0.118,-,-"
"'[14:18:41.478]',0.145,0.575,0.805,0.119,-,-"
"'[14:18:41.486]',0.150,0.575,0.810,0.120,-,-"
"'[14:18:41.494]',0.145,0.590,0.805,0.121,-,-"
"'[14:18:41.502]',0.155,0.570,0.805,0.122,-,-"
"'[14:18:41.510]',0.160,0.575,0.805,0.122,-,-"
"'[14:18:41.518]',0.180,0.550,0.795,0.122,-,-"
"'[14:18:41.526]',0.175,0.550,0.800,0.121,-,-"
"'[14:18:41.534]',0.195,0.550,0.795,0.120,-,-"
"'[14:18:41.542]',0.200,0.555,0.805,0.117,-,-"
"'[14:18:41.550]',0.190,0.540,0.800,0.115,-,-"
"'[14:18:41.558]',0.200,0.530,0.805,0.112,-,-"
"'[14:18:41.566]',0.215,0.540,0.810,0.109,-,-"
"'[14:18:41.574]',0.225,0.525,0.810,0.107,-,-"
"'[14:18:41.582]',0.210,0.515,0.820,0.104,-,-"
"'[14:18:41.590]',0.225,0.515,0.815,0.099,-,-"
"'[14:18:41.598]',0.210,0.525,0.830,0.095,-,-"
"'[14:18:41.606]',0.215,0.510,0.830,0.088,-,-"
"'[14:18:41.614]',0.215,0.520,0.840,0.081,-,-"
"'[14:18:41.622]',0.225,0.495,0.835,0.071,-,-"
"'[14:18:41.630]',0.225,0.495,0.840,0.060,-,-"
"'[14:18:41.638]',0.235,0.490,0.850,0.047,-,-"
"'[14:18:41.646]',0.225,0.500,0.855,0.033,-,-"
"'[14:18:41.654]',0.245,0.495,0.875,0.018,-,-"
"'[14:18:41.662]',0.255,0.500,0.875,0.004,-,-"
"'[14:18:41.670]',0.255,0.505,0.880,0.002,-,-"
"'[14:18:41.678]',0.240,0.525,0.885,-0.000,-,-"
"'[14:18:41.686]',0.245,0.525,0.880,-0.000,-,-"
"'[14:18:41.694]',0.225,0.545,0.870,-0.000,-,-"
"'[14:18:41.702]',0.225,0.545,0.860,-0.000,-,-"
"'[14:18:41.710]',0.205,0.555,0.855,-0.000,-,-"
"'[14:18:41.718]',0.210,0.560,0.855,-0.000,-,-"
"'[14:18:41.726]',0.200,0.555,0.855,-0.000,-,-"
"'[14:18:41.734]',0.205,0.565,0.855,-0.000,-,-"
"'[14:18:41.742]',0.200,0.555,0.855,-0.000,-,-"
"'[14:18:41.750]',0.200,0.575,0.855,-0.000,-,-"
"'[14:18:41.758]',0.190,0.565,0.865,-0.000,-,-"
"'[14:18:41.766]',0.200,0.570,0.860,-0.000,-,-"
"'[14:18:41.774]',0.195,0.560,0.865,-0.000,-,-"
"'[14:18:41.782]',0.200,0.565,0.855,-0.000,-,-"
"'[14:18:41.790]',0.185,0.575,0.860,-0.000,-,-"
"'[14:18:41.798]',0.175,0.570,0.860,-0.000,-,-"
"'[14:18:41.806]',0.185,0.565,0.855,-0.000,-,-"
"'[14:18:41.814]',0.180,0.565,0.840,-0.000,-,-"
"'[14:18:41.822]',0.175,0.565,0.830,-0.000,-,-"
"'[14:18:41.830]',0.175,0.570,0.830,-0.000,-,-"
"'[14:18:41.838]',0.170,0.575,0.830,-0.000,-,-"
"'[14:18:41.846]',0.150,0.585,0.830,-0.000,-,-"
"'[14:18:41.854]',0.160,0.585,0.830,-0.000,-,-"
"'[14:18:41.862]',0.145,0.595,0.810,-0.000,-,-"
"'[14:18:41.870]',0.150,0.585,0.805,-0.000,-,-"
"'[14:18:41.878]',0.140,0.595,0.790,-0.000,-,-"
"'[14:18:41.886]',0.145,0.590,0.790,-0.000,-,-"
"'[14:18:41.894]',0.135,0.605,0.785,-0.000,-,-"
"'[14:18:41.902]',0.130,0.620,0.785,-0.000,-,-"
"'[14:18:41.910]',0.120,0.610,0.780,-0.000,-,-"
"'[14:18:41.918]',0.135,0.600,0.775,-0.000,-,-"
"'[14:18:41.926]',0.140,0.610,0.780,-0.000,-,-"
"'[14:18:41.934]',0.150,0.575,0.760,-0.000,-,-"
"'[14:18:41.942]',0.140,0.590,0.760,-0.000,-,-"
"'[14:18:41.950]',0.135,0.595,0.760,-0.000,-,-"
"'[14:18:41.958]',0.135,0.590,0.760,-0.000,-,-"
"'[14:18:41.966]',0.140,0.595,0.755,-0.000,-,-"
"'[14:18:41.974]',0.135,0.590,0.755,-0.000,-,-"
"'[14:18:41.982]',0.130,0.595,0.760,-0.000,-,-"
"'[14:18:41.990]',0.150,0.610,0.790,-0.000,-,-"
"'[14:18:41.998]',0.195,0.565,0.805,-0.000,-,-"
"'[14:18:42.006]',0.210,0.545,0.810,-0.000,-,-"
"'[14:18:42.014]',0.205,0.550,0.825,-0.000,-,-"
"'[14:18:42.022]',0.245,0.535,0.815,-0.000,-,-"
"'[14:18:42.030]',0.270,0.510,0.810,-0.000,-,-"
"'[14:18:42.038]',0.275,0.500,0.810,-0.000,-,-"
"'[14:18:42.046]',0.240,0.515,0.795,-0.000,-,-"
"'[14:18:42.054]',0.215,0.535,0.785,-0.000,-,-"
"'[14:18:42.062]',0.140,0.590,0.755,-0.000,-,-"
"'[14:18:42.070]',0.105,0.615,0.740,-0.000,-,-"
"'[14:18:42.078]',0.085,0.625,0.735,-0.000,-,-"
"'[14:18:42.086]',0.090,0.625,0.730,-0.000,-,-"
"'[14:18:42.094]',0.075,0.645,0.730,-0.000,-,-"
"'[14:18:42.102]',0.090,0.630,0.720,-0.000,-,-"
"'[14:18:42.110]',0.095,0.625,0.720,-0.000,-,-"
"'[14:18:42.118]',0.095,0.620,0.715,-0.000,-,-"
"'[14:18:42.126]',0.035,0.640,0.835,-0.000,-,-"
"'[14:18:42.134]',0.015,0.595,1.090,-0.000,-,-"
"'[14:18:42.142]',0.450,0.360,1.275,-0.000,-,-"
"'[14:18:42.150]',1.060,0.085,0.030,-0.000,-,-"
