'Time','I','II','AVR','V','RESP','PLETH','ABP'
'[20:35:19.377]',-,0.255,0.675,0.500,0.463,1.010,-
'[20:35:19.385]',-,0.255,0.675,0.500,0.459,0.998,-
'[20:35:19.393]',-,0.255,0.670,0.495,0.454,0.992,-
'[20:35:19.401]',-,0.255,0.665,0.495,0.449,0.985,-
'[20:35:19.409]',-,0.265,0.665,0.500,0.442,0.976,-
'[20:35:19.417]',-,0.260,0.665,0.500,0.436,0.964,-
'[20:35:19.425]',-,0.260,0.665,0.495,0.428,0.950,-
'[20:35:19.433]',-,0.260,0.665,0.495,0.420,0.943,-
'[20:35:19.441]',-,0.260,0.665,0.495,0.412,0.944,-
'[20:35:19.449]',-,0.265,0.660,0.495,0.404,0.951,-
'[20:35:19.457]',-,0.265,0.655,0.495,0.396,0.979,-
'[20:35:19.465]',-,0.265,0.655,0.495,0.387,1.035,-
'[20:35:19.473]',-,0.265,0.655,0.495,0.380,1.119,-
'[20:35:19.481]',-,0.270,0.655,0.495,0.372,1.232,-
'[20:35:19.489]',-,0.275,0.655,0.495,0.364,1.368,-
'[20:35:19.497]',-,0.280,0.650,0.495,0.356,1.519,-
'[20:35:19.505]',-,0.280,0.655,0.490,0.348,1.679,-
'[20:35:19.513]',-,0.280,0.655,0.490,0.341,1.840,-
'[20:35:19.521]',-,0.280,0.655,0.490,0.333,1.997,-
'[20:35:19.529]',-,0.285,0.655,0.485,0.325,2.132,-
'[20:35:19.537]',-,0.285,0.650,0.485,0.319,2.251,-
'[20:35:19.545]',-,0.285,0.650,0.490,0.312,2.374,-
'[20:35:19.553]',-,0.285,0.650,0.485,0.307,2.485,-
'[20:35:19.561]',-,0.280,0.650,0.485,0.301,2.583,-
'[20:35:19.569]',-,0.275,0.655,0.485,0.297,2.666,-
'[20:35:19.577]',-,0.275,0.660,0.485,0.294,2.735,-
'[20:35:19.585]',-,0.280,0.655,0.485,0.291,2.795,-
'[20:35:19.593]',-,0.285,0.655,0.485,0.289,2.839,-
'[20:35:19.601]',-,0.285,0.655,0.485,0.288,2.867,-
'[20:35:19.609]',-,0.280,0.655,0.480,0.287,2.889,-
'[20:35:19.617]',-,0.280,0.655,0.480,0.286,2.906,-
'[20:35:19.625]',-,0.280,0.655,0.480,0.286,2.922,-
'[20:35:19.633]',-,0.275,0.660,0.480,0.287,2.927,-
'[20:35:19.641]',-,0.275,0.655,0.485,0.289,2.926,-
'[20:35:19.649]',-,0.280,0.655,0.485,0.291,2.929,-
'[20:35:19.657]',-,0.285,0.655,0.485,0.294,2.930,-
'[20:35:19.665]',-,0.280,0.655,0.485,0.298,2.934,-
'[20:35:19.673]',-,0.285,0.655,0.485,0.303,2.935,-
'[20:35:19.681]',-,0.290,0.650,0.490,0.308,2.934,-
'[20:35:19.689]',-,0.295,0.645,0.500,0.313,2.929,-
'[20:35:19.697]',-,0.305,0.630,0.505,0.318,2.920,-
'[20:35:19.705]',-,0.315,0.620,0.510,0.324,2.908,-
'[20:35:19.713]',-,0.335,0.605,0.505,0.329,2.898,-
'[20:35:19.721]',-,0.355,0.600,0.505,0.334,2.893,-
'[20:35:19.729]',-,0.360,0.595,0.490,0.339,2.888,-
'[20:35:19.737]',-,0.355,0.600,0.480,0.344,2.874,-
'[20:35:19.745]',-,0.335,0.605,0.470,0.348,2.853,-
'[20:35:19.753]',-,0.315,0.625,0.470,0.353,2.829,-
'[20:35:19.761]',-,0.295,0.635,0.470,0.356,2.804,-
'[20:35:19.769]',-,0.290,0.640,0.470,0.360,2.773,-
'[20:35:19.777]',-,0.285,0.645,0.470,0.363,2.733,-
'[20:35:19.785]',-,0.280,0.650,0.465,0.365,2.685,-
'[20:35:19.793]',-,0.260,0.660,0.465,0.366,2.633,-
'[20:35:19.801]',-,0.215,0.665,0.490,0.368,2.580,-
'[20:35:19.809]',-,0.200,0.640,0.510,0.368,2.528,-
'[20:35:19.817]',-,0.330,0.545,0.505,0.369,2.481,-
'[20:35:19.825]',-,0.650,0.395,0.470,0.369,2.437,-
'[20:35:19.833]',-,1.030,0.280,0.365,0.369,2.401,-
'[20:35:19.841]',-,1.115,0.275,0.230,0.369,2.369,-
'[20:35:19.849]',-,0.770,0.520,0.185,0.369,2.335,-
'[20:35:19.857]',-,0.465,0.635,0.240,0.369,2.301,-
'[20:35:19.865]',-,0.340,0.645,0.335,0.369,2.263,-
'[20:35:19.873]',-,0.285,0.635,0.410,0.368,2.223,-
'[20:35:19.881]',-,0.260,0.645,0.445,0.368,2.182,-
'[20:35:19.889]',-,0.240,0.655,0.455,0.369,2.140,-
'[20:35:19.897]',-,0.230,0.665,0.465,0.370,2.098,-
'[20:35:19.905]',-,0.230,0.665,0.470,0.372,2.063,-
'[20:35:19.913]',-,0.230,0.660,0.480,0.374,2.038,-
'[20:35:19.921]',-,0.230,0.660,0.480,0.376,2.020,-
'[20:35:19.929]',-,0.230,0.655,0.480,0.378,2.007,-
'[20:35:19.937]',-,0.240,0.650,0.480,0.381,2.000,-
'[20:35:19.945]',-,0.250,0.645,0.480,0.384,1.997,-
'[20:35:19.953]',-,0.255,0.640,0.475,0.389,1.988,-
'[20:35:19.961]',-,0.265,0.630,0.475,0.394,1.970,-
'[20:35:19.969]',-,0.270,0.625,0.470,0.400,1.946,-
'[20:35:19.977]',-,0.275,0.620,0.470,0.407,1.921,-
'[20:35:19.985]',-,0.290,0.610,0.470,0.414,1.887,-
'[20:35:19.993]',-,0.305,0.600,0.470,0.421,1.848,-
'[20:35:20.001]',-,0.315,0.590,0.465,0.428,1.812,-
'[20:35:20.009]',-,0.320,0.590,0.460,0.435,1.777,-
'[20:35:20.017]',-,0.320,0.590,0.450,0.442,1.742,-
'[20:35:20.025]',-,0.330,0.585,0.445,0.449,1.710,-
'[20:35:20.033]',-,0.340,0.575,0.440,0.455,1.683,-
'[20:35:20.041]',-,0.350,0.565,0.430,0.461,1.653,-
'[20:35:20.049]',-,0.360,0.555,0.425,0.465,1.617,-
'[20:35:20.057]',-,0.375,0.540,0.420,0.469,1.586,-
'[20:35:20.065]',-,0.390,0.530,0.420,0.472,1.555,-
'[20:35:20.073]',-,0.405,0.515,0.415,0.475,1.526,-
'[20:35:20.081]',-,0.420,0.500,0.405,0.475,1.498,-
'[20:35:20.089]',-,0.440,0.490,0.395,0.476,1.469,-
'[20:35:20.097]',-,0.460,0.470,0.390,0.473,1.445,-
'[20:35:20.105]',-,0.485,0.450,0.380,0.471,1.418,-
'[20:35:20.113]',-,0.510,0.430,0.375,0.463,1.388,-
'[20:35:20.121]',-,0.545,0.410,0.365,0.455,1.359,-
'[20:35:20.129]',-,0.570,0.395,0.355,0.441,1.337,-
'[20:35:20.137]',-,0.595,0.385,0.355,0.427,1.312,-
'[20:35:20.145]',-,0.610,0.380,0.355,0.404,1.279,-
'[20:35:20.153]',-,0.625,0.380,0.355,0.382,1.244,-
'[20:35:20.161]',-,0.630,0.380,0.365,0.353,1.213,-
'[20:35:20.169]',-,0.610,0.390,0.380,0.324,1.184,-
'[20:35:20.177]',-,0.565,0.430,0.410,0.295,1.155,-
'[20:35:20.185]',-,0.500,0.475,0.440,0.266,1.134,-
'[20:35:20.193]',-,0.430,0.525,0.465,0.236,1.116,-
'[20:35:20.201]',-,0.370,0.575,0.485,0.206,1.101,-
'[20:35:20.209]',-,0.330,0.615,0.495,0.170,1.085,-
'[20:35:20.217]',-,0.300,0.640,0.500,0.133,1.064,-
'[20:35:20.225]',-,0.280,0.660,0.495,0.093,1.046,-
'[20:35:20.233]',-,0.265,0.670,0.495,0.052,1.033,-
'[20:35:20.241]',-,0.260,0.675,0.495,0.026,1.021,-
'[20:35:20.249]',-,0.255,0.675,0.500,-0.000,1.003,-
'[20:35:20.257]',-,0.255,0.675,0.495,-0.000,0.980,-
'[20:35:20.265]',-,0.255,0.675,0.495,-0.000,0.955,-
'[20:35:20.273]',-,0.255,0.670,0.495,-0.000,0.929,-
'[20:35:20.281]',-,0.260,0.665,0.495,-0.000,0.905,-
'[20:35:20.289]',-,0.265,0.665,0.500,-0.000,0.887,-
'[20:35:20.297]',-,0.265,0.665,0.495,-0.000,0.874,-
'[20:35:20.305]',-,0.265,0.665,0.490,-0.000,0.867,-
'[20:35:20.313]',-,0.265,0.660,0.490,-0.000,0.864,-
'[20:35:20.321]',-,0.270,0.655,0.490,-0.000,0.869,-
'[20:35:20.329]',-,0.275,0.655,0.495,-0.000,0.889,-
'[20:35:20.337]',-,0.280,0.650,0.495,-0.000,0.927,-
'[20:35:20.345]',-,0.285,0.650,0.495,-0.000,0.988,-
'[20:35:20.353]',-,0.285,0.655,0.490,-0.000,1.071,-
'[20:35:20.361]',-,0.280,0.655,0.490,-0.000,1.176,-
'[20:35:20.369]',-,0.280,0.655,0.490,-0.000,1.305,-
'[20:35:20.377]',-,0.280,0.655,0.495,-0.000,1.454,-
'[20:35:20.385]',-,0.285,0.655,0.495,-0.000,1.619,-
'[20:35:20.393]',-,0.280,0.655,0.495,-0.000,1.789,-
'[20:35:20.401]',-,0.280,0.655,0.490,-0.000,1.950,-
'[20:35:20.409]',-,0.280,0.655,0.490,-0.000,2.109,-
'[20:35:20.417]',-,0.285,0.655,0.490,-0.000,2.261,-
'[20:35:20.425]',-,0.285,0.655,0.490,-0.000,2.382,-
'[20:35:20.433]',-,0.285,0.655,0.490,-0.000,2.478,-
'[20:35:20.441]',-,0.280,0.655,0.495,-0.000,2.572,-
'[20:35:20.449]',-,0.275,0.660,0.495,-0.000,2.657,-
'[20:35:20.457]',-,0.275,0.660,0.495,-0.000,2.731,-
'[20:35:20.465]',-,0.280,0.655,0.490,-0.000,2.796,-
'[20:35:20.473]',-,0.280,0.655,0.490,-0.000,2.849,-
'[20:35:20.481]',-,0.285,0.650,0.490,-0.000,2.887,-
'[20:35:20.489]',-,0.285,0.650,0.490,-0.000,2.912,-
'[20:35:20.497]',-,0.280,0.650,0.490,-0.000,2.933,-
'[20:35:20.505]',-,0.275,0.650,0.490,-0.000,2.949,-
'[20:35:20.513]',-,0.275,0.655,0.490,-0.000,2.961,-
'[20:35:20.521]',-,0.275,0.650,0.490,-0.000,2.967,-
'[20:35:20.529]',-,0.280,0.650,0.490,-0.000,2.963,-
'[20:35:20.537]',-,0.285,0.650,0.490,-0.000,2.958,-
'[20:35:20.545]',-,0.285,0.645,0.490,-0.000,2.959,-
'[20:35:20.553]',-,0.290,0.645,0.490,-0.000,2.959,-
'[20:35:20.561]',-,0.290,0.635,0.490,-0.000,2.963,-
'[20:35:20.569]',-,0.300,0.630,0.500,-0.000,2.968,-
'[20:35:20.577]',-,0.305,0.630,0.510,-0.000,2.971,-
'[20:35:20.585]',-,0.305,0.630,0.515,-0.000,2.969,-
'[20:35:20.593]',-,0.310,0.620,0.510,-0.000,2.961,-
'[20:35:20.601]',-,0.325,0.605,0.510,-0.000,2.949,-
'[20:35:20.609]',-,0.340,0.600,0.505,-0.000,2.930,-
'[20:35:20.617]',-,0.350,0.595,0.495,-0.000,2.902,-
'[20:35:20.625]',-,0.350,0.595,0.485,-0.000,2.875,-
'[20:35:20.633]',-,0.335,0.605,0.480,-0.000,2.847,-
'[20:35:20.641]',-,0.310,0.625,0.480,0.000,2.819,-
'[20:35:20.649]',-,0.285,0.645,0.480,0.001,2.791,-
'[20:35:20.657]',-,0.275,0.655,0.480,0.009,2.756,-
'[20:35:20.665]',-,0.275,0.655,0.475,0.017,2.711,-
'[20:35:20.673]',-,0.275,0.655,0.470,0.023,2.660,-
'[20:35:20.681]',-,0.265,0.660,0.480,0.030,2.606,-
'[20:35:20.689]',-,0.225,0.665,0.500,0.035,2.551,-
'[20:35:20.697]',-,0.195,0.645,0.520,0.040,2.503,-
'[20:35:20.705]',-,0.290,0.565,0.525,0.044,2.461,-
'[20:35:20.713]',-,0.580,0.430,0.485,0.048,2.423,-
'[20:35:20.721]',-,0.975,0.295,0.390,0.052,2.390,-
'[20:35:20.729]',-,1.100,0.275,0.255,0.056,2.360,-
'[20:35:20.737]',-,0.815,0.495,0.190,0.059,2.326,-
'[20:35:20.745]',-,0.490,0.630,0.235,0.063,2.293,-
'[20:35:20.753]',-,0.340,0.650,0.325,0.066,2.262,-
'[20:35:20.761]',-,0.285,0.645,0.405,0.069,2.233,-
'[20:35:20.769]',-,0.255,0.645,0.445,0.073,2.204,-
'[20:35:20.777]',-,0.250,0.650,0.465,0.076,2.176,-
'[20:35:20.785]',-,0.250,0.645,0.475,0.080,2.152,-
'[20:35:20.793]',-,0.245,0.650,0.480,0.085,2.125,-
'[20:35:20.801]',-,0.245,0.655,0.480,0.090,2.098,-
'[20:35:20.809]',-,0.245,0.655,0.475,0.096,2.069,-
'[20:35:20.817]',-,0.245,0.655,0.470,0.101,2.045,-
'[20:35:20.825]',-,0.250,0.650,0.470,0.107,2.029,-
'[20:35:20.833]',-,0.255,0.645,0.475,0.112,2.015,-
'[20:35:20.841]',-,0.265,0.640,0.480,0.117,1.997,-
'[20:35:20.849]',-,0.265,0.635,0.480,0.123,1.975,-
'[20:35:20.857]',-,0.275,0.625,0.475,0.129,1.949,-
'[20:35:20.865]',-,0.280,0.620,0.470,0.135,1.922,-
'[20:35:20.873]',-,0.290,0.610,0.470,0.142,1.894,-
'[20:35:20.881]',-,0.295,0.605,0.470,0.147,1.867,-
'[20:35:20.889]',-,0.305,0.600,0.465,0.153,1.832,-
'[20:35:20.897]',-,0.315,0.590,0.460,0.158,1.794,-
'[20:35:20.905]',-,0.330,0.585,0.460,0.164,1.754,-
'[20:35:20.913]',-,0.335,0.575,0.455,0.168,1.709,-
'[20:35:20.921]',-,0.340,0.570,0.450,0.173,1.666,-
'[20:35:20.929]',-,0.350,0.565,0.445,0.177,1.630,-
'[20:35:20.937]',-,0.355,0.560,0.440,0.182,1.606,-
'[20:35:20.945]',-,0.370,0.545,0.430,0.185,1.584,-
'[20:35:20.953]',-,0.385,0.535,0.425,0.188,1.558,-
'[20:35:20.961]',-,0.400,0.520,0.420,0.191,1.558,-
'[20:35:20.969]',-,0.420,0.500,0.415,0.194,1.571,-
'[20:35:20.977]',-,0.440,0.490,0.405,0.196,1.561,-
'[20:35:20.985]',-,0.460,0.470,0.395,0.199,1.536,-
'[20:35:20.993]',-,0.485,0.455,0.385,0.201,1.503,-
'[20:35:21.001]',-,0.515,0.430,0.375,0.203,1.467,-
'[20:35:21.009]',-,0.545,0.410,0.365,0.204,1.436,-
'[20:35:21.017]',-,0.570,0.395,0.360,0.207,1.407,-
'[20:35:21.025]',-,0.595,0.380,0.355,0.209,1.379,-
'[20:35:21.033]',-,0.615,0.370,0.355,0.211,1.359,-
'[20:35:21.041]',-,0.630,0.370,0.355,0.213,1.335,-
'[20:35:21.049]',-,0.635,0.370,0.365,0.215,1.311,-
'[20:35:21.057]',-,0.610,0.385,0.390,0.216,1.291,-
'[20:35:21.065]',-,0.570,0.420,0.415,0.218,1.275,-
'[20:35:21.073]',-,0.505,0.460,0.445,0.219,1.257,-
'[20:35:21.081]',-,0.435,0.520,0.470,0.221,1.241,-
'[20:35:21.089]',-,0.365,0.575,0.485,0.223,1.227,-
'[20:35:21.097]',-,0.310,0.620,0.495,0.225,1.206,-
'[20:35:21.105]',-,0.280,0.645,0.505,0.226,1.183,-
'[20:35:21.113]',-,0.265,0.660,0.510,0.228,1.157,-
'[20:35:21.121]',-,0.260,0.670,0.510,0.229,1.139,-
'[20:35:21.129]',-,0.255,0.670,0.510,0.230,1.129,-
'[20:35:21.137]',-,0.255,0.675,0.505,0.231,1.121,-
'[20:35:21.145]',-,0.250,0.680,0.505,0.231,1.110,-
'[20:35:21.153]',-,0.250,0.680,0.505,0.231,1.095,-
'[20:35:21.161]',-,0.250,0.675,0.505,0.231,1.074,-
'[20:35:21.169]',-,0.250,0.670,0.500,0.230,1.051,-
'[20:35:21.177]',-,0.255,0.670,0.495,0.229,1.025,-
'[20:35:21.185]',-,0.255,0.665,0.495,0.227,1.000,-
'[20:35:21.193]',-,0.260,0.660,0.500,0.225,0.974,-
'[20:35:21.201]',-,0.265,0.660,0.505,0.223,0.954,-
'[20:35:21.209]',-,0.255,0.665,0.505,0.220,0.951,-
'[20:35:21.217]',-,0.255,0.665,0.500,0.217,0.966,-
'[20:35:21.225]',-,0.255,0.665,0.500,0.215,0.996,-
'[20:35:21.233]',-,0.255,0.665,0.500,0.212,1.048,-
'[20:35:21.241]',-,0.260,0.660,0.500,0.209,1.127,-
'[20:35:21.249]',-,0.265,0.655,0.505,0.205,1.230,-
'[20:35:21.257]',-,0.270,0.655,0.500,0.202,1.350,-
'[20:35:21.265]',-,0.270,0.655,0.495,0.199,1.483,-
'[20:35:21.273]',-,0.270,0.655,0.495,0.196,1.626,-
'[20:35:21.281]',-,0.270,0.655,0.490,0.193,1.780,-
'[20:35:21.289]',-,0.270,0.660,0.490,0.189,1.936,-
'[20:35:21.297]',-,0.270,0.665,0.490,0.186,2.088,-
'[20:35:21.305]',-,0.270,0.660,0.490,0.184,2.237,-
'[20:35:21.313]',-,0.275,0.660,0.495,0.181,2.380,-
'[20:35:21.321]',-,0.275,0.660,0.490,0.179,2.512,-
'[20:35:21.329]',-,0.275,0.665,0.490,0.178,2.614,-
'[20:35:21.337]',-,0.270,0.665,0.490,0.176,2.695,-
'[20:35:21.345]',-,0.270,0.665,0.485,0.175,2.775,-
'[20:35:21.353]',-,0.265,0.665,0.485,0.174,2.846,-
'[20:35:21.361]',-,0.270,0.660,0.485,0.174,2.900,-
'[20:35:21.369]',-,0.275,0.655,0.485,0.174,2.944,-
'[20:35:21.377]',-,0.275,0.655,0.490,0.174,2.977,-
'[20:35:21.385]',-,0.275,0.655,0.490,0.174,2.999,-
'[20:35:21.393]',-,0.280,0.650,0.490,0.176,3.017,-
'[20:35:21.401]',-,0.285,0.650,0.490,0.178,3.032,-
'[20:35:21.409]',-,0.280,0.650,0.485,0.182,3.047,-
'[20:35:21.417]',-,0.275,0.655,0.480,0.185,3.058,-
'[20:35:21.425]',-,0.280,0.650,0.480,0.190,3.060,-
'[20:35:21.433]',-,0.285,0.650,0.480,0.195,3.061,-
'[20:35:21.441]',-,0.285,0.650,0.480,0.201,3.067,-
'[20:35:21.449]',-,0.290,0.645,0.485,0.207,3.077,-
'[20:35:21.457]',-,0.295,0.640,0.485,0.213,3.089,-
'[20:35:21.465]',-,0.300,0.635,0.490,0.218,3.102,-
'[20:35:21.473]',-,0.305,0.630,0.500,0.224,3.114,-
'[20:35:21.481]',-,0.310,0.620,0.505,0.229,3.124,-
'[20:35:21.489]',-,0.325,0.605,0.505,0.235,3.126,-
'[20:35:21.497]',-,0.345,0.595,0.505,0.240,3.120,-
'[20:35:21.505]',-,0.355,0.585,0.500,0.245,3.108,-
'[20:35:21.513]',-,0.360,0.585,0.490,0.250,3.084,-
'[20:35:21.521]',-,0.340,0.595,0.480,0.254,3.053,-
'[20:35:21.529]',-,0.315,0.620,0.480,0.258,3.018,-
'[20:35:21.537]',-,0.295,0.640,0.480,0.261,2.977,-
'[20:35:21.545]',-,0.285,0.650,0.470,0.265,2.930,-
'[20:35:21.553]',-,0.280,0.655,0.465,0.267,2.880,-
'[20:35:21.561]',-,0.280,0.655,0.465,0.269,2.828,-
'[20:35:21.569]',-,0.275,0.655,0.470,0.271,2.775,-
'[20:35:21.577]',-,0.245,0.655,0.485,0.272,2.722,-
'[20:35:21.585]',-,0.205,0.645,0.510,0.272,2.670,-
'[20:35:21.593]',-,0.265,0.580,0.515,0.272,2.617,-
'[20:35:21.601]',-,0.500,0.455,0.490,0.271,2.571,-
'[20:35:21.609]',-,0.890,0.310,0.420,0.271,2.531,-
'[20:35:21.617]',-,1.120,0.265,0.285,0.270,2.498,-
'[20:35:21.625]',-,0.925,0.435,0.195,0.269,2.474,-
'[20:35:21.633]',-,0.580,0.600,0.190,0.268,2.453,-
'[20:35:21.641]',-,0.385,0.640,0.295,0.268,2.428,-
'[20:35:21.649]',-,0.310,0.635,0.380,0.267,2.407,-
'[20:35:21.657]',-,0.275,0.635,0.425,0.267,2.389,-
'[20:35:21.665]',-,0.260,0.645,0.445,0.266,2.373,-
'[20:35:21.673]',-,0.250,0.645,0.460,0.266,2.353,-
'[20:35:21.681]',-,0.240,0.650,0.460,0.266,2.326,-
'[20:35:21.689]',-,0.240,0.655,0.465,0.267,2.295,-
'[20:35:21.697]',-,0.245,0.650,0.465,0.267,2.260,-
'[20:35:21.705]',-,0.250,0.645,0.465,0.268,2.223,-
'[20:35:21.713]',-,0.255,0.640,0.460,0.270,2.185,-
'[20:35:21.721]',-,0.265,0.635,0.465,0.272,2.149,-
'[20:35:21.729]',-,0.275,0.625,0.465,0.274,2.121,-
'[20:35:21.737]',-,0.285,0.620,0.470,0.277,2.101,-
'[20:35:21.745]',-,0.285,0.620,0.465,0.280,2.084,-
'[20:35:21.753]',-,0.285,0.620,0.465,0.284,2.065,-
'[20:35:21.761]',-,0.290,0.610,0.465,0.288,2.043,-
'[20:35:21.769]',-,0.300,0.605,0.460,0.292,2.019,-
'[20:35:21.777]',-,0.305,0.600,0.455,0.296,1.993,-
'[20:35:21.785]',-,0.310,0.600,0.450,0.300,1.964,-
'[20:35:21.793]',-,0.320,0.590,0.445,0.303,1.929,-
'[20:35:21.801]',-,0.335,0.580,0.445,0.307,1.894,-
'[20:35:21.809]',-,0.340,0.570,0.440,0.310,1.864,-
'[20:35:21.817]',-,0.350,0.565,0.435,0.313,1.830,-
'[20:35:21.825]',-,0.360,0.560,0.430,0.316,1.796,-
'[20:35:21.833]',-,0.370,0.545,0.430,0.320,1.765,-
'[20:35:21.841]',-,0.385,0.535,0.420,0.322,1.731,-
'[20:35:21.849]',-,0.400,0.520,0.415,0.324,1.694,-
'[20:35:21.857]',-,0.415,0.510,0.405,0.326,1.659,-
'[20:35:21.865]',-,0.430,0.500,0.400,0.327,1.628,-
'[20:35:21.873]',-,0.450,0.485,0.395,0.328,1.595,-
'[20:35:21.881]',-,0.475,0.465,0.385,0.329,1.563,-
'[20:35:21.889]',-,0.495,0.450,0.375,0.329,1.534,-
'[20:35:21.897]',-,0.520,0.430,0.365,0.328,1.502,-
'[20:35:21.905]',-,0.550,0.410,0.360,0.326,1.467,-
'[20:35:21.913]',-,0.575,0.395,0.355,0.325,1.433,-
'[20:35:21.921]',-,0.600,0.385,0.355,0.322,1.410,-
'[20:35:21.929]',-,0.620,0.380,0.355,0.318,1.391,-
'[20:35:21.937]',-,0.620,0.385,0.360,0.315,1.368,-
'[20:35:21.945]',-,0.605,0.395,0.375,0.311,1.346,-
'[20:35:21.953]',-,0.575,0.425,0.400,0.307,1.326,-
'[20:35:21.961]',-,0.515,0.465,0.435,0.303,1.306,-
'[20:35:21.969]',-,0.445,0.515,0.460,0.298,1.285,-
'[20:35:21.977]',-,0.375,0.565,0.480,0.292,1.262,-
'[20:35:21.985]',-,0.320,0.610,0.495,0.286,1.238,-
'[20:35:21.993]',-,0.280,0.645,0.505,0.280,1.212,-
'[20:35:22.001]',-,0.255,0.665,0.510,0.273,1.186,-
'[20:35:22.009]',-,0.240,0.685,0.510,0.266,1.159,-
'[20:35:22.017]',-,0.225,0.695,0.510,0.258,1.133,-
'[20:35:22.025]',-,0.225,0.695,0.510,0.250,1.113,-
'[20:35:22.033]',-,0.230,0.695,0.515,0.240,1.100,-
'[20:35:22.041]',-,0.230,0.695,0.510,0.230,1.087,-
'[20:35:22.049]',-,0.230,0.695,0.510,0.218,1.073,-
'[20:35:22.057]',-,0.225,0.690,0.510,0.206,1.060,-
'[20:35:22.065]',-,0.225,0.690,0.510,0.193,1.043,-
'[20:35:22.073]',-,0.225,0.680,0.510,0.179,1.022,-
'[20:35:22.081]',-,0.230,0.680,0.515,0.164,1.001,-
'[20:35:22.089]',-,0.230,0.675,0.515,0.150,0.987,-
'[20:35:22.097]',-,0.230,0.680,0.515,0.137,0.980,-
'[20:35:22.105]',-,0.230,0.680,0.510,0.124,0.983,-
'[20:35:22.113]',-,0.230,0.680,0.510,0.113,1.005,-
'[20:35:22.121]',-,0.235,0.675,0.510,0.101,1.042,-
'[20:35:22.129]',-,0.245,0.670,0.510,0.090,1.098,-
'[20:35:22.137]',-,0.250,0.665,0.510,0.079,1.179,-
'[20:35:22.145]',-,0.250,0.665,0.505,0.068,1.285,-
'[20:35:22.153]',-,0.250,0.670,0.505,0.058,1.418,-
'[20:35:22.161]',-,0.250,0.675,0.500,0.049,1.567,-
'[20:35:22.169]',-,0.255,0.670,0.500,0.041,1.727,-
'[20:35:22.177]',-,0.255,0.670,0.500,0.034,1.897,-
'[20:35:22.185]',-,0.255,0.670,0.500,0.028,2.062,-
'[20:35:22.193]',-,0.255,0.670,0.500,0.023,2.217,-
'[20:35:22.201]',-,0.255,0.675,0.495,0.019,2.364,-
'[20:35:22.209]',-,0.260,0.670,0.495,0.017,2.500,-
'[20:35:22.217]',-,0.265,0.670,0.490,0.015,2.625,-
'[20:35:22.225]',-,0.260,0.665,0.490,0.017,2.723,-
'[20:35:22.233]',-,0.260,0.670,0.495,0.018,2.803,-
'[20:35:22.241]',-,0.260,0.670,0.495,0.022,2.879,-
'[20:35:22.249]',-,0.260,0.665,0.495,0.026,2.943,-
'[20:35:22.257]',-,0.265,0.655,0.495,0.031,2.995,-
'[20:35:22.265]',-,0.265,0.655,0.490,0.036,3.041,-
'[20:35:22.273]',-,0.265,0.660,0.490,0.042,3.077,-
'[20:35:22.281]',-,0.265,0.660,0.490,0.048,3.103,-
'[20:35:22.289]',-,0.265,0.655,0.495,0.057,3.121,-
'[20:35:22.297]',-,0.270,0.655,0.495,0.066,3.138,-
'[20:35:22.305]',-,0.270,0.655,0.490,0.076,3.152,-
'[20:35:22.313]',-,0.275,0.650,0.490,0.087,3.170,-
'[20:35:22.321]',-,0.270,0.655,0.490,0.098,3.186,-
'[20:35:22.329]',-,0.265,0.660,0.485,0.109,3.196,-
'[20:35:22.337]',-,0.270,0.655,0.490,0.120,3.208,-
'[20:35:22.345]',-,0.275,0.650,0.495,0.131,3.221,-
'[20:35:22.353]',-,0.285,0.635,0.510,0.142,3.234,-
'[20:35:22.361]',-,0.295,0.630,0.515,0.153,3.246,-
'[20:35:22.369]',-,0.305,0.625,0.520,0.163,3.260,-
'[20:35:22.377]',-,0.315,0.615,0.515,0.174,3.274,-
'[20:35:22.385]',-,0.330,0.610,0.510,0.182,3.281,-
'[20:35:22.393]',-,0.330,0.605,0.505,0.191,3.277,-
'[20:35:22.401]',-,0.320,0.610,0.495,0.198,3.268,-
'[20:35:22.409]',-,0.300,0.620,0.490,0.205,3.254,-
'[20:35:22.417]',-,0.275,0.645,0.490,0.209,3.231,-
'[20:35:22.425]',-,0.255,0.660,0.490,0.214,3.198,-
'[20:35:22.433]',-,0.250,0.670,0.490,0.216,3.159,-
'[20:35:22.441]',-,0.245,0.675,0.485,0.218,3.110,-
'[20:35:22.449]',-,0.235,0.680,0.485,0.217,3.053,-
'[20:35:22.457]',-,0.215,0.685,0.495,0.216,2.994,-
'[20:35:22.465]',-,0.170,0.680,0.530,0.213,2.938,-
'[20:35:22.473]',-,0.160,0.645,0.555,0.210,2.881,-
'[20:35:22.481]',-,0.335,0.550,0.540,0.205,2.822,-
'[20:35:22.489]',-,0.675,0.415,0.485,0.202,2.766,-
'[20:35:22.497]',-,0.990,0.325,0.345,0.197,2.712,-
'[20:35:22.505]',-,1.025,0.405,0.210,0.192,2.658,-
'[20:35:22.513]',-,0.620,0.585,0.175,0.186,2.604,-
'[20:35:22.521]',-,0.375,0.665,0.245,0.181,2.557,-
'[20:35:22.529]',-,0.280,0.670,0.345,0.174,2.524,-
'[20:35:22.537]',-,0.235,0.665,0.420,0.167,2.495,-
'[20:35:22.545]',-,0.220,0.670,0.455,0.161,2.466,-
