"'Time','II','AVR','V','RESP','PLETH','ABP','CVP'"
"'[14:31:03.740]',0.440,0.665,0.670,0.093,-,-,37.004"
"'[14:31:03.748]',0.465,0.650,0.670,0.099,-,-,37.004"
"'[14:31:03.756]',0.485,0.635,0.670,0.105,-,-,37.004"
"'[14:31:03.764]',0.505,0.625,0.675,0.111,-,-,37.004"
"'[14:31:03.772]',0.525,0.610,0.680,0.119,-,-,37.004"
"'[14:31:03.780]',0.550,0.595,0.680,0.126,-,-,37.004"
"'[14:31:03.788]',0.570,0.585,0.680,0.133,-,-,37.004"
"'[14:31:03.796]',0.585,0.575,0.680,0.140,-,-,37.004"
"'[14:31:03.804]',0.595,0.565,0.675,0.146,-,-,37.004"
"'[14:31:03.812]',0.600,0.565,0.675,0.152,-,-,37.004"
"'[14:31:03.820]',0.585,0.575,0.670,0.157,-,-,37.004"
"'[14:31:03.828]',0.560,0.585,0.670,0.162,-,-,37.004"
"'[14:31:03.836]',0.525,0.610,0.670,0.165,-,-,37.004"
"'[14:31:03.844]',0.485,0.640,0.670,0.168,-,-,37.004"
"'[14:31:03.852]',0.435,0.675,0.675,0.169,-,-,37.004"
"'[14:31:03.860]',0.390,0.705,0.680,0.170,-,-,37.004"
"'[14:31:03.868]',0.350,0.730,0.685,0.169,-,-,37.004"
"'[14:31:03.876]',0.315,0.750,0.690,0.169,-,-,37.004"
"'[14:31:03.884]',0.295,0.765,0.695,0.168,-,-,37.004"
"'[14:31:03.892]',0.280,0.775,0.705,0.167,-,-,37.004"
"'[14:31:03.900]',0.275,0.780,0.705,0.165,-,-,37.004"
"'[14:31:03.908]',0.270,0.785,0.710,0.163,-,-,37.004"
"'[14:31:03.916]',0.270,0.780,0.715,0.160,-,-,37.004"
"'[14:31:03.924]',0.275,0.780,0.720,0.157,-,-,37.004"
"'[14:31:03.932]',0.270,0.780,0.725,0.152,-,-,37.004"
"'[14:31:03.940]',0.270,0.785,0.725,0.147,-,-,37.004"
"'[14:31:03.948]',0.265,0.785,0.720,0.144,-,-,37.004"
"'[14:31:03.956]',0.270,0.785,0.715,0.140,-,-,37.004"
"'[14:31:03.964]',0.270,0.780,0.715,0.136,-,-,37.004"
"'[14:31:03.972]',0.275,0.780,0.710,0.132,-,-,37.004"
"'[14:31:03.980]',0.280,0.780,0.700,0.129,-,-,37.004"
"'[14:31:03.988]',0.280,0.775,0.690,0.127,-,-,37.004"
"'[14:31:03.996]',0.285,0.775,0.685,0.125,-,-,37.004"
"'[14:31:04.004]',0.280,0.775,0.685,0.123,-,-,37.004"
"'[14:31:04.012]',0.275,0.775,0.680,0.123,-,-,37.004"
"'[14:31:04.020]',0.265,0.780,0.665,0.124,-,-,37.004"
"'[14:31:04.028]',0.265,0.785,0.650,0.126,-,-,37.004"
"'[14:31:04.036]',0.265,0.785,0.640,0.127,-,-,37.004"
"'[14:31:04.044]',0.270,0.785,0.630,0.129,-,-,37.004"
"'[14:31:04.052]',0.270,0.785,0.625,0.132,-,-,37.004"
"'[14:31:04.060]',0.275,0.780,0.625,0.134,-,-,37.004"
"'[14:31:04.068]',0.275,0.775,0.630,0.137,-,-,37.004"
"'[14:31:04.076]',0.275,0.775,0.640,0.140,-,-,37.004"
"'[14:31:04.084]',0.270,0.775,0.650,0.144,-,-,37.004"
"'[14:31:04.092]',0.265,0.780,0.655,0.147,-,-,37.004"
"'[14:31:04.100]',0.260,0.780,0.660,0.151,-,-,37.004"
"'[14:31:04.108]',0.265,0.780,0.665,0.155,-,-,37.004"
"'[14:31:04.116]',0.270,0.780,0.670,0.159,-,-,37.004"
"'[14:31:04.124]',0.270,0.780,0.675,0.162,-,-,37.004"
"'[14:31:04.132]',0.270,0.775,0.675,0.165,-,-,37.004"
"'[14:31:04.140]',0.270,0.775,0.680,0.168,-,-,37.004"
"'[14:31:04.148]',0.270,0.775,0.685,0.171,-,-,37.004"
"'[14:31:04.156]',0.270,0.775,0.680,0.173,-,-,37.004"
"'[14:31:04.164]',0.270,0.780,0.675,0.175,-,-,37.004"
"'[14:31:04.172]',0.270,0.780,0.665,0.177,-,-,37.004"
"'[14:31:04.180]',0.270,0.780,0.660,0.178,-,-,37.004"
"'[14:31:04.188]',0.275,0.780,0.645,0.179,-,-,37.004"
"'[14:31:04.196]',0.275,0.780,0.630,0.181,-,-,37.004"
"'[14:31:04.204]',0.280,0.775,0.610,0.181,-,-,37.004"
"'[14:31:04.212]',0.290,0.775,0.595,0.181,-,-,37.004"
"'[14:31:04.220]',0.305,0.760,0.580,0.179,-,-,37.004"
"'[14:31:04.228]',0.325,0.745,0.570,0.178,-,-,37.004"
"'[14:31:04.236]',0.355,0.725,0.570,0.175,-,-,37.004"
"'[14:31:04.244]',0.370,0.710,0.565,0.173,-,-,37.004"
"'[14:31:04.252]',0.380,0.700,0.540,0.169,-,-,37.004"
"'[14:31:04.260]',0.385,0.695,0.505,0.166,-,-,37.004"
"'[14:31:04.268]',0.380,0.695,0.465,0.162,-,-,37.004"
"'[14:31:04.276]',0.365,0.700,0.460,0.158,-,-,37.004"
"'[14:31:04.284]',0.355,0.715,0.465,0.154,-,-,37.004"
"'[14:31:04.292]',0.345,0.720,0.465,0.150,-,-,37.004"
"'[14:31:04.300]',0.330,0.730,0.465,0.146,-,-,37.004"
"'[14:31:04.308]',0.310,0.750,0.480,0.142,-,-,37.004"
"'[14:31:04.316]',0.290,0.770,0.495,0.138,-,-,37.004"
"'[14:31:04.324]',0.285,0.780,0.510,0.133,-,-,37.004"
"'[14:31:04.332]',0.285,0.780,0.515,0.129,-,-,37.004"
"'[14:31:04.340]',0.290,0.780,0.515,0.126,-,-,37.004"
"'[14:31:04.348]',0.295,0.775,0.520,0.122,-,-,37.004"
"'[14:31:04.356]',0.305,0.770,0.520,0.118,-,-,37.004"
"'[14:31:04.364]',0.310,0.765,0.530,0.114,-,-,37.004"
"'[14:31:04.372]',0.315,0.765,0.550,0.111,-,-,37.004"
"'[14:31:04.380]',0.335,0.755,0.590,0.107,-,-,37.004"
"'[14:31:04.388]',0.405,0.695,0.610,0.103,-,-,37.004"
"'[14:31:04.396]',0.610,0.515,0.445,0.100,-,-,37.004"
"'[14:31:04.404]',0.935,0.270,0.080,0.097,-,-,37.004"
"'[14:31:04.412]',1.050,0.190,-0.196,0.095,-,-,37.004"
"'[14:31:04.420]',0.810,0.370,-0.200,0.093,-,-,37.004"
"'[14:31:04.428]',0.525,0.595,0.165,0.090,-,-,37.004"
"'[14:31:04.436]',0.390,0.710,0.425,0.088,-,-,37.004"
"'[14:31:04.444]',0.340,0.750,0.580,0.086,-,-,37.004"
"'[14:31:04.452]',0.320,0.760,0.640,0.084,-,-,37.004"
"'[14:31:04.460]',0.310,0.765,0.665,0.081,-,-,37.004"
"'[14:31:04.468]',0.310,0.775,0.680,0.079,-,-,37.004"
"'[14:31:04.476]',0.310,0.775,0.690,0.075,-,-,37.004"
"'[14:31:04.484]',0.310,0.775,0.690,0.072,-,-,37.004"
"'[14:31:04.492]',0.310,0.765,0.690,0.068,-,-,37.004"
"'[14:31:04.500]',0.315,0.765,0.685,0.065,-,-,37.004"
"'[14:31:04.508]',0.315,0.760,0.680,0.060,-,-,37.004"
"'[14:31:04.516]',0.320,0.760,0.670,0.056,-,-,37.004"
"'[14:31:04.524]',0.325,0.755,0.665,0.052,-,-,37.004"
"'[14:31:04.532]',0.335,0.750,0.660,0.048,-,-,37.004"
"'[14:31:04.540]',0.340,0.745,0.655,0.044,-,-,37.004"
"'[14:31:04.548]',0.345,0.740,0.650,0.041,-,-,37.004"
"'[14:31:04.556]',0.345,0.735,0.650,0.036,-,-,37.004"
"'[14:31:04.564]',0.350,0.735,0.650,0.032,-,-,21.433"
"'[14:31:04.572]',0.355,0.730,0.650,0.027,-,-,9.124"
"'[14:31:04.580]',0.360,0.730,0.650,0.023,-,-,8.938"
"'[14:31:04.588]',0.365,0.720,0.645,0.019,-,-,21.501"
"'[14:31:04.596]',0.375,0.715,0.645,0.016,-,-,37.004"
"'[14:31:04.604]',0.390,0.710,0.645,0.013,-,-,37.004"
"'[14:31:04.612]',0.400,0.700,0.645,0.010,-,-,37.004"
"'[14:31:04.620]',0.410,0.695,0.645,0.007,-,-,37.004"
"'[14:31:04.628]',0.420,0.685,0.650,0.004,-,-,37.004"
"'[14:31:04.636]',0.435,0.670,0.660,0.001,-,-,37.004"
"'[14:31:04.644]',0.450,0.665,0.670,-0.002,-,-,37.004"
"'[14:31:04.652]',0.465,0.650,0.680,-0.005,-,-,37.004"
"'[14:31:04.660]',0.485,0.635,0.690,-0.008,-,-,37.004"
"'[14:31:04.668]',0.510,0.620,0.700,-0.011,-,-,37.004"
"'[14:31:04.676]',0.535,0.605,0.710,-0.014,-,-,37.004"
"'[14:31:04.684]',0.555,0.590,0.715,-0.017,-,-,37.004"
"'[14:31:04.692]',0.575,0.580,0.720,-0.020,-,-,37.004"
"'[14:31:04.700]',0.585,0.575,0.720,-0.023,-,-,37.004"
"'[14:31:04.708]',0.600,0.565,0.715,-0.026,-,-,37.004"
"'[14:31:04.716]',0.605,0.565,0.705,-0.031,-,-,37.004"
"'[14:31:04.724]',0.600,0.565,0.690,-0.035,-,-,37.004"
"'[14:31:04.732]',0.575,0.580,0.680,-0.040,-,-,37.004"
"'[14:31:04.740]',0.540,0.600,0.670,-0.044,-,-,37.004"
"'[14:31:04.748]',0.495,0.630,0.660,-0.050,-,-,37.004"
"'[14:31:04.756]',0.440,0.670,0.660,-0.055,-,-,37.004"
"'[14:31:04.764]',0.395,0.700,0.660,-0.060,-,-,37.004"
"'[14:31:04.772]',0.350,0.725,0.655,-0.065,-,-,37.004"
"'[14:31:04.780]',0.315,0.750,0.655,-0.073,-,-,37.004"
"'[14:31:04.788]',0.290,0.765,0.655,-0.080,-,-,37.004"
"'[14:31:04.796]',0.270,0.775,0.660,-0.088,-,-,37.004"
"'[14:31:04.804]',0.260,0.785,0.660,-0.096,-,-,37.004"
"'[14:31:04.812]',0.255,0.790,0.660,-0.105,-,-,37.004"
"'[14:31:04.820]',0.250,0.795,0.660,-0.114,-,-,37.004"
"'[14:31:04.828]',0.250,0.800,0.665,-0.124,-,-,37.004"
"'[14:31:04.836]',0.255,0.795,0.665,-0.134,-,-,37.004"
"'[14:31:04.844]',0.255,0.795,0.670,-0.143,-,-,37.004"
"'[14:31:04.852]',0.260,0.790,0.670,-0.151,-,-,37.004"
"'[14:31:04.860]',0.260,0.785,0.675,-0.160,-,-,37.004"
"'[14:31:04.868]',0.270,0.785,0.680,-0.167,-,-,37.004"
"'[14:31:04.876]',0.270,0.780,0.680,-0.175,-,-,37.004"
"'[14:31:04.884]',0.275,0.780,0.680,-0.182,-,-,37.004"
"'[14:31:04.892]',0.275,0.780,0.685,-0.189,-,-,37.004"
"'[14:31:04.900]',0.280,0.780,0.685,-0.196,-,-,37.004"
"'[14:31:04.908]',0.280,0.780,0.685,-0.202,-,-,37.004"
"'[14:31:04.916]',0.280,0.780,0.685,-0.207,-,-,37.004"
"'[14:31:04.924]',0.285,0.775,0.685,-0.212,-,-,37.004"
"'[14:31:04.932]',0.290,0.775,0.685,-0.217,-,-,37.004"
"'[14:31:04.940]',0.290,0.775,0.680,-0.222,-,-,37.004"
"'[14:31:04.948]',0.285,0.775,0.675,-0.226,-,-,37.004"
"'[14:31:04.956]',0.285,0.775,0.675,-0.231,-,-,37.004"
"'[14:31:04.964]',0.285,0.775,0.675,-0.235,-,-,37.004"
"'[14:31:04.972]',0.285,0.775,0.670,-0.239,-,-,37.004"
"'[14:31:04.980]',0.285,0.775,0.670,-0.242,-,-,37.004"
"'[14:31:04.988]',0.285,0.775,0.665,-0.246,-,-,37.004"
"'[14:31:04.996]',0.280,0.775,0.665,-0.249,-,-,37.004"
"'[14:31:05.004]',0.280,0.775,0.665,-0.252,-,-,37.004"
"'[14:31:05.012]',0.280,0.775,0.660,-0.254,-,-,37.004"
"'[14:31:05.020]',0.280,0.775,0.660,-0.257,-,-,37.004"
"'[14:31:05.028]',0.280,0.775,0.660,-0.259,-,-,37.004"
"'[14:31:05.036]',0.280,0.775,0.660,-0.260,-,-,37.004"
"'[14:31:05.044]',0.285,0.770,0.660,-0.262,-,-,37.004"
"'[14:31:05.052]',0.290,0.770,0.660,-0.263,-,-,37.004"
"'[14:31:05.060]',0.295,0.770,0.655,-0.265,-,-,37.004"
"'[14:31:05.068]',0.295,0.765,0.655,-0.266,-,-,37.004"
"'[14:31:05.076]',0.295,0.765,0.650,-0.268,-,-,37.004"
"'[14:31:05.084]',0.295,0.765,0.650,-0.269,-,-,37.004"
"'[14:31:05.092]',0.300,0.765,0.650,-0.271,-,-,37.004"
"'[14:31:05.100]',0.300,0.765,0.650,-0.272,-,-,37.004"
"'[14:31:05.108]',0.295,0.765,0.650,-0.274,-,-,37.004"
"'[14:31:05.116]',0.295,0.765,0.655,-0.275,-,-,37.004"
"'[14:31:05.124]',0.300,0.765,0.660,-0.275,-,-,37.004"
"'[14:31:05.132]',0.300,0.760,0.660,-0.277,-,-,37.004"
"'[14:31:05.140]',0.300,0.760,0.660,-0.278,-,-,37.004"
"'[14:31:05.148]',0.310,0.755,0.660,-0.279,-,-,37.004"
"'[14:31:05.156]',0.320,0.750,0.665,-0.281,-,-,37.004"
"'[14:31:05.164]',0.325,0.740,0.670,-0.281,-,-,37.004"
"'[14:31:05.172]',0.340,0.725,0.675,-0.282,-,-,37.004"
"'[14:31:05.180]',0.365,0.710,0.690,-0.283,-,-,37.004"
"'[14:31:05.188]',0.380,0.695,0.695,-0.284,-,-,37.004"
"'[14:31:05.196]',0.385,0.690,0.680,-0.285,-,-,37.004"
"'[14:31:05.204]',0.390,0.680,0.645,-0.287,-,-,37.004"
"'[14:31:05.212]',0.385,0.680,0.625,-0.289,-,-,37.004"
"'[14:31:05.220]',0.370,0.695,0.625,-0.291,-,-,37.004"
"'[14:31:05.228]',0.345,0.710,0.630,-0.293,-,-,37.004"
"'[14:31:05.236]',0.325,0.725,0.625,-0.296,-,-,37.004"
"'[14:31:05.244]',0.310,0.740,0.625,-0.298,-,-,37.004"
"'[14:31:05.252]',0.295,0.760,0.635,-0.299,-,-,37.004"
"'[14:31:05.260]',0.285,0.775,0.640,-0.302,-,-,37.004"
"'[14:31:05.268]',0.280,0.780,0.645,-0.303,-,-,37.004"
"'[14:31:05.276]',0.285,0.780,0.640,-0.305,-,-,37.004"
"'[14:31:05.284]',0.290,0.780,0.640,-0.306,-,-,37.004"
"'[14:31:05.292]',0.295,0.775,0.640,-0.308,-,-,37.004"
"'[14:31:05.300]',0.305,0.765,0.640,-0.309,-,-,37.004"
"'[14:31:05.308]',0.315,0.765,0.645,-0.311,-,-,37.004"
"'[14:31:05.316]',0.315,0.765,0.670,-0.312,-,-,37.004"
"'[14:31:05.324]',0.340,0.750,0.700,-0.314,-,-,37.004"
"'[14:31:05.332]',0.435,0.665,0.705,-0.315,-,-,37.004"
"'[14:31:05.340]',0.685,0.445,0.445,-0.317,-,-,37.004"
"'[14:31:05.348]',1.000,0.210,0.075,-0.318,-,-,37.004"
"'[14:31:05.356]',1.055,0.175,-0.095,-0.320,-,-,37.004"
"'[14:31:05.364]',0.720,0.445,0.065,-0.321,-,-,37.004"
"'[14:31:05.372]',0.485,0.640,0.340,-0.323,-,-,37.004"
"'[14:31:05.380]',0.385,0.720,0.550,-0.324,-,-,37.004"
"'[14:31:05.388]',0.340,0.750,0.660,-0.326,-,-,37.004"
"'[14:31:05.396]',0.320,0.765,0.705,-0.327,-,-,37.004"
"'[14:31:05.404]',0.315,0.770,0.720,-0.329,-,-,37.004"
"'[14:31:05.412]',0.310,0.775,0.730,-0.330,-,-,37.004"
"'[14:31:05.420]',0.310,0.775,0.735,-0.332,-,-,37.004"
"'[14:31:05.428]',0.310,0.770,0.740,-0.333,-,-,37.004"
"'[14:31:05.436]',0.310,0.765,0.740,-0.335,-,-,37.004"
"'[14:31:05.444]',0.315,0.760,0.740,-0.336,-,-,37.004"
"'[14:31:05.452]',0.320,0.760,0.740,-0.337,-,-,37.004"
"'[14:31:05.460]',0.325,0.755,0.740,-0.338,-,-,37.004"
"'[14:31:05.468]',0.330,0.755,0.740,-0.339,-,-,37.004"
"'[14:31:05.476]',0.330,0.755,0.740,-0.339,-,-,37.004"
"'[14:31:05.484]',0.335,0.750,0.740,-0.340,-,-,37.004"
"'[14:31:05.492]',0.335,0.750,0.740,-0.341,-,-,37.004"
"'[14:31:05.500]',0.340,0.745,0.735,-0.342,-,-,37.004"
"'[14:31:05.508]',0.345,0.740,0.735,-0.342,-,-,37.004"
"'[14:31:05.516]',0.355,0.735,0.730,-0.342,-,-,37.004"
"'[14:31:05.524]',0.360,0.730,0.730,-0.342,-,-,37.004"
"'[14:31:05.532]',0.365,0.730,0.725,-0.342,-,-,37.004"
"'[14:31:05.540]',0.375,0.720,0.725,-0.342,-,-,37.004"
"'[14:31:05.548]',0.385,0.715,0.720,-0.342,-,-,37.004"
"'[14:31:05.556]',0.400,0.705,0.715,-0.342,-,-,37.004"
"'[14:31:05.564]',0.405,0.695,0.715,-0.343,-,-,37.004"
"'[14:31:05.572]',0.420,0.685,0.715,-0.344,-,-,37.004"
"'[14:31:05.580]',0.430,0.675,0.715,-0.345,-,-,37.004"
"'[14:31:05.588]',0.445,0.665,0.715,-0.345,-,-,37.004"
"'[14:31:05.596]',0.465,0.655,0.725,-0.346,-,-,37.004"
"'[14:31:05.604]',0.480,0.645,0.725,-0.347,-,-,37.004"
"'[14:31:05.612]',0.500,0.630,0.730,-0.348,-,-,37.004"
"'[14:31:05.620]',0.525,0.615,0.725,-0.349,-,-,37.004"
"'[14:31:05.628]',0.550,0.600,0.725,-0.351,-,-,37.004"
"'[14:31:05.636]',0.570,0.585,0.715,-0.352,-,-,37.004"
"'[14:31:05.644]',0.585,0.580,0.710,-0.354,-,-,37.004"
"'[14:31:05.652]',0.595,0.575,0.705,-0.357,-,-,37.004"
"'[14:31:05.660]',0.595,0.575,0.690,-0.360,-,-,37.004"
"'[14:31:05.668]',0.585,0.580,0.675,-0.362,-,-,37.004"
"'[14:31:05.676]',0.560,0.590,0.660,-0.366,-,-,37.004"
"'[14:31:05.684]',0.530,0.615,0.640,-0.370,-,-,37.004"
"'[14:31:05.692]',0.490,0.645,0.625,-0.375,-,-,37.004"
"'[14:31:05.700]',0.435,0.680,0.620,-0.381,-,-,37.004"
"'[14:31:05.708]',0.390,0.710,0.615,-0.387,-,-,37.004"
"'[14:31:05.716]',0.345,0.735,0.610,-0.393,-,-,37.004"
"'[14:31:05.724]',0.310,0.755,0.605,-0.399,-,-,37.004"
"'[14:31:05.732]',0.290,0.775,0.605,-0.405,-,-,37.004"
"'[14:31:05.740]',0.275,0.780,0.605,-0.412,-,-,37.004"
"'[14:31:05.748]',0.265,0.790,0.605,-0.419,-,-,37.004"
"'[14:31:05.756]',0.260,0.795,0.605,-0.427,-,-,37.004"
"'[14:31:05.764]',0.260,0.795,0.605,-0.435,-,-,37.004"
"'[14:31:05.772]',0.260,0.795,0.605,-0.442,-,-,37.004"
"'[14:31:05.780]',0.255,0.795,0.605,-0.449,-,-,37.004"
"'[14:31:05.788]',0.255,0.795,0.605,-0.455,-,-,37.004"
"'[14:31:05.796]',0.260,0.790,0.605,-0.461,-,-,37.004"
"'[14:31:05.804]',0.260,0.785,0.610,-0.466,-,-,37.004"
"'[14:31:05.812]',0.265,0.785,0.615,-0.470,-,-,37.004"
"'[14:31:05.820]',0.270,0.785,0.615,-0.472,-,-,37.004"
"'[14:31:05.828]',0.270,0.780,0.615,-0.473,-,-,37.004"
"'[14:31:05.836]',0.275,0.780,0.620,-0.473,-,-,37.004"
"'[14:31:05.844]',0.275,0.780,0.615,-0.472,-,-,37.004"
"'[14:31:05.852]',0.280,0.780,0.615,-0.470,-,-,37.004"
"'[14:31:05.860]',0.280,0.780,0.620,-0.467,-,-,37.004"
"'[14:31:05.868]',0.275,0.780,0.625,-0.463,-,-,37.004"
"'[14:31:05.876]',0.275,0.780,0.625,-0.458,-,-,37.004"
"'[14:31:05.884]',0.275,0.780,0.625,-0.454,-,-,37.004"
"'[14:31:05.892]',0.275,0.780,0.625,-0.448,-,-,37.004"
"'[14:31:05.900]',0.275,0.775,0.625,-0.442,-,-,37.004"
"'[14:31:05.908]',0.275,0.780,0.630,-0.434,-,-,37.004"
"'[14:31:05.916]',0.275,0.780,0.630,-0.426,-,-,37.004"
"'[14:31:05.924]',0.270,0.780,0.635,-0.417,-,-,37.004"
"'[14:31:05.932]',0.270,0.780,0.640,-0.408,-,-,37.004"
"'[14:31:05.940]',0.275,0.780,0.640,-0.399,-,-,37.004"
"'[14:31:05.948]',0.275,0.780,0.645,-0.390,-,-,37.004"
"'[14:31:05.956]',0.275,0.780,0.645,-0.381,-,-,37.004"
"'[14:31:05.964]',0.275,0.780,0.650,-0.373,-,-,37.004"
"'[14:31:05.972]',0.275,0.780,0.650,-0.365,-,-,37.004"
"'[14:31:05.980]',0.275,0.780,0.650,-0.358,-,-,37.004"
"'[14:31:05.988]',0.280,0.775,0.650,-0.351,-,-,37.004"
"'[14:31:05.996]',0.280,0.775,0.650,-0.346,-,-,37.004"
"'[14:31:06.004]',0.285,0.775,0.655,-0.341,-,-,37.004"
"'[14:31:06.012]',0.290,0.775,0.655,-0.337,-,-,37.004"
"'[14:31:06.020]',0.290,0.775,0.655,-0.333,-,-,37.004"
"'[14:31:06.028]',0.290,0.770,0.660,-0.330,-,-,37.004"
"'[14:31:06.036]',0.295,0.770,0.655,-0.326,-,-,37.004"
"'[14:31:06.044]',0.295,0.770,0.655,-0.324,-,-,37.004"
"'[14:31:06.052]',0.295,0.765,0.655,-0.321,-,-,37.004"
"'[14:31:06.060]',0.295,0.765,0.660,-0.319,-,-,37.004"
"'[14:31:06.068]',0.300,0.760,0.655,-0.317,-,-,37.004"
"'[14:31:06.076]',0.300,0.760,0.655,-0.316,-,-,37.004"
"'[14:31:06.084]',0.300,0.760,0.660,-0.315,-,-,37.004"
"'[14:31:06.092]',0.310,0.760,0.665,-0.314,-,-,37.004"
"'[14:31:06.100]',0.315,0.755,0.670,-0.312,-,-,37.004"
"'[14:31:06.108]',0.320,0.740,0.680,-0.311,-,-,37.004"
"'[14:31:06.116]',0.340,0.730,0.690,-0.309,-,-,37.004"
"'[14:31:06.124]',0.360,0.715,0.705,-0.307,-,-,37.004"
"'[14:31:06.132]',0.375,0.700,0.690,-0.305,-,-,37.004"
"'[14:31:06.140]',0.385,0.690,0.660,-0.302,-,-,37.004"
"'[14:31:06.148]',0.385,0.685,0.630,-0.300,-,-,37.004"
"'[14:31:06.156]',0.375,0.690,0.630,-0.297,-,-,37.004"
"'[14:31:06.164]',0.355,0.705,0.640,-0.293,-,-,37.004"
"'[14:31:06.172]',0.335,0.715,0.645,-0.290,-,-,37.004"
"'[14:31:06.180]',0.315,0.730,0.655,-0.285,-,-,37.004"
"'[14:31:06.188]',0.295,0.750,0.675,-0.281,-,-,37.004"
"'[14:31:06.196]',0.280,0.770,0.690,-0.276,-,-,37.004"
"'[14:31:06.204]',0.275,0.780,0.705,-0.272,-,-,37.004"
"'[14:31:06.212]',0.275,0.785,0.710,-0.266,-,-,37.004"
"'[14:31:06.220]',0.275,0.785,0.715,-0.260,-,-,37.004"
"'[14:31:06.228]',0.275,0.780,0.725,-0.252,-,-,37.004"
"'[14:31:06.236]',0.280,0.780,0.725,-0.243,-,-,37.004"
"'[14:31:06.244]',0.290,0.775,0.730,-0.233,-,-,37.004"
"'[14:31:06.252]',0.295,0.770,0.740,-0.222,-,-,37.004"
"'[14:31:06.260]',0.300,0.765,0.770,-0.210,-,-,37.004"
"'[14:31:06.268]',0.335,0.735,0.795,-0.197,-,-,37.004"
"'[14:31:06.276]',0.505,0.590,0.720,-0.184,-,-,37.004"
"'[14:31:06.284]',0.885,0.330,0.455,-0.172,-,-,37.004"
"'[14:31:06.292]',1.120,0.185,0.185,-0.160,-,-,37.004"
"'[14:31:06.300]',0.915,0.345,0.140,-0.149,-,-,37.004"
"'[14:31:06.308]',0.560,0.600,0.345,-0.138,-,-,37.004"
"'[14:31:06.316]',0.385,0.730,0.550,-0.126,-,-,37.004"
"'[14:31:06.324]',0.330,0.755,0.695,-0.115,-,-,37.004"
"'[14:31:06.332]',0.310,0.765,0.765,-0.104,-,-,37.004"
"'[14:31:06.340]',0.300,0.775,0.790,-0.093,-,-,37.004"
"'[14:31:06.348]',0.300,0.775,0.800,-0.083,-,-,37.004"
"'[14:31:06.356]',0.300,0.780,0.805,-0.073,-,-,37.004"
"'[14:31:06.364]',0.300,0.775,0.805,-0.065,-,-,37.004"
"'[14:31:06.372]',0.300,0.770,0.805,-0.056,-,-,37.004"
"'[14:31:06.380]',0.305,0.765,0.800,-0.049,-,-,37.004"
"'[14:31:06.388]',0.310,0.760,0.795,-0.041,-,-,37.004"
"'[14:31:06.396]',0.315,0.760,0.785,-0.036,-,-,37.004"
"'[14:31:06.404]',0.315,0.760,0.785,-0.030,-,-,37.004"
"'[14:31:06.412]',0.315,0.760,0.780,-0.027,-,-,37.004"
"'[14:31:06.420]',0.315,0.755,0.775,-0.024,-,-,37.004"
"'[14:31:06.428]',0.315,0.750,0.775,-0.023,-,-,37.004"
"'[14:31:06.436]',0.325,0.745,0.765,-0.022,-,-,37.004"
"'[14:31:06.444]',0.335,0.740,0.760,-0.022,-,-,37.004"
"'[14:31:06.452]',0.340,0.735,0.755,-0.021,-,-,37.004"
"'[14:31:06.460]',0.345,0.730,0.755,-0.022,-,-,37.004"
"'[14:31:06.468]',0.350,0.730,0.755,-0.023,-,-,37.004"
"'[14:31:06.476]',0.360,0.725,0.755,-0.024,-,-,37.004"
"'[14:31:06.484]',0.370,0.715,0.750,-0.025,-,-,37.004"
"'[14:31:06.492]',0.380,0.705,0.750,-0.026,-,-,37.004"
"'[14:31:06.500]',0.385,0.695,0.750,-0.028,-,-,37.004"
"'[14:31:06.508]',0.400,0.690,0.750,-0.030,-,-,37.004"
"'[14:31:06.516]',0.410,0.685,0.750,-0.032,-,-,37.004"
"'[14:31:06.524]',0.425,0.675,0.745,-0.034,-,-,37.004"
"'[14:31:06.532]',0.440,0.665,0.745,-0.036,-,-,37.004"
"'[14:31:06.540]',0.465,0.650,0.740,-0.038,-,-,37.004"
"'[14:31:06.548]',0.485,0.635,0.740,-0.038,-,-,37.004"
"'[14:31:06.556]',0.505,0.620,0.735,-0.039,-,-,37.004"
"'[14:31:06.564]',0.530,0.605,0.730,-0.039,-,-,37.004"
"'[14:31:06.572]',0.550,0.590,0.730,-0.039,-,-,37.004"
"'[14:31:06.580]',0.570,0.580,0.725,-0.039,-,-,37.004"
"'[14:31:06.588]',0.585,0.570,0.720,-0.038,-,-,37.004"
"'[14:31:06.596]',0.595,0.565,0.705,-0.038,-,-,37.004"
"'[14:31:06.604]',0.595,0.565,0.690,-0.037,-,-,37.004"
"'[14:31:06.612]',0.580,0.580,0.675,-0.036,-,-,37.004"
"'[14:31:06.620]',0.555,0.595,0.665,-0.035,-,-,37.004"
"'[14:31:06.628]',0.525,0.620,0.660,-0.035,-,-,37.004"
"'[14:31:06.636]',0.475,0.650,0.655,-0.035,-,-,37.004"
"'[14:31:06.644]',0.425,0.690,0.650,-0.035,-,-,37.004"
"'[14:31:06.652]',0.380,0.720,0.650,-0.035,-,-,37.004"
"'[14:31:06.660]',0.340,0.745,0.645,-0.036,-,-,37.004"
"'[14:31:06.668]',0.315,0.760,0.645,-0.037,-,-,37.004"
"'[14:31:06.676]',0.300,0.770,0.640,-0.038,-,-,37.004"
"'[14:31:06.684]',0.290,0.775,0.630,-0.038,-,-,37.004"
"'[14:31:06.692]',0.280,0.780,0.625,-0.039,-,-,37.004"
