"'Time','I','II','III','AVR','V','RESP','PLETH','ABP'"
"'[01:50:00.974]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:00.982]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:00.990]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:00.998]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.006]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.014]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.022]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.030]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.038]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.046]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.054]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.062]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.070]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.078]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.086]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.094]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.102]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.110]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.118]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.126]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.134]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.142]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.150]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.158]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.166]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.174]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.182]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.190]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.198]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.206]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.214]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.222]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.230]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.238]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.246]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.254]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.262]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.270]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.278]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.286]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.294]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.302]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.310]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.318]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.326]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.334]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.342]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.350]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.358]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.366]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.374]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.382]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.390]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.398]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.406]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.414]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.422]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.430]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.438]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.446]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.454]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.462]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.470]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.478]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.486]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.494]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.502]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.510]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.518]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.526]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.534]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.542]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.550]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.558]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.566]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.574]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.582]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.590]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.598]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.606]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.614]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.622]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.630]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.638]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.646]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.654]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.662]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.670]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.678]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.686]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.694]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.702]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.710]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.718]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.726]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.734]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.742]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.750]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.758]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.766]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.774]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.782]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.790]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.798]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.806]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.814]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.822]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.830]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.838]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.846]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.854]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.862]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.870]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.878]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.886]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.894]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.902]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.910]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.918]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.926]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.934]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.942]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.950]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.958]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.966]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.974]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.982]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.990]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:01.998]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.006]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.014]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.022]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.030]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.038]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.046]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.054]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.062]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.070]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.078]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.086]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.094]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.102]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.110]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.118]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.126]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.134]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.142]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.150]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.158]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.166]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.174]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.182]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.190]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.198]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.206]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.214]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.222]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.230]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.238]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.246]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.254]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.262]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.270]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.278]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.286]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.294]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.302]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.310]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.318]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.326]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.334]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.342]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.350]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.358]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.366]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.374]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.382]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.390]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.398]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.406]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.414]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.422]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.430]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.438]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.446]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.454]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.462]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.470]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.478]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.486]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.494]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.502]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.510]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.518]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.526]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.534]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.542]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.550]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.558]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.566]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.574]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.582]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.590]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.598]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.606]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.614]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.622]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.630]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.638]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.646]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.654]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.662]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.670]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.678]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.686]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.694]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.702]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.710]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.718]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.726]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.734]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.742]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.750]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.758]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.766]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.774]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.782]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.790]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.798]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.806]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.814]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.822]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.830]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.838]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.846]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.854]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.862]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.870]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.878]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.886]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.894]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.902]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.910]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.918]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.926]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.934]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.942]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.950]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.958]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.966]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.974]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.982]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.990]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:02.998]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.006]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.014]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.022]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.030]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.038]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.046]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.054]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.062]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.070]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.078]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.086]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.094]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.102]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.110]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.118]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.126]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.134]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.142]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.150]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.158]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.166]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.174]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.182]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.190]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.198]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.206]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.214]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.222]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.230]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.238]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.246]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.254]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.262]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.270]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.278]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.286]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.294]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.302]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.310]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.318]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.326]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.334]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.342]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.350]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.358]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.366]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.374]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.382]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.390]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.398]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.406]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.414]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.422]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.430]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.438]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.446]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.454]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.462]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.470]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.478]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.486]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.494]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.502]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.510]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.518]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.526]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.534]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.542]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.550]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.558]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.566]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.574]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.582]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.590]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.598]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.606]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.614]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
"'[01:50:03.622]',-,-0.498,-,-0.502,-0.502,0.249,0.500,-"
