'Time','II','III','V','RESP','PLETH','ABP'
'[17:57:14.669]',0.180,0.360,0.415,0.216,1.275,1.612
'[17:57:14.677]',0.190,0.380,0.460,0.216,1.257,1.563
'[17:57:14.685]',0.195,0.390,0.480,0.216,1.239,1.563
'[17:57:14.693]',0.195,0.395,0.495,0.216,1.221,1.563
'[17:57:14.701]',0.195,0.395,0.500,0.216,1.203,1.563
'[17:57:14.709]',0.200,0.400,0.500,0.216,1.187,1.563
'[17:57:14.717]',0.205,0.400,0.500,0.216,1.171,1.612
'[17:57:14.725]',0.205,0.400,0.500,0.216,1.155,1.612
'[17:57:14.733]',0.210,0.400,0.505,0.217,1.141,1.612
'[17:57:14.741]',0.210,0.400,0.495,0.217,1.127,1.612
'[17:57:14.749]',0.210,0.395,0.495,0.217,1.114,1.612
'[17:57:14.757]',0.210,0.395,0.495,0.217,1.106,1.612
'[17:57:14.765]',0.215,0.395,0.490,0.218,1.099,1.563
'[17:57:14.773]',0.215,0.395,0.490,0.218,1.090,1.612
'[17:57:14.781]',0.215,0.395,0.490,0.219,1.081,1.612
'[17:57:14.789]',0.215,0.400,0.490,0.219,1.072,1.612
'[17:57:14.797]',0.215,0.400,0.485,0.220,1.065,1.612
'[17:57:14.805]',0.215,0.395,0.480,0.221,1.058,1.612
'[17:57:14.813]',0.215,0.395,0.480,0.222,1.051,1.563
'[17:57:14.821]',0.215,0.395,0.480,0.223,1.046,1.563
'[17:57:14.829]',0.215,0.400,0.480,0.224,1.041,1.563
'[17:57:14.837]',0.225,0.395,0.475,0.226,1.037,1.563
'[17:57:14.845]',0.230,0.395,0.470,0.227,1.034,1.563
'[17:57:14.853]',0.230,0.385,0.465,0.229,1.034,1.563
'[17:57:14.861]',0.235,0.380,0.465,0.231,1.036,1.563
'[17:57:14.869]',0.240,0.370,0.455,0.233,1.037,1.612
'[17:57:14.877]',0.250,0.360,0.450,0.235,1.037,1.612
'[17:57:14.885]',0.260,0.345,0.440,0.237,1.037,1.612
'[17:57:14.893]',0.265,0.330,0.435,0.239,1.037,1.563
'[17:57:14.901]',0.270,0.310,0.425,0.240,1.037,1.563
'[17:57:14.909]',0.270,0.295,0.420,0.241,1.037,1.563
'[17:57:14.917]',0.270,0.275,0.415,0.241,1.038,1.563
'[17:57:14.925]',0.270,0.265,0.415,0.241,1.039,1.563
'[17:57:14.933]',0.270,0.255,0.410,0.240,1.041,1.612
'[17:57:14.941]',0.270,0.245,0.405,0.240,1.044,1.612
'[17:57:14.949]',0.255,0.245,0.405,0.238,1.047,1.612
'[17:57:14.957]',0.250,0.250,0.410,0.236,1.053,1.612
'[17:57:14.965]',0.250,0.265,0.420,0.234,1.060,1.612
'[17:57:14.973]',0.250,0.290,0.435,0.232,1.065,1.612
'[17:57:14.981]',0.250,0.325,0.450,0.229,1.070,1.612
'[17:57:14.989]',0.250,0.355,0.470,0.226,1.076,1.612
'[17:57:14.997]',0.250,0.370,0.475,0.222,1.082,1.612
'[17:57:15.005]',0.245,0.380,0.480,0.217,1.088,1.612
'[17:57:15.013]',0.245,0.395,0.480,0.212,1.094,1.612
'[17:57:15.021]',0.245,0.400,0.480,0.207,1.100,1.612
'[17:57:15.029]',0.245,0.400,0.475,0.202,1.105,1.612
'[17:57:15.037]',0.240,0.395,0.475,0.197,1.109,1.612
'[17:57:15.045]',0.235,0.395,0.470,0.191,1.114,1.612
'[17:57:15.053]',0.235,0.395,0.470,0.186,1.120,1.612
'[17:57:15.061]',0.240,0.395,0.470,0.182,1.126,1.612
'[17:57:15.069]',0.235,0.400,0.470,0.179,1.130,1.612
'[17:57:15.077]',0.235,0.400,0.470,0.176,1.132,1.612
'[17:57:15.085]',0.240,0.405,0.470,0.173,1.131,1.563
'[17:57:15.093]',0.245,0.405,0.470,0.172,1.127,1.563
'[17:57:15.101]',0.255,0.405,0.470,0.170,1.122,1.563
'[17:57:15.109]',0.260,0.410,0.475,0.170,1.123,1.563
'[17:57:15.117]',0.265,0.415,0.480,0.169,1.139,1.612
'[17:57:15.125]',0.270,0.425,0.485,0.169,1.180,1.612
'[17:57:15.133]',0.275,0.430,0.490,0.170,1.260,1.612
'[17:57:15.141]',0.280,0.430,0.485,0.172,1.385,1.612
'[17:57:15.149]',0.280,0.430,0.485,0.174,1.554,1.612
'[17:57:15.157]',0.280,0.425,0.490,0.177,1.726,1.563
'[17:57:15.165]',0.285,0.420,0.490,0.180,1.904,1.563
'[17:57:15.173]',0.290,0.420,0.485,0.183,2.111,1.563
'[17:57:15.181]',0.290,0.420,0.480,0.187,2.319,1.563
'[17:57:15.189]',0.285,0.415,0.480,0.191,2.505,1.563
'[17:57:15.197]',0.280,0.415,0.480,0.195,2.661,1.563
'[17:57:15.205]',0.280,0.420,0.480,0.200,2.781,1.563
'[17:57:15.213]',0.275,0.415,0.475,0.205,2.868,1.563
'[17:57:15.221]',0.270,0.405,0.475,0.209,2.928,1.563
'[17:57:15.229]',0.270,0.405,0.475,0.213,2.967,1.563
'[17:57:15.237]',0.270,0.400,0.470,0.216,2.990,1.563
'[17:57:15.245]',0.265,0.395,0.470,0.220,3.001,1.563
'[17:57:15.253]',0.260,0.395,0.470,0.223,2.998,1.563
'[17:57:15.261]',0.260,0.390,0.470,0.227,2.987,1.612
'[17:57:15.269]',0.260,0.390,0.470,0.231,2.976,1.612
'[17:57:15.277]',0.265,0.385,0.465,0.234,2.961,1.612
'[17:57:15.285]',0.260,0.380,0.465,0.237,2.943,1.563
'[17:57:15.293]',0.255,0.380,0.465,0.240,2.924,1.563
'[17:57:15.301]',0.250,0.380,0.460,0.242,2.902,1.563
'[17:57:15.309]',0.250,0.375,0.460,0.244,2.879,1.563
'[17:57:15.317]',0.250,0.375,0.455,0.245,2.853,1.612
'[17:57:15.325]',0.245,0.375,0.455,0.246,2.826,1.612
'[17:57:15.333]',0.240,0.375,0.455,0.245,2.797,1.612
'[17:57:15.341]',0.245,0.370,0.455,0.244,2.765,1.612
'[17:57:15.349]',0.250,0.370,0.455,0.242,2.731,1.563
'[17:57:15.357]',0.250,0.370,0.455,0.241,2.696,1.563
'[17:57:15.365]',0.255,0.365,0.455,0.239,2.659,1.563
'[17:57:15.373]',0.250,0.360,0.455,0.237,2.619,1.563
'[17:57:15.381]',0.250,0.365,0.455,0.235,2.576,1.612
'[17:57:15.389]',0.250,0.365,0.455,0.233,2.530,1.612
'[17:57:15.397]',0.250,0.365,0.455,0.232,2.481,1.612
'[17:57:15.405]',0.250,0.365,0.455,0.231,2.427,1.612
'[17:57:15.413]',0.245,0.365,0.455,0.229,2.370,1.612
'[17:57:15.421]',0.250,0.370,0.450,0.227,2.308,1.612
'[17:57:15.429]',0.250,0.375,0.450,0.225,2.242,1.612
'[17:57:15.437]',0.255,0.365,0.445,0.222,2.174,1.612
'[17:57:15.445]',0.250,0.365,0.445,0.220,2.104,1.612
'[17:57:15.453]',0.250,0.365,0.445,0.218,2.041,1.563
'[17:57:15.461]',0.250,0.370,0.445,0.216,1.982,1.563
'[17:57:15.469]',0.250,0.375,0.445,0.214,1.920,1.563
'[17:57:15.477]',0.250,0.375,0.445,0.212,1.859,1.563
'[17:57:15.485]',0.250,0.370,0.445,0.211,1.802,1.563
'[17:57:15.493]',0.250,0.370,0.450,0.210,1.750,1.563
'[17:57:15.501]',0.265,0.380,0.460,0.209,1.706,1.563
'[17:57:15.509]',0.290,0.390,0.475,0.209,1.669,1.563
'[17:57:15.517]',0.315,0.405,0.495,0.208,1.639,1.612
'[17:57:15.525]',0.325,0.410,0.505,0.208,1.616,1.612
'[17:57:15.533]',0.320,0.405,0.490,0.208,1.598,1.612
'[17:57:15.541]',0.315,0.395,0.480,0.208,1.585,1.612
'[17:57:15.549]',0.315,0.380,0.470,0.208,1.575,1.612
'[17:57:15.557]',0.295,0.365,0.445,0.208,1.568,1.563
'[17:57:15.565]',0.275,0.360,0.425,0.208,1.562,1.563
'[17:57:15.573]',0.265,0.360,0.415,0.208,1.556,1.563
'[17:57:15.581]',0.260,0.355,0.410,0.209,1.549,1.563
'[17:57:15.589]',0.250,0.355,0.410,0.209,1.542,1.563
'[17:57:15.597]',0.235,0.355,0.410,0.209,1.532,1.612
'[17:57:15.605]',0.215,0.355,0.410,0.210,1.521,1.612
'[17:57:15.613]',0.210,0.350,0.405,0.210,1.509,1.612
'[17:57:15.621]',0.210,0.350,0.405,0.211,1.498,1.612
'[17:57:15.629]',0.210,0.350,0.410,0.211,1.484,1.563
'[17:57:15.637]',0.210,0.355,0.415,0.212,1.469,1.563
'[17:57:15.645]',0.215,0.355,0.420,0.212,1.454,1.563
'[17:57:15.653]',0.230,0.370,0.445,0.213,1.440,1.612
'[17:57:15.661]',0.255,0.420,0.535,0.213,1.427,1.612
'[17:57:15.669]',0.310,0.515,0.705,0.214,1.412,1.612
'[17:57:15.677]',0.400,0.545,0.780,0.214,1.394,1.612
'[17:57:15.685]',0.570,0.430,0.555,0.215,1.375,1.612
'[17:57:15.693]',0.815,0.250,0.120,0.215,1.357,1.612
'[17:57:15.701]',0.900,0.050,-0.245,0.216,1.337,1.612
'[17:57:15.709]',0.625,-0.140,-0.401,0.216,1.318,1.612
'[17:57:15.717]',0.255,-0.175,-0.330,0.216,1.291,1.612
'[17:57:15.725]',0.100,0.050,-0.090,0.217,1.262,1.612
'[17:57:15.733]',0.120,0.240,0.170,0.217,1.238,1.612
'[17:57:15.741]',0.165,0.330,0.340,0.217,1.217,1.612
'[17:57:15.749]',0.185,0.370,0.425,0.216,1.201,1.612
'[17:57:15.757]',0.190,0.385,0.465,0.216,1.189,1.612
'[17:57:15.765]',0.190,0.395,0.485,0.216,1.174,1.563
'[17:57:15.773]',0.195,0.400,0.495,0.215,1.159,1.563
'[17:57:15.781]',0.200,0.405,0.500,0.215,1.144,1.563
'[17:57:15.789]',0.205,0.410,0.505,0.215,1.129,1.563
'[17:57:15.797]',0.205,0.405,0.510,0.215,1.114,1.612
'[17:57:15.805]',0.205,0.405,0.505,0.216,1.101,1.612
'[17:57:15.813]',0.210,0.405,0.505,0.216,1.088,1.612
'[17:57:15.821]',0.210,0.405,0.505,0.216,1.075,1.563
'[17:57:15.829]',0.215,0.405,0.505,0.217,1.064,1.612
'[17:57:15.837]',0.215,0.405,0.500,0.218,1.054,1.612
'[17:57:15.845]',0.215,0.405,0.500,0.219,1.044,1.612
'[17:57:15.853]',0.215,0.405,0.495,0.221,1.039,1.612
'[17:57:15.861]',0.215,0.405,0.490,0.222,1.036,1.612
'[17:57:15.869]',0.215,0.405,0.490,0.224,1.031,1.612
'[17:57:15.877]',0.215,0.405,0.490,0.226,1.026,1.612
'[17:57:15.885]',0.215,0.395,0.490,0.228,1.022,1.612
'[17:57:15.893]',0.215,0.390,0.480,0.230,1.018,1.612
'[17:57:15.901]',0.225,0.385,0.475,0.232,1.014,1.612
'[17:57:15.909]',0.225,0.385,0.470,0.234,1.011,1.612
'[17:57:15.917]',0.230,0.385,0.470,0.236,1.009,1.612
'[17:57:15.925]',0.235,0.380,0.465,0.238,1.007,1.612
'[17:57:15.933]',0.240,0.380,0.465,0.240,1.005,1.563
'[17:57:15.941]',0.245,0.375,0.460,0.242,1.004,1.563
'[17:57:15.949]',0.250,0.365,0.450,0.244,1.006,1.563
'[17:57:15.957]',0.260,0.360,0.450,0.246,1.009,1.563
'[17:57:15.965]',0.270,0.345,0.445,0.247,1.011,1.563
'[17:57:15.973]',0.275,0.330,0.435,0.248,1.012,1.563
'[17:57:15.981]',0.280,0.310,0.430,0.250,1.012,1.563
'[17:57:15.989]',0.280,0.290,0.425,0.249,1.013,1.563
'[17:57:15.997]',0.280,0.275,0.420,0.249,1.015,1.563
'[17:57:16.005]',0.280,0.260,0.410,0.248,1.017,1.612
'[17:57:16.013]',0.270,0.245,0.405,0.247,1.019,1.612
'[17:57:16.021]',0.265,0.235,0.400,0.246,1.022,1.612
'[17:57:16.029]',0.260,0.235,0.400,0.244,1.025,1.612
'[17:57:16.037]',0.260,0.250,0.410,0.242,1.030,1.612
'[17:57:16.045]',0.260,0.270,0.425,0.240,1.035,1.612
'[17:57:16.053]',0.260,0.295,0.440,0.237,1.041,1.612
'[17:57:16.061]',0.260,0.320,0.455,0.234,1.048,1.612
'[17:57:16.069]',0.255,0.340,0.470,0.229,1.054,1.612
'[17:57:16.077]',0.255,0.360,0.475,0.225,1.059,1.612
'[17:57:16.085]',0.250,0.380,0.480,0.220,1.063,1.612
'[17:57:16.093]',0.245,0.395,0.485,0.216,1.067,1.612
'[17:57:16.101]',0.240,0.400,0.480,0.211,1.072,1.612
'[17:57:16.109]',0.240,0.405,0.480,0.207,1.077,1.563
'[17:57:16.117]',0.245,0.405,0.475,0.203,1.082,1.563
'[17:57:16.125]',0.250,0.405,0.475,0.199,1.087,1.563
'[17:57:16.133]',0.245,0.400,0.475,0.195,1.092,1.612
'[17:57:16.141]',0.240,0.400,0.475,0.191,1.097,1.612
'[17:57:16.149]',0.245,0.405,0.470,0.188,1.102,1.612
'[17:57:16.157]',0.250,0.400,0.470,0.185,1.106,1.612
'[17:57:16.165]',0.250,0.400,0.470,0.184,1.106,1.612
'[17:57:16.173]',0.255,0.405,0.475,0.182,1.102,1.612
'[17:57:16.181]',0.260,0.415,0.475,0.182,1.098,1.612
'[17:57:16.189]',0.265,0.420,0.475,0.181,1.099,1.612
'[17:57:16.197]',0.270,0.420,0.480,0.182,1.115,1.612
'[17:57:16.205]',0.275,0.425,0.485,0.182,1.159,1.612
'[17:57:16.213]',0.280,0.430,0.490,0.184,1.243,1.612
'[17:57:16.221]',0.285,0.430,0.490,0.186,1.371,1.612
'[17:57:16.229]',0.290,0.430,0.490,0.190,1.543,1.612
'[17:57:16.237]',0.290,0.430,0.495,0.193,1.750,1.612
'[17:57:16.245]',0.290,0.425,0.490,0.196,1.974,1.612
'[17:57:16.253]',0.290,0.420,0.490,0.200,2.168,1.612
'[17:57:16.261]',0.290,0.410,0.485,0.203,2.334,1.612
'[17:57:16.269]',0.285,0.410,0.480,0.206,2.499,1.563
'[17:57:16.277]',0.280,0.415,0.475,0.210,2.640,1.563
'[17:57:16.285]',0.275,0.410,0.475,0.214,2.752,1.563
'[17:57:16.293]',0.275,0.405,0.475,0.218,2.833,1.612
'[17:57:16.301]',0.270,0.400,0.475,0.222,2.890,1.612
'[17:57:16.309]',0.265,0.395,0.470,0.225,2.927,1.612
'[17:57:16.317]',0.265,0.395,0.470,0.229,2.948,1.612
'[17:57:16.325]',0.265,0.395,0.470,0.232,2.959,1.563
'[17:57:16.333]',0.265,0.400,0.475,0.235,2.961,1.563
'[17:57:16.341]',0.260,0.400,0.470,0.238,2.955,1.563
'[17:57:16.349]',0.255,0.400,0.465,0.241,2.941,1.612
'[17:57:16.357]',0.255,0.395,0.465,0.244,2.923,1.612
'[17:57:16.365]',0.255,0.390,0.465,0.247,2.903,1.612
'[17:57:16.373]',0.255,0.390,0.465,0.249,2.882,1.612
'[17:57:16.381]',0.255,0.380,0.460,0.251,2.859,1.612
'[17:57:16.389]',0.255,0.375,0.455,0.253,2.835,1.563
'[17:57:16.397]',0.255,0.380,0.455,0.255,2.809,1.563
'[17:57:16.405]',0.255,0.380,0.460,0.256,2.781,1.612
'[17:57:16.413]',0.255,0.380,0.460,0.258,2.751,1.612
'[17:57:16.421]',0.255,0.385,0.455,0.258,2.719,1.612
'[17:57:16.429]',0.255,0.385,0.455,0.259,2.685,1.563
'[17:57:16.437]',0.255,0.390,0.455,0.259,2.648,1.563
'[17:57:16.445]',0.250,0.390,0.455,0.259,2.608,1.563
'[17:57:16.453]',0.250,0.380,0.455,0.259,2.568,1.563
'[17:57:16.461]',0.250,0.375,0.455,0.259,2.526,1.563
'[17:57:16.469]',0.250,0.375,0.455,0.258,2.480,1.563
'[17:57:16.477]',0.250,0.380,0.455,0.257,2.430,1.612
'[17:57:16.485]',0.250,0.380,0.455,0.256,2.376,1.612
'[17:57:16.493]',0.255,0.380,0.455,0.255,2.318,1.612
'[17:57:16.501]',0.255,0.380,0.455,0.254,2.256,1.612
'[17:57:16.509]',0.255,0.375,0.450,0.253,2.191,1.612
'[17:57:16.517]',0.255,0.375,0.450,0.252,2.123,1.612
'[17:57:16.525]',0.255,0.375,0.450,0.251,2.054,1.612
'[17:57:16.533]',0.255,0.375,0.450,0.251,1.985,1.612
'[17:57:16.541]',0.255,0.375,0.450,0.250,1.920,1.612
'[17:57:16.549]',0.255,0.375,0.450,0.250,1.863,1.612
'[17:57:16.557]',0.255,0.375,0.450,0.249,1.814,1.612
'[17:57:16.565]',0.250,0.375,0.445,0.248,1.765,1.612
'[17:57:16.573]',0.255,0.370,0.445,0.247,1.720,1.612
'[17:57:16.581]',0.255,0.365,0.445,0.246,1.680,1.612
'[17:57:16.589]',0.260,0.365,0.445,0.245,1.646,1.612
'[17:57:16.597]',0.260,0.365,0.445,0.244,1.619,1.612
'[17:57:16.605]',0.275,0.375,0.460,0.244,1.596,1.612
'[17:57:16.613]',0.305,0.395,0.480,0.243,1.579,1.612
'[17:57:16.621]',0.325,0.405,0.500,0.242,1.565,1.612
'[17:57:16.629]',0.325,0.400,0.500,0.241,1.554,1.612
'[17:57:16.637]',0.315,0.395,0.490,0.240,1.544,1.612
'[17:57:16.645]',0.315,0.385,0.475,0.239,1.537,1.563
'[17:57:16.653]',0.320,0.380,0.465,0.238,1.531,1.563
'[17:57:16.661]',0.295,0.365,0.440,0.237,1.525,1.563
'[17:57:16.669]',0.270,0.360,0.425,0.236,1.517,1.563
'[17:57:16.677]',0.260,0.355,0.415,0.236,1.508,1.563
'[17:57:16.685]',0.255,0.355,0.415,0.235,1.498,1.563
'[17:57:16.693]',0.250,0.365,0.415,0.235,1.485,1.563
'[17:57:16.701]',0.230,0.365,0.415,0.234,1.471,1.563
'[17:57:16.709]',0.215,0.365,0.410,0.234,1.457,1.563
'[17:57:16.717]',0.205,0.360,0.405,0.234,1.442,1.612
'[17:57:16.725]',0.205,0.355,0.405,0.234,1.426,1.612
'[17:57:16.733]',0.205,0.355,0.415,0.234,1.411,1.612
'[17:57:16.741]',0.210,0.360,0.420,0.234,1.394,1.612
'[17:57:16.749]',0.210,0.360,0.425,0.234,1.379,1.612
'[17:57:16.757]',0.225,0.375,0.455,0.234,1.366,1.612
'[17:57:16.765]',0.260,0.450,0.565,0.234,1.349,1.612
'[17:57:16.773]',0.315,0.545,0.740,0.234,1.331,1.612
'[17:57:16.781]',0.415,0.555,0.780,0.234,1.313,1.612
'[17:57:16.789]',0.615,0.380,0.465,0.234,1.293,1.612
'[17:57:16.797]',0.855,0.195,0.024,0.234,1.274,1.612
'[17:57:16.805]',0.910,-0.010,-0.285,0.235,1.254,1.612
'[17:57:16.813]',0.525,-0.160,-0.381,0.235,1.235,1.612
'[17:57:16.821]',0.180,-0.100,-0.265,0.235,1.216,1.612
'[17:57:16.829]',0.075,0.109,-0.015,0.235,1.198,1.612
'[17:57:16.837]',0.109,0.270,0.230,0.236,1.182,1.612
'[17:57:16.845]',0.160,0.350,0.375,0.236,1.165,1.612
'[17:57:16.853]',0.180,0.380,0.440,0.236,1.153,1.612
'[17:57:16.861]',0.185,0.395,0.470,0.237,1.145,1.612
'[17:57:16.869]',0.180,0.400,0.490,0.238,1.133,1.612
'[17:57:16.877]',0.180,0.400,0.495,0.239,1.120,1.612
'[17:57:16.885]',0.185,0.400,0.500,0.240,1.107,1.612
'[17:57:16.893]',0.190,0.405,0.500,0.241,1.094,1.563
'[17:57:16.901]',0.195,0.405,0.500,0.241,1.082,1.563
'[17:57:16.909]',0.195,0.405,0.500,0.242,1.070,1.563
'[17:57:16.917]',0.200,0.410,0.500,0.243,1.059,1.563
'[17:57:16.925]',0.205,0.405,0.500,0.243,1.049,1.612
'[17:57:16.933]',0.210,0.400,0.500,0.244,1.040,1.612
'[17:57:16.941]',0.205,0.400,0.500,0.244,1.032,1.612
'[17:57:16.949]',0.205,0.400,0.500,0.245,1.028,1.612
'[17:57:16.957]',0.210,0.400,0.495,0.246,1.025,1.612
'[17:57:16.965]',0.215,0.395,0.495,0.247,1.022,1.612
'[17:57:16.973]',0.210,0.395,0.490,0.248,1.018,1.612
'[17:57:16.981]',0.215,0.395,0.485,0.249,1.014,1.612
'[17:57:16.989]',0.220,0.395,0.480,0.250,1.011,1.612
'[17:57:16.997]',0.225,0.395,0.480,0.251,1.009,1.612
'[17:57:17.005]',0.230,0.395,0.475,0.251,1.007,1.612
'[17:57:17.013]',0.230,0.390,0.470,0.252,1.005,1.612
'[17:57:17.021]',0.230,0.385,0.470,0.254,1.003,1.612
'[17:57:17.029]',0.230,0.380,0.470,0.255,1.001,1.612
'[17:57:17.037]',0.235,0.380,0.465,0.256,1.000,1.612
'[17:57:17.045]',0.240,0.375,0.455,0.257,1.000,1.612
'[17:57:17.053]',0.250,0.360,0.455,0.258,1.002,1.612
'[17:57:17.061]',0.255,0.345,0.450,0.259,1.006,1.612
'[17:57:17.069]',0.260,0.335,0.440,0.260,1.008,1.612
'[17:57:17.077]',0.265,0.315,0.430,0.260,1.010,1.612
'[17:57:17.085]',0.270,0.300,0.420,0.261,1.012,1.612
'[17:57:17.093]',0.270,0.290,0.410,0.261,1.014,1.612
'[17:57:17.101]',0.275,0.280,0.405,0.262,1.016,1.612
'[17:57:17.109]',0.270,0.265,0.405,0.261,1.018,1.612
'[17:57:17.117]',0.260,0.250,0.400,0.260,1.020,1.612
'[17:57:17.125]',0.255,0.250,0.405,0.258,1.022,1.612
'[17:57:17.133]',0.245,0.250,0.410,0.257,1.025,1.612
'[17:57:17.141]',0.240,0.260,0.415,0.254,1.029,1.612
'[17:57:17.149]',0.240,0.280,0.430,0.252,1.035,1.612
'[17:57:17.157]',0.250,0.310,0.450,0.249,1.042,1.612
'[17:57:17.165]',0.250,0.340,0.470,0.246,1.048,1.612
'[17:57:17.173]',0.250,0.365,0.480,0.242,1.053,1.612
'[17:57:17.181]',0.255,0.385,0.485,0.238,1.057,1.612
'[17:57:17.189]',0.255,0.400,0.485,0.234,1.061,1.563
'[17:57:17.197]',0.260,0.410,0.485,0.230,1.065,1.612
'[17:57:17.205]',0.255,0.415,0.485,0.226,1.068,1.612
'[17:57:17.213]',0.245,0.410,0.490,0.223,1.072,1.612
'[17:57:17.221]',0.235,0.405,0.485,0.221,1.076,1.612
'[17:57:17.229]',0.235,0.405,0.480,0.219,1.078,1.612
'[17:57:17.237]',0.235,0.410,0.480,0.217,1.080,1.612
'[17:57:17.245]',0.240,0.415,0.480,0.215,1.081,1.612
'[17:57:17.253]',0.240,0.420,0.480,0.215,1.084,1.612
'[17:57:17.261]',0.250,0.425,0.480,0.214,1.087,1.563
'[17:57:17.269]',0.260,0.430,0.480,0.214,1.085,1.563
'[17:57:17.277]',0.265,0.435,0.485,0.214,1.080,1.563
'[17:57:17.285]',0.270,0.440,0.490,0.216,1.073,1.563
'[17:57:17.293]',0.265,0.435,0.495,0.217,1.070,1.563
'[17:57:17.301]',0.265,0.430,0.500,0.219,1.081,1.563
'[17:57:17.309]',0.275,0.430,0.500,0.221,1.116,1.563
'[17:57:17.317]',0.285,0.440,0.500,0.223,1.189,1.563
'[17:57:17.325]',0.290,0.445,0.500,0.226,1.307,1.563
'[17:57:17.333]',0.290,0.450,0.500,0.229,1.470,1.612
'[17:57:17.341]',0.290,0.445,0.500,0.233,1.673,1.612
'[17:57:17.349]',0.295,0.440,0.495,0.238,1.866,1.612
'[17:57:17.357]',0.300,0.445,0.490,0.243,2.050,1.612
'[17:57:17.365]',0.295,0.430,0.490,0.248,2.250,1.612
'[17:57:17.373]',0.290,0.425,0.485,0.253,2.438,1.612
'[17:57:17.381]',0.290,0.425,0.485,0.258,2.598,1.612
'[17:57:17.389]',0.280,0.420,0.485,0.263,2.723,1.563
'[17:57:17.397]',0.275,0.410,0.490,0.268,2.816,1.563
'[17:57:17.405]',0.275,0.405,0.485,0.273,2.880,1.563
'[17:57:17.413]',0.275,0.405,0.475,0.278,2.921,1.612
'[17:57:17.421]',0.280,0.405,0.475,0.283,2.944,1.612
'[17:57:17.429]',0.275,0.405,0.475,0.288,2.955,1.612
'[17:57:17.437]',0.265,0.405,0.480,0.292,2.956,1.612
'[17:57:17.445]',0.260,0.405,0.475,0.297,2.949,1.612
'[17:57:17.453]',0.260,0.400,0.470,0.302,2.934,1.612
'[17:57:17.461]',0.265,0.400,0.470,0.306,2.912,1.563
'[17:57:17.469]',0.270,0.405,0.470,0.311,2.890,1.563
'[17:57:17.477]',0.270,0.405,0.470,0.314,2.866,1.563
'[17:57:17.485]',0.260,0.400,0.470,0.318,2.841,1.563
'[17:57:17.493]',0.255,0.405,0.470,0.322,2.813,1.563
'[17:57:17.501]',0.260,0.405,0.470,0.325,2.784,1.563
'[17:57:17.509]',0.260,0.395,0.470,0.328,2.754,1.563
'[17:57:17.517]',0.260,0.385,0.470,0.331,2.721,1.563
'[17:57:17.525]',0.255,0.380,0.465,0.333,2.688,1.563
'[17:57:17.533]',0.260,0.385,0.465,0.336,2.653,1.612
'[17:57:17.541]',0.270,0.395,0.460,0.337,2.615,1.612
'[17:57:17.549]',0.270,0.385,0.460,0.339,2.576,1.612
'[17:57:17.557]',0.265,0.380,0.455,0.341,2.536,1.612
'[17:57:17.565]',0.260,0.380,0.455,0.343,2.492,1.612
'[17:57:17.573]',0.265,0.385,0.460,0.345,2.443,1.612
'[17:57:17.581]',0.265,0.385,0.460,0.347,2.390,1.612
'[17:57:17.589]',0.260,0.385,0.460,0.349,2.333,1.612
'[17:57:17.597]',0.260,0.385,0.465,0.352,2.273,1.563
'[17:57:17.605]',0.265,0.390,0.455,0.355,2.208,1.563
'[17:57:17.613]',0.270,0.390,0.455,0.358,2.140,1.612
'[17:57:17.621]',0.265,0.385,0.450,0.361,2.070,1.612
'[17:57:17.629]',0.265,0.385,0.450,0.364,2.000,1.612
'[17:57:17.637]',0.265,0.380,0.450,0.366,1.931,1.612
'[17:57:17.645]',0.260,0.380,0.455,0.369,1.872,1.612
'[17:57:17.653]',0.260,0.380,0.455,0.372,1.820,1.612
'[17:57:17.661]',0.260,0.380,0.450,0.375,1.768,1.612
'[17:57:17.669]',0.260,0.385,0.450,0.378,1.719,1.612
'[17:57:17.677]',0.265,0.385,0.450,0.382,1.676,1.416
'[17:57:17.685]',0.265,0.380,0.450,0.386,1.640,1.026
'[17:57:17.693]',0.275,0.385,0.455,0.389,1.611,0.488
'[17:57:17.701]',0.295,0.400,0.465,0.393,1.588,0.098
'[17:57:17.709]',0.320,0.420,0.485,0.397,1.572,0.000
'[17:57:17.717]',0.330,0.425,0.500,0.401,1.560,0.000
'[17:57:17.725]',0.325,0.410,0.505,0.406,1.551,0.000
'[17:57:17.733]',0.320,0.400,0.485,0.410,1.543,0.000
'[17:57:17.741]',0.320,0.395,0.475,0.414,1.537,0.000
'[17:57:17.749]',0.325,0.395,0.470,0.419,1.532,0.000
'[17:57:17.757]',0.300,0.380,0.445,0.424,1.528,0.000
'[17:57:17.765]',0.280,0.365,0.430,0.429,1.525,0.000
'[17:57:17.773]',0.275,0.365,0.425,0.434,1.521,0.000
'[17:57:17.781]',0.270,0.365,0.420,0.438,1.515,0.000
'[17:57:17.789]',0.255,0.370,0.420,0.443,1.506,0.000
'[17:57:17.797]',0.240,0.365,0.415,0.447,1.496,0.000
'[17:57:17.805]',0.225,0.360,0.410,0.451,1.484,0.000
'[17:57:17.813]',0.220,0.355,0.405,0.455,1.470,0.000
'[17:57:17.821]',0.225,0.355,0.410,0.459,1.455,0.000
'[17:57:17.829]',0.230,0.355,0.415,0.463,1.438,0.000
'[17:57:17.837]',0.230,0.360,0.420,0.467,1.420,0.000
'[17:57:17.845]',0.235,0.365,0.425,0.471,1.405,0.000
