'Time','II','III','AVR','V','RESP','PLETH','ABP'
'[20:23:55.320]',0.449,-,0.609,0.725,-0.159,0.232,96.219
'[20:23:55.328]',0.445,-,0.619,0.680,-0.156,0.230,93.481
'[20:23:55.336]',0.455,-,0.615,0.625,-0.156,0.228,90.548
'[20:23:55.344]',0.471,-,0.615,0.580,-0.154,0.226,87.810
'[20:23:55.352]',0.475,-,0.615,0.561,-0.154,0.226,85.267
'[20:23:55.360]',0.480,-,0.596,0.570,-0.152,0.228,83.116
'[20:23:55.368]',0.516,-,0.561,0.584,-0.152,0.232,81.943
'[20:23:55.376]',0.525,-,0.539,0.596,-0.152,0.238,81.356
'[20:23:55.384]',0.510,-,0.545,0.609,-0.152,0.248,80.769
'[20:23:55.392]',0.465,-,0.580,0.641,-0.149,0.269,79.791
'[20:23:55.400]',0.404,-,0.629,0.664,-0.149,0.296,78.422
'[20:23:55.408]',0.365,-,0.660,0.676,-0.149,0.325,77.445
'[20:23:55.416]',0.350,-,0.670,0.676,-0.147,0.355,76.662
'[20:23:55.424]',0.350,-,0.676,0.676,-0.147,0.388,76.271
'[20:23:55.432]',0.350,-,0.676,0.676,-0.144,0.423,75.880
'[20:23:55.440]',0.346,-,0.676,0.676,-0.144,0.460,75.098
'[20:23:55.448]',0.346,-,0.676,0.676,-0.142,0.497,74.316
'[20:23:55.456]',0.346,-,0.676,0.676,-0.142,0.533,73.533
'[20:23:55.464]',0.346,-,0.676,0.676,-0.139,0.565,72.947
'[20:23:55.472]',0.346,-,0.676,0.676,-0.139,0.591,72.360
'[20:23:55.480]',0.346,-,0.676,0.680,-0.139,0.612,71.969
'[20:23:55.488]',0.350,-,0.676,0.680,-0.139,0.630,71.186
'[20:23:55.496]',0.350,-,0.676,0.680,-0.137,0.647,70.600
'[20:23:55.504]',0.350,-,0.676,0.680,-0.137,0.659,69.818
'[20:23:55.512]',0.350,-,0.670,0.680,-0.137,0.667,69.231
'[20:23:55.520]',0.350,-,0.670,0.680,-0.137,0.669,68.644
'[20:23:55.528]',0.350,-,0.670,0.680,-0.134,0.667,68.253
'[20:23:55.536]',0.350,-,0.670,0.686,-0.134,0.659,67.666
'[20:23:55.544]',0.355,-,0.670,0.686,-0.134,0.648,67.275
'[20:23:55.552]',0.355,-,0.670,0.680,-0.134,0.633,66.884
'[20:23:55.560]',0.359,-,0.670,0.680,-0.134,0.616,66.493
'[20:23:55.568]',0.359,-,0.670,0.686,-0.134,0.595,65.906
'[20:23:55.576]',0.359,-,0.670,0.686,-0.134,0.576,65.515
'[20:23:55.584]',0.359,-,0.664,0.689,-0.134,0.556,65.124
'[20:23:55.592]',0.359,-,0.664,0.689,-0.137,0.535,64.733
'[20:23:55.600]',0.359,-,0.664,0.686,-0.137,0.512,64.342
'[20:23:55.608]',0.365,-,0.664,0.686,-0.137,0.489,63.950
'[20:23:55.616]',0.371,-,0.660,0.686,-0.137,0.467,63.559
'[20:23:55.624]',0.371,-,0.660,0.686,-0.137,0.446,63.168
'[20:23:55.632]',0.375,-,0.654,0.680,-0.137,0.427,62.973
'[20:23:55.640]',0.375,-,0.654,0.664,-0.137,0.409,62.582
'[20:23:55.648]',0.449,-,0.609,0.580,-0.137,0.393,62.190
'[20:23:55.656]',0.385,-,0.654,0.629,-0.134,0.378,61.995
'[20:23:55.664]',0.391,-,0.654,0.609,-0.134,0.367,61.604
'[20:23:55.672]',0.385,-,0.654,0.584,-0.132,0.356,61.408
'[20:23:55.680]',0.391,-,0.654,0.570,-0.132,0.348,61.017
'[20:23:55.688]',0.395,-,0.654,0.570,-0.130,0.341,60.821
'[20:23:55.696]',0.404,-,0.650,0.584,-0.127,0.335,60.626
'[20:23:55.704]',0.416,-,0.645,0.596,-0.127,0.329,60.235
'[20:23:55.712]',0.426,-,0.645,0.590,-0.125,0.325,60.039
'[20:23:55.720]',0.436,-,0.635,0.574,-0.122,0.321,59.844
'[20:23:55.728]',0.291,-,0.770,0.619,-0.122,0.317,59.452
'[20:23:55.736]',0.449,-,0.635,0.561,-0.120,0.314,59.257
'[20:23:55.744]',0.439,-,0.629,0.584,-0.120,0.312,59.061
'[20:23:55.752]',0.410,-,0.615,0.641,-0.117,0.310,58.670
'[20:23:55.760]',0.324,-,0.609,0.715,-0.117,0.308,58.475
'[20:23:55.768]',0.180,-,0.625,0.814,-0.115,0.306,58.279
'[20:23:55.776]',-0.020,-,0.676,0.969,-0.115,0.303,58.083
'[20:23:55.784]',-0.234,-,0.734,1.084,-0.112,0.301,57.888
'[20:23:55.792]',-0.414,-,0.795,1.109,-0.110,0.299,57.497
'[20:23:55.800]',-0.498,-,0.830,0.879,-0.108,0.296,57.301
'[20:23:55.808]',-0.498,-,0.820,0.439,-0.108,0.293,57.106
'[20:23:55.816]',-0.475,-,0.766,0.020,-0.105,0.291,56.910
'[20:23:55.824]',-0.314,-,0.715,-0.074,-0.103,0.288,56.715
'[20:23:55.832]',-0.145,-,0.686,0.145,-0.103,0.286,56.519
'[20:23:55.840]',-0.029,-,0.709,0.385,-0.100,0.284,56.323
'[20:23:55.848]',0.025,-,0.766,0.520,-0.100,0.282,56.128
'[20:23:55.856]',0.080,-,0.795,0.580,-0.100,0.280,55.932
'[20:23:55.864]',0.189,-,0.799,0.615,-0.098,0.277,55.737
'[20:23:55.872]',0.336,-,0.750,0.660,-0.098,0.274,55.541
'[20:23:55.880]',0.461,-,0.699,0.699,-0.098,0.271,55.346
'[20:23:55.888]',0.535,-,0.660,0.715,-0.098,0.270,55.150
'[20:23:55.896]',0.574,-,0.629,0.721,-0.098,0.268,54.954
'[20:23:55.904]',0.590,-,0.625,0.725,-0.098,0.266,54.759
'[20:23:55.912]',0.596,-,0.615,0.721,-0.100,0.264,54.563
'[20:23:55.920]',0.605,-,0.609,0.715,-0.100,0.261,54.368
'[20:23:55.928]',0.609,-,0.609,0.709,-0.103,0.259,54.172
'[20:23:55.936]',0.615,-,0.609,0.705,-0.103,0.258,54.172
'[20:23:55.944]',0.615,-,0.609,0.705,-0.105,0.256,54.368
'[20:23:55.952]',0.625,-,0.605,0.699,-0.105,0.254,54.368
'[20:23:55.960]',0.629,-,0.600,0.689,-0.105,0.252,54.368
'[20:23:55.968]',0.645,-,0.600,0.680,-0.105,0.249,54.563
'[20:23:55.976]',0.654,-,0.590,0.676,-0.105,0.247,55.150
'[20:23:55.984]',0.670,-,0.584,0.670,-0.108,0.245,55.932
'[20:23:55.992]',0.689,-,0.580,0.660,-0.108,0.244,58.083
'[20:23:56.000]',0.709,-,0.570,0.645,-0.108,0.244,62.190
'[20:23:56.008]',0.730,-,0.564,0.635,-0.110,0.242,68.644
'[20:23:56.016]',0.750,-,0.561,0.625,-0.112,0.241,76.662
'[20:23:56.024]',0.766,-,0.551,0.625,-0.112,0.239,84.289
'[20:23:56.032]',0.785,-,0.545,0.625,-0.115,0.237,90.352
'[20:23:56.040]',0.789,-,0.545,0.635,-0.117,0.236,94.263
'[20:23:56.048]',0.795,-,0.539,0.645,-0.122,0.234,97.197
'[20:23:56.056]',0.779,-,0.539,0.660,-0.125,0.232,100.522
'[20:23:56.064]',0.760,-,0.539,0.680,-0.127,0.231,104.433
'[20:23:56.072]',0.730,-,0.539,0.689,-0.130,0.229,108.149
'[20:23:56.080]',0.695,-,0.545,0.705,-0.134,0.227,110.887
'[20:23:56.088]',0.654,-,0.551,0.709,-0.137,0.226,112.060
'[20:23:56.096]',0.609,-,0.564,0.715,-0.137,0.225,112.256
'[20:23:56.104]',0.564,-,0.574,0.709,-0.139,0.225,112.256
'[20:23:56.112]',0.529,-,0.584,0.709,-0.139,0.224,112.451
'[20:23:56.120]',0.494,-,0.596,0.709,-0.139,0.222,112.256
'[20:23:56.128]',0.475,-,0.605,0.705,-0.139,0.220,111.473
'[20:23:56.136]',0.455,-,0.609,0.705,-0.137,0.218,109.909
'[20:23:56.144]',0.436,-,0.615,0.699,-0.137,0.216,107.758
'[20:23:56.152]',0.426,-,0.625,0.695,-0.137,0.215,105.606
'[20:23:56.160]',0.416,-,0.629,0.689,-0.137,0.213,103.455
'[20:23:56.168]',0.410,-,0.629,0.689,-0.134,0.212,101.108
'[20:23:56.176]',0.410,-,0.635,0.689,-0.134,0.210,98.175
'[20:23:56.184]',0.410,-,0.641,0.699,-0.134,0.209,95.046
'[20:23:56.192]',0.404,-,0.641,0.695,-0.134,0.208,91.917
'[20:23:56.200]',0.404,-,0.641,0.689,-0.132,0.209,89.179
'[20:23:56.208]',0.404,-,0.645,0.689,-0.132,0.211,86.832
'[20:23:56.216]',0.404,-,0.645,0.689,-0.132,0.214,85.072
'[20:23:56.224]',0.400,-,0.650,0.686,-0.130,0.221,84.094
'[20:23:56.232]',0.400,-,0.650,0.686,-0.130,0.233,83.507
'[20:23:56.240]',0.400,-,0.650,0.680,-0.127,0.250,82.725
'[20:23:56.248]',0.400,-,0.645,0.676,-0.125,0.273,81.552
'[20:23:56.256]',0.400,-,0.645,0.670,-0.125,0.302,80.183
'[20:23:56.264]',0.400,-,0.645,0.660,-0.122,0.336,79.205
'[20:23:56.272]',0.395,-,0.645,0.660,-0.120,0.375,78.618
'[20:23:56.280]',0.395,-,0.645,0.660,-0.120,0.417,78.031
'[20:23:56.288]',0.395,-,0.645,0.660,-0.120,0.461,77.445
'[20:23:56.296]',0.395,-,0.650,0.654,-0.117,0.506,76.662
'[20:23:56.304]',0.395,-,0.650,0.654,-0.117,0.543,75.685
'[20:23:56.312]',0.395,-,0.645,0.654,-0.117,0.577,74.902
'[20:23:56.320]',0.395,-,0.645,0.660,-0.115,0.611,74.120
'[20:23:56.328]',0.400,-,0.645,0.654,-0.115,0.644,73.533
'[20:23:56.336]',0.404,-,0.641,0.650,-0.115,0.674,72.947
'[20:23:56.344]',0.420,-,0.629,0.650,-0.115,0.698,72.164
'[20:23:56.352]',0.436,-,0.619,0.664,-0.115,0.717,71.578
'[20:23:56.360]',0.449,-,0.615,0.680,-0.115,0.729,70.795
'[20:23:56.368]',0.449,-,0.615,0.650,-0.115,0.738,70.209
'[20:23:56.376]',0.449,-,0.619,0.600,-0.115,0.740,69.426
'[20:23:56.384]',0.455,-,0.619,0.551,-0.117,0.737,69.035
'[20:23:56.392]',0.465,-,0.619,0.510,-0.117,0.729,68.449
'[20:23:56.400]',0.471,-,0.615,0.510,-0.117,0.717,67.862
'[20:23:56.408]',0.490,-,0.584,0.529,-0.117,0.703,67.275
'[20:23:56.416]',0.516,-,0.545,0.545,-0.120,0.687,66.884
'[20:23:56.424]',0.520,-,0.539,0.555,-0.120,0.669,66.493
'[20:23:56.432]',0.494,-,0.555,0.584,-0.120,0.647,65.906
'[20:23:56.440]',0.445,-,0.596,0.625,-0.122,0.625,65.711
'[20:23:56.448]',0.391,-,0.645,0.654,-0.122,0.601,65.319
'[20:23:56.456]',0.359,-,0.664,0.676,-0.125,0.579,64.928
'[20:23:56.464]',0.350,-,0.670,0.680,-0.125,0.555,64.537
'[20:23:56.472]',0.350,-,0.676,0.680,-0.127,0.534,64.146
'[20:23:56.480]',0.346,-,0.670,0.686,-0.127,0.512,63.755
'[20:23:56.488]',0.346,-,0.676,0.695,-0.127,0.493,63.559
'[20:23:56.496]',0.346,-,0.676,0.699,-0.127,0.474,63.168
'[20:23:56.504]',0.350,-,0.670,0.709,-0.127,0.458,62.973
'[20:23:56.512]',0.355,-,0.670,0.709,-0.127,0.445,62.777
'[20:23:56.520]',0.131,-,0.850,0.779,-0.127,0.434,62.582
'[20:23:56.528]',0.359,-,0.670,0.725,-0.127,0.425,62.190
'[20:23:56.536]',0.336,-,0.686,0.760,-0.125,0.417,61.995
'[20:23:56.544]',0.275,-,0.695,0.799,-0.125,0.410,61.799
'[20:23:56.552]',0.160,-,0.715,0.869,-0.122,0.403,61.408
'[20:23:56.560]',-0.004,-,0.750,0.984,-0.122,0.398,61.408
'[20:23:56.568]',-0.180,-,0.775,1.109,-0.120,0.393,61.017
'[20:23:56.576]',-0.340,-,0.795,1.180,-0.120,0.388,60.821
'[20:23:56.584]',-0.465,-,0.824,1.129,-0.120,0.383,60.626
'[20:23:56.592]',-0.498,-,0.840,0.855,-0.120,0.379,60.430
'[20:23:56.600]',-0.498,-,0.820,0.400,-0.117,0.376,60.235
'[20:23:56.608]',-0.430,-,0.766,0.061,-0.117,0.373,60.039
'[20:23:56.616]',-0.254,-,0.705,0.035,-0.115,0.370,59.844
'[20:23:56.624]',-0.100,-,0.689,0.350,-0.112,0.369,59.648
'[20:23:56.632]',-0.010,-,0.734,0.561,-0.110,0.366,59.257
'[20:23:56.640]',0.031,-,0.789,0.650,-0.108,0.363,59.061
'[20:23:56.648]',0.100,-,0.811,0.676,-0.105,0.360,58.866
'[20:23:56.656]',0.234,-,0.785,0.699,-0.103,0.356,58.670
'[20:23:56.664]',0.381,-,0.730,0.750,-0.100,0.352,58.279
'[20:23:56.672]',0.494,-,0.680,0.789,-0.100,0.348,58.279
'[20:23:56.680]',0.564,-,0.641,0.795,-0.098,0.344,57.888
'[20:23:56.688]',0.590,-,0.615,0.779,-0.098,0.340,57.692
'[20:23:56.696]',0.605,-,0.609,0.775,-0.098,0.335,57.497
'[20:23:56.704]',0.615,-,0.605,0.775,-0.100,0.331,57.301
'[20:23:56.712]',0.619,-,0.600,0.770,-0.100,0.326,57.106
'[20:23:56.720]',0.625,-,0.600,0.766,-0.100,0.323,56.910
'[20:23:56.728]',0.635,-,0.596,0.754,-0.100,0.320,56.910
'[20:23:56.736]',0.641,-,0.590,0.754,-0.100,0.317,56.910
'[20:23:56.744]',0.645,-,0.590,0.750,-0.100,0.314,56.910
'[20:23:56.752]',0.654,-,0.584,0.744,-0.098,0.311,56.910
'[20:23:56.760]',0.664,-,0.584,0.734,-0.098,0.307,57.301
'[20:23:56.768]',0.676,-,0.580,0.730,-0.095,0.302,58.279
'[20:23:56.776]',0.689,-,0.574,0.725,-0.093,0.298,60.039
'[20:23:56.784]',0.705,-,0.570,0.709,-0.093,0.294,63.364
'[20:23:56.792]',0.721,-,0.564,0.699,-0.090,0.289,68.644
'[20:23:56.800]',0.740,-,0.561,0.686,-0.088,0.285,75.098
'[20:23:56.808]',0.754,-,0.555,0.680,-0.086,0.281,81.747
'[20:23:56.816]',0.775,-,0.551,0.676,-0.083,0.277,87.223
'[20:23:56.824]',0.785,-,0.545,0.680,-0.081,0.272,91.330
'[20:23:56.832]',0.785,-,0.539,0.689,-0.081,0.269,94.459
'[20:23:56.840]',0.779,-,0.539,0.705,-0.078,0.267,97.784
'[20:23:56.848]',0.760,-,0.545,0.715,-0.078,0.263,101.304
'[20:23:56.856]',0.740,-,0.545,0.730,-0.078,0.260,105.020
'[20:23:56.864]',0.709,-,0.551,0.744,-0.076,0.257,107.953
'[20:23:56.872]',0.670,-,0.551,0.754,-0.076,0.253,109.909
'[20:23:56.880]',0.629,-,0.561,0.766,-0.076,0.250,110.691
'[20:23:56.888]',0.590,-,0.564,0.766,-0.073,0.246,111.278
'[20:23:56.896]',0.555,-,0.574,0.754,-0.071,0.242,111.669
'[20:23:56.904]',0.520,-,0.584,0.750,-0.068,0.239,111.864
'[20:23:56.912]',0.494,-,0.590,0.744,-0.066,0.237,111.669
'[20:23:56.920]',0.475,-,0.600,0.740,-0.064,0.235,110.691
'[20:23:56.928]',0.455,-,0.605,0.740,-0.059,0.233,109.518
'[20:23:56.936]',0.439,-,0.609,0.734,-0.056,0.233,107.758
'[20:23:56.944]',0.436,-,0.615,0.734,-0.051,0.233,106.193
'[20:23:56.952]',0.436,-,0.615,0.730,-0.049,0.232,104.237
'[20:23:56.960]',0.445,-,0.609,0.734,-0.044,0.232,102.282
'[20:23:56.968]',0.461,-,0.600,0.750,-0.039,0.231,99.739
'[20:23:56.976]',0.475,-,0.600,0.770,-0.034,0.230,96.806
'[20:23:56.984]',0.475,-,0.600,0.760,-0.029,0.230,93.872
'[20:23:56.992]',0.475,-,0.605,0.709,-0.027,0.232,91.134
'[20:23:57.000]',0.480,-,0.609,0.654,-0.022,0.236,88.396
'[20:23:57.008]',0.494,-,0.605,0.609,-0.017,0.242,86.245
'[20:23:57.016]',0.500,-,0.600,0.590,-0.012,0.253,84.681
'[20:23:57.024]',0.516,-,0.580,0.600,-0.007,0.270,83.898
'[20:23:57.032]',0.539,-,0.545,0.609,-0.002,0.291,83.507
'[20:23:57.040]',0.551,-,0.529,0.615,0.002,0.315,82.725
'[20:23:57.048]',0.529,-,0.539,0.635,0.007,0.340,81.552
'[20:23:57.056]',0.480,-,0.580,0.660,0.012,0.372,80.183
'[20:23:57.064]',0.420,-,0.629,0.686,0.017,0.410,79.009
'[20:23:57.072]',0.385,-,0.650,0.699,0.022,0.451,78.422
'[20:23:57.080]',0.375,-,0.660,0.699,0.027,0.492,78.227
'[20:23:57.088]',0.375,-,0.664,0.699,0.032,0.533,77.640
'[20:23:57.096]',0.375,-,0.664,0.699,0.037,0.572,76.858
'[20:23:57.104]',0.375,-,0.664,0.699,0.042,0.608,76.076
'[20:23:57.112]',0.375,-,0.664,0.705,0.046,0.641,75.293
'[20:23:57.120]',0.371,-,0.664,0.705,0.049,0.671,74.707
'[20:23:57.128]',0.371,-,0.664,0.705,0.054,0.695,74.120
'[20:23:57.136]',0.371,-,0.660,0.715,0.059,0.715,73.533
'[20:23:57.144]',0.131,-,0.850,0.959,0.061,0.726,72.947
'[20:23:57.152]',0.371,-,0.664,0.730,0.066,0.734,72.164
'[20:23:57.160]',0.350,-,0.676,0.750,0.068,0.738,71.578
'[20:23:57.168]',0.291,-,0.686,0.789,0.071,0.739,70.991
'[20:23:57.176]',0.186,-,0.695,0.855,0.073,0.736,70.600
'[20:23:57.184]',0.031,-,0.725,0.975,0.076,0.729,70.013
'[20:23:57.192]',-0.154,-,0.754,1.115,0.078,0.718,69.622
'[20:23:57.200]',-0.324,-,0.785,1.199,0.081,0.704,69.231
'[20:23:57.208]',-0.465,-,0.820,1.125,0.081,0.687,68.840
'[20:23:57.216]',-0.498,-,0.834,0.779,0.083,0.668,68.449
'[20:23:57.224]',-0.498,-,0.805,0.270,0.086,0.646,68.057
'[20:23:57.232]',-0.385,-,0.740,-0.029,0.086,0.625,67.471
'[20:23:57.240]',-0.205,-,0.689,0.064,0.088,0.601,67.275
'[20:23:57.248]',-0.055,-,0.680,0.330,0.088,0.582,66.688
'[20:23:57.256]',0.020,-,0.734,0.516,0.090,0.563,66.297
'[20:23:57.264]',0.051,-,0.795,0.605,0.090,0.543,65.906
'[20:23:57.272]',0.115,-,0.811,0.619,0.090,0.525,65.515
'[20:23:57.280]',0.240,-,0.785,0.635,0.093,0.506,65.319
'[20:23:57.288]',0.391,-,0.730,0.680,0.093,0.490,64.928
'[20:23:57.296]',0.506,-,0.676,0.725,0.093,0.475,64.537
'[20:23:57.304]',0.574,-,0.629,0.734,0.095,0.461,64.342
'[20:23:57.312]',0.609,-,0.609,0.730,0.098,0.450,63.950
'[20:23:57.320]',0.625,-,0.605,0.725,0.098,0.439,63.559
'[20:23:57.328]',0.629,-,0.600,0.705,0.100,0.431,63.364
'[20:23:57.336]',0.629,-,0.596,0.676,0.103,0.424,63.168
'[20:23:57.344]',0.629,-,0.596,0.654,0.108,0.418,62.973
'[20:23:57.352]',0.635,-,0.596,0.654,0.110,0.413,62.973
'[20:23:57.360]',0.645,-,0.590,0.664,0.115,0.411,62.777
'[20:23:57.368]',0.650,-,0.590,0.676,0.120,0.407,62.582
'[20:23:57.376]',0.660,-,0.584,0.664,0.125,0.404,62.582
'[20:23:57.384]',0.670,-,0.584,0.650,0.130,0.401,62.582
'[20:23:57.392]',0.680,-,0.580,0.635,0.134,0.398,62.777
'[20:23:57.400]',0.695,-,0.574,0.625,0.139,0.395,63.168
'[20:23:57.408]',0.709,-,0.570,0.635,0.144,0.392,64.537
'[20:23:57.416]',0.730,-,0.564,0.650,0.149,0.389,67.080
'[20:23:57.424]',0.750,-,0.561,0.660,0.152,0.385,70.991
'[20:23:57.432]',0.766,-,0.561,0.650,0.156,0.381,75.880
'[20:23:57.440]',0.785,-,0.551,0.641,0.156,0.385,81.160
'[20:23:57.448]',0.789,-,0.545,0.635,0.159,0.392,85.854
'[20:23:57.456]',0.785,-,0.545,0.629,0.159,0.394,89.374
'[20:23:57.464]',0.770,-,0.545,0.635,0.156,0.394,92.308
'[20:23:57.472]',0.744,-,0.545,0.645,0.154,0.392,95.046
'[20:23:57.480]',0.715,-,0.545,0.660,0.152,0.389,97.979
'[20:23:57.488]',0.686,-,0.551,0.676,0.147,0.385,100.717
'[20:23:57.496]',0.650,-,0.551,0.680,0.142,0.382,103.064
'[20:23:57.504]',0.609,-,0.561,0.676,0.137,0.378,104.824
'[20:23:57.512]',0.574,-,0.564,0.670,0.130,0.374,105.802
'[20:23:57.520]',0.539,-,0.574,0.664,0.125,0.370,106.389
'[20:23:57.528]',0.510,-,0.584,0.660,0.120,0.368,106.584
'[20:23:57.536]',0.490,-,0.590,0.660,0.115,0.364,106.584
'[20:23:57.544]',0.471,-,0.600,0.654,0.110,0.360,106.193
'[20:23:57.552]',0.455,-,0.605,0.650,0.105,0.356,105.411
'[20:23:57.560]',0.449,-,0.609,0.650,0.103,0.353,104.042
'[20:23:57.568]',0.449,-,0.605,0.650,0.100,0.351,102.477
'[20:23:57.576]',0.455,-,0.605,0.670,0.100,0.349,100.326
'[20:23:57.584]',0.465,-,0.605,0.695,0.098,0.347,98.175
'[20:23:57.592]',0.471,-,0.605,0.680,0.098,0.344,95.828
'[20:23:57.600]',0.455,-,0.609,0.635,0.098,0.342,93.286
'[20:23:57.608]',0.461,-,0.609,0.580,0.095,0.341,90.352
'[20:23:57.616]',0.475,-,0.609,0.539,0.095,0.340,87.614
'[20:23:57.624]',0.480,-,0.609,0.535,0.093,0.341,85.072
'[20:23:57.632]',0.494,-,0.584,0.545,0.093,0.344,82.725
'[20:23:57.640]',0.520,-,0.555,0.561,0.090,0.350,81.356
'[20:23:57.648]',0.529,-,0.535,0.570,0.086,0.359,80.574
'[20:23:57.656]',0.510,-,0.551,0.590,0.083,0.370,80.183
'[20:23:57.664]',0.465,-,0.590,0.615,0.078,0.387,79.400
'[20:23:57.672]',0.400,-,0.635,0.635,0.076,0.405,78.227
'[20:23:57.680]',0.365,-,0.660,0.645,0.071,0.422,77.054
'[20:23:57.688]',0.350,-,0.664,0.650,0.068,0.447,76.271
'[20:23:57.696]',0.350,-,0.670,0.654,0.064,0.474,75.685
'[20:23:57.704]',0.350,-,0.676,0.654,0.061,0.503,75.293
'[20:23:57.712]',0.350,-,0.676,0.660,0.056,0.534,74.902
'[20:23:57.720]',0.350,-,0.676,0.660,0.051,0.564,74.316
'[20:23:57.728]',0.350,-,0.676,0.660,0.049,0.592,73.533
'[20:23:57.736]',0.346,-,0.676,0.664,0.044,0.619,72.947
'[20:23:57.744]',0.211,-,0.770,0.811,0.039,0.642,72.360
'[20:23:57.752]',0.340,-,0.680,0.680,0.037,0.662,71.773
'[20:23:57.760]',0.320,-,0.689,0.695,0.032,0.677,71.186
'[20:23:57.768]',0.270,-,0.699,0.730,0.029,0.690,70.600
'[20:23:57.776]',0.176,-,0.709,0.785,0.024,0.697,70.013
'[20:23:57.784]',0.031,-,0.740,0.895,0.022,0.700,69.231
'[20:23:57.792]',-0.154,-,0.770,1.029,0.020,0.701,68.644
'[20:23:57.800]',-0.324,-,0.789,1.119,0.017,0.698,68.253
'[20:23:57.808]',-0.465,-,0.824,1.125,0.015,0.692,67.666
'[20:23:57.816]',-0.498,-,0.844,0.795,0.012,0.682,67.275
'[20:23:57.824]',-0.498,-,0.824,0.305,0.010,0.671,66.884
'[20:23:57.832]',-0.453,-,0.770,-0.080,0.007,0.656,66.493
'[20:23:57.840]',-0.273,-,0.715,-0.125,0.005,0.639,66.102
'[20:23:57.848]',-0.109,-,0.695,0.186,0.000,0.621,65.711
'[20:23:57.856]',-0.014,-,0.730,0.400,-0.005,0.602,65.319
'[20:23:57.864]',0.020,-,0.789,0.516,-0.007,0.582,64.733
'[20:23:57.872]',0.080,-,0.820,0.545,-0.012,0.562,64.342
'[20:23:57.880]',0.201,-,0.799,0.564,-0.017,0.545,63.950
'[20:23:57.888]',0.350,-,0.750,0.605,-0.022,0.529,63.559
'[20:23:57.896]',0.475,-,0.689,0.654,-0.024,0.512,63.168
'[20:23:57.904]',0.551,-,0.650,0.670,-0.029,0.496,62.973
'[20:23:57.912]',0.584,-,0.625,0.676,-0.034,0.481,62.582
'[20:23:57.920]',0.600,-,0.615,0.664,-0.037,0.467,62.386
'[20:23:57.928]',0.609,-,0.609,0.660,-0.042,0.455,61.995
'[20:23:57.936]',0.615,-,0.605,0.660,-0.046,0.445,61.799
'[20:23:57.944]',0.615,-,0.605,0.654,-0.049,0.436,61.604
'[20:23:57.952]',0.619,-,0.605,0.654,-0.051,0.428,61.408
'[20:23:57.960]',0.625,-,0.605,0.645,-0.054,0.422,61.213
'[20:23:57.968]',0.629,-,0.605,0.645,-0.056,0.417,61.213
'[20:23:57.976]',0.635,-,0.600,0.635,-0.056,0.413,61.017
'[20:23:57.984]',0.650,-,0.600,0.625,-0.056,0.410,61.017
'[20:23:57.992]',0.660,-,0.590,0.619,-0.056,0.407,61.408
'[20:23:58.000]',0.676,-,0.590,0.609,-0.056,0.405,61.995
'[20:23:58.008]',0.695,-,0.584,0.600,-0.054,0.402,63.364
'[20:23:58.016]',0.715,-,0.580,0.590,-0.054,0.400,66.102
'[20:23:58.024]',0.740,-,0.570,0.580,-0.054,0.398,70.209
'[20:23:58.032]',0.760,-,0.564,0.580,-0.056,0.395,75.489
'[20:23:58.040]',0.775,-,0.561,0.580,-0.056,0.392,80.965
'[20:23:58.048]',0.785,-,0.555,0.584,-0.056,0.389,85.854
'[20:23:58.056]',0.779,-,0.551,0.590,-0.056,0.385,89.570
'[20:23:58.064]',0.766,-,0.555,0.600,-0.059,0.382,92.699
'[20:23:58.072]',0.744,-,0.555,0.615,-0.061,0.378,95.632
'[20:23:58.080]',0.715,-,0.555,0.635,-0.066,0.374,98.761
'[20:23:58.088]',0.680,-,0.561,0.645,-0.068,0.371,101.695
'[20:23:58.096]',0.641,-,0.564,0.654,-0.073,0.369,104.237
'[20:23:58.104]',0.596,-,0.570,0.654,-0.078,0.365,106.193
'[20:23:58.112]',0.555,-,0.580,0.650,-0.083,0.362,107.366
'[20:23:58.120]',0.520,-,0.584,0.641,-0.088,0.358,107.758
'[20:23:58.128]',0.484,-,0.596,0.635,-0.093,0.354,107.953
'[20:23:58.136]',0.461,-,0.605,0.635,-0.098,0.350,107.758
'[20:23:58.144]',0.439,-,0.615,0.635,-0.103,0.346,107.366
'[20:23:58.152]',0.426,-,0.625,0.625,-0.108,0.342,106.389
'[20:23:58.160]',0.420,-,0.629,0.619,-0.110,0.339,105.020
'[20:23:58.168]',0.420,-,0.629,0.619,-0.115,0.335,103.260
'[20:23:58.176]',0.430,-,0.625,0.629,-0.117,0.332,101.108
'[20:23:58.184]',0.439,-,0.615,0.650,-0.120,0.329,98.761
'[20:23:58.192]',0.439,-,0.615,0.654,-0.122,0.327,96.219
'[20:23:58.200]',0.436,-,0.625,0.625,-0.125,0.326,93.481
'[20:23:58.208]',0.430,-,0.629,0.564,-0.127,0.326,90.743
'[20:23:58.216]',0.449,-,0.625,0.510,-0.130,0.325,88.005
'[20:23:58.224]',0.455,-,0.625,0.480,-0.130,0.325,85.463
'[20:23:58.232]',0.461,-,0.609,0.475,-0.132,0.326,83.312
'[20:23:58.240]',0.490,-,0.580,0.490,-0.132,0.329,82.138
'[20:23:58.248]',0.510,-,0.551,0.500,-0.134,0.336,81.356
'[20:23:58.256]',0.506,-,0.551,0.510,-0.134,0.348,80.965
'[20:23:58.264]',0.475,-,0.574,0.545,-0.134,0.364,79.987
