'Time','II','AVR','V','RESP','PLETH','ABP','PAP','CVP'
'[01:23:03.936]',0.280,0.780,0.495,0.630,1.672,61.788,25.057,11.439
'[01:23:03.944]',0.320,0.790,0.490,0.637,1.642,61.885,25.565,10.814
'[01:23:03.952]',0.350,0.800,0.485,0.644,1.614,62.227,26.063,10.247
'[01:23:03.960]',0.370,0.805,0.485,0.650,1.588,63.058,26.503,9.681
'[01:23:03.968]',0.375,0.815,0.485,0.656,1.567,64.474,26.747,9.251
'[01:23:03.976]',0.365,0.830,0.480,0.662,1.549,66.623,26.747,8.870
'[01:23:03.984]',0.365,0.840,0.480,0.668,1.534,69.407,26.376,8.499
'[01:23:03.992]',0.360,0.850,0.485,0.674,1.521,72.680,25.750,8.245
'[01:23:04.000]',0.365,0.860,0.485,0.680,1.509,75.904,24.813,7.932
'[01:23:04.008]',0.360,0.855,0.475,0.686,1.498,78.932,23.875,7.620
'[01:23:04.016]',0.355,0.845,0.465,0.691,1.487,81.570,22.996,7.375
'[01:23:04.024]',0.365,0.835,0.465,0.695,1.475,83.670,22.312,7.121
'[01:23:04.032]',0.365,0.830,0.460,0.699,1.465,85.379,21.814,6.936
'[01:23:04.040]',0.365,0.835,0.460,0.704,1.457,86.552,21.433,6.750
'[01:23:04.048]',0.360,0.840,0.465,0.709,1.445,87.236,21.188,6.623
'[01:23:04.056]',0.365,0.830,0.460,0.714,1.430,87.431,20.876,6.555
'[01:23:04.064]',0.360,0.825,0.465,0.720,1.414,87.187,20.563,6.623
'[01:23:04.072]',0.360,0.835,0.465,0.725,1.398,86.698,20.251,6.750
'[01:23:04.080]',0.360,0.835,0.470,0.731,1.380,85.868,20.182,6.936
'[01:23:04.088]',0.355,0.840,0.470,0.738,1.362,84.793,20.495,7.121
'[01:23:04.096]',0.360,0.840,0.465,0.745,1.344,83.621,21.306,7.375
'[01:23:04.104]',0.360,0.835,0.465,0.751,1.328,82.107,22.497,7.561
'[01:23:04.112]',0.355,0.845,0.460,0.758,1.314,80.446,24.002,7.747
'[01:23:04.120]',0.355,0.845,0.465,0.764,1.302,78.492,25.438,7.874
'[01:23:04.128]',0.355,0.845,0.465,0.771,1.292,76.343,26.620,8.001
'[01:23:04.136]',0.350,0.845,0.465,0.779,1.286,73.999,27.499,8.001
'[01:23:04.144]',0.355,0.845,0.465,0.786,1.283,71.605,27.939,8.001
'[01:23:04.152]',0.345,0.845,0.470,0.795,1.281,69.310,27.812,8.001
'[01:23:04.160]',0.340,0.850,0.465,0.803,1.278,67.161,27.060,7.932
'[01:23:04.168]',0.345,0.850,0.465,0.812,1.275,65.402,25.936,7.805
'[01:23:04.176]',0.350,0.850,0.465,0.820,1.271,64.181,24.559,7.688
'[01:23:04.184]',0.345,0.860,0.470,0.829,1.266,63.351,23.064,7.493
'[01:23:04.192]',0.345,0.860,0.470,0.837,1.259,62.814,21.687,7.434
'[01:23:04.200]',0.340,0.865,0.470,0.846,1.252,62.374,20.495,7.375
'[01:23:04.208]',0.340,0.865,0.475,0.856,1.246,62.032,19.557,7.375
'[01:23:04.216]',0.335,0.865,0.475,0.865,1.245,61.788,18.873,7.307
'[01:23:04.224]',0.340,0.865,0.475,0.874,1.252,61.690,18.434,7.121
'[01:23:04.232]',0.340,0.865,0.470,0.883,1.269,61.690,18.248,6.994
'[01:23:04.240]',0.335,0.865,0.470,0.892,1.298,61.788,18.307,6.867
'[01:23:04.248]',0.330,0.865,0.475,0.900,1.348,61.934,18.434,6.809
'[01:23:04.256]',0.335,0.860,0.470,0.908,1.420,62.179,18.619,6.867
'[01:23:04.264]',0.340,0.855,0.475,0.914,1.514,62.423,18.815,6.867
'[01:23:04.272]',0.340,0.860,0.470,0.919,1.626,62.618,19.000,6.936
'[01:23:04.280]',0.335,0.860,0.470,0.923,1.747,62.814,19.186,6.936
'[01:23:04.288]',0.340,0.855,0.470,0.927,1.870,62.911,19.313,6.994
'[01:23:04.296]',0.360,0.845,0.485,0.929,1.987,63.009,19.440,6.994
'[01:23:04.304]',0.380,0.845,0.505,0.930,2.093,63.009,19.440,7.063
'[01:23:04.312]',0.385,0.830,0.510,0.929,2.181,62.862,19.440,7.121
'[01:23:04.320]',0.390,0.825,0.510,0.928,2.248,62.716,19.313,7.248
'[01:23:04.328]',0.390,0.820,0.515,0.925,2.296,62.472,19.186,7.307
'[01:23:04.336]',0.390,0.820,0.520,0.923,2.322,62.179,19.059,7.307
'[01:23:04.344]',0.400,0.815,0.505,0.919,2.330,61.885,18.815,7.307
'[01:23:04.352]',0.400,0.815,0.495,0.916,2.326,61.495,18.619,7.307
'[01:23:04.360]',0.385,0.815,0.485,0.911,2.308,61.055,18.434,7.307
'[01:23:04.368]',0.360,0.820,0.460,0.906,2.276,60.664,18.189,7.307
'[01:23:04.376]',0.340,0.835,0.460,0.899,2.231,60.225,17.994,7.375
'[01:23:04.384]',0.325,0.855,0.455,0.893,2.174,59.785,17.877,7.375
'[01:23:04.392]',0.300,0.865,0.450,0.886,2.107,59.443,17.750,7.375
'[01:23:04.400]',0.285,0.885,0.445,0.879,2.029,59.053,17.681,7.375
'[01:23:04.408]',0.280,0.891,0.450,0.872,1.945,58.613,17.681,7.434
'[01:23:04.416]',0.280,0.891,0.445,0.865,1.855,58.173,17.681,7.493
'[01:23:04.424]',0.285,0.885,0.445,0.859,1.762,57.783,17.750,7.561
'[01:23:04.432]',0.280,0.885,0.445,0.853,1.681,57.441,17.808,7.688
'[01:23:04.440]',0.280,0.885,0.450,0.848,1.608,57.050,17.935,7.874
'[01:23:04.448]',0.285,0.880,0.445,0.843,1.530,56.757,18.189,8.059
'[01:23:04.456]',0.285,0.875,0.445,0.838,1.454,56.415,18.375,8.245
'[01:23:04.464]',0.270,0.870,0.460,0.833,1.383,56.073,18.375,8.499
'[01:23:04.472]',0.290,0.845,0.485,0.827,1.322,55.731,17.994,8.743
'[01:23:04.480]',0.330,0.740,0.495,0.822,1.272,55.438,17.369,9.056
'[01:23:04.488]',0.435,0.535,0.560,0.817,1.233,55.243,16.558,9.251
'[01:23:04.496]',0.645,0.275,0.625,0.812,1.204,55.047,15.806,9.437
'[01:23:04.504]',0.695,0.140,0.390,0.808,1.187,54.998,15.122,9.622
'[01:23:04.512]',0.645,0.435,0.280,0.803,1.180,54.901,14.555,9.808
'[01:23:04.520]',0.600,0.840,0.380,0.799,1.182,54.852,14.184,9.935
'[01:23:04.528]',0.470,0.935,0.400,0.795,1.191,54.754,14.057,10.062
'[01:23:04.536]',0.380,0.910,0.410,0.790,1.203,54.510,14.243,10.189
'[01:23:04.544]',0.310,0.900,0.430,0.786,1.219,54.217,14.624,10.120
'[01:23:04.552]',0.270,0.910,0.450,0.782,1.237,53.973,14.995,9.993
'[01:23:04.560]',0.260,0.905,0.455,0.777,1.253,53.729,15.308,9.808
'[01:23:04.568]',0.260,0.900,0.460,0.772,1.270,53.533,15.562,9.564
'[01:23:04.576]',0.260,0.895,0.460,0.767,1.283,53.435,15.620,9.251
'[01:23:04.584]',0.255,0.895,0.460,0.763,1.294,53.338,15.562,8.938
'[01:23:04.592]',0.260,0.891,0.460,0.758,1.301,53.338,15.435,8.557
'[01:23:04.600]',0.260,0.891,0.465,0.754,1.305,53.338,15.308,8.245
'[01:23:04.608]',0.265,0.885,0.470,0.750,1.305,53.338,15.435,7.874
'[01:23:04.616]',0.265,0.885,0.470,0.745,1.301,53.289,16.060,7.561
'[01:23:04.624]',0.270,0.880,0.470,0.740,1.294,53.191,17.437,7.248
'[01:23:04.632]',0.270,0.870,0.475,0.735,1.287,52.947,19.000,7.063
'[01:23:04.640]',0.280,0.860,0.475,0.731,1.282,52.654,19.938,6.867
'[01:23:04.648]',0.285,0.850,0.470,0.725,1.271,52.410,19.870,6.809
'[01:23:04.656]',0.285,0.850,0.470,0.720,1.257,52.166,19.127,6.867
'[01:23:04.664]',0.295,0.840,0.465,0.715,1.242,51.970,18.062,6.867
'[01:23:04.672]',0.295,0.830,0.470,0.710,1.227,51.872,17.125,6.867
'[01:23:04.680]',0.300,0.820,0.475,0.704,1.211,51.726,16.499,6.809
'[01:23:04.688]',0.300,0.815,0.475,0.699,1.196,51.677,16.001,6.682
'[01:23:04.696]',0.305,0.800,0.475,0.693,1.181,51.531,15.689,6.623
'[01:23:04.704]',0.310,0.790,0.475,0.688,1.166,51.384,15.933,6.496
'[01:23:04.712]',0.310,0.770,0.475,0.682,1.152,51.091,16.871,6.242
'[01:23:04.720]',0.315,0.765,0.485,0.676,1.140,50.798,18.619,5.871
'[01:23:04.728]',0.320,0.750,0.485,0.669,1.131,50.407,21.061,5.431
'[01:23:04.736]',0.325,0.735,0.485,0.663,1.125,50.114,23.875,5.002
'[01:23:04.744]',0.325,0.730,0.485,0.657,1.116,50.114,26.620,4.621
'[01:23:04.752]',0.330,0.725,0.485,0.651,1.107,51.042,28.876,4.376
'[01:23:04.760]',0.335,0.720,0.490,0.645,1.097,53.777,30.498,4.122
'[01:23:04.768]',0.350,0.700,0.485,0.640,1.088,59.004,31.436,3.995
'[01:23:04.776]',0.365,0.700,0.490,0.634,1.079,65.940,31.876,3.937
'[01:23:04.784]',0.360,0.705,0.495,0.628,1.071,73.168,32.003,3.937
'[01:23:04.792]',0.360,0.725,0.505,0.622,1.065,79.469,31.934,3.937
'[01:23:04.800]',0.365,0.745,0.505,0.616,1.061,84.403,31.934,3.995
'[01:23:04.808]',0.355,0.780,0.510,0.610,1.056,88.310,31.807,4.122
'[01:23:04.816]',0.345,0.810,0.510,0.603,1.053,91.485,31.563,4.249
'[01:23:04.824]',0.335,0.835,0.510,0.597,1.051,93.976,31.377,4.435
'[01:23:04.832]',0.325,0.850,0.505,0.591,1.052,96.076,31.377,4.689
'[01:23:04.840]',0.320,0.865,0.505,0.583,1.056,97.591,31.622,4.933
'[01:23:04.848]',0.320,0.865,0.500,0.575,1.059,98.665,32.061,5.246
'[01:23:04.856]',0.320,0.870,0.500,0.567,1.062,99.300,32.559,5.617
'[01:23:04.864]',0.315,0.875,0.505,0.558,1.065,99.593,32.999,5.998
'[01:23:04.872]',0.315,0.870,0.500,0.548,1.070,99.349,33.253,6.311
'[01:23:04.880]',0.305,0.875,0.490,0.538,1.076,98.665,33.253,6.623
'[01:23:04.888]',0.300,0.880,0.490,0.528,1.083,97.444,33.126,6.809
'[01:23:04.896]',0.295,0.885,0.495,0.517,1.090,95.783,32.745,6.994
'[01:23:04.904]',0.295,0.880,0.490,0.508,1.096,93.927,32.315,7.121
'[01:23:04.912]',0.295,0.885,0.490,0.499,1.101,91.925,31.690,7.180
'[01:23:04.920]',0.295,0.880,0.490,0.490,1.105,89.824,31.065,7.248
'[01:23:04.928]',0.295,0.885,0.485,0.482,1.109,87.675,30.371,7.248
'[01:23:04.936]',0.295,0.885,0.485,0.474,1.114,85.624,29.687,7.248
'[01:23:04.944]',0.295,0.880,0.485,0.465,1.117,83.621,28.876,7.248
'[01:23:04.952]',0.295,0.885,0.485,0.457,1.118,81.716,27.939,7.248
'[01:23:04.960]',0.290,0.885,0.485,0.449,1.118,79.909,26.815,7.307
'[01:23:04.968]',0.295,0.880,0.480,0.442,1.116,78.297,25.623,7.307
'[01:23:04.976]',0.295,0.885,0.485,0.436,1.111,76.734,24.373,7.307
'[01:23:04.984]',0.295,0.880,0.480,0.430,1.103,75.220,23.308,7.307
'[01:23:04.992]',0.300,0.885,0.480,0.424,1.091,73.803,22.683,7.307
'[01:23:05.000]',0.305,0.875,0.485,0.419,1.077,72.485,22.439,7.307
'[01:23:05.008]',0.320,0.865,0.500,0.413,1.069,71.166,22.370,7.375
'[01:23:05.016]',0.340,0.855,0.505,0.409,1.076,70.189,22.439,7.375
'[01:23:05.024]',0.345,0.855,0.510,0.404,1.111,69.359,22.370,7.434
'[01:23:05.032]',0.345,0.850,0.520,0.399,1.169,68.821,22.243,7.561
'[01:23:05.040]',0.355,0.845,0.535,0.395,1.261,68.479,21.999,7.688
'[01:23:05.048]',0.345,0.845,0.525,0.390,1.411,68.235,21.745,7.747
'[01:23:05.056]',0.340,0.845,0.505,0.385,1.612,68.186,21.687,7.805
'[01:23:05.064]',0.340,0.845,0.490,0.381,1.853,68.089,21.745,7.874
'[01:23:05.072]',0.320,0.845,0.465,0.377,2.118,68.186,22.058,7.932
'[01:23:05.080]',0.305,0.860,0.460,0.374,2.386,68.235,22.556,7.932
'[01:23:05.088]',0.295,0.875,0.460,0.371,2.637,68.235,23.064,7.874
'[01:23:05.096]',0.275,0.891,0.450,0.368,2.859,68.186,23.562,7.805
'[01:23:05.104]',0.250,0.905,0.445,0.364,3.042,67.991,23.933,7.688
'[01:23:05.112]',0.245,0.915,0.445,0.361,3.184,67.747,24.060,7.561
'[01:23:05.120]',0.245,0.905,0.440,0.357,3.284,67.503,23.875,7.434
'[01:23:05.128]',0.250,0.910,0.440,0.353,3.342,67.161,23.494,7.307
'[01:23:05.136]',0.245,0.915,0.445,0.350,3.368,66.916,22.937,7.248
'[01:23:05.144]',0.245,0.915,0.450,0.346,3.375,66.623,22.312,7.121
'[01:23:05.152]',0.230,0.915,0.450,0.343,3.366,66.428,21.814,7.063
'[01:23:05.160]',0.235,0.910,0.445,0.340,3.338,66.184,21.374,7.063
'[01:23:05.168]',0.230,0.910,0.445,0.337,3.295,65.940,20.749,7.121
'[01:23:05.176]',0.225,0.915,0.455,0.334,3.239,65.549,19.870,7.180
'[01:23:05.184]',0.250,0.880,0.485,0.331,3.173,65.109,18.873,7.248
'[01:23:05.192]',0.285,0.770,0.505,0.328,3.098,64.621,17.877,7.307
'[01:23:05.200]',0.410,0.525,0.580,0.325,3.017,64.035,17.125,7.375
'[01:23:05.208]',0.630,0.220,0.620,0.322,2.931,63.546,16.685,7.434
'[01:23:05.216]',0.675,0.055,0.295,0.319,2.841,63.058,16.626,7.561
'[01:23:05.224]',0.635,0.400,0.185,0.316,2.749,62.618,16.744,7.747
'[01:23:05.232]',0.575,0.840,0.350,0.314,2.665,62.179,17.056,8.001
'[01:23:05.240]',0.435,0.940,0.395,0.311,2.584,61.885,17.623,8.245
'[01:23:05.248]',0.335,0.915,0.430,0.308,2.496,61.495,18.307,8.372
'[01:23:05.256]',0.275,0.915,0.455,0.306,2.406,61.251,18.932,8.499
'[01:23:05.264]',0.240,0.915,0.460,0.303,2.317,61.006,19.244,8.557
'[01:23:05.272]',0.235,0.925,0.465,0.300,2.229,60.713,19.313,8.499
'[01:23:05.280]',0.230,0.920,0.470,0.298,2.146,60.469,19.186,8.430
'[01:23:05.288]',0.225,0.920,0.475,0.295,2.068,60.176,18.873,8.313
'[01:23:05.296]',0.240,0.910,0.470,0.292,1.998,59.981,18.434,8.059
'[01:23:05.304]',0.245,0.900,0.475,0.290,1.935,59.785,17.935,7.688
'[01:23:05.312]',0.250,0.895,0.475,0.287,1.882,59.590,17.369,7.307
'[01:23:05.320]',0.255,0.891,0.480,0.284,1.837,59.443,16.998,6.867
'[01:23:05.328]',0.255,0.885,0.485,0.282,1.804,59.248,16.871,6.496
'[01:23:05.336]',0.260,0.885,0.485,0.279,1.778,59.004,17.183,6.057
'[01:23:05.344]',0.270,0.870,0.485,0.277,1.757,58.662,17.935,5.744
'[01:23:05.352]',0.270,0.860,0.485,0.274,1.740,58.320,18.873,5.373
'[01:23:05.360]',0.275,0.845,0.485,0.272,1.728,57.978,19.625,5.119
'[01:23:05.368]',0.285,0.825,0.480,0.269,1.718,57.685,19.684,4.806
'[01:23:05.376]',0.290,0.820,0.480,0.267,1.711,57.441,19.059,4.621
'[01:23:05.384]',0.295,0.810,0.480,0.265,1.704,57.196,18.189,4.435
'[01:23:05.392]',0.300,0.795,0.480,0.263,1.697,57.050,17.496,4.376
'[01:23:05.400]',0.305,0.780,0.480,0.261,1.689,56.903,17.056,4.308
'[01:23:05.408]',0.310,0.770,0.480,0.259,1.679,56.806,16.812,4.249
'[01:23:05.416]',0.320,0.750,0.480,0.258,1.668,56.610,16.499,4.181
'[01:23:05.424]',0.320,0.740,0.485,0.257,1.655,56.366,16.372,4.122
'[01:23:05.432]',0.325,0.720,0.485,0.256,1.642,56.073,16.685,4.064
'[01:23:05.440]',0.330,0.715,0.485,0.256,1.630,55.682,17.496,3.937
'[01:23:05.448]',0.330,0.700,0.485,0.255,1.614,55.292,18.873,3.751
'[01:23:05.456]',0.330,0.700,0.490,0.254,1.595,55.194,20.622,3.556
'[01:23:05.464]',0.335,0.690,0.500,0.254,1.575,55.682,22.556,3.370
'[01:23:05.472]',0.340,0.685,0.500,0.253,1.553,57.441,24.500,3.312
'[01:23:05.480]',0.340,0.685,0.505,0.253,1.530,61.104,26.249,3.312
'[01:23:05.488]',0.350,0.690,0.510,0.252,1.505,66.526,27.626,3.370
'[01:23:05.496]',0.355,0.710,0.520,0.252,1.480,72.778,28.623,3.556
'[01:23:05.504]',0.360,0.730,0.530,0.251,1.455,78.786,29.306,3.751
'[01:23:05.512]',0.370,0.755,0.540,0.250,1.430,83.914,29.619,3.868
'[01:23:05.520]',0.375,0.780,0.550,0.249,1.408,88.066,29.687,3.995
'[01:23:05.528]',0.370,0.800,0.550,0.248,1.390,91.436,29.502,4.181
'[01:23:05.536]',0.370,0.815,0.550,0.247,1.375,94.171,29.121,4.376
'[01:23:05.544]',0.360,0.825,0.550,0.246,1.360,96.369,28.623,4.621
'[01:23:05.552]',0.355,0.835,0.550,0.244,1.344,98.128,28.183,4.933
'[01:23:05.560]',0.355,0.835,0.555,0.243,1.330,99.447,27.753,5.187
'[01:23:05.568]',0.365,0.835,0.555,0.241,1.318,100.375,27.440,5.431
'[01:23:05.576]',0.360,0.830,0.555,0.239,1.306,101.010,27.245,5.685
'[01:23:05.584]',0.360,0.835,0.555,0.237,1.295,101.254,27.186,5.930
'[01:23:05.592]',0.365,0.830,0.565,0.234,1.285,101.058,27.186,6.125
'[01:23:05.600]',0.365,0.820,0.570,0.231,1.276,100.423,27.186,6.311
'[01:23:05.608]',0.370,0.815,0.560,0.228,1.267,99.349,27.245,6.438
'[01:23:05.616]',0.370,0.810,0.560,0.225,1.258,98.030,27.245,6.555
'[01:23:05.624]',0.375,0.810,0.560,0.222,1.250,96.565,27.186,6.623
'[01:23:05.632]',0.375,0.810,0.565,0.219,1.245,95.002,26.874,6.682
'[01:23:05.640]',0.380,0.805,0.565,0.215,1.241,93.439,26.376,6.682
'[01:23:05.648]',0.375,0.805,0.570,0.212,1.226,91.876,25.682,6.750
'[01:23:05.656]',0.375,0.810,0.570,0.208,1.205,90.313,24.744,6.750
'[01:23:05.664]',0.370,0.815,0.575,0.205,1.192,88.750,23.621,6.809
'[01:23:05.672]',0.370,0.810,0.575,0.202,1.182,87.284,22.439,6.809
'[01:23:05.680]',0.365,0.815,0.575,0.198,1.173,85.917,21.433,6.867
'[01:23:05.688]',0.370,0.810,0.580,0.195,1.165,84.598,20.807,6.936
'[01:23:05.696]',0.390,0.795,0.590,0.191,1.155,83.279,20.436,6.994
'[01:23:05.704]',0.415,0.775,0.605,0.189,1.145,81.863,20.124,7.121
'[01:23:05.712]',0.430,0.765,0.615,0.186,1.133,80.349,19.811,7.180
'[01:23:05.720]',0.435,0.765,0.625,0.185,1.125,78.737,19.498,7.248
'[01:23:05.728]',0.440,0.760,0.630,0.183,1.126,77.125,19.244,7.307
'[01:23:05.736]',0.445,0.750,0.640,0.182,1.140,75.562,19.000,7.375
'[01:23:05.744]',0.450,0.750,0.630,0.182,1.174,74.292,18.932,7.434
'[01:23:05.752]',0.435,0.750,0.625,0.181,1.239,73.315,19.186,7.434
'[01:23:05.760]',0.435,0.750,0.610,0.181,1.338,72.680,19.870,7.434
'[01:23:05.768]',0.410,0.750,0.585,0.181,1.473,72.192,20.876,7.375
'[01:23:05.776]',0.395,0.770,0.580,0.182,1.636,71.752,21.931,7.307
'[01:23:05.784]',0.375,0.795,0.585,0.183,1.817,71.215,22.937,7.180
'[01:23:05.792]',0.355,0.815,0.580,0.184,2.003,70.922,23.494,7.063
'[01:23:05.800]',0.335,0.820,0.580,0.185,2.181,70.629,23.748,6.936
'[01:23:05.808]',0.330,0.825,0.575,0.186,2.341,70.287,23.494,6.750
'[01:23:05.816]',0.330,0.825,0.575,0.187,2.476,69.945,22.937,6.623
'[01:23:05.824]',0.330,0.820,0.580,0.188,2.584,69.603,22.126,6.438
'[01:23:05.832]',0.325,0.820,0.580,0.190,2.656,69.261,21.306,6.369
'[01:23:05.840]',0.330,0.820,0.580,0.192,2.701,68.870,20.622,6.311
'[01:23:05.848]',0.325,0.815,0.580,0.194,2.734,68.479,20.124,6.311
'[01:23:05.856]',0.325,0.820,0.585,0.195,2.753,68.186,19.625,6.369
'[01:23:05.864]',0.320,0.815,0.590,0.197,2.757,67.844,19.059,6.496
'[01:23:05.872]',0.315,0.815,0.610,0.199,2.747,67.698,18.248,6.623
'[01:23:05.880]',0.345,0.780,0.635,0.200,2.725,67.503,17.437,6.867
'[01:23:05.888]',0.380,0.675,0.645,0.201,2.695,67.161,16.626,6.994
'[01:23:05.896]',0.485,0.435,0.710,0.202,2.657,66.819,16.060,7.180
'[01:23:05.904]',0.690,0.125,0.750,0.203,2.613,66.428,15.689,7.375
'[01:23:05.912]',0.740,-0.061,0.440,0.203,2.565,65.988,15.620,7.620
'[01:23:05.920]',0.690,0.280,0.320,0.203,2.513,65.549,15.806,7.932
'[01:23:05.928]',0.645,0.745,0.495,0.204,2.463,65.158,16.245,8.245
'[01:23:05.936]',0.515,0.860,0.550,0.204,2.414,64.718,16.812,8.430
'[01:23:05.944]',0.410,0.835,0.575,0.204,2.363,64.377,17.437,8.626
'[01:23:05.952]',0.345,0.840,0.605,0.204,2.309,63.986,17.935,8.684
'[01:23:05.960]',0.310,0.845,0.620,0.204,2.254,63.790,18.248,8.684
'[01:23:05.968]',0.305,0.840,0.620,0.204,2.198,63.595,18.248,8.684
'[01:23:05.976]',0.310,0.835,0.620,0.204,2.142,63.351,18.062,8.557
'[01:23:05.984]',0.300,0.835,0.625,0.204,2.084,63.107,17.750,8.313
'[01:23:05.992]',0.305,0.840,0.630,0.203,2.025,62.911,17.310,8.001
'[01:23:06.000]',0.300,0.835,0.625,0.203,1.966,62.618,16.812,7.561
'[01:23:06.008]',0.295,0.835,0.625,0.203,1.906,62.227,16.372,7.063
'[01:23:06.016]',0.305,0.825,0.630,0.203,1.848,61.983,16.060,6.555
'[01:23:06.024]',0.305,0.820,0.630,0.204,1.794,61.739,16.060,6.125
'[01:23:06.032]',0.305,0.820,0.630,0.204,1.748,61.299,16.431,5.744
'[01:23:06.040]',0.305,0.810,0.635,0.204,1.708,60.860,17.310,5.373
'[01:23:06.048]',0.310,0.805,0.630,0.204,1.668,60.420,18.189,5.060
'[01:23:06.056]',0.300,0.800,0.640,0.205,1.630,60.029,18.815,4.748
'[01:23:06.064]',0.300,0.795,0.635,0.206,1.595,59.736,18.746,4.494
'[01:23:06.072]',0.315,0.775,0.635,0.208,1.565,59.492,18.121,4.376
'[01:23:06.080]',0.320,0.765,0.635,0.209,1.539,59.248,17.437,4.308
'[01:23:06.088]',0.320,0.750,0.635,0.211,1.515,59.053,16.998,4.249
'[01:23:06.096]',0.325,0.735,0.630,0.213,1.495,58.808,16.744,4.181
'[01:23:06.104]',0.325,0.725,0.625,0.215,1.477,58.564,16.626,4.122
'[01:23:06.112]',0.330,0.710,0.625,0.217,1.461,58.222,16.314,3.995
'[01:23:06.120]',0.330,0.695,0.625,0.218,1.447,57.978,16.118,3.937
'[01:23:06.128]',0.340,0.680,0.625,0.220,1.435,57.685,16.314,3.868
'[01:23:06.136]',0.335,0.670,0.625,0.221,1.426,57.294,17.056,3.683
'[01:23:06.144]',0.335,0.655,0.630,0.223,1.415,57.050,18.375,3.497
'[01:23:06.152]',0.330,0.655,0.625,0.224,1.404,57.050,20.124,3.312
'[01:23:06.160]',0.335,0.655,0.625,0.226,1.392,57.880,22.126,3.185
'[01:23:06.168]',0.330,0.655,0.625,0.228,1.380,59.883,24.119,3.058
'[01:23:06.176]',0.335,0.655,0.635,0.229,1.368,63.742,25.809,3.126
'[01:23:06.184]',0.340,0.655,0.640,0.231,1.355,69.114,27.128,3.185
'[01:23:06.192]',0.345,0.675,0.650,0.232,1.341,75.171,28.066,3.243
'[01:23:06.200]',0.350,0.700,0.660,0.233,1.326,80.935,28.623,3.439
'[01:23:06.208]',0.345,0.730,0.665,0.235,1.312,85.819,28.935,3.556
'[01:23:06.216]',0.340,0.765,0.675,0.235,1.298,89.824,29.121,3.810
'[01:23:06.224]',0.325,0.790,0.675,0.236,1.285,93.048,29.189,3.995
'[01:23:06.232]',0.315,0.815,0.675,0.237,1.276,95.686,29.189,4.181
'[01:23:06.240]',0.305,0.830,0.675,0.237,1.268,97.786,28.935,4.435
'[01:23:06.248]',0.300,0.835,0.670,0.237,1.259,99.495,28.564,4.689
'[01:23:06.256]',0.295,0.840,0.670,0.238,1.249,100.717,28.124,5.002
'[01:23:06.264]',0.290,0.835,0.665,0.237,1.240,101.596,27.812,5.304
'[01:23:06.272]',0.295,0.845,0.665,0.237,1.232,102.182,27.626,5.558
'[01:23:06.280]',0.290,0.840,0.660,0.235,1.224,102.377,27.558,5.812
'[01:23:06.288]',0.285,0.845,0.655,0.233,1.216,101.986,27.558,5.998
'[01:23:06.296]',0.295,0.835,0.650,0.230,1.209,101.156,27.499,6.184
'[01:23:06.304]',0.295,0.830,0.655,0.227,1.202,100.033,27.440,6.311
'[01:23:06.312]',0.285,0.830,0.650,0.223,1.195,98.665,27.440,6.438
'[01:23:06.320]',0.275,0.840,0.655,0.220,1.187,97.249,27.245,6.555
'[01:23:06.328]',0.280,0.835,0.655,0.217,1.182,95.783,26.933,6.623
'[01:23:06.336]',0.275,0.840,0.650,0.214,1.179,94.367,26.503,6.623
'[01:23:06.344]',0.270,0.840,0.650,0.211,1.173,92.853,25.936,6.623
'[01:23:06.352]',0.270,0.845,0.650,0.209,1.166,91.436,25.057,6.623
'[01:23:06.360]',0.270,0.845,0.650,0.207,1.159,89.971,24.002,6.682
'[01:23:06.368]',0.265,0.850,0.650,0.205,1.152,88.603,22.683,6.682
'[01:23:06.376]',0.260,0.860,0.650,0.204,1.145,87.187,21.501,6.750
'[01:23:06.384]',0.265,0.855,0.645,0.203,1.137,85.673,20.622,6.750
'[01:23:06.392]',0.270,0.850,0.655,0.203,1.126,84.158,20.182,6.750
'[01:23:06.400]',0.285,0.840,0.665,0.202,1.114,82.547,19.938,6.682
'[01:23:06.408]',0.300,0.835,0.675,0.202,1.102,80.935,19.625,6.750
'[01:23:06.416]',0.305,0.830,0.675,0.202,1.093,79.225,19.313,6.750
'[01:23:06.424]',0.305,0.825,0.685,0.202,1.093,77.613,19.059,6.809
'[01:23:06.432]',0.315,0.820,0.690,0.202,1.107,76.246,18.815,6.867
'[01:23:06.440]',0.295,0.825,0.675,0.202,1.142,75.171,18.688,6.936
'[01:23:06.448]',0.295,0.820,0.660,0.203,1.206,74.292,18.873,6.994
'[01:23:06.456]',0.290,0.820,0.645,0.204,1.305,73.608,19.440,6.994
'[01:23:06.464]',0.265,0.825,0.615,0.205,1.437,72.924,20.309,6.936
'[01:23:06.472]',0.245,0.855,0.610,0.207,1.594,72.289,21.247,6.936
'[01:23:06.480]',0.230,0.875,0.605,0.209,1.766,71.752,22.185,6.867
'[01:23:06.488]',0.205,0.895,0.605,0.210,1.941,71.215,22.937,6.809
'[01:23:06.496]',0.185,0.910,0.600,0.212,2.108,70.824,23.377,6.750
'[01:23:06.504]',0.175,0.915,0.595,0.214,2.256,70.482,23.308,6.623
'[01:23:06.512]',0.170,0.915,0.590,0.215,2.381,70.238,22.937,6.496
'[01:23:06.520]',0.175,0.915,0.585,0.217,2.481,70.042,22.243,6.369
