"'Time','II','III','V','RESP','PLETH','ABP'"
"'[21:13:15.072]',0.235,0.235,0.485,-0.454,0.000,-"
"'[21:13:15.080]',0.190,0.255,0.515,-0.460,0.000,-"
"'[21:13:15.088]',0.170,0.305,0.570,-0.466,0.000,-"
"'[21:13:15.096]',0.225,0.355,0.580,-0.470,0.000,-"
"'[21:13:15.104]',0.335,0.405,0.580,-0.475,0.639,-"
"'[21:13:15.112]',0.350,0.385,0.585,-0.479,1.600,-"
"'[21:13:15.120]',0.240,0.360,0.590,-0.483,2.082,-"
"'[21:13:15.128]',0.205,0.395,0.590,-0.488,2.324,-"
"'[21:13:15.136]',0.300,0.460,0.605,-0.492,2.446,-"
"'[21:13:15.144]',0.400,0.480,0.615,-0.497,2.507,-"
"'[21:13:15.152]',0.335,0.425,0.580,-0.500,2.540,-"
"'[21:13:15.160]',0.180,0.375,0.565,-0.504,2.556,-"
"'[21:13:15.168]',0.150,0.365,0.585,-0.507,2.565,-"
"'[21:13:15.176]',0.215,0.335,0.570,-0.510,2.571,-"
"'[21:13:15.184]',0.250,0.350,0.560,-0.514,2.574,-"
"'[21:13:15.192]',0.245,0.360,0.540,-0.517,2.576,-"
"'[21:13:15.200]',0.215,0.265,0.515,-0.521,2.578,-"
"'[21:13:15.208]',0.135,0.210,0.480,-0.524,2.580,-"
"'[21:13:15.216]',0.065,0.205,0.430,-0.527,2.582,-"
"'[21:13:15.224]',0.100,0.255,0.450,-0.530,2.584,-"
"'[21:13:15.232]',0.190,0.290,0.480,-0.533,2.586,-"
"'[21:13:15.240]',0.240,0.315,0.490,-0.535,2.588,-"
"'[21:13:15.248]',0.270,0.355,0.520,-0.536,2.591,-"
"'[21:13:15.256]',0.280,0.380,0.525,-0.538,2.595,-"
"'[21:13:15.264]',0.220,0.445,0.510,-0.539,2.599,-"
"'[21:13:15.272]',0.195,0.570,0.535,-0.539,2.603,-"
"'[21:13:15.280]',0.230,0.665,0.600,-0.538,2.607,-"
"'[21:13:15.288]',0.350,0.675,0.660,-0.536,2.611,-"
"'[21:13:15.296]',0.610,0.520,0.640,-0.534,2.614,-"
"'[21:13:15.304]',0.910,0.385,0.570,-0.531,2.617,-"
"'[21:13:15.312]',0.985,0.365,0.555,-0.527,2.620,-"
"'[21:13:15.320]',0.795,0.420,0.570,-0.524,2.623,-"
"'[21:13:15.328]',0.560,0.430,0.530,-0.518,2.625,-"
"'[21:13:15.336]',0.365,0.375,0.455,-0.513,2.626,-"
"'[21:13:15.344]',0.250,0.325,0.405,-0.504,2.627,-"
"'[21:13:15.352]',0.235,0.285,0.435,-0.495,2.628,-"
"'[21:13:15.360]',0.255,0.295,0.465,-0.483,2.629,-"
"'[21:13:15.368]',0.240,0.345,0.465,-0.471,2.630,-"
"'[21:13:15.376]',0.205,0.410,0.475,-0.455,2.630,-"
"'[21:13:15.384]',0.195,0.420,0.500,-0.439,2.630,-"
"'[21:13:15.392]',0.250,0.390,0.530,-0.420,2.630,-"
"'[21:13:15.400]',0.280,0.445,0.560,-0.401,2.630,-"
"'[21:13:15.408]',0.260,0.510,0.575,-0.383,2.630,-"
"'[21:13:15.416]',0.250,0.485,0.575,-0.365,2.630,-"
"'[21:13:15.424]',0.255,0.435,0.605,-0.348,2.630,-"
"'[21:13:15.432]',0.265,0.440,0.630,-0.330,2.630,-"
"'[21:13:15.440]',0.235,0.445,0.595,-0.309,2.630,-"
"'[21:13:15.448]',0.165,0.370,0.515,-0.289,2.630,-"
"'[21:13:15.456]',0.160,0.305,0.485,-0.266,2.630,-"
"'[21:13:15.464]',0.300,0.285,0.500,-0.244,2.630,-"
"'[21:13:15.472]',0.405,0.310,0.530,-0.223,2.630,-"
"'[21:13:15.480]',0.415,0.335,0.545,-0.201,2.630,-"
"'[21:13:15.488]',0.315,0.350,0.550,-0.181,2.630,-"
"'[21:13:15.496]',0.355,0.390,0.585,-0.160,2.630,-"
"'[21:13:15.504]',0.480,0.395,0.635,-0.138,2.630,-"
"'[21:13:15.512]',0.585,0.320,0.665,-0.117,2.630,-"
"'[21:13:15.520]',0.540,0.360,0.650,-0.093,2.630,-"
"'[21:13:15.528]',0.375,0.455,0.605,-0.070,2.629,-"
"'[21:13:15.536]',0.300,0.510,0.590,-0.046,2.629,-"
"'[21:13:15.544]',0.315,0.515,0.595,-0.022,2.629,-"
"'[21:13:15.552]',0.255,0.430,0.575,0.002,2.629,-"
"'[21:13:15.560]',0.225,0.335,0.555,0.027,2.629,-"
"'[21:13:15.568]',0.310,0.310,0.550,0.049,2.629,-"
"'[21:13:15.576]',0.365,0.375,0.575,0.071,2.630,-"
"'[21:13:15.584]',0.345,0.415,0.585,0.092,2.630,-"
"'[21:13:15.592]',0.325,0.445,0.580,0.113,2.630,-"
"'[21:13:15.600]',0.345,0.485,0.585,0.134,2.631,-"
"'[21:13:15.608]',0.320,0.500,0.570,0.155,2.631,-"
"'[21:13:15.616]',0.280,0.465,0.525,0.176,2.632,-"
"'[21:13:15.624]',0.275,0.400,0.490,0.197,2.632,-"
"'[21:13:15.632]',0.250,0.345,0.485,0.216,2.632,-"
"'[21:13:15.640]',0.240,0.340,0.495,0.236,2.632,-"
"'[21:13:15.648]',0.265,0.410,0.530,0.253,2.632,-"
"'[21:13:15.656]',0.285,0.420,0.550,0.271,2.632,-"
"'[21:13:15.664]',0.305,0.380,0.550,0.287,2.632,-"
"'[21:13:15.672]',0.340,0.400,0.545,0.304,2.632,-"
"'[21:13:15.680]',0.350,0.440,0.540,0.320,2.632,-"
"'[21:13:15.688]',0.315,0.490,0.565,0.336,2.632,-"
"'[21:13:15.696]',0.300,0.500,0.585,0.350,2.632,-"
"'[21:13:15.704]',0.315,0.405,0.585,0.363,2.632,-"
"'[21:13:15.712]',0.335,0.400,0.600,0.375,2.632,-"
"'[21:13:15.720]',0.345,0.445,0.605,0.386,2.632,-"
"'[21:13:15.728]',0.390,0.455,0.570,0.393,2.632,-"
"'[21:13:15.736]',0.440,0.515,0.555,0.400,2.632,-"
"'[21:13:15.744]',0.405,0.535,0.545,0.403,2.632,-"
"'[21:13:15.752]',0.265,0.490,0.505,0.407,2.632,-"
"'[21:13:15.760]',0.170,0.410,0.480,0.406,2.632,-"
"'[21:13:15.768]',0.200,0.335,0.490,0.405,2.632,-"
"'[21:13:15.776]',0.280,0.290,0.500,0.400,2.632,-"
"'[21:13:15.784]',0.305,0.285,0.505,0.394,2.632,-"
"'[21:13:15.792]',0.280,0.310,0.495,0.387,2.632,-"
"'[21:13:15.800]',0.280,0.325,0.505,0.380,2.632,-"
"'[21:13:15.808]',0.260,0.335,0.510,0.370,2.632,-"
"'[21:13:15.816]',0.235,0.345,0.500,0.361,2.633,-"
"'[21:13:15.824]',0.250,0.350,0.520,0.346,2.635,-"
"'[21:13:15.832]',0.235,0.355,0.530,0.332,2.637,-"
"'[21:13:15.840]',0.165,0.420,0.495,0.313,2.639,-"
"'[21:13:15.848]',0.120,0.480,0.480,0.294,2.641,-"
"'[21:13:15.856]',0.155,0.490,0.550,0.273,2.643,-"
"'[21:13:15.864]',0.320,0.525,0.610,0.252,2.646,-"
"'[21:13:15.872]',0.640,0.635,0.675,0.229,2.648,-"
"'[21:13:15.880]',1.021,0.715,0.710,0.208,2.650,-"
"'[21:13:15.888]',1.200,0.565,0.670,0.187,2.652,-"
"'[21:13:15.896]',1.000,0.430,0.590,0.168,2.654,-"
"'[21:13:15.904]',0.660,0.480,0.515,0.150,2.656,-"
"'[21:13:15.912]',0.400,0.510,0.485,0.132,2.657,-"
"'[21:13:15.920]',0.270,0.450,0.490,0.116,2.658,-"
"'[21:13:15.928]',0.235,0.375,0.495,0.100,2.658,-"
"'[21:13:15.936]',0.210,0.310,0.440,0.086,2.658,-"
"'[21:13:15.944]',0.160,0.280,0.430,0.071,2.657,-"
"'[21:13:15.952]',0.150,0.305,0.475,0.060,2.656,-"
"'[21:13:15.960]',0.225,0.340,0.500,0.049,2.656,-"
"'[21:13:15.968]',0.260,0.355,0.520,0.041,2.655,-"
"'[21:13:15.976]',0.235,0.365,0.545,0.034,2.654,-"
"'[21:13:15.984]',0.240,0.405,0.575,0.029,2.653,-"
"'[21:13:15.992]',0.310,0.450,0.580,0.026,2.652,-"
"'[21:13:16.000]',0.395,0.505,0.560,0.025,2.651,-"
"'[21:13:16.008]',0.405,0.575,0.560,0.024,2.650,-"
"'[21:13:16.016]',0.335,0.535,0.540,0.026,2.649,-"
"'[21:13:16.024]',0.300,0.385,0.505,0.028,2.648,-"
"'[21:13:16.032]',0.320,0.330,0.500,0.032,2.647,-"
"'[21:13:16.040]',0.355,0.385,0.525,0.036,2.647,-"
"'[21:13:16.048]',0.370,0.450,0.535,0.041,2.646,-"
"'[21:13:16.056]',0.505,0.580,0.505,0.045,2.646,-"
"'[21:13:16.064]',0.670,0.710,0.495,0.049,2.645,-"
"'[21:13:16.072]',0.605,0.630,0.530,0.053,2.645,-"
"'[21:13:16.080]',0.425,0.420,0.565,0.057,2.645,-"
"'[21:13:16.088]',0.365,0.335,0.585,0.061,2.644,-"
"'[21:13:16.096]',0.435,0.365,0.625,0.064,2.644,-"
"'[21:13:16.104]',0.510,0.390,0.655,0.067,2.643,-"
"'[21:13:16.112]',0.515,0.405,0.660,0.069,2.643,-"
"'[21:13:16.120]',0.375,0.455,0.600,0.071,2.643,-"
"'[21:13:16.128]',0.290,0.470,0.565,0.073,2.643,-"
"'[21:13:16.136]',0.275,0.395,0.565,0.074,2.643,-"
"'[21:13:16.144]',0.335,0.390,0.585,0.075,2.643,-"
"'[21:13:16.152]',0.345,0.415,0.580,0.076,2.643,-"
"'[21:13:16.160]',0.300,0.335,0.555,0.077,2.643,-"
"'[21:13:16.168]',0.315,0.315,0.545,0.078,2.643,-"
"'[21:13:16.176]',0.335,0.370,0.550,0.077,2.643,-"
"'[21:13:16.184]',0.345,0.375,0.555,0.077,2.643,-"
"'[21:13:16.192]',0.295,0.425,0.565,0.076,2.643,-"
"'[21:13:16.200]',0.225,0.450,0.570,0.075,2.643,-"
"'[21:13:16.208]',0.250,0.380,0.580,0.074,2.643,-"
"'[21:13:16.216]',0.290,0.325,0.565,0.074,2.643,-"
"'[21:13:16.224]',0.265,0.310,0.535,0.073,2.642,-"
"'[21:13:16.232]',0.215,0.380,0.530,0.072,2.642,-"
"'[21:13:16.240]',0.180,0.435,0.545,0.071,2.641,-"
"'[21:13:16.248]',0.210,0.405,0.545,0.069,2.641,-"
"'[21:13:16.256]',0.280,0.375,0.540,0.067,2.640,-"
"'[21:13:16.264]',0.310,0.410,0.535,0.065,2.640,-"
"'[21:13:16.272]',0.320,0.465,0.540,0.062,2.639,-"
"'[21:13:16.280]',0.360,0.475,0.555,0.060,2.638,-"
"'[21:13:16.288]',0.415,0.465,0.595,0.056,2.637,-"
"'[21:13:16.296]',0.435,0.450,0.615,0.053,2.637,-"
"'[21:13:16.304]',0.400,0.390,0.590,0.047,2.636,-"
"'[21:13:16.312]',0.355,0.345,0.560,0.041,2.636,-"
"'[21:13:16.320]',0.320,0.335,0.535,0.034,2.635,-"
"'[21:13:16.328]',0.205,0.355,0.530,0.026,2.635,-"
"'[21:13:16.336]',0.120,0.365,0.520,0.017,2.634,-"
"'[21:13:16.344]',0.115,0.345,0.485,0.008,2.634,-"
"'[21:13:16.352]',0.175,0.360,0.475,-0.003,2.634,-"
"'[21:13:16.360]',0.250,0.335,0.490,-0.014,2.634,-"
"'[21:13:16.368]',0.305,0.285,0.500,-0.023,2.634,-"
"'[21:13:16.376]',0.265,0.265,0.495,-0.032,2.634,-"
"'[21:13:16.384]',0.190,0.260,0.470,-0.041,2.634,-"
"'[21:13:16.392]',0.180,0.285,0.465,-0.050,2.634,-"
"'[21:13:16.400]',0.200,0.365,0.530,-0.058,2.635,-"
"'[21:13:16.408]',0.200,0.500,0.590,-0.066,2.637,-"
"'[21:13:16.416]',0.180,0.585,0.625,-0.074,2.639,-"
"'[21:13:16.424]',0.225,0.510,0.610,-0.082,2.641,-"
"'[21:13:16.432]',0.490,0.455,0.600,-0.089,2.644,-"
"'[21:13:16.440]',0.960,0.510,0.670,-0.096,2.646,-"
"'[21:13:16.448]',1.205,0.470,0.705,-0.102,2.648,-"
"'[21:13:16.456]',1.000,0.405,0.650,-0.107,2.650,-"
"'[21:13:16.464]',0.655,0.475,0.575,-0.112,2.652,-"
"'[21:13:16.472]',0.435,0.525,0.500,-0.117,2.654,-"
"'[21:13:16.480]',0.330,0.465,0.460,-0.120,2.656,-"
"'[21:13:16.488]',0.260,0.410,0.475,-0.124,2.657,-"
"'[21:13:16.496]',0.160,0.355,0.495,-0.128,2.658,-"
"'[21:13:16.504]',0.070,0.280,0.510,-0.131,2.658,-"
"'[21:13:16.512]',0.095,0.265,0.510,-0.135,2.658,-"
"'[21:13:16.520]',0.155,0.310,0.515,-0.138,2.658,-"
"'[21:13:16.528]',0.210,0.330,0.535,-0.141,2.657,-"
"'[21:13:16.536]',0.280,0.385,0.570,-0.143,2.656,-"
"'[21:13:16.544]',0.320,0.470,0.610,-0.145,2.656,-"
"'[21:13:16.552]',0.320,0.515,0.635,-0.147,2.655,-"
"'[21:13:16.560]',0.295,0.475,0.595,-0.151,2.654,-"
"'[21:13:16.568]',0.250,0.405,0.520,-0.154,2.653,-"
"'[21:13:16.576]',0.200,0.400,0.505,-0.159,2.652,-"
"'[21:13:16.584]',0.175,0.425,0.540,-0.163,2.651,-"
"'[21:13:16.592]',0.290,0.370,0.550,-0.166,2.650,-"
"'[21:13:16.600]',0.405,0.315,0.500,-0.170,2.649,-"
"'[21:13:16.608]',0.420,0.330,0.475,-0.174,2.648,-"
"'[21:13:16.616]',0.450,0.380,0.530,-0.178,2.647,-"
"'[21:13:16.624]',0.510,0.425,0.600,-0.182,2.646,-"
"'[21:13:16.632]',0.535,0.450,0.605,-0.187,2.645,-"
"'[21:13:16.640]',0.570,0.475,0.545,-0.192,2.644,-"
"'[21:13:16.648]',0.575,0.520,0.565,-0.197,2.644,-"
"'[21:13:16.656]',0.480,0.545,0.590,-0.204,2.644,-"
"'[21:13:16.664]',0.385,0.525,0.580,-0.210,2.643,-"
"'[21:13:16.672]',0.345,0.525,0.555,-0.217,2.643,-"
"'[21:13:16.680]',0.360,0.550,0.550,-0.224,2.643,-"
"'[21:13:16.688]',0.395,0.565,0.600,-0.231,2.643,-"
"'[21:13:16.696]',0.410,0.525,0.645,-0.238,2.643,-"
"'[21:13:16.704]',0.375,0.340,0.610,-0.245,2.643,-"
"'[21:13:16.712]',0.365,0.210,0.555,-0.251,2.643,-"
"'[21:13:16.720]',0.350,0.310,0.550,-0.258,2.643,-"
"'[21:13:16.728]',0.345,0.430,0.590,-0.266,2.643,-"
"'[21:13:16.736]',0.380,0.395,0.610,-0.274,2.643,-"
"'[21:13:16.744]',0.325,0.320,0.560,-0.282,2.643,-"
"'[21:13:16.752]',0.185,0.300,0.485,-0.290,2.643,-"
"'[21:13:16.760]',0.109,0.310,0.460,-0.297,2.643,-"
"'[21:13:16.768]',0.160,0.340,0.490,-0.305,2.642,-"
"'[21:13:16.776]',0.250,0.345,0.540,-0.313,2.642,-"
"'[21:13:16.784]',0.295,0.290,0.545,-0.323,2.642,-"
"'[21:13:16.792]',0.270,0.280,0.510,-0.332,2.642,-"
"'[21:13:16.800]',0.240,0.395,0.505,-0.344,2.641,-"
"'[21:13:16.808]',0.250,0.435,0.525,-0.356,2.641,-"
"'[21:13:16.816]',0.310,0.405,0.570,-0.371,2.641,-"
"'[21:13:16.824]',0.330,0.390,0.605,-0.386,2.640,-"
"'[21:13:16.832]',0.295,0.375,0.590,-0.404,2.640,-"
"'[21:13:16.840]',0.290,0.345,0.530,-0.421,2.639,-"
"'[21:13:16.848]',0.360,0.325,0.505,-0.439,2.639,-"
"'[21:13:16.856]',0.370,0.370,0.530,-0.456,2.638,-"
"'[21:13:16.864]',0.360,0.490,0.590,-0.473,2.638,-"
"'[21:13:16.872]',0.370,0.525,0.610,-0.490,2.638,-"
"'[21:13:16.880]',0.335,0.390,0.530,-0.510,2.638,-"
"'[21:13:16.888]',0.305,0.260,0.480,-0.530,2.638,-"
"'[21:13:16.896]',0.310,0.240,0.490,-0.553,2.638,-"
"'[21:13:16.904]',0.290,0.260,0.510,-0.575,2.638,-"
"'[21:13:16.912]',0.245,0.270,0.500,-0.594,2.638,-"
"'[21:13:16.920]',0.210,0.270,0.470,-0.614,2.639,-"
"'[21:13:16.928]',0.165,0.310,0.445,-0.631,2.639,-"
"'[21:13:16.936]',0.130,0.340,0.430,-0.647,2.640,-"
"'[21:13:16.944]',0.135,0.300,0.420,-0.662,2.641,-"
"'[21:13:16.952]',0.160,0.250,0.430,-0.677,2.642,-"
"'[21:13:16.960]',0.220,0.310,0.485,-0.691,2.643,-"
"'[21:13:16.968]',0.300,0.435,0.550,-0.704,2.645,-"
"'[21:13:16.976]',0.310,0.510,0.570,-0.715,2.647,-"
"'[21:13:16.984]',0.295,0.580,0.590,-0.725,2.649,-"
"'[21:13:16.992]',0.470,0.615,0.640,-0.731,2.651,-"
"'[21:13:17.000]',0.780,0.550,0.680,-0.738,2.654,-"
"'[21:13:17.008]',1.061,0.445,0.685,-0.742,2.657,-"
"'[21:13:17.016]',1.120,0.325,0.645,-0.745,2.660,-"
"'[21:13:17.024]',0.940,0.245,0.540,-0.746,2.662,-"
"'[21:13:17.032]',0.625,0.235,0.420,-0.746,2.664,-"
"'[21:13:17.040]',0.370,0.255,0.385,-0.745,2.665,-"
"'[21:13:17.048]',0.245,0.285,0.430,-0.743,2.666,-"
"'[21:13:17.056]',0.220,0.295,0.470,-0.740,2.666,-"
"'[21:13:17.064]',0.260,0.260,0.475,-0.736,2.666,-"
"'[21:13:17.072]',0.315,0.235,0.490,-0.731,2.666,-"
"'[21:13:17.080]',0.325,0.265,0.525,-0.727,2.665,-"
"'[21:13:17.088]',0.240,0.330,0.535,-0.722,2.664,-"
"'[21:13:17.096]',0.120,0.405,0.530,-0.717,2.664,-"
"'[21:13:17.104]',0.070,0.430,0.525,-0.713,2.663,-"
"'[21:13:17.112]',0.120,0.365,0.515,-0.709,2.662,-"
"'[21:13:17.120]',0.180,0.330,0.510,-0.707,2.662,-"
"'[21:13:17.128]',0.215,0.370,0.545,-0.704,2.661,-"
"'[21:13:17.136]',0.270,0.390,0.565,-0.702,2.660,-"
"'[21:13:17.144]',0.300,0.305,0.550,-0.701,2.660,-"
"'[21:13:17.152]',0.285,0.210,0.505,-0.700,2.640,-"
"'[21:13:17.160]',0.335,0.160,0.485,-0.699,2.610,-"
"'[21:13:17.168]',0.405,0.150,0.500,-0.699,2.589,-"
"'[21:13:17.176]',0.415,0.255,0.530,-0.699,2.574,-"
"'[21:13:17.184]',0.360,0.350,0.550,-0.700,2.561,-"
"'[21:13:17.192]',0.390,0.370,0.565,-0.700,2.549,-"
"'[21:13:17.200]',0.415,0.295,0.575,-0.702,2.537,-"
"'[21:13:17.208]',0.370,0.250,0.565,-0.704,2.524,-"
"'[21:13:17.216]',0.340,0.295,0.575,-0.707,2.511,-"
"'[21:13:17.224]',0.365,0.460,0.620,-0.711,2.500,-"
"'[21:13:17.232]',0.375,0.565,0.650,-0.714,2.488,-"
"'[21:13:17.240]',0.375,0.470,0.630,-0.717,2.477,-"
"'[21:13:17.248]',0.405,0.375,0.605,-0.719,2.468,-"
"'[21:13:17.256]',0.445,0.350,0.570,-0.722,2.460,-"
"'[21:13:17.264]',0.430,0.295,0.540,-0.725,2.454,-"
"'[21:13:17.272]',0.380,0.260,0.530,-0.728,2.449,-"
"'[21:13:17.280]',0.300,0.290,0.505,-0.731,2.447,-"
"'[21:13:17.288]',0.265,0.300,0.480,-0.735,2.446,-"
"'[21:13:17.296]',0.280,0.300,0.480,-0.739,2.447,-"
"'[21:13:17.304]',0.265,0.320,0.475,-0.743,2.449,-"
"'[21:13:17.312]',0.260,0.375,0.510,-0.746,2.452,-"
"'[21:13:17.320]',0.315,0.395,0.545,-0.750,2.456,-"
"'[21:13:17.328]',0.370,0.375,0.520,-0.754,2.459,-"
"'[21:13:17.336]',0.380,0.350,0.490,-0.757,2.462,-"
"'[21:13:17.344]',0.315,0.330,0.485,-0.760,2.463,-"
"'[21:13:17.352]',0.285,0.355,0.485,-0.763,2.462,-"
"'[21:13:17.360]',0.335,0.385,0.500,-0.767,2.460,-"
"'[21:13:17.368]',0.435,0.355,0.535,-0.771,2.456,-"
"'[21:13:17.376]',0.455,0.335,0.575,-0.777,2.449,-"
"'[21:13:17.384]',0.270,0.370,0.610,-0.782,2.440,-"
"'[21:13:17.392]',0.150,0.280,0.615,-0.786,2.431,-"
"'[21:13:17.400]',0.185,0.140,0.545,-0.790,2.421,-"
"'[21:13:17.408]',0.265,0.115,0.525,-0.794,2.411,-"
"'[21:13:17.416]',0.275,0.145,0.525,-0.798,2.401,-"
"'[21:13:17.424]',0.280,0.240,0.485,-0.803,2.392,-"
"'[21:13:17.432]',0.385,0.450,0.455,-0.807,2.386,-"
"'[21:13:17.440]',0.550,0.625,0.455,-0.813,2.383,-"
"'[21:13:17.448]',0.600,0.635,0.430,-0.819,2.382,-"
"'[21:13:17.456]',0.435,0.455,0.420,-0.824,2.383,-"
"'[21:13:17.464]',0.250,0.420,0.490,-0.828,2.385,-"
"'[21:13:17.472]',0.130,0.325,0.515,-0.830,2.388,-"
"'[21:13:17.480]',0.004,0.085,0.570,-0.832,2.391,-"
"'[21:13:17.488]',-0.095,-0.055,0.655,-0.832,2.395,-"
"'[21:13:17.496]',-0.110,-0.065,0.665,-0.832,2.400,-"
"'[21:13:17.504]',0.060,-0.045,0.565,-0.831,2.406,-"
"'[21:13:17.512]',0.245,0.035,0.535,-0.828,2.414,-"
"'[21:13:17.520]',0.270,0.180,0.500,-0.825,2.426,-"
"'[21:13:17.528]',0.175,0.300,0.475,-0.822,2.442,-"
"'[21:13:17.536]',0.155,0.330,0.485,-0.819,2.463,-"
"'[21:13:17.544]',0.185,0.290,0.475,-0.815,2.486,-"
"'[21:13:17.552]',0.240,0.285,0.475,-0.812,2.509,-"
"'[21:13:17.560]',0.415,0.400,0.505,-0.809,2.539,-"
"'[21:13:17.568]',0.755,0.540,0.580,-0.807,2.569,-"
"'[21:13:17.576]',1.055,0.605,0.655,-0.804,2.597,-"
"'[21:13:17.584]',1.090,0.540,0.625,-0.807,2.622,-"
"'[21:13:17.592]',0.800,0.485,0.540,-0.809,2.641,-"
"'[21:13:17.600]',0.655,0.455,0.495,-0.816,2.656,-"
"'[21:13:17.608]',0.565,0.325,0.475,-0.822,2.663,-"
"'[21:13:17.616]',0.450,0.185,0.480,-0.836,2.663,-"
"'[21:13:17.624]',0.295,0.165,0.500,-0.850,2.659,-"
"'[21:13:17.632]',0.125,0.265,0.465,-0.868,2.651,-"
"'[21:13:17.640]',0.090,0.390,0.455,-0.886,2.643,-"
"'[21:13:17.648]',0.230,0.420,0.500,-0.904,2.634,-"
"'[21:13:17.656]',0.280,0.250,0.480,-0.922,2.624,-"
"'[21:13:17.664]',0.240,0.170,0.440,-0.939,2.612,-"
"'[21:13:17.672]',0.215,0.195,0.415,-0.956,2.600,-"
"'[21:13:17.680]',0.210,0.240,0.435,-0.975,2.587,-"
"'[21:13:17.688]',0.210,0.290,0.470,-0.995,2.574,-"
"'[21:13:17.696]',0.210,0.345,0.490,-1.016,2.559,-"
"'[21:13:17.704]',0.245,0.440,0.535,-1.036,2.543,-"
"'[21:13:17.712]',0.315,0.490,0.575,-1.039,2.530,-"
"'[21:13:17.720]',0.380,0.410,0.545,-1.041,2.516,-"
"'[21:13:17.728]',0.405,0.250,0.490,-1.041,2.504,-"
"'[21:13:17.736]',0.385,0.145,0.475,-1.041,2.495,-"
"'[21:13:17.744]',0.380,0.125,0.510,-1.041,2.486,-"
"'[21:13:17.752]',0.400,0.195,0.545,-1.041,2.479,-"
"'[21:13:17.760]',0.355,0.300,0.550,-1.041,2.472,-"
"'[21:13:17.768]',0.230,0.385,0.520,-1.041,2.464,-"
"'[21:13:17.776]',0.210,0.405,0.500,-1.041,2.457,-"
"'[21:13:17.784]',0.350,0.355,0.510,-1.041,2.453,-"
"'[21:13:17.792]',0.365,0.260,0.560,-1.017,2.449,-"
"'[21:13:17.800]',0.230,0.225,0.605,-0.992,2.447,-"
"'[21:13:17.808]',0.220,0.245,0.610,-0.966,2.446,-"
"'[21:13:17.816]',0.335,0.255,0.585,-0.939,2.446,-"
"'[21:13:17.824]',0.410,0.235,0.585,-0.911,2.446,-"
"'[21:13:17.832]',0.450,0.225,0.570,-0.883,2.446,-"
"'[21:13:17.840]',0.455,0.290,0.550,-0.853,2.446,-"
"'[21:13:17.848]',0.410,0.340,0.540,-0.823,2.445,-"
"'[21:13:17.856]',0.345,0.345,0.505,-0.792,2.444,-"
"'[21:13:17.864]',0.300,0.290,0.445,-0.761,2.442,-"
"'[21:13:17.872]',0.260,0.290,0.395,-0.735,2.440,-"
"'[21:13:17.880]',0.235,0.305,0.390,-0.708,2.439,-"
"'[21:13:17.888]',0.305,0.325,0.435,-0.686,2.438,-"
"'[21:13:17.896]',0.380,0.345,0.485,-0.664,2.438,-"
"'[21:13:17.904]',0.390,0.360,0.505,-0.650,2.438,-"
"'[21:13:17.912]',0.335,0.345,0.480,-0.635,2.437,-"
"'[21:13:17.920]',0.305,0.340,0.455,-0.627,2.436,-"
"'[21:13:17.928]',0.330,0.390,0.480,-0.618,2.435,-"
"'[21:13:17.936]',0.405,0.425,0.520,-0.616,2.434,-"
"'[21:13:17.944]',0.425,0.405,0.525,-0.614,2.433,-"
"'[21:13:17.952]',0.380,0.400,0.500,-0.617,2.431,-"
"'[21:13:17.960]',0.370,0.495,0.530,-0.620,2.428,-"
"'[21:13:17.968]',0.385,0.515,0.550,-0.624,2.423,-"
"'[21:13:17.976]',0.420,0.410,0.510,-0.628,2.416,-"
"'[21:13:17.984]',0.465,0.345,0.495,-0.631,2.407,-"
"'[21:13:17.992]',0.485,0.375,0.530,-0.634,2.396,-"
"'[21:13:18.000]',0.455,0.390,0.515,-0.637,2.386,-"
"'[21:13:18.008]',0.415,0.370,0.480,-0.640,2.376,-"
"'[21:13:18.016]',0.425,0.310,0.475,-0.643,2.368,-"
"'[21:13:18.024]',0.440,0.285,0.480,-0.644,2.361,-"
"'[21:13:18.032]',0.335,0.310,0.460,-0.644,2.356,-"
"'[21:13:18.040]',0.255,0.320,0.455,-0.644,2.354,-"
"'[21:13:18.048]',0.220,0.300,0.460,-0.642,2.355,-"
"'[21:13:18.056]',0.175,0.280,0.435,-0.640,2.358,-"
"'[21:13:18.064]',0.165,0.290,0.410,-0.633,2.363,-"
"'[21:13:18.072]',0.285,0.330,0.430,-0.626,2.370,-"
"'[21:13:18.080]',0.375,0.345,0.470,-0.616,2.380,-"
"'[21:13:18.088]',0.330,0.330,0.480,-0.604,2.394,-"
"'[21:13:18.096]',0.245,0.340,0.490,-0.589,2.411,-"
"'[21:13:18.104]',0.200,0.430,0.525,-0.573,2.431,-"
"'[21:13:18.112]',0.195,0.500,0.550,-0.555,2.454,-"
"'[21:13:18.120]',0.280,0.430,0.540,-0.535,2.478,-"
"'[21:13:18.128]',0.450,0.360,0.525,-0.516,2.503,-"
"'[21:13:18.136]',0.765,0.405,0.555,-0.497,2.528,-"
"'[21:13:18.144]',1.075,0.415,0.585,-0.478,2.548,-"
"'[21:13:18.152]',1.130,0.265,0.565,-0.458,2.565,-"
"'[21:13:18.160]',0.815,0.250,0.520,-0.436,2.581,-"
"'[21:13:18.168]',0.520,0.425,0.480,-0.413,2.594,-"
"'[21:13:18.176]',0.340,0.450,0.450,-0.389,2.604,-"
"'[21:13:18.184]',0.270,0.360,0.445,-0.364,2.609,-"
