'Time','II','III','AVR','V','RESP','PLETH','ABP'
'[09:22:43.604]',0.300,0.280,-,0.845,0.529,1.452,84.061
'[09:22:43.612]',0.315,0.290,-,0.855,0.525,1.434,82.449
'[09:22:43.620]',0.325,0.300,-,0.861,0.520,1.416,81.618
'[09:22:43.628]',0.365,0.315,-,0.871,0.516,1.398,81.472
'[09:22:43.636]',0.400,0.330,-,0.876,0.513,1.376,82.009
'[09:22:43.644]',0.380,0.315,-,0.861,0.511,1.355,82.791
'[09:22:43.652]',0.320,0.280,-,0.830,0.509,1.337,84.012
'[09:22:43.660]',0.265,0.250,-,0.805,0.509,1.324,85.477
'[09:22:43.668]',0.220,0.235,-,0.791,0.509,1.317,87.187
'[09:22:43.676]',0.195,0.230,-,0.781,0.511,1.318,88.994
'[09:22:43.684]',0.190,0.225,-,0.775,0.512,1.328,90.606
'[09:22:43.692]',0.195,0.225,-,0.775,0.515,1.354,91.925
'[09:22:43.700]',0.195,0.225,-,0.775,0.518,1.401,92.755
'[09:22:43.708]',0.200,0.230,-,0.781,0.522,1.470,92.853
'[09:22:43.716]',0.205,0.235,-,0.786,0.525,1.563,92.364
'[09:22:43.724]',0.190,0.215,-,0.786,0.528,1.675,91.290
'[09:22:43.732]',0.115,0.160,-,0.805,0.532,1.803,89.824
'[09:22:43.740]',0.050,0.060,-,0.881,0.535,1.935,88.066
'[09:22:43.748]',0.215,0.030,-,0.966,0.538,2.065,86.259
'[09:22:43.756]',0.805,0.460,-,1.036,0.540,2.185,84.403
'[09:22:43.764]',1.196,0.960,-,0.820,0.543,2.288,82.595
'[09:22:43.772]',0.891,1.045,-,0.284,0.545,2.364,80.935
'[09:22:43.780]',0.380,0.625,-,0.075,0.548,2.417,79.421
'[09:22:43.788]',0.085,0.315,-,0.320,0.549,2.461,78.102
'[09:22:43.796]',0.035,0.195,-,0.626,0.551,2.491,76.978
'[09:22:43.804]',0.125,0.190,-,0.825,0.552,2.502,76.050
'[09:22:43.812]',0.205,0.210,-,0.935,0.554,2.499,75.318
'[09:22:43.820]',0.245,0.220,-,0.980,0.554,2.482,74.731
'[09:22:43.828]',0.270,0.225,-,1.005,0.555,2.456,74.438
'[09:22:43.836]',0.285,0.235,-,1.031,0.556,2.421,74.194
'[09:22:43.844]',0.300,0.240,-,1.050,0.556,2.382,73.901
'[09:22:43.852]',0.320,0.250,-,1.070,0.556,2.340,73.657
'[09:22:43.860]',0.340,0.255,-,1.095,0.555,2.294,73.510
'[09:22:43.868]',0.355,0.260,-,1.121,0.554,2.252,73.217
'[09:22:43.876]',0.375,0.270,-,1.145,0.553,2.211,72.973
'[09:22:43.884]',0.405,0.280,-,1.170,0.552,2.168,72.729
'[09:22:43.892]',0.435,0.300,-,1.196,0.551,2.126,72.387
'[09:22:43.900]',0.465,0.315,-,1.220,0.550,2.086,71.996
'[09:22:43.908]',0.495,0.325,-,1.245,0.549,2.049,71.508
'[09:22:43.916]',0.525,0.335,-,1.281,0.547,2.016,71.068
'[09:22:43.924]',0.570,0.345,-,1.305,0.545,1.988,70.531
'[09:22:43.932]',0.605,0.360,-,1.330,0.543,1.968,70.042
'[09:22:43.940]',0.640,0.370,-,1.346,0.540,1.953,69.652
'[09:22:43.948]',0.665,0.380,-,1.351,0.537,1.945,69.261
'[09:22:43.956]',0.675,0.390,-,1.325,0.535,1.942,68.870
'[09:22:43.964]',0.670,0.390,-,1.296,0.532,1.942,68.479
'[09:22:43.972]',0.645,0.385,-,1.255,0.529,1.942,68.431
'[09:22:43.980]',0.620,0.375,-,1.206,0.525,1.942,68.870
'[09:22:43.988]',0.575,0.365,-,1.145,0.522,1.942,70.629
'[09:22:43.996]',0.520,0.345,-,1.085,0.517,1.939,74.878
'[09:22:44.004]',0.450,0.320,-,1.026,0.514,1.932,82.937
'[09:22:44.012]',0.390,0.300,-,0.970,0.509,1.920,95.197
'[09:22:44.020]',0.340,0.285,-,0.930,0.504,1.902,110.290
'[09:22:44.028]',0.305,0.275,-,0.895,0.498,1.881,125.285
'[09:22:44.036]',0.280,0.265,-,0.871,0.493,1.855,137.057
'[09:22:44.044]',0.260,0.255,-,0.861,0.488,1.829,144.041
'[09:22:44.052]',0.245,0.250,-,0.850,0.483,1.802,146.435
'[09:22:44.060]',0.235,0.245,-,0.845,0.478,1.771,145.165
'[09:22:44.068]',0.235,0.245,-,0.845,0.474,1.744,141.355
'[09:22:44.076]',0.235,0.240,-,0.845,0.468,1.717,135.689
'[09:22:44.084]',0.240,0.240,-,0.845,0.462,1.690,128.948
'[09:22:44.092]',0.240,0.245,-,0.840,0.455,1.663,121.817
'[09:22:44.100]',0.235,0.250,-,0.835,0.449,1.634,114.979
'[09:22:44.108]',0.230,0.235,-,0.830,0.442,1.608,108.825
'[09:22:44.116]',0.220,0.230,-,0.825,0.436,1.584,103.305
'[09:22:44.124]',0.215,0.230,-,0.815,0.431,1.561,98.421
'[09:22:44.132]',0.215,0.235,-,0.810,0.425,1.539,94.220
'[09:22:44.140]',0.215,0.235,-,0.805,0.420,1.517,90.655
'[09:22:44.148]',0.210,0.235,-,0.805,0.415,1.497,87.675
'[09:22:44.156]',0.210,0.230,-,0.805,0.409,1.477,85.184
'[09:22:44.164]',0.215,0.230,-,0.810,0.404,1.457,82.840
'[09:22:44.172]',0.235,0.240,-,0.825,0.400,1.442,80.690
'[09:22:44.180]',0.265,0.255,-,0.845,0.397,1.429,78.590
'[09:22:44.188]',0.285,0.275,-,0.855,0.394,1.413,77.125
'[09:22:44.196]',0.295,0.280,-,0.861,0.392,1.396,76.343
'[09:22:44.204]',0.320,0.285,-,0.871,0.390,1.377,76.441
'[09:22:44.212]',0.350,0.295,-,0.881,0.389,1.359,77.125
'[09:22:44.220]',0.355,0.280,-,0.885,0.388,1.341,78.199
'[09:22:44.228]',0.285,0.245,-,0.845,0.388,1.323,79.469
'[09:22:44.236]',0.220,0.215,-,0.810,0.389,1.306,80.984
'[09:22:44.244]',0.180,0.210,-,0.796,0.390,1.294,82.742
'[09:22:44.252]',0.145,0.195,-,0.781,0.393,1.288,84.696
'[09:22:44.260]',0.135,0.190,-,0.781,0.395,1.294,86.552
'[09:22:44.268]',0.135,0.190,-,0.781,0.398,1.312,88.115
'[09:22:44.276]',0.135,0.190,-,0.786,0.401,1.343,89.043
'[09:22:44.284]',0.135,0.190,-,0.791,0.404,1.398,89.238
'[09:22:44.292]',0.135,0.190,-,0.796,0.408,1.478,88.750
'[09:22:44.300]',0.120,0.180,-,0.800,0.413,1.582,87.675
'[09:22:44.308]',0.060,0.130,-,0.815,0.418,1.702,86.308
'[09:22:44.316]',-0.010,0.050,-,0.905,0.425,1.833,84.598
'[09:22:44.324]',0.100,0.015,-,1.010,0.431,1.967,82.791
'[09:22:44.332]',0.625,0.310,-,1.106,0.440,2.093,80.984
'[09:22:44.340]',1.081,0.790,-,0.970,0.448,2.205,79.176
'[09:22:44.348]',0.895,0.920,-,0.470,0.457,2.299,77.418
'[09:22:44.356]',0.405,0.650,-,0.129,0.467,2.370,75.855
'[09:22:44.364]',0.065,0.330,-,0.255,0.476,2.418,74.341
'[09:22:44.372]',-0.055,0.165,-,0.534,0.486,2.444,73.120
'[09:22:44.380]',0.020,0.140,-,0.765,0.495,2.450,72.045
'[09:22:44.388]',0.130,0.175,-,0.905,0.505,2.442,71.215
'[09:22:44.396]',0.190,0.190,-,0.970,0.515,2.422,70.629
'[09:22:44.404]',0.215,0.195,-,1.010,0.525,2.393,70.189
'[09:22:44.412]',0.240,0.200,-,1.031,0.536,2.355,69.847
'[09:22:44.420]',0.260,0.210,-,1.050,0.547,2.312,69.603
'[09:22:44.428]',0.280,0.220,-,1.075,0.557,2.263,69.359
'[09:22:44.436]',0.300,0.230,-,1.095,0.567,2.209,69.114
'[09:22:44.444]',0.320,0.240,-,1.121,0.577,2.154,68.919
'[09:22:44.452]',0.340,0.250,-,1.140,0.587,2.102,68.821
'[09:22:44.460]',0.355,0.255,-,1.160,0.597,2.052,68.675
'[09:22:44.468]',0.380,0.260,-,1.186,0.607,2.010,68.431
'[09:22:44.476]',0.405,0.275,-,1.206,0.617,1.974,68.089
'[09:22:44.484]',0.435,0.285,-,1.225,0.628,1.935,67.698
'[09:22:44.492]',0.465,0.295,-,1.250,0.638,1.899,67.161
'[09:22:44.500]',0.500,0.305,-,1.276,0.648,1.869,66.721
'[09:22:44.508]',0.535,0.320,-,1.296,0.658,1.847,66.281
'[09:22:44.516]',0.565,0.330,-,1.315,0.668,1.831,65.940
'[09:22:44.524]',0.600,0.340,-,1.320,0.677,1.820,65.549
'[09:22:44.532]',0.620,0.350,-,1.310,0.686,1.815,65.158
'[09:22:44.540]',0.630,0.360,-,1.286,0.693,1.812,64.816
'[09:22:44.548]',0.620,0.360,-,1.250,0.700,1.811,64.377
'[09:22:44.556]',0.600,0.360,-,1.206,0.708,1.810,64.230
'[09:22:44.564]',0.565,0.345,-,1.145,0.715,1.807,64.914
'[09:22:44.572]',0.510,0.330,-,1.085,0.722,1.803,67.405
'[09:22:44.580]',0.445,0.315,-,1.031,0.730,1.797,73.120
'[09:22:44.588]',0.380,0.300,-,0.985,0.735,1.788,83.035
'[09:22:44.596]',0.325,0.280,-,0.946,0.741,1.774,96.907
'[09:22:44.604]',0.275,0.265,-,0.910,0.746,1.755,112.390
'[09:22:44.612]',0.240,0.250,-,0.890,0.751,1.732,126.164
'[09:22:44.620]',0.215,0.235,-,0.881,0.755,1.705,135.787
'[09:22:44.628]',0.200,0.230,-,0.876,0.759,1.675,140.573
'[09:22:44.636]',0.195,0.230,-,0.871,0.763,1.646,141.257
'[09:22:44.644]',0.190,0.230,-,0.866,0.766,1.617,139.059
'[09:22:44.652]',0.190,0.225,-,0.861,0.769,1.587,134.614
'[09:22:44.660]',0.195,0.225,-,0.861,0.771,1.558,128.704
'[09:22:44.668]',0.195,0.230,-,0.861,0.772,1.534,121.817
'[09:22:44.676]',0.195,0.230,-,0.855,0.774,1.512,114.784
'[09:22:44.684]',0.190,0.230,-,0.850,0.774,1.490,108.239
'[09:22:44.692]',0.195,0.230,-,0.840,0.775,1.466,102.377
'[09:22:44.700]',0.195,0.230,-,0.835,0.774,1.443,97.200
'[09:22:44.708]',0.195,0.230,-,0.830,0.774,1.420,92.560
'[09:22:44.716]',0.195,0.230,-,0.820,0.774,1.400,88.359
'[09:22:44.724]',0.195,0.230,-,0.815,0.773,1.381,84.696
'[09:22:44.732]',0.200,0.235,-,0.820,0.773,1.365,81.472
'[09:22:44.740]',0.230,0.245,-,0.840,0.772,1.349,78.786
'[09:22:44.748]',0.260,0.265,-,0.866,0.772,1.331,76.490
'[09:22:44.756]',0.275,0.275,-,0.876,0.772,1.313,74.487
'[09:22:44.764]',0.280,0.275,-,0.876,0.773,1.294,72.924
'[09:22:44.772]',0.310,0.285,-,0.890,0.774,1.281,72.192
'[09:22:44.780]',0.340,0.300,-,0.900,0.776,1.272,72.289
'[09:22:44.788]',0.345,0.285,-,0.885,0.779,1.259,73.168
'[09:22:44.796]',0.275,0.255,-,0.850,0.784,1.242,74.487
'[09:22:44.804]',0.220,0.230,-,0.820,0.788,1.225,76.197
'[09:22:44.812]',0.185,0.220,-,0.805,0.794,1.208,78.199
'[09:22:44.820]',0.165,0.215,-,0.791,0.800,1.196,80.349
'[09:22:44.828]',0.165,0.210,-,0.791,0.806,1.190,82.742
'[09:22:44.836]',0.165,0.210,-,0.791,0.813,1.189,85.038
'[09:22:44.844]',0.165,0.210,-,0.791,0.820,1.198,86.991
'[09:22:44.852]',0.170,0.215,-,0.796,0.826,1.226,88.310
'[09:22:44.860]',0.170,0.215,-,0.805,0.832,1.274,88.799
'[09:22:44.868]',0.150,0.195,-,0.805,0.839,1.333,88.554
'[09:22:44.876]',0.080,0.145,-,0.830,0.846,1.408,87.626
'[09:22:44.884]',0.015,0.065,-,0.920,0.852,1.509,86.259
'[09:22:44.892]',0.160,0.035,-,1.041,0.860,1.630,84.403
'[09:22:44.900]',0.705,0.390,-,1.121,0.867,1.758,82.449
'[09:22:44.908]',1.126,0.865,-,0.920,0.874,1.887,80.349
'[09:22:44.916]',0.891,0.970,-,0.374,0.881,2.011,78.346
'[09:22:44.924]',0.400,0.650,-,0.065,0.888,2.120,76.490
'[09:22:44.932]',0.075,0.335,-,0.230,0.894,2.209,74.731
'[09:22:44.940]',-0.021,0.195,-,0.520,0.901,2.278,73.217
'[09:22:44.948]',0.075,0.185,-,0.755,0.908,2.372,71.996
'[09:22:44.956]',0.190,0.240,-,0.900,0.916,2.471,70.970
'[09:22:44.964]',0.255,0.255,-,0.975,0.924,2.515,70.189
'[09:22:44.972]',0.290,0.265,-,1.015,0.931,2.526,69.652
'[09:22:44.980]',0.325,0.275,-,1.031,0.939,2.515,69.310
'[09:22:44.988]',0.345,0.290,-,1.060,0.946,2.486,68.968
'[09:22:44.996]',0.360,0.295,-,1.090,0.953,2.445,68.821
'[09:22:45.004]',0.375,0.305,-,1.111,0.959,2.396,68.724
'[09:22:45.012]',0.390,0.315,-,1.135,0.965,2.341,68.675
'[09:22:45.020]',0.410,0.320,-,1.160,0.970,2.283,68.675
'[09:22:45.028]',0.435,0.340,-,1.181,0.976,2.224,68.675
'[09:22:45.036]',0.475,0.360,-,1.206,0.981,2.166,68.626
'[09:22:45.044]',0.520,0.385,-,1.235,0.986,2.112,68.479
'[09:22:45.052]',0.565,0.405,-,1.261,0.990,2.063,68.186
'[09:22:45.060]',0.600,0.420,-,1.291,0.995,2.020,67.844
'[09:22:45.068]',0.635,0.430,-,1.335,0.997,1.985,67.551
'[09:22:45.076]',0.675,0.445,-,1.371,1.000,1.959,67.356
'[09:22:45.084]',0.720,0.465,-,1.395,1.000,1.939,67.258
'[09:22:45.092]',0.750,0.475,-,1.390,1.000,1.928,67.112
'[09:22:45.100]',0.770,0.485,-,1.371,1.000,1.922,66.965
'[09:22:45.108]',0.775,0.490,-,1.335,1.000,1.921,66.819
'[09:22:45.116]',0.760,0.480,-,1.281,1.000,1.923,66.819
'[09:22:45.124]',0.735,0.465,-,1.225,1.000,1.927,67.112
'[09:22:45.132]',0.680,0.435,-,1.175,1.000,1.930,68.626
'[09:22:45.140]',0.625,0.415,-,1.116,1.000,1.932,72.631
'[09:22:45.148]',0.570,0.400,-,1.060,1.000,1.933,80.544
'[09:22:45.156]',0.510,0.375,-,1.010,1.000,1.932,93.048
'[09:22:45.164]',0.455,0.355,-,0.961,0.996,1.929,108.727
'[09:22:45.172]',0.410,0.340,-,0.915,0.992,1.925,124.308
'[09:22:45.180]',0.385,0.340,-,0.895,0.986,1.918,136.617
'[09:22:45.188]',0.360,0.325,-,0.890,0.980,1.905,144.139
'[09:22:45.196]',0.320,0.290,-,0.895,0.970,1.887,147.070
'[09:22:45.204]',0.290,0.260,-,0.905,0.959,1.863,146.679
'[09:22:45.212]',0.290,0.260,-,0.900,0.944,1.836,143.797
'[09:22:45.220]',0.300,0.270,-,0.895,0.929,1.804,139.108
'[09:22:45.228]',0.290,0.260,-,0.900,0.913,1.773,133.100
'[09:22:45.236]',0.285,0.255,-,0.915,0.897,1.741,126.409
'[09:22:45.244]',0.305,0.275,-,0.905,0.879,1.710,119.912
'[09:22:45.252]',0.310,0.280,-,0.905,0.860,1.677,114.002
'[09:22:45.260]',0.280,0.245,-,0.905,0.836,1.647,108.922
'[09:22:45.268]',0.260,0.230,-,0.890,0.811,1.624,104.722
'[09:22:45.276]',0.260,0.235,-,0.871,0.779,1.605,101.303
'[09:22:45.284]',0.245,0.225,-,0.871,0.748,1.587,98.421
'[09:22:45.292]',0.235,0.210,-,0.881,0.710,1.568,95.979
'[09:22:45.300]',0.255,0.235,-,0.866,0.672,1.549,93.781
'[09:22:45.308]',0.295,0.265,-,0.876,0.630,1.532,91.778
'[09:22:45.316]',0.325,0.280,-,0.910,0.588,1.515,89.824
'[09:22:45.324]',0.340,0.285,-,0.956,0.548,1.499,87.968
'[09:22:45.332]',0.345,0.280,-,0.970,0.509,1.483,86.552
'[09:22:45.340]',0.340,0.280,-,0.956,0.472,1.467,85.868
'[09:22:45.348]',0.390,0.310,-,0.946,0.434,1.451,85.966
'[09:22:45.356]',0.405,0.320,-,0.961,0.395,1.436,86.747
'[09:22:45.364]',0.350,0.265,-,0.941,0.356,1.427,87.919
'[09:22:45.372]',0.270,0.215,-,0.900,0.315,1.421,89.531
'[09:22:45.380]',0.220,0.195,-,0.881,0.275,1.414,91.632
'[09:22:45.388]',0.185,0.180,-,0.866,0.239,1.410,94.074
'[09:22:45.396]',0.165,0.170,-,0.845,0.204,1.409,96.614
'[09:22:45.404]',0.170,0.190,-,0.845,0.173,1.415,99.056
'[09:22:45.412]',0.180,0.195,-,0.855,0.143,1.436,100.912
'[09:22:45.420]',0.180,0.200,-,0.855,0.113,1.478,102.035
'[09:22:45.428]',0.175,0.200,-,0.866,0.084,1.544,102.426
'[09:22:45.436]',0.155,0.170,-,0.876,0.056,1.635,102.035
'[09:22:45.444]',0.090,0.109,-,0.876,0.028,1.749,101.058
'[09:22:45.452]',0.010,0.035,-,0.890,0.014,1.881,99.593
'[09:22:45.460]',-0.010,-0.035,-,0.956,-0.000,2.027,97.884
'[09:22:45.468]',0.310,0.065,-,1.050,-0.000,2.157,95.881
'[09:22:45.476]',0.910,0.540,-,1.181,-0.000,2.275,93.927
'[09:22:45.484]',1.115,0.945,-,0.925,-0.000,2.398,91.973
'[09:22:45.492]',0.690,0.956,-,0.395,-0.000,2.513,90.215
'[09:22:45.500]',0.210,0.435,-,0.270,-0.000,2.612,88.701
'[09:22:45.508]',0.015,0.190,-,0.541,-0.000,2.690,87.284
'[09:22:45.516]',0.055,0.150,-,0.815,-0.000,2.749,86.161
'[09:22:45.524]',0.160,0.170,-,0.980,-0.000,2.787,85.379
'[09:22:45.532]',0.225,0.185,-,1.050,-0.000,2.806,84.745
'[09:22:45.540]',0.230,0.165,-,1.121,-0.000,2.808,84.354
'[09:22:45.548]',0.200,0.120,-,1.165,-0.000,2.796,84.110
'[09:22:45.556]',0.225,0.140,-,1.140,-0.000,2.772,83.914
'[09:22:45.564]',0.305,0.210,-,1.116,-0.000,2.743,83.719
'[09:22:45.572]',0.350,0.240,-,1.131,-0.000,2.710,83.621
'[09:22:45.580]',0.335,0.215,-,1.145,-0.000,2.672,83.475
'[09:22:45.588]',0.320,0.190,-,1.191,-0.000,2.630,83.377
'[09:22:45.596]',0.335,0.195,-,1.250,-0.000,2.586,83.230
'[09:22:45.604]',0.375,0.230,-,1.266,-0.000,2.543,83.133
'[09:22:45.612]',0.415,0.255,-,1.245,-0.000,2.504,82.840
'[09:22:45.620]',0.420,0.235,-,1.245,-0.000,2.467,82.498
'[09:22:45.628]',0.410,0.215,-,1.271,-0.000,2.434,82.107
'[09:22:45.636]',0.470,0.245,-,1.300,-0.000,2.407,81.814
'[09:22:45.644]',0.540,0.300,-,1.310,-0.000,2.388,81.472
'[09:22:45.652]',0.580,0.325,-,1.315,-0.000,2.377,81.228
'[09:22:45.660]',0.610,0.330,-,1.341,-0.000,2.374,81.032
'[09:22:45.668]',0.630,0.335,-,1.330,-0.000,2.375,80.886
'[09:22:45.676]',0.625,0.330,-,1.320,-0.000,2.381,80.886
'[09:22:45.684]',0.615,0.325,-,1.296,-0.000,2.395,81.130
'[09:22:45.692]',0.610,0.340,-,1.255,-0.000,2.409,82.156
'[09:22:45.700]',0.580,0.325,-,1.211,-0.000,2.418,84.989
'[09:22:45.708]',0.545,0.330,-,1.155,-0.000,2.425,90.948
'[09:22:45.716]',0.515,0.340,-,1.085,-0.000,2.429,101.107
'[09:22:45.724]',0.460,0.345,-,1.015,-0.000,2.427,115.419
'[09:22:45.732]',0.390,0.300,-,0.961,-0.000,2.420,131.684
'[09:22:45.740]',0.325,0.265,-,0.910,-0.000,2.411,146.386
'[09:22:45.748]',0.290,0.255,-,0.890,-0.000,2.397,156.790
'[09:22:45.756]',0.255,0.240,-,0.890,-0.000,2.376,162.016
'[09:22:45.764]',0.220,0.215,-,0.876,-0.000,2.353,162.700
'[09:22:45.772]',0.225,0.230,-,0.850,-0.000,2.327,160.160
'[09:22:45.780]',0.260,0.270,-,0.835,-0.000,2.298,155.471
'[09:22:45.788]',0.265,0.275,-,0.835,-0.000,2.269,149.316
'[09:22:45.796]',0.240,0.255,-,0.850,-0.000,2.239,142.381
'[09:22:45.804]',0.255,0.265,-,0.855,-0.000,2.210,135.298
'[09:22:45.812]',0.260,0.275,-,0.850,-0.000,2.180,128.558
'[09:22:45.820]',0.255,0.270,-,0.845,-0.000,2.149,122.550
'[09:22:45.828]',0.245,0.265,-,0.835,-0.000,2.121,117.324
'[09:22:45.836]',0.235,0.255,-,0.830,-0.000,2.095,112.928
'[09:22:45.844]',0.245,0.270,-,0.825,-0.000,2.068,109.264
'[09:22:45.852]',0.260,0.280,-,0.825,-0.000,2.044,106.187
'[09:22:45.860]',0.240,0.260,-,0.825,-0.000,2.021,103.745
'[09:22:45.868]',0.230,0.245,-,0.835,-0.000,2.001,101.596
'[09:22:45.876]',0.240,0.255,-,0.835,-0.000,1.983,99.593
'[09:22:45.884]',0.250,0.265,-,0.815,-0.000,1.964,97.542
'[09:22:45.892]',0.260,0.275,-,0.810,-0.000,1.944,95.295
'[09:22:45.900]',0.290,0.280,-,0.850,-0.000,1.928,93.243
'[09:22:45.908]',0.300,0.285,-,0.885,-0.000,1.911,91.534
'[09:22:45.916]',0.325,0.295,-,0.895,-0.000,1.894,90.557
'[09:22:45.924]',0.360,0.330,-,0.881,-0.000,1.878,90.117
'[09:22:45.932]',0.400,0.350,-,0.876,-0.000,1.859,90.117
'[09:22:45.940]',0.410,0.345,-,0.885,-0.000,1.840,90.557
'[09:22:45.948]',0.395,0.320,-,0.881,-0.000,1.821,91.387
'[09:22:45.956]',0.340,0.290,-,0.850,-0.000,1.808,92.511
'[09:22:45.964]',0.280,0.260,-,0.820,-0.000,1.804,93.781
'[09:22:45.972]',0.235,0.245,-,0.805,-0.000,1.813,95.099
'[09:22:45.980]',0.220,0.250,-,0.796,-0.000,1.841,96.321
'[09:22:45.988]',0.210,0.250,-,0.791,-0.000,1.890,97.249
'[09:22:45.996]',0.195,0.235,-,0.796,-0.000,1.964,97.688
'[09:22:46.004]',0.190,0.230,-,0.796,-0.000,2.064,97.591
'[09:22:46.012]',0.205,0.245,-,0.800,-0.000,2.186,97.004
'[09:22:46.020]',0.225,0.260,-,0.796,-0.000,2.323,95.930
'[09:22:46.028]',0.210,0.245,-,0.786,-0.000,2.468,94.416
'[09:22:46.036]',0.145,0.190,-,0.775,-0.000,2.615,92.657
'[09:22:46.044]',0.070,0.090,-,0.850,-0.000,2.754,90.850
'[09:22:46.052]',0.210,0.040,-,0.941,-0.000,2.878,89.092
'[09:22:46.060]',0.810,0.375,-,1.065,-0.000,2.979,87.382
'[09:22:46.068]',1.285,0.905,-,1.090,-0.000,3.048,85.721
'[09:22:46.076]',1.030,1.035,-,0.595,-0.000,3.092,84.158
'[09:22:46.084]',0.500,0.720,-,0.294,-0.000,3.123,82.742
'[09:22:46.092]',0.180,0.400,-,0.405,-0.000,3.137,81.423
'[09:22:46.100]',0.105,0.255,-,0.640,-0.000,3.135,80.349
'[09:22:46.108]',0.175,0.235,-,0.815,-0.000,3.118,79.469
'[09:22:46.116]',0.240,0.235,-,0.910,-0.000,3.088,78.786
'[09:22:46.124]',0.260,0.230,-,0.951,-0.000,3.048,78.199
'[09:22:46.132]',0.275,0.235,-,0.961,-0.000,3.001,77.809
'[09:22:46.140]',0.285,0.230,-,0.970,-0.000,2.949,77.418
'[09:22:46.148]',0.290,0.230,-,0.995,-0.000,2.894,77.174
'[09:22:46.156]',0.320,0.240,-,1.021,-0.000,2.838,76.881
'[09:22:46.164]',0.345,0.255,-,1.031,-0.000,2.785,76.539
'[09:22:46.172]',0.355,0.250,-,1.050,-0.000,2.733,76.197
'[09:22:46.180]',0.365,0.250,-,1.070,-0.000,2.677,75.855
'[09:22:46.188]',0.400,0.270,-,1.080,-0.000,2.624,75.464
'[09:22:46.196]',0.435,0.290,-,1.095,-0.000,2.571,75.073
'[09:22:46.204]',0.455,0.295,-,1.121,-0.000,2.520,74.536
'[09:22:46.212]',0.480,0.295,-,1.140,-0.000,2.474,73.999
'[09:22:46.220]',0.505,0.300,-,1.155,-0.000,2.433,73.413
'[09:22:46.228]',0.525,0.295,-,1.181,-0.000,2.400,72.778
'[09:22:46.236]',0.540,0.290,-,1.201,-0.000,2.372,72.289
'[09:22:46.244]',0.585,0.310,-,1.220,-0.000,2.349,71.801
'[09:22:46.252]',0.625,0.335,-,1.225,-0.000,2.330,71.361
'[09:22:46.260]',0.645,0.345,-,1.206,-0.000,2.314,70.922
'[09:22:46.268]',0.650,0.355,-,1.186,-0.000,2.297,70.482
'[09:22:46.276]',0.640,0.360,-,1.170,-0.000,2.281,70.433
'[09:22:46.284]',0.625,0.365,-,1.140,-0.000,2.263,71.117
'[09:22:46.292]',0.600,0.370,-,1.106,-0.000,2.246,73.559
'[09:22:46.300]',0.560,0.365,-,1.050,-0.000,2.229,78.981
'[09:22:46.308]',0.505,0.355,-,0.995,-0.000,2.208,88.310
'[09:22:46.316]',0.445,0.340,-,0.946,-0.000,2.183,101.449
'[09:22:46.324]',0.390,0.325,-,0.910,-0.000,2.152,116.347
'[09:22:46.332]',0.335,0.300,-,0.885,-0.000,2.120,129.974
'[09:22:46.340]',0.300,0.300,-,0.866,-0.000,2.087,139.890
'[09:22:46.348]',0.300,0.305,-,0.845,-0.000,2.050,144.920
'[09:22:46.356]',0.290,0.300,-,0.835,-0.000,2.011,145.800
'[09:22:46.364]',0.275,0.295,-,0.830,-0.000,1.975,143.602
'[09:22:46.372]',0.265,0.280,-,0.830,-0.000,1.942,139.352
'[09:22:46.380]',0.255,0.275,-,0.835,-0.000,1.907,133.540
'[09:22:46.388]',0.255,0.275,-,0.840,-0.000,1.871,126.848
'[09:22:46.396]',0.260,0.280,-,0.825,-0.000,1.835,120.059
'[09:22:46.404]',0.265,0.290,-,0.815,-0.000,1.799,113.563
'[09:22:46.412]',0.265,0.295,-,0.820,-0.000,1.764,107.750
'[09:22:46.420]',0.255,0.280,-,0.815,-0.000,1.732,102.573
'[09:22:46.428]',0.240,0.265,-,0.815,-0.000,1.700,97.981
'[09:22:46.436]',0.245,0.265,-,0.805,-0.000,1.668,94.074
'[09:22:46.444]',0.255,0.275,-,0.800,-0.000,1.636,90.655
'[09:22:46.452]',0.255,0.275,-,0.800,-0.000,1.608,87.919
'[09:22:46.460]',0.255,0.280,-,0.796,-0.000,1.580,85.575
'[09:22:46.468]',0.255,0.280,-,0.796,-0.000,1.558,83.377
'[09:22:46.476]',0.260,0.280,-,0.800,-0.000,1.539,81.179
'[09:22:46.484]',0.280,0.295,-,0.820,-0.000,1.519,79.225
'[09:22:46.492]',0.310,0.305,-,0.845,-0.000,1.499,77.809
'[09:22:46.500]',0.325,0.315,-,0.855,-0.000,1.474,77.125
'[09:22:46.508]',0.340,0.325,-,0.861,-0.000,1.451,77.223
'[09:22:46.516]',0.370,0.335,-,0.866,-0.000,1.426,77.906
'[09:22:46.524]',0.395,0.345,-,0.876,-0.000,1.403,78.981
'[09:22:46.532]',0.380,0.320,-,0.866,-0.000,1.380,80.251
'[09:22:46.540]',0.315,0.280,-,0.835,-0.000,1.358,81.814
'[09:22:46.548]',0.260,0.255,-,0.810,-0.000,1.340,83.475
'[09:22:46.556]',0.220,0.255,-,0.796,-0.000,1.332,85.233
'[09:22:46.564]',0.205,0.255,-,0.786,-0.000,1.337,86.845
'[09:22:46.572]',0.195,0.260,-,0.781,-0.000,1.357,88.066
'[09:22:46.580]',0.185,0.240,-,0.786,-0.000,1.396,88.799
